rank,name,old_bce,refit_bce,robust,drift_v83,max_drift_v83,n_moves,moves,credible_under_0585,mean_Q1,dmean_Q1,mean_Q2,dmean_Q2,mean_Q3,dmean_Q3,mean_S1,dmean_S1,mean_S2,dmean_S2,mean_S3,dmean_S3,mean_S4,dmean_S4
1,beam_001,0.5953483517185489,0.5953287711049062,0.5953483517185489,0.012607867379119288,0.06884776286375488,4,submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q3|rank_logit|all|g0.16 || submission_v84_shape_two_thirds_v83_plus_v18_l06|S4|rank_logit|all|g0.16 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_two_thirds_v83_plus_v18_l06|S3|rank_logit|all|g0.08,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6105968685481511,-0.0013898931130472691,0.6826123872110993,0.0,0.6439252486539999,0.0,0.6603687277183603,0.0017279068214046678,0.5533422384379771,0.0003283164152898532
2,beam_002,0.5953499079144788,0.5953083230760737,0.5953499079144788,0.012609560190825111,0.06884776286375488,4,submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q3|rank_logit|all|g0.16 || submission_v84_shape_two_thirds_v83_plus_v18_l06|S4|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.12 || submission_v84_shape_two_thirds_v83_plus_v18_l06|S3|rank_logit|all|g0.08,False,0.510368196901956,0.0,0.5696007195063691,0.00028240444990912383,0.6105968685481511,-0.0013898931130472691,0.6826123872110993,0.0,0.6439252486539999,0.0,0.6603687277183603,0.0017279068214046678,0.5532783944533892,0.00026447243070193416
3,beam_003,0.5953668359128688,0.5953243904138696,0.5953668359128688,0.012612178664559378,0.06884776286375488,4,submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q3|rank_logit|all|g0.16 || submission_v84_shape_two_thirds_v83_plus_v18_p06|S4|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.12 || submission_v84_shape_two_thirds_v83_plus_v18_l06|S3|rank_logit|all|g0.08,False,0.510368196901956,0.0,0.5696007195063691,0.00028240444990912383,0.6105968685481511,-0.0013898931130472691,0.6826123872110993,0.0,0.6439252486539999,0.0,0.6603687277183603,0.0017279068214046678,0.5533977747533849,0.00038385273069763137
4,beam_004,0.5950407579087617,0.5949169452386515,0.5950407579087617,0.014451054276578836,0.06884776286375488,5,submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q3|rank_logit|all|g0.16 || submission_v84_shape_two_thirds_v83_plus_v18_l06|S4|rank_logit|all|g0.16 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_two_thirds_v83_plus_v18_l06|S3|rank_logit|all|g0.08 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|S2|rank_logit|all|g0.08,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6105968685481511,-0.0013898931130472691,0.6826123872110993,0.0,0.6422929661522958,-0.0016322825017041076,0.6603687277183603,0.0017279068214046678,0.5533422384379771,0.0003283164152898532
5,beam_005,0.5950423141046917,0.5948964972098191,0.5950423141046917,0.014452747088284663,0.06884776286375488,5,submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q3|rank_logit|all|g0.16 || submission_v84_shape_two_thirds_v83_plus_v18_l06|S4|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.12 || submission_v84_shape_two_thirds_v83_plus_v18_l06|S3|rank_logit|all|g0.08 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|S2|rank_logit|all|g0.08,False,0.510368196901956,0.0,0.5696007195063691,0.00028240444990912383,0.6105968685481511,-0.0013898931130472691,0.6826123872110993,0.0,0.6422929661522958,-0.0016322825017041076,0.6603687277183603,0.0017279068214046678,0.5532783944533892,0.00026447243070193416
6,beam_006,0.5954316612515065,0.5953810492080764,0.5954316612515065,0.012531470344010458,0.06884776286375488,4,submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q3|rank_logit|all|g0.16 || submission_v84_shape_two_thirds_v83_plus_v18_l06|S4|rank_logit|all|g0.16 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_two_thirds_v83_plus_v18_l06|S3|rank_logit|small_gap5|g0.12,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6105968685481511,-0.0013898931130472691,0.6826123872110993,0.0,0.6439252486539999,0.0,0.6604443778049315,0.0018035569079758451,0.5533422384379771,0.0003283164152898532
7,beam_007,0.5954332174474364,0.5953606011792438,0.5954332174474364,0.012533163155716284,0.06884776286375488,4,submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q3|rank_logit|all|g0.16 || submission_v84_shape_two_thirds_v83_plus_v18_l06|S4|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.12 || submission_v84_shape_two_thirds_v83_plus_v18_l06|S3|rank_logit|small_gap5|g0.12,False,0.510368196901956,0.0,0.5696007195063691,0.00028240444990912383,0.6105968685481511,-0.0013898931130472691,0.6826123872110993,0.0,0.6439252486539999,0.0,0.6604443778049315,0.0018035569079758451,0.5532783944533892,0.00026447243070193416
8,beam_008,0.5950592421030815,0.594912564547615,0.5950592421030815,0.014455365562018927,0.06884776286375488,5,submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q3|rank_logit|all|g0.16 || submission_v84_shape_two_thirds_v83_plus_v18_p06|S4|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.12 || submission_v84_shape_two_thirds_v83_plus_v18_l06|S3|rank_logit|all|g0.08 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|S2|rank_logit|all|g0.08,False,0.510368196901956,0.0,0.5696007195063691,0.00028240444990912383,0.6105968685481511,-0.0013898931130472691,0.6826123872110993,0.0,0.6422929661522958,-0.0016322825017041076,0.6603687277183603,0.0017279068214046678,0.5533977747533849,0.00038385273069763137
9,beam_009,0.5954263361005397,0.5953671901030554,0.5954263361005397,0.012630048964135889,0.06884776286375488,4,submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q3|rank_logit|all|g0.16 || submission_v84_shape_two_thirds_v83_plus_v18_l06|S4|rank_logit|all|g0.16 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.08 || submission_v84_shape_two_thirds_v83_plus_v18_p06|S3|rank_logit|all|g0.08,False,0.510368196901956,0.0,0.5695616548563521,0.00024333979989210608,0.6105968685481511,-0.0013898931130472691,0.6826123872110993,0.0,0.6439252486539999,0.0,0.6610704088855104,0.002429587988554749,0.5533422384379771,0.0003283164152898532
10,beam_010,0.5954278922964698,0.5953467420742228,0.5954278922964698,0.012631741775841712,0.06884776286375488,4,submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q3|rank_logit|all|g0.16 || submission_v84_shape_two_thirds_v83_plus_v18_l06|S4|rank_logit|all|g0.12 || submission_cl_anchor_clue_v85_soft_direction_w006_prob|Q2|rank_logit|all|g0.12 || submission_v84_shape_two_thirds_v83_plus_v18_p06|S3|rank_logit|all|g0.08,False,0.510368196901956,0.0,0.5696007195063691,0.00028240444990912383,0.6105968685481511,-0.0013898931130472691,0.6826123872110993,0.0,0.6439252486539999,0.0,0.6610704088855104,0.002429587988554749,0.5532783944533892,0.00026447243070193416
