posterior,candidate,posterior_bce,vs_v83
refit_public_anchor,v83_base,0.5997645834997279,0.0
refit_public_anchor,s1_rank_g005,0.5997438698509271,-2.0713648800851914e-05
refit_public_anchor,q1_rank_g005,0.5997693369975792,4.753497851228694e-06
refit_public_anchor,s1_rank_g010,0.5997238483133608,-4.0735186367157894e-05
refit_public_anchor,q1s1_rank_g005,0.5997486233487782,-1.5960150949734242e-05
refit_public_anchor,sleep_family_rank_g005,0.59975903761739,-5.545882337920638e-06
refit_public_anchor,q1s1_rank_g010,0.5997341689096344,-3.041459009356373e-05
refit_public_anchor,s1_rank_g030,0.5996506739465772,-0.00011390955315071505
refit_public_anchor,q1_rank_g030,0.599805299322889,4.07158231610083e-05
refit_public_anchor,s1_rank_g050,0.5995885349109669,-0.00017604858876107965
refit_public_anchor,q1s1_rank_g030,0.5996913897697382,-7.319372998970675e-05
refit_public_anchor,s1_rank_g100_stress,0.5994812423558719,-0.0002833411438560862
refit_public_anchor,q1s1_rank_g050,0.5996726251452272,-9.195835450070966e-05
refit_public_anchor,sleep_family_rank_g030,0.5997760672751241,1.1483775396170515e-05
refit_public_anchor,sleep_family_rank_g050,0.5998432740194362,7.869051970821328e-05
old_public_anchor,v83_base,0.5978132846155986,0.0
old_public_anchor,s1_rank_g005,0.597814907992234,1.6233766354512014e-06
old_public_anchor,q1_rank_g005,0.5978126415228356,-6.430927629308414e-07
old_public_anchor,s1_rank_g010,0.5978172234801044,3.938864505781403e-06
old_public_anchor,q1s1_rank_g005,0.5978142648994711,9.8028387252036e-07
old_public_anchor,sleep_family_rank_g005,0.597824539951418,1.1255335819471135e-05
old_public_anchor,q1s1_rank_g010,0.5978167508951494,3.46627955083445e-06
old_public_anchor,s1_rank_g030,0.5978333972150662,2.0112599467658754e-05
old_public_anchor,q1_rank_g030,0.5978216208950747,8.336279476162112e-06
old_public_anchor,s1_rank_g050,0.5978606062812014,4.732166560283968e-05
old_public_anchor,q1s1_rank_g030,0.5978417334945424,2.8448878943820866e-05
old_public_anchor,s1_rank_g100_stress,0.5979766839804702,0.00016339936487164142
old_public_anchor,q1s1_rank_g050,0.5978907306093203,7.744599372172534e-05
old_public_anchor,sleep_family_rank_g030,0.5979255756999396,0.00011229108434107626
old_public_anchor,sleep_family_rank_g050,0.5980599873168815,0.00024670270128290817
