target,subset,k,C,avg_logloss,chrono_last_20,chrono_last_25,chrono_last_30,n_cols
Q1,qstate_plus_sleep_semantic,120,0.003,0.7031942428157638,0.7151084174831482,0.714978989943123,0.6794953210210204,2002
Q1,qstate_plus_semantic,120,0.01,0.7033708631388329,0.7141390031068691,0.7106795481440396,0.6852940381655903,1202
Q1,no_flat_hourly,10,0.1,0.703379284838317,0.7056048044534569,0.7071334769605324,0.6973995731009621,604
Q1,q1x_plus_sleep,120,0.01,0.7034935694458797,0.7216131577750055,0.7132864935687421,0.6755810569938916,1238
Q1,qstate_all,10,0.1,0.7036219064107855,0.7074060296183542,0.7152905126561184,0.6881691769578838,942
Q1,sleep_only,20,0.01,0.7039461456599815,0.6950673928445847,0.7025405990177769,0.7142304451175828,324
Q1,qstate_plus_semantic,80,0.01,0.7051115555929162,0.7291522705322115,0.7078596795723969,0.6783227166741399,1202
Q1,q1x_plus_sleep,200,0.0005,0.7057370997937835,0.7240741274758706,0.6978290491187015,0.6953081227867782,1238
Q1,q1x_plus_sleep,50,0.03,0.7058463369928739,0.707177750053374,0.7200553082370942,0.6903059526881538,1238
Q1,no_flat_hourly,20,0.1,0.7060859835634342,0.6894081600603755,0.7139146516451854,0.7149351389847419,604
Q1,qstate_plus_semantic,10,0.1,0.7071719732303796,0.707406029618354,0.7152905126561186,0.6988193774166661,1202
Q1,q1x_only,120,0.1,0.7072567263302671,0.6921686110659039,0.6927820753166306,0.7368194926082667,438
Q1,sleep_only,20,0.1,0.707837107630902,0.7040426510752661,0.7120247543786401,0.7074439174387999,324
Q1,q1x_plus_sleep,200,0.001,0.7078842387499322,0.7305155443443169,0.6978290491187015,0.6953081227867782,1238
Q1,q1x_plus_sleep,80,0.03,0.7083715358079309,0.7226474952516883,0.7231699212341521,0.679297190937952,1238
Q1,sleep_only,20,0.03,0.7087172436424808,0.7020550460069187,0.7105387040854905,0.7135579808350327,324
Q1,qstate_plus_semantic,30,0.03,0.7092906704263306,0.7056395818344913,0.7159082571755863,0.7063241722689142,1202
Q1,no_flat_hourly,30,0.03,0.7100527371859356,0.7039304727342985,0.714486930441015,0.7117408083824935,604
Q1,qstate_all,20,0.1,0.7117085536677373,0.718449675371442,0.724177933093706,0.6924980525380643,942
Q1,qstate_plus_sleep_semantic,30,0.1,0.7119069381532053,0.7173322227822906,0.7159309094595544,0.7024576822177709,2002
Q1,q1x_plus_sleep,200,0.003,0.7123090234026993,0.7437898983026184,0.6978290491187015,0.6953081227867782,1238
Q1,q1x_only,50,0.1,0.7133504320544101,0.714312397981681,0.7251629088488751,0.7005759893326738,438
Q1,qstate_all,200,0.01,0.7136135202141541,0.7268527265054512,0.7055007889962597,0.7084870451407518,942
Q1,qstate_all,120,0.01,0.7137660227564929,0.7371660433912259,0.7194908022058659,0.6846412226723868,942
Q1,sleep_only,200,0.03,0.7139055003818254,0.7129527022734296,0.7227395888017091,0.7060242100703379,324
Q1,sleep_only,200,0.01,0.7139055003818257,0.7129527022734292,0.7227395888017095,0.706024210070338,324
Q1,sleep_only,200,0.1,0.7139055003818257,0.7129527022734297,0.7227395888017095,0.706024210070338,324
Q1,sleep_only,200,0.0005,0.7139055003818258,0.7129527022734299,0.7227395888017097,0.7060242100703379,324
Q1,sleep_only,200,0.001,0.7139055003818258,0.7129527022734299,0.7227395888017097,0.7060242100703379,324
Q1,sleep_only,200,0.003,0.7139055003818259,0.7129527022734296,0.7227395888017097,0.7060242100703382,324
Q1,q1x_only,80,0.03,0.7154297885988274,0.696400052180019,0.7290647550797974,0.7208245585366662,438
Q1,qstate_plus_semantic,200,0.01,0.7155017883939311,0.7191986837131863,0.7175126503844443,0.7097940310841625,1202
Q1,q1x_plus_sleep,50,0.1,0.7166958282291312,0.7220518816670588,0.7283961917220677,0.6996394112982675,1238
Q1,qstate_all,50,0.03,0.716760469913376,0.7411692143728394,0.7277181470155999,0.681394048351689,942
Q1,qstate_plus_semantic,20,0.1,0.7177477007622436,0.7199930563056737,0.7230395666669838,0.7102104793140734,1202
Q1,q1x_plus_sleep,200,0.01,0.719641195051607,0.7657864132493409,0.6978290491187015,0.6953081227867782,1238
Q1,sleep_only,30,0.0005,0.7200772631379411,0.7251072955895277,0.7222293011317893,0.7128951926925063,324
Q1,qstate_all,30,0.1,0.7201503502625087,0.7349410700909141,0.7340166246386052,0.6914933560580069,942
Q1,sleep_only,30,0.001,0.7201515096087127,0.7262218405454417,0.7238280051280073,0.7104046831526889,324
Q1,no_flat_hourly,80,0.03,0.7203810215322021,0.7125168381489606,0.7377921640451204,0.7108340624025256,604
Q1,no_flat_hourly,200,0.03,0.7209403990102005,0.73135342908619,0.7200351191152364,0.7114326488291747,604
Q1,sleep_only,30,0.003,0.7210205233949067,0.727909867933676,0.7282827808529972,0.7068689213980469,324
Q1,no_flat_hourly,50,0.03,0.7224629132087438,0.713981775882643,0.7332036932715947,0.7202032704719932,604
Q1,semantic_only,200,0.1,0.7225691510940097,0.7284309067948483,0.7436436083194516,0.6956329381677286,260
Q1,qstate_plus_sleep_semantic,80,0.01,0.7230339299740766,0.7239421111639447,0.7369837398732224,0.7081759388850628,2002
Q1,qstate_plus_sleep_semantic,50,0.03,0.7260263616076102,0.7282071129295216,0.730500613712795,0.7193713581805146,2002
Q1,sleep_only,30,0.01,0.7261190877742921,0.7348507768201459,0.7379070761527463,0.7055994103499845,324
Q1,qstate_all,80,0.03,0.7263841523993273,0.7540477478940418,0.7275682408305139,0.697536468473426,942
Q1,q1x_plus_sleep,80,0.1,0.727331092175309,0.7500853191261311,0.7384941659459824,0.6934137914538132,1238
Q1,q1x_plus_sleep,120,0.03,0.7273578672734304,0.7468075668981733,0.7349748287746496,0.7002912061474684,1238
Q1,sleep_only,30,0.1,0.7275014597115623,0.7433901009287913,0.742258577606642,0.6968557005992537,324
Q1,qstate_plus_sleep_semantic,120,0.01,0.7278918576484523,0.750838021735177,0.7420650454885843,0.6907725057215958,2002
Q1,qstate_plus_semantic,120,0.03,0.7281927907769125,0.7420486252728055,0.729701803726187,0.712827943331745,1202
Q1,sleep_only,30,0.03,0.7290508927188836,0.7403459012200955,0.7436430722147603,0.7031637047217946,324
Q1,qstate_plus_sleep_semantic,200,0.003,0.7290721849105678,0.7823336616629692,0.7187618041068069,0.6861210889619273,2002
Q1,qstate_plus_semantic,30,0.1,0.7292877887149376,0.7316066869951214,0.7406633497747304,0.715593329374961,1202
Q1,qstate_plus_semantic,50,0.03,0.729933032952523,0.7437294420841783,0.7477313596279275,0.6983382971454635,1202
Q1,qstate_plus_semantic,80,0.03,0.7326371253158991,0.769451852034139,0.7347552214557826,0.6937043024577756,1202
Q1,no_flat_hourly,30,0.1,0.7330025593391137,0.7277164539587643,0.7408685906604662,0.7304226333981106,604
Q1,sleep_only,50,0.0005,0.7331668967708266,0.7405842696442745,0.7404934581957887,0.7184229624724165,324
Q1,q1x_only,80,0.1,0.7344006688231257,0.7004462556218363,0.7615002251214235,0.7412555257261174,438
Q1,qstate_all,50,0.1,0.7367338265152421,0.7645348061647659,0.7487108681949545,0.6969558051860058,942
Q1,sleep_only,50,0.001,0.7378683091303161,0.7486527601066306,0.7484247679969441,0.7165273992873733,324
Q1,no_flat_hourly,80,0.1,0.7395288164205388,0.7324758762035627,0.7586815303845801,0.727429042673474,604
Q1,q1x_plus_sleep,200,0.03,0.7414399278826531,0.8311826117424798,0.6978290491187015,0.6953081227867782,1238
Q1,sleep_only,50,0.003,0.7416572652448155,0.7599523383162676,0.7552756080118865,0.7097438494062923,324
Q1,qstate_plus_semantic,200,0.03,0.7423098698164274,0.7429351721435186,0.7553108759345301,0.7286835613712338,1202
Q1,sleep_only,50,0.1,0.7428656796189564,0.7780797246779075,0.7595313595964497,0.6909859545825121,324
Q1,qstate_plus_sleep_semantic,80,0.03,0.7432744215314516,0.748904488993195,0.7564510084382584,0.7244677671629016,2002
Q1,qstate_all,200,0.03,0.7441064275957013,0.7575183106919071,0.7365274875657698,0.7382734845294269,942
Q1,sleep_only,50,0.01,0.744186053140389,0.7712962934318585,0.7597480462462292,0.7015138197430792,324
Q1,qstate_all,120,0.03,0.7449188292204153,0.7706576527618199,0.7498698206011498,0.7142290142982765,942
Q1,sleep_only,50,0.03,0.7451081745911287,0.7781555256442735,0.7613647176143047,0.6958042805148079,324
Q1,no_flat_hourly,50,0.1,0.7463728281108404,0.7336990055021586,0.7565747080761356,0.7488447707542268,604
Q1,qstate_plus_semantic,120,0.1,0.747677136879502,0.7591837953977607,0.7404338713256645,0.7434137439150809,1202
Q1,qstate_plus_sleep_semantic,50,0.1,0.7484357392814892,0.7631925539473996,0.7584006643762083,0.7237139995208598,2002
Q1,qstate_plus_sleep_semantic,120,0.03,0.7527802283680914,0.7882058800593166,0.7654734694793581,0.7046613355655993,2002
Q1,qstate_plus_semantic,80,0.1,0.7528895360858016,0.798817401280192,0.7536116947085244,0.706239512268688,1202
Q1,qstate_all,80,0.1,0.754942634100343,0.7854181092448734,0.7488067597615239,0.7306030332946318,942
Q1,qstate_plus_semantic,50,0.1,0.7552366245080154,0.7771280666042216,0.7778354372941321,0.7107463696256926,1202
Q1,qstate_plus_sleep_semantic,200,0.01,0.7577406475840182,0.8208794816562894,0.7431141678525048,0.7092282932432601,2002
Q1,q1x_plus_sleep,120,0.1,0.7581163426498178,0.7853478166074567,0.7575195243900369,0.7314816869519599,1238
Q1,q1x_plus_sleep,200,0.1,0.7581901128003042,0.8814331664954332,0.6978290491187015,0.6953081227867782,1238
Q1,no_flat_hourly,200,0.1,0.7602114328155567,0.7703168532103944,0.7667733234390176,0.7435441217972582,604
Q1,qstate_plus_sleep_semantic,80,0.1,0.7635549681619797,0.7774272670674881,0.7738920033827961,0.7393456340356549,2002
Q1,qstate_all,200,0.1,0.7748123517548035,0.7594791625079302,0.778299360737736,0.786658532018744,942
Q1,qstate_all,120,0.1,0.7763055404687015,0.8059634056902799,0.77167123693148,0.7512819787843444,942
Q1,qstate_plus_sleep_semantic,120,0.1,0.7788701544098675,0.8306982604723838,0.7865537488880084,0.7193584538692106,2002
Q1,qstate_plus_semantic,200,0.1,0.7809469352696089,0.7783976907946127,0.8094585679309088,0.7549845470833054,1202
Q1,qstate_plus_sleep_semantic,200,0.03,0.7990609501401732,0.8543759465440113,0.795783046035561,0.7470238578409472,2002
Q1,qstate_plus_sleep_semantic,200,0.1,0.840121772400163,0.8999593085195832,0.824793678587339,0.7956123300935668,2002
Q3,sleep_only,20,0.03,0.6496890980552407,0.6641959029097906,0.6608137614110777,0.6240576298448539,324
Q3,sleep_only,20,0.1,0.6542739776422358,0.6767027200718227,0.6707283416223503,0.6153908712325344,324
Q3,sleep_only,20,0.01,0.6579871685159314,0.6676660479920109,0.663514589355354,0.6427808682004296,324
Q3,sleep_only,30,0.03,0.6629122530467889,0.6891131711411919,0.6549040732024527,0.6447195147967223,324
Q3,sleep_only,30,0.01,0.6635211059963768,0.6781965910620322,0.6553933829933586,0.6569733439337396,324
Q3,no_flat_hourly,50,0.003,0.6708885907087802,0.685738567642843,0.6731678528870367,0.6537593515964607,604
Q3,sleep_only,10,0.03,0.6717158390468553,0.6928887422098368,0.6624230660086542,0.6598357089220749,324
Q3,no_flat_hourly,50,0.01,0.6723661175977172,0.6945635012587442,0.6767669731733699,0.6457678783610381,604
Q3,sleep_only,30,0.003,0.6723736586836169,0.6758777091096176,0.6654824731265409,0.675760793814692,324
Q3,sleep_only,30,0.1,0.6724352177621068,0.7094255246090454,0.66671136119106,0.6411687674862149,324
Q3,sleep_only,10,0.01,0.6724563477802642,0.6830914810464472,0.6668904872715802,0.6673870750227651,324
Q3,sleep_only,20,0.003,0.6741226673924459,0.6799028368263961,0.6751178143221769,0.6673473510287647,324
Q3,no_flat_hourly,50,0.001,0.6760609424740801,0.6827167718764986,0.6758183893013788,0.6696476662443629,604
Q3,no_flat_hourly,10,0.003,0.6786677203200031,0.6901974757538426,0.6767868350964558,0.6690188501097108,604
Q3,sleep_only,10,0.1,0.6802535618940495,0.7133063309240009,0.667732510126641,0.6597218446315068,324
Q3,no_flat_hourly,50,0.03,0.6807756927246161,0.7075742365073072,0.6861572922919632,0.6485955493745781,604
Q3,no_flat_hourly,50,0.0005,0.6809743254183793,0.6843800183238257,0.6801302047022658,0.6784127532290467,604
Q3,sleep_only,30,0.001,0.6811655779382759,0.6794149538470253,0.6763140294912071,0.6877677504765951,324
Q3,sleep_only,10,0.003,0.681314285958364,0.6850801840116126,0.6790193145518992,0.6798433593115799,324
Q3,sleep_only,50,0.003,0.6828475514454211,0.6878067922617634,0.6639717560229706,0.6967641060515292,324
Q3,no_flat_hourly,10,0.001,0.6828620217175496,0.687092277380382,0.6817502234020357,0.679743564370231,604
Q3,sleep_only,20,0.001,0.6846612942311555,0.6873205635311235,0.6843395183999084,0.6823238007624347,324
Q3,no_flat_hourly,10,0.01,0.6850786371588701,0.7090292204274737,0.6830494862494335,0.6631572047997027,604
Q3,sleep_only,50,0.01,0.685311763155219,0.6957297747785806,0.6634414086355472,0.6967641060515293,324
Q3,sleep_only,30,0.0005,0.6857571678210624,0.6832527390099379,0.6822740598145014,0.691744704638748,324
Q3,sleep_only,50,0.001,0.6858778610317219,0.689833385137243,0.6710360919063934,0.6967641060515293,324
Q3,semantic_only,30,0.001,0.6860478911556319,0.6984730561062633,0.687379149358266,0.6722914680023668,260
Q3,no_flat_hourly,10,0.0005,0.6866326553450813,0.6887067465180079,0.6859840652569316,0.6852071542603045,604
Q3,no_flat_hourly,30,0.003,0.6869065991619244,0.7022591371824997,0.6929131986306474,0.6655474616726258,604
Q3,semantic_only,30,0.0005,0.6870695318275173,0.695871600090823,0.6881389594187469,0.6771980359729817,260
Q3,sleep_only,10,0.001,0.6880851905659823,0.6893751786696853,0.6872423674103139,0.6876380256179475,324
Q3,sleep_only,20,0.0005,0.6883860699766248,0.6897875158583285,0.6880131132015627,0.687357580869983,324
Q3,sleep_only,50,0.0005,0.6885267753639899,0.6921139436396562,0.6767022764007841,0.6967641060515293,324
Q3,qstate_plus_sleep_semantic,10,0.003,0.6886476968843528,0.6893014854063136,0.6874099741918842,0.6892316310548604,2002
Q3,no_flat_hourly,30,0.001,0.6887518611504385,0.6926506654261632,0.6948251210591087,0.6787797969660438,604
Q3,qstate_plus_sleep_semantic,10,0.001,0.6899003579495114,0.6899998638951051,0.6896850283178818,0.6900161816355473,2002
Q3,no_flat_hourly,120,0.003,0.6900901863320814,0.7196644633723817,0.6905328976650946,0.6600731979587681,604
Q3,no_flat_hourly,30,0.01,0.6903010877664476,0.7200947962662975,0.6954356672231412,0.655372799809904,604
Q3,sleep_only,10,0.0005,0.690434352454314,0.6910805634907251,0.690003459664622,0.6902190342075948,324
Q3,semantic_only,30,0.003,0.6906875399707325,0.7084802163798289,0.692004816369031,0.6715775871633375,260
Q3,no_flat_hourly,80,0.01,0.6906928381815999,0.7309563555809,0.6842461943927256,0.656875964571174,604
Q3,qstate_plus_sleep_semantic,10,0.0005,0.6911327294244266,0.6911339919770971,0.691080147713415,0.6911840485827677,2002
Q3,no_flat_hourly,30,0.0005,0.6912032544541734,0.6916084419740671,0.6964788885493945,0.6855224328390584,604
Q3,no_flat_hourly,120,0.0005,0.6914537891441185,0.7113207947234058,0.6943068075485245,0.6687337651604248,604
Q3,no_flat_hourly,120,0.001,0.6919556236110203,0.7161423077412428,0.6950603161853269,0.6646642469064911,604
Q3,semantic_only,20,0.001,0.692474362325817,0.6979953890765184,0.68803197646116,0.6913957214397727,260
Q3,semantic_only,20,0.0005,0.6925949699389297,0.6959501804129484,0.688832286297739,0.6930024431061015,260
Q3,no_flat_hourly,80,0.003,0.6926096424132521,0.7324432604813386,0.6935228032163241,0.6518628635420939,604
Q3,qstate_plus_sleep_semantic,10,0.01,0.6927781370706203,0.694302980753683,0.6882636214837169,0.695767808974461,2002
Q3,no_flat_hourly,120,0.01,0.6942307266098261,0.7341618564610997,0.6837090537452271,0.6648212696231515,604
Q3,no_flat_hourly,80,0.0005,0.6942547128013153,0.7166535305629886,0.69635129242012,0.6697593154208372,604
Q3,no_flat_hourly,20,0.003,0.6945324903398434,0.7139494034808717,0.6941650751123768,0.6754829924262815,604
Q3,no_flat_hourly,80,0.001,0.6947330029460529,0.7254619855719141,0.6981375647671869,0.6605994584990577,604
Q3,sleep_only,50,0.03,0.6956408607081501,0.7155252640818245,0.6746332119910964,0.6967641060515294,324
Q3,no_flat_hourly,80,0.03,0.6962001005352917,0.730354136430464,0.68755097855469,0.670695186620721,604
Q3,no_flat_hourly,50,0.1,0.6963175283100419,0.7280970344474531,0.7000999595814537,0.6607555909012189,604
Q3,no_flat_hourly,20,0.001,0.6966367244457228,0.7078156880281548,0.6955416417742917,0.6865528435347221,604
Q3,semantic_only,20,0.003,0.6969844868478247,0.7093818684892162,0.6924758514955671,0.6890957405586903,260
Q3,qstate_plus_sleep_semantic,20,0.0005,0.6972481383754062,0.6972321343901631,0.69460767471207,0.6999046060239856,2002
Q3,q3x_plus_semantic,10,0.0005,0.6975520996643216,0.6978891505915891,0.6958367110821085,0.6989304373192672,1060
Q3,qstate_plus_semantic,10,0.0005,0.6975520996643216,0.6978891505915891,0.6958367110821085,0.6989304373192672,1202
Q3,sleep_only,80,0.0005,0.6976121580893103,0.6968926705534907,0.6991796976629109,0.6967641060515293,324
Q3,sleep_only,80,0.001,0.6976121580893103,0.6968926705534907,0.6991796976629109,0.6967641060515293,324
Q3,sleep_only,80,0.003,0.6976121580893103,0.6968926705534906,0.6991796976629109,0.6967641060515292,324
Q3,sleep_only,80,0.01,0.6976121580893103,0.6968926705534906,0.6991796976629109,0.6967641060515293,324
Q3,sleep_only,80,0.03,0.6976121580893103,0.6968926705534906,0.6991796976629109,0.6967641060515294,324
Q3,sleep_only,80,0.1,0.6976121580893103,0.6968926705534906,0.6991796976629109,0.6967641060515292,324
Q3,sleep_only,120,0.0005,0.6976121580893103,0.6968926705534907,0.6991796976629109,0.6967641060515293,324
Q3,sleep_only,120,0.001,0.6976121580893103,0.6968926705534907,0.6991796976629109,0.6967641060515293,324
Q3,sleep_only,120,0.003,0.6976121580893103,0.6968926705534906,0.6991796976629109,0.6967641060515292,324
Q3,sleep_only,120,0.01,0.6976121580893103,0.6968926705534906,0.6991796976629109,0.6967641060515293,324
Q3,sleep_only,120,0.03,0.6976121580893103,0.6968926705534906,0.6991796976629109,0.6967641060515294,324
Q3,sleep_only,120,0.1,0.6976121580893103,0.6968926705534906,0.6991796976629109,0.6967641060515292,324
Q3,sleep_only,200,0.0005,0.6976121580893103,0.6968926705534907,0.6991796976629109,0.6967641060515293,324
Q3,sleep_only,200,0.001,0.6976121580893103,0.6968926705534907,0.6991796976629109,0.6967641060515293,324
Q3,sleep_only,200,0.003,0.6976121580893103,0.6968926705534906,0.6991796976629109,0.6967641060515292,324
Q3,sleep_only,200,0.01,0.6976121580893103,0.6968926705534906,0.6991796976629109,0.6967641060515293,324
Q3,sleep_only,200,0.03,0.6976121580893103,0.6968926705534906,0.6991796976629109,0.6967641060515294,324
Q3,sleep_only,200,0.1,0.6976121580893103,0.6968926705534906,0.6991796976629109,0.6967641060515292,324
Q3,no_flat_hourly,30,0.03,0.6976679785156108,0.7360706042605267,0.7014209583277458,0.6555123729585598,604
Q3,no_flat_hourly,20,0.01,0.697760028722166,0.729158614904768,0.6974912900068283,0.6666301812549018,604
Q3,no_flat_hourly,20,0.0005,0.6977991213064844,0.7055009630513929,0.6969378265324042,0.6909585743356563,604
Q3,no_flat_hourly,10,0.03,0.6991232837921415,0.7336884784119234,0.6967516293551094,0.6669297436093917,604
Q3,semantic_only,50,0.0005,0.6997060067464282,0.7211554559155544,0.7040235623031865,0.6739390020205437,260
Q3,q3x_only,10,0.0005,0.7008058073679004,0.6948456033781328,0.7083991298050013,0.699172688920567,800
Q3,qstate_all,10,0.0005,0.7008058073679004,0.6948456033781328,0.7083991298050013,0.699172688920567,942
Q3,qstate_plus_sleep_semantic,20,0.001,0.7011080944018269,0.7004324545163678,0.6956395038995105,0.7072523247896023,2002
Q3,qstate_plus_sleep_semantic,10,0.03,0.7011750156127604,0.7032061189028687,0.691873944599653,0.7084449833357598,2002
Q3,q3x_plus_semantic,10,0.001,0.7018432251674273,0.7015449224516107,0.6980520939235314,0.7059326591271397,1060
Q3,qstate_plus_semantic,10,0.001,0.7018432251674273,0.7015449224516107,0.6980520939235314,0.7059326591271397,1202
Q3,qstate_plus_sleep_semantic,30,0.0005,0.7035721337018113,0.7048879941327558,0.7094714770981311,0.696356929874547,2002
Q3,q3x_only,200,0.0005,0.7038084312673555,0.7091251345045863,0.7046248463505062,0.6976753129469739,800
Q3,q3x_only,200,0.001,0.7038084312673555,0.7091251345045863,0.7046248463505062,0.6976753129469739,800
Q3,q3x_only,200,0.003,0.7038084312673555,0.7091251345045863,0.7046248463505062,0.6976753129469739,800
Q3,q3x_only,200,0.01,0.7038084312673555,0.7091251345045863,0.7046248463505062,0.6976753129469738,800
Q3,q3x_only,200,0.03,0.7038084312673555,0.7091251345045863,0.7046248463505062,0.6976753129469739,800
Q3,q3x_only,200,0.1,0.7038084312673555,0.7091251345045863,0.7046248463505062,0.6976753129469738,800
Q3,qstate_all,200,0.0005,0.7038084312673555,0.7091251345045863,0.7046248463505062,0.6976753129469739,942
Q3,qstate_all,200,0.001,0.7038084312673555,0.7091251345045863,0.7046248463505062,0.6976753129469739,942
Q3,qstate_all,200,0.003,0.7038084312673555,0.7091251345045863,0.7046248463505062,0.6976753129469739,942
Q3,qstate_all,200,0.01,0.7038084312673555,0.7091251345045863,0.7046248463505062,0.6976753129469738,942
Q3,qstate_all,200,0.03,0.7038084312673555,0.7091251345045863,0.7046248463505062,0.6976753129469739,942
Q3,qstate_all,200,0.1,0.7038084312673555,0.7091251345045863,0.7046248463505062,0.6976753129469738,942
Q3,q3x_plus_semantic,200,0.0005,0.7039412937176265,0.7091251345044783,0.7046248463504513,0.6980739002979498,1060
Q3,qstate_plus_semantic,200,0.0005,0.70395097008199,0.7091251345044783,0.7046248463504513,0.6981029293910406,1202
Q3,no_flat_hourly,120,0.03,0.7053200438572086,0.7580368656588525,0.6829240537736381,0.6749992121391352,604
Q3,semantic_only,30,0.01,0.7059347024812244,0.7262574983864201,0.7047415947006374,0.6868050143566153,260
Q3,semantic_only,50,0.001,0.7064460306449419,0.7356204806850497,0.7127074841303666,0.6710101271194098,260
Q3,no_flat_hourly,20,0.03,0.7066463944137337,0.7479190310552569,0.7023861393944437,0.6696340127915003,604
Q3,semantic_only,10,0.0005,0.7073812169497694,0.7127191067218226,0.7100522293098536,0.6993723148176318,260
Q3,q3x_only,10,0.001,0.7075727781279292,0.6956273096178193,0.7210509320102259,0.7060400927557425,800
Q3,qstate_all,10,0.001,0.7075727781279292,0.6956273096178193,0.7210509320102259,0.7060400927557425,942
Q3,no_flat_hourly,80,0.1,0.7077611769792519,0.7340755737684619,0.701581765216741,0.6876261919525527,604
Q3,q3x_plus_semantic,20,0.0005,0.7077636094063925,0.7137250212525714,0.7108342692778895,0.6987315376887164,1060
Q3,qstate_plus_semantic,20,0.0005,0.7077636094063925,0.7137250212525714,0.7108342692778895,0.6987315376887164,1202
Q3,q3x_plus_semantic,200,0.001,0.7083465706510305,0.7091251345044783,0.7046248463504513,0.7112897310981616,1060
Q3,qstate_plus_semantic,200,0.001,0.7083948053801166,0.7091251345044783,0.7046248463504513,0.7114344352854202,1202
Q3,semantic_only,20,0.01,0.709064958669404,0.7317584953716106,0.7054230734855497,0.6900133071510517,260
Q3,no_flat_hourly,30,0.1,0.7093076154773641,0.7519326554130414,0.7117098499000245,0.6642803411190261,604
Q3,q3x_only,20,0.0005,0.7094109155095539,0.7144780165195369,0.7119379721249749,0.7018167578841501,800
Q3,qstate_all,20,0.0005,0.7094109155095539,0.7144780165195369,0.7119379721249749,0.7018167578841501,942
Q3,qstate_plus_sleep_semantic,20,0.003,0.7096156867097321,0.708429075590247,0.6974479876590306,0.7229699968799185,2002
Q3,qstate_plus_sleep_semantic,10,0.1,0.7100795165231281,0.7140512910457051,0.695171918831927,0.721015339691752,2002
Q3,qstate_plus_sleep_semantic,30,0.001,0.711436457735147,0.7108759482435215,0.7224172590179238,0.7010161659439955,2002
Q3,q3x_plus_semantic,10,0.003,0.7120188772538607,0.7106039192590484,0.7041563181040111,0.7212963943985223,1060
Q3,qstate_plus_semantic,10,0.003,0.7120188772538607,0.7106039192590484,0.7041563181040111,0.7212963943985223,1202
Q3,semantic_only,10,0.001,0.7120400254307856,0.71941245137465,0.7156869718219656,0.7010206530957412,260
Q3,sleep_only,50,0.1,0.7123218020274282,0.7427418096639776,0.6974594903667777,0.6967641060515292,324
Q3,q3x_only,30,0.0005,0.7126135684803527,0.7151108886178695,0.7161514904584254,0.7065783263647634,800
Q3,qstate_all,30,0.0005,0.7126135684803527,0.7151108886178695,0.7161514904584254,0.7065783263647634,942
Q3,qstate_plus_semantic,200,0.003,0.7133706422838579,0.7091251345044783,0.7046248463504513,0.7263619459966442,1202
Q3,qstate_plus_sleep_semantic,50,0.0005,0.7162777250395774,0.7159510232001831,0.7289142959228418,0.7039678559957071,2002
Q3,q3x_plus_semantic,20,0.001,0.7163561505245055,0.7195408895448905,0.7244598372885785,0.7050677247400476,1060
Q3,qstate_plus_semantic,20,0.001,0.7163561505245055,0.7195408895448905,0.7244598372885785,0.7050677247400476,1202
Q3,no_flat_hourly,10,0.1,0.7171186861409925,0.7615738089236945,0.7135252361435409,0.676257013355742,604
Q3,qstate_plus_sleep_semantic,20,0.01,0.7181715540030194,0.7208602558504345,0.6997784441920122,0.7338759619666116,2002
Q3,semantic_only,30,0.03,0.7192477688700544,0.7429267370783111,0.7175110957335554,0.6973054737982963,260
Q3,semantic_only,50,0.003,0.7194429496589262,0.7589072965753979,0.7247823921966944,0.6746391602046863,260
Q3,semantic_only,10,0.003,0.7198200936067002,0.7321184647874981,0.7246644500308947,0.702677366001708,260
Q3,no_flat_hourly,20,0.1,0.7199217213344925,0.7690807490205035,0.7082361135745207,0.6824483014084535,604
Q3,q3x_plus_semantic,200,0.003,0.7202618499098263,0.7091251345044783,0.7046248463504513,0.7470355688745492,1060
Q3,no_flat_hourly,120,0.1,0.7206121152142996,0.7813078926173129,0.6902356615882511,0.6902927914373347,604
Q3,semantic_only,20,0.03,0.7210728710714149,0.7522171266775225,0.7185646633249023,0.6924368232118198,260
Q3,q3x_only,20,0.001,0.7212935287447785,0.7293945113137978,0.7237887504068918,0.7106973245136461,800
Q3,qstate_all,20,0.001,0.7212935287447785,0.7293945113137978,0.7237887504068918,0.7106973245136461,942
Q3,q3x_plus_semantic,30,0.0005,0.7216320836301632,0.7282440365749345,0.7247438140189943,0.7119084002965603,1060
Q3,qstate_plus_semantic,30,0.0005,0.7216320836301632,0.7282440365749345,0.7247438140189943,0.7119084002965603,1202
Q3,q3x_only,10,0.003,0.72228468647971,0.6972065893808107,0.7495890013736555,0.720058468684664,800
Q3,qstate_all,10,0.003,0.72228468647971,0.6972065893808107,0.7495890013736555,0.720058468684664,942
Q3,q3x_plus_semantic,50,0.0005,0.7234813463175587,0.7209628789279722,0.7362371717409515,0.7132439882837526,1060
Q3,qstate_plus_semantic,50,0.0005,0.7234813463175587,0.7209628789279722,0.7362371717409515,0.7132439882837526,1202
Q3,q3x_plus_semantic,10,0.01,0.7238357338123116,0.7235379682316112,0.7152115000812005,0.7327577331241232,1060
Q3,qstate_plus_semantic,10,0.01,0.7238357338123116,0.7235379682316112,0.7152115000812005,0.7327577331241232,1202
Q3,q3x_plus_semantic,200,0.01,0.7243981840450912,0.7091251345044783,0.7046248463504513,0.7594445712803438,1060
