split,seed,target,method,logloss,auc,n,pos_rate
testpattern,0,S3,past_exp_tau7,0.6328317298630269,0.714296150193586,250,0.676
testpattern,0,S3,past_exp_tau30,0.5168610036025061,0.7749653006063263,250,0.676
testpattern,0,S3,both_exp_tau7,0.5953932494702423,0.7317554240631164,250,0.676
testpattern,0,S3,both_exp_tau30,0.5017030866953384,0.7907078676309446,250,0.676
testpattern,0,S3,both_exp_tau7_alpha5,0.563202863143344,0.7609759661041712,250,0.676
testpattern,0,S3,local3_mean,0.6031345211557094,0.7431514354591277,250,0.676
testpattern,0,S4,global,0.6870265346613402,0.5,250,0.556
testpattern,0,S4,subject_mean,0.6548931484947533,0.6412923715081988,250,0.556
testpattern,0,S4,prev1,1.7691899343954565,0.5399248169032341,250,0.556
testpattern,0,S4,next1,1.6121160556116998,0.5523689156782683,250,0.556
testpattern,0,S4,nearest,1.732603638486195,0.5507809968241623,250,0.556
testpattern,0,S4,prevnext_mean,1.1577578647859734,0.5594335342536781,250,0.556
testpattern,0,S4,linear_interp,1.3014031286034033,0.5706137792468728,250,0.556
testpattern,0,S4,past_exp_tau7,0.8233749752568197,0.6256076220104998,250,0.556
testpattern,0,S4,past_exp_tau30,0.6890549743877418,0.6530559336314732,250,0.556
testpattern,0,S4,both_exp_tau7,0.7293046525233342,0.6625510402488819,250,0.556
testpattern,0,S4,both_exp_tau30,0.6418676215299797,0.6718517078229309,250,0.556
testpattern,0,S4,both_exp_tau7_alpha5,0.6499129148755183,0.668870309158079,250,0.556
testpattern,0,S4,local3_mean,0.8754664839709682,0.6362693628880679,250,0.556
testpattern,1,Q1,global,0.702267346694984,0.5,250,0.528
testpattern,1,Q1,subject_mean,0.6611589700979864,0.6391563944530047,250,0.528
testpattern,1,Q1,prev1,1.6446160390504,0.5860618900873138,250,0.528
testpattern,1,Q1,next1,1.49667985796376,0.597200821777093,250,0.528
testpattern,1,Q1,nearest,1.4990944205995576,0.6257704160246533,250,0.528
testpattern,1,Q1,prevnext_mean,1.0774058484962936,0.6285310734463276,250,0.528
testpattern,1,Q1,linear_interp,1.2340152231319468,0.6296866974833076,250,0.528
testpattern,1,Q1,past_exp_tau7,0.9185333191359835,0.5886941448382126,250,0.528
testpattern,1,Q1,past_exp_tau30,0.7754145394563077,0.5880842321520288,250,0.528
testpattern,1,Q1,both_exp_tau7,0.7225525569145775,0.6432973805855161,250,0.528
testpattern,1,Q1,both_exp_tau30,0.6647362184882217,0.6270544427324088,250,0.528
testpattern,1,Q1,both_exp_tau7_alpha5,0.6735686869056289,0.6344375963020031,250,0.528
testpattern,1,Q1,local3_mean,0.8925406838224198,0.5987095531587057,250,0.528
testpattern,1,Q2,global,0.6843777289148996,0.5,250,0.588
testpattern,1,Q2,subject_mean,0.7018804149660876,0.5826563635162804,250,0.588
testpattern,1,Q2,prev1,1.6445979330998557,0.5904827950597714,250,0.588
testpattern,1,Q2,next1,1.2882420544940987,0.6577835017502147,250,0.588
testpattern,1,Q2,nearest,1.5302289829844424,0.6206657420249652,250,0.588
testpattern,1,Q2,prevnext_mean,0.8914319269155385,0.6762102899412192,250,0.588
testpattern,1,Q2,linear_interp,1.16516862005617,0.6561984016907734,250,0.588
testpattern,1,Q2,past_exp_tau7,1.0420279207807568,0.5851661052770623,250,0.588
testpattern,1,Q2,past_exp_tau30,0.8242729399360642,0.583614028135526,250,0.588
testpattern,1,Q2,both_exp_tau7,0.7799315054768446,0.6307377319859984,250,0.588
testpattern,1,Q2,both_exp_tau30,0.6782932301916131,0.6309358694934284,250,0.588
testpattern,1,Q2,both_exp_tau7_alpha5,0.6506907107603483,0.6427580741034278,250,0.588
testpattern,1,Q2,local3_mean,0.79347322484417,0.6868436695066376,250,0.588
testpattern,1,Q3,global,0.6680949513585527,0.5,250,0.624
testpattern,1,Q3,subject_mean,0.7270488981127712,0.5779118930714675,250,0.624
testpattern,1,Q3,prev1,1.6757972480116774,0.5530210038188761,250,0.624
testpattern,1,Q3,next1,1.3606644003694486,0.6099972722313148,250,0.624
testpattern,1,Q3,nearest,1.7170363572937524,0.5407119476268412,250,0.624
testpattern,1,Q3,prevnext_mean,0.9063242001420513,0.6243180578286961,250,0.624
testpattern,1,Q3,linear_interp,1.1439218510334117,0.6025300054555374,250,0.624
testpattern,1,Q3,past_exp_tau7,0.9746730464544876,0.573411074740862,250,0.624
testpattern,1,Q3,past_exp_tau30,0.8290827172068304,0.5622954173486089,250,0.624
testpattern,1,Q3,both_exp_tau7,0.9088213805076214,0.569558101472995,250,0.624
testpattern,1,Q3,both_exp_tau30,0.7336518422369679,0.5799918166939444,250,0.624
testpattern,1,Q3,both_exp_tau7_alpha5,0.6506078247988221,0.6030414620840152,250,0.624
testpattern,1,Q3,local3_mean,0.9126125194452348,0.6058374249863612,250,0.624
testpattern,1,S1,global,0.6210794907749586,0.5,250,0.688
testpattern,1,S1,subject_mean,0.5598537453145778,0.7116129994036972,250,0.688
testpattern,1,S1,prev1,1.5487789832232217,0.5720035778175313,250,0.688
testpattern,1,S1,next1,1.2092353081539653,0.5984272510435301,250,0.688
testpattern,1,S1,nearest,1.4990944205995576,0.5872093023255813,250,0.688
testpattern,1,S1,prevnext_mean,0.8826746192970254,0.6262298747763865,250,0.688
testpattern,1,S1,linear_interp,1.1708701333851337,0.6096451997614788,250,0.688
testpattern,1,S1,past_exp_tau7,0.7947005457260105,0.6336091234347049,250,0.688
testpattern,1,S1,past_exp_tau30,0.6265563900444118,0.7113893858079905,250,0.688
testpattern,1,S1,both_exp_tau7,0.70704181836531,0.6238073941562313,250,0.688
testpattern,1,S1,both_exp_tau30,0.5656133883901554,0.7174269528920693,250,0.688
testpattern,1,S1,both_exp_tau7_alpha5,0.5906996363903613,0.6652504472271915,250,0.688
testpattern,1,S1,local3_mean,0.7783893047687063,0.6379695885509838,250,0.688
testpattern,1,S2,global,0.6704306117080703,0.5,250,0.624
testpattern,1,S2,subject_mean,0.5850672806019606,0.7608087834151664,250,0.624
testpattern,1,S2,prev1,1.4739323128796378,0.5803327877795963,250,0.624
testpattern,1,S2,next1,1.3238255025757006,0.585924713584288,250,0.624
testpattern,1,S2,nearest,1.39012345225246,0.6122476813966176,250,0.624
testpattern,1,S2,prevnext_mean,0.9385639868504623,0.6344789961811239,250,0.624
testpattern,1,S2,linear_interp,1.077899631788926,0.6458333333333333,250,0.624
testpattern,1,S2,past_exp_tau7,0.7869665351035449,0.6749863611565738,250,0.624
testpattern,1,S2,past_exp_tau30,0.6948620604050223,0.7088447899618112,250,0.624
testpattern,1,S2,both_exp_tau7,0.6174548373431293,0.723233769776323,250,0.624
testpattern,1,S2,both_exp_tau30,0.5800381778414446,0.7606382978723404,250,0.624
testpattern,1,S2,both_exp_tau7_alpha5,0.6304011086786504,0.6933987997817784,250,0.624
testpattern,1,S2,local3_mean,0.7114629002452951,0.681839879978178,250,0.624
testpattern,1,S3,global,0.6684805565612234,0.5,250,0.632
testpattern,1,S3,subject_mean,0.6073148234928211,0.7450811777655475,250,0.632
testpattern,1,S3,prev1,1.5017861984925271,0.5496697853604843,250,0.632
testpattern,1,S3,next1,1.2904440129707995,0.5882292239955971,250,0.632
testpattern,1,S3,nearest,1.4056907334449025,0.5776004402861861,250,0.632
testpattern,1,S3,prevnext_mean,0.9335705853181112,0.619083654375344,250,0.632
testpattern,1,S3,linear_interp,1.115813155647946,0.6076293340671437,250,0.632
testpattern,1,S3,past_exp_tau7,0.7493577322146551,0.6896670335718218,250,0.632
testpattern,1,S3,past_exp_tau30,0.6387013952984151,0.7125412768299396,250,0.632
testpattern,1,S3,both_exp_tau7,0.6793767694705253,0.7191111722619703,250,0.632
testpattern,1,S3,both_exp_tau30,0.6187822740337131,0.7197303247110621,250,0.632
testpattern,1,S3,both_exp_tau7_alpha5,0.6178294413694616,0.713538800220143,250,0.632
testpattern,1,S3,local3_mean,0.8468372504434869,0.6653824986241057,250,0.632
testpattern,1,S4,global,0.6919118423136232,0.5,250,0.544
testpattern,1,S4,subject_mean,0.6291902683036935,0.6761158410732714,250,0.544
testpattern,1,S4,prev1,1.6148437718297526,0.5803663570691435,250,0.544
testpattern,1,S4,next1,1.610279050594856,0.546891124871001,250,0.544
testpattern,1,S4,nearest,1.5302289829844424,0.6036506707946336,250,0.544
testpattern,1,S4,prevnext_mean,1.1514367920525437,0.5953947368421053,250,0.544
testpattern,1,S4,linear_interp,1.2263270807959656,0.6160023219814241,250,0.544
testpattern,1,S4,past_exp_tau7,0.9142292870066849,0.6151960784313726,250,0.544
testpattern,1,S4,past_exp_tau30,0.7512900146296222,0.6420278637770899,250,0.544
testpattern,1,S4,both_exp_tau7,0.7932715991631353,0.6564757481940144,250,0.544
testpattern,1,S4,both_exp_tau30,0.6396110753904571,0.6847265221878226,250,0.544
testpattern,1,S4,both_exp_tau7_alpha5,0.6550434870959476,0.6653766769865841,250,0.544
testpattern,1,S4,local3_mean,0.9044621010941446,0.6530250257997936,250,0.544
testpattern,2,Q1,global,0.6933472205706153,0.5,250,0.5
testpattern,2,Q1,subject_mean,0.7415742284969351,0.56352,250,0.5
testpattern,2,Q1,prev1,1.6938995183986771,0.567136,250,0.5
testpattern,2,Q1,next1,1.7370326654750627,0.54368,250,0.5
testpattern,2,Q1,nearest,1.6703345137164247,0.5760000000000001,250,0.5
testpattern,2,Q1,prevnext_mean,1.108477212651555,0.583552,250,0.5
testpattern,2,Q1,linear_interp,1.2016802748442887,0.60256,250,0.5
testpattern,2,Q1,past_exp_tau7,0.8456901257550243,0.62032,250,0.5
testpattern,2,Q1,past_exp_tau30,0.7780883667358637,0.588544,250,0.5
testpattern,2,Q1,both_exp_tau7,0.8421413732169322,0.5973439999999999,250,0.5
testpattern,2,Q1,both_exp_tau30,0.732893988516196,0.5796479999999999,250,0.5
testpattern,2,Q1,both_exp_tau7_alpha5,0.6660756338108005,0.6264319999999999,250,0.5
testpattern,2,Q1,local3_mean,0.9805494758761479,0.578048,250,0.5
testpattern,2,Q2,global,0.6843777289148996,0.5,250,0.588
testpattern,2,Q2,subject_mean,0.6919435931034905,0.5978469057525924,250,0.588
testpattern,2,Q2,prev1,1.4451625571059454,0.6205006274354402,250,0.588
testpattern,2,Q2,next1,1.580642857047254,0.5685886004887392,250,0.588
testpattern,2,Q2,nearest,1.4990944205995576,0.6071263456839047,250,0.588
testpattern,2,Q2,prevnext_mean,1.001712356244012,0.625388019285384,250,0.588
testpattern,2,Q2,linear_interp,1.1172839175640004,0.627732646456641,250,0.588
testpattern,2,Q2,past_exp_tau7,0.9039909794733976,0.6123109437949937,250,0.588
testpattern,2,Q2,past_exp_tau30,0.8176141643237138,0.6074895977808599,250,0.588
testpattern,2,Q2,both_exp_tau7,0.7836209332872635,0.630341456971138,250,0.588
testpattern,2,Q2,both_exp_tau30,0.6771620600697028,0.6263787068225348,250,0.588
testpattern,2,Q2,both_exp_tau7_alpha5,0.6486028903211293,0.6553067829073375,250,0.588
testpattern,2,Q2,local3_mean,0.8752966931756228,0.6224489795918368,250,0.588
testpattern,2,Q3,global,0.6693567626267302,0.5,250,0.612
testpattern,2,Q3,subject_mean,0.6966671066386559,0.5258068863284145,250,0.612
testpattern,2,Q3,prev1,1.4146286887541049,0.6104373020685938,250,0.612
testpattern,2,Q3,next1,1.6728955355420667,0.5478404420187318,250,0.612
testpattern,2,Q3,nearest,1.5302289829844427,0.5905599353143319,250,0.612
testpattern,2,Q3,prevnext_mean,0.8229012322288907,0.628697527120814,250,0.612
testpattern,2,Q3,linear_interp,0.9327664089957823,0.6436223974125732,250,0.612
testpattern,2,Q3,past_exp_tau7,0.8747450578451592,0.568661141432518,250,0.612
testpattern,2,Q3,past_exp_tau30,0.7844226894062158,0.5280641466208477,250,0.612
testpattern,2,Q3,both_exp_tau7,0.7597265472655184,0.6049457583720773,250,0.612
testpattern,2,Q3,both_exp_tau30,0.6754968961656234,0.5736136378950205,250,0.612
testpattern,2,Q3,both_exp_tau7_alpha5,0.6484516186974223,0.6208476517754868,250,0.612
testpattern,2,Q3,local3_mean,0.891016699691334,0.5800485142510612,250,0.612
testpattern,2,S1,global,0.6422882181846112,0.5,250,0.664
testpattern,2,S1,subject_mean,0.6804727430351916,0.6450803212851406,250,0.664
testpattern,2,S1,prev1,1.646637098343658,0.5073508318990246,250,0.664
testpattern,2,S1,next1,1.4021372883980088,0.5296543316121629,250,0.664
testpattern,2,S1,nearest,1.5924981077542124,0.5134825014343086,250,0.664
testpattern,2,S1,prevnext_mean,1.0698787086028991,0.5283993115318417,250,0.664
testpattern,2,S1,linear_interp,1.1707061517409012,0.5312320711417097,250,0.664
testpattern,2,S1,past_exp_tau7,0.9025168412364187,0.5837277682157199,250,0.664
testpattern,2,S1,past_exp_tau30,0.7827949710630324,0.6000788869764773,250,0.664
testpattern,2,S1,both_exp_tau7,0.8615618321354004,0.5846959265633965,250,0.664
testpattern,2,S1,both_exp_tau30,0.7022237975449859,0.6423551348250144,250,0.664
testpattern,2,S1,both_exp_tau7_alpha5,0.6290784153242801,0.6275100401606425,250,0.664
testpattern,2,S1,local3_mean,0.8873643329533518,0.5992541594951234,250,0.664
testpattern,2,S2,global,0.6516481853597198,0.5,250,0.644
testpattern,2,S2,subject_mean,0.6976685657822347,0.671365761741922,250,0.644
testpattern,2,S2,prev1,1.4780099647936842,0.5931328075929931,250,0.644
testpattern,2,S2,next1,1.455080161291046,0.5489915555865726,250,0.644
testpattern,2,S2,nearest,1.5769308265617699,0.5512596831600252,250,0.644
testpattern,2,S2,prevnext_mean,1.0010641575217682,0.6156396119757135,250,0.644
testpattern,2,S2,linear_interp,1.1336084297163695,0.6090097006071602,250,0.644
testpattern,2,S2,past_exp_tau7,0.9061587500218582,0.6134063786726219,250,0.644
testpattern,2,S2,past_exp_tau30,0.7921573697403005,0.6184311536045781,250,0.644
testpattern,2,S2,both_exp_tau7,0.8327479302207103,0.6121850792099938,250,0.644
testpattern,2,S2,both_exp_tau30,0.7120090444799021,0.6488240630888409,250,0.644
testpattern,2,S2,both_exp_tau7_alpha5,0.621440961812304,0.6408681694465769,250,0.644
testpattern,2,S2,local3_mean,0.8135044267055673,0.6220950519924628,250,0.644
testpattern,2,S3,global,0.6338277764496956,0.5,250,0.672
testpattern,2,S3,subject_mean,0.5745455176744274,0.7271341463414633,250,0.672
testpattern,2,S3,prev1,1.3221663224627964,0.635815911730546,250,0.672
testpattern,2,S3,next1,1.4213782504432564,0.5918989547038328,250,0.672
testpattern,2,S3,nearest,1.45239257702223,0.5982142857142857,250,0.672
testpattern,2,S3,prevnext_mean,0.9078274588839466,0.6613675958188152,250,0.672
testpattern,2,S3,linear_interp,1.0461570838806673,0.653346399535424,250,0.672
testpattern,2,S3,past_exp_tau7,0.8482813671784301,0.6537456445993031,250,0.672
testpattern,2,S3,past_exp_tau30,0.654749830333597,0.694722706155633,250,0.672
testpattern,2,S3,both_exp_tau7,0.8602967972667316,0.6359610917537747,250,0.672
testpattern,2,S3,both_exp_tau30,0.6333782315906238,0.6913472706155633,250,0.672
testpattern,2,S3,both_exp_tau7_alpha5,0.5920192197271709,0.6666666666666666,250,0.672
testpattern,2,S3,local3_mean,0.8785843309792783,0.6558144599303135,250,0.672
testpattern,2,S4,global,0.6940767621708135,0.5,250,0.54
testpattern,2,S4,subject_mean,0.655606259181658,0.6389694041867955,250,0.54
testpattern,2,S4,prev1,1.7896167706807293,0.5431884057971014,250,0.54
testpattern,2,S4,next1,1.5199693902336509,0.5895330112721417,250,0.54
testpattern,2,S4,nearest,1.8415746068332923,0.5267310789049919,250,0.54
testpattern,2,S4,prevnext_mean,1.0426643716356339,0.6030595813204509,250,0.54
testpattern,2,S4,linear_interp,1.2516217240690115,0.5732689210950082,250,0.54
testpattern,2,S4,past_exp_tau7,0.9420251100406928,0.5540096618357488,250,0.54
testpattern,2,S4,past_exp_tau30,0.7555760282512572,0.5997423510466988,250,0.54
testpattern,2,S4,both_exp_tau7,0.8577245346789727,0.589500805152979,250,0.54
testpattern,2,S4,both_exp_tau30,0.6672230864097866,0.6374235104669888,250,0.54
testpattern,2,S4,both_exp_tau7_alpha5,0.6715749717288536,0.6177777777777778,250,0.54
testpattern,2,S4,local3_mean,0.8387591160147144,0.6110466988727858,250,0.54
testpattern,3,Q1,global,0.6931171803932853,0.5,250,0.496
testpattern,3,Q1,subject_mean,0.7130839418984799,0.5780849974398361,250,0.496
testpattern,3,Q1,prev1,1.7122369877131913,0.5618279569892473,250,0.496
testpattern,3,Q1,next1,1.6683471260390743,0.571268561187916,250,0.496
testpattern,3,Q1,nearest,1.5302289829844422,0.6125832053251409,250,0.496
testpattern,3,Q1,prevnext_mean,1.1446344834574846,0.6008064516129032,250,0.496
testpattern,3,Q1,linear_interp,1.1955044729442075,0.6213837685611879,250,0.496
testpattern,3,Q1,past_exp_tau7,0.8051261435206125,0.6317524321556579,250,0.496
testpattern,3,Q1,past_exp_tau30,0.7383436128559131,0.599974398361495,250,0.496
testpattern,3,Q1,both_exp_tau7,0.7237663642793754,0.6486815156169994,250,0.496
testpattern,3,Q1,both_exp_tau30,0.6893956268582361,0.6172555043522786,250,0.496
testpattern,3,Q1,both_exp_tau7_alpha5,0.6635590324895675,0.6577700972862264,250,0.496
testpattern,3,Q1,local3_mean,0.8719010236476643,0.6236559139784946,250,0.496
testpattern,3,Q2,global,0.683823938070529,0.5,250,0.584
testpattern,3,Q2,subject_mean,0.7297644942382641,0.5404702318229715,250,0.584
testpattern,3,Q2,prev1,1.7901118899902895,0.5196917808219178,250,0.584
testpattern,3,Q2,next1,1.7775266694621559,0.5403714436248683,250,0.584
testpattern,3,Q2,nearest,1.82600732564085,0.5294388830347735,250,0.584
testpattern,3,Q2,prevnext_mean,1.1855910268611378,0.5454755005268703,250,0.584
testpattern,3,Q2,linear_interp,1.3092191063343148,0.5493282402528977,250,0.584
testpattern,3,Q2,past_exp_tau7,0.9717287332095749,0.5304926238145417,250,0.584
testpattern,3,Q2,past_exp_tau30,0.8405137542666542,0.5493282402528978,250,0.584
testpattern,3,Q2,both_exp_tau7,0.8444991643881753,0.5644757639620652,250,0.584
testpattern,3,Q2,both_exp_tau30,0.7267662044346576,0.5579557428872498,250,0.584
testpattern,3,Q2,both_exp_tau7_alpha5,0.6697501919838226,0.5699420442571127,250,0.584
testpattern,3,Q2,local3_mean,0.9448047703163037,0.574222866174921,250,0.584
testpattern,3,Q3,global,0.6686721580706835,0.5,250,0.616
testpattern,3,Q3,subject_mean,0.6553814247885258,0.5984510281385282,250,0.616
testpattern,3,Q3,prev1,1.7435782171142857,0.539163961038961,250,0.616
testpattern,3,Q3,next1,1.6535637214011794,0.5629058441558441,250,0.616
testpattern,3,Q3,nearest,1.6859017949088675,0.5682494588744588,250,0.616
testpattern,3,Q3,prevnext_mean,1.1108183213090859,0.574506222943723,250,0.616
testpattern,3,Q3,linear_interp,1.1976176080555487,0.5798498376623377,250,0.616
testpattern,3,Q3,past_exp_tau7,0.8444211509723486,0.5762987012987012,250,0.616
testpattern,3,Q3,past_exp_tau30,0.70223014461714,0.6047754329004329,250,0.616
testpattern,3,Q3,both_exp_tau7,0.7116976911502829,0.5890151515151515,250,0.616
testpattern,3,Q3,both_exp_tau30,0.6488706921980406,0.609577922077922,250,0.616
testpattern,3,Q3,both_exp_tau7_alpha5,0.6458835093930182,0.6120806277056278,250,0.616
testpattern,3,Q3,local3_mean,0.7932888115564642,0.6193858225108225,250,0.616
testpattern,3,S1,global,0.6379778335872841,0.5,250,0.668
testpattern,3,S1,subject_mean,0.6518429956735446,0.6396003174374143,250,0.668
testpattern,3,S1,prev1,1.4178526721139393,0.5694033619507972,250,0.668
testpattern,3,S1,next1,1.431376650811318,0.5482649159512301,250,0.668
testpattern,3,S1,nearest,1.2344506403280346,0.6270831830315273,250,0.668
testpattern,3,S1,prevnext_mean,0.9421209743390896,0.5984055984416708,250,0.668
testpattern,3,S1,linear_interp,0.9595908311466237,0.626650313830171,250,0.668
testpattern,3,S1,past_exp_tau7,0.7312420225019991,0.6780535314912344,250,0.668
testpattern,3,S1,past_exp_tau30,0.6510088274139262,0.6684221917610562,250,0.668
testpattern,3,S1,both_exp_tau7,0.6957144046088437,0.6674121636245581,250,0.668
testpattern,3,S1,both_exp_tau30,0.6613060641174879,0.650385975037876,250,0.668
testpattern,3,S1,both_exp_tau7_alpha5,0.6074829679583093,0.6668350046894163,250,0.668
testpattern,3,S1,local3_mean,0.7962734416932987,0.6218166077483587,250,0.668
testpattern,3,S2,global,0.6582569276816382,0.5,250,0.636
testpattern,3,S2,subject_mean,0.5571975814070571,0.7640127168429055,250,0.636
testpattern,3,S2,prev1,1.4075388109277254,0.6182182597276937,250,0.636
testpattern,3,S2,next1,1.4713290351346135,0.6034971317990185,250,0.636
testpattern,3,S2,nearest,1.4212580146373448,0.6135876701914438,250,0.636
testpattern,3,S2,prevnext_mean,0.9220548041230276,0.6565415716359113,250,0.636
testpattern,3,S2,linear_interp,1.0335380028095358,0.6430644826871242,250,0.636
testpattern,3,S2,past_exp_tau7,0.6980891283862408,0.7333609786439975,250,0.636
testpattern,3,S2,past_exp_tau30,0.5772926383300949,0.7621121017347432,250,0.636
testpattern,3,S2,both_exp_tau7,0.5657164266671625,0.7458704817195383,250,0.636
testpattern,3,S2,both_exp_tau30,0.5372054734172258,0.7832607643928399,250,0.636
testpattern,3,S2,both_exp_tau7_alpha5,0.5996737620109049,0.7318404865574678,250,0.636
testpattern,3,S2,local3_mean,0.6871286227133079,0.6974220747805654,250,0.636
testpattern,3,S3,global,0.647391441082499,0.5,250,0.652
testpattern,3,S3,subject_mean,0.6071849752676094,0.7346449474649178,250,0.652
testpattern,3,S3,prev1,1.324099584451263,0.610782032296735,250,0.652
testpattern,3,S3,next1,1.3596490563934875,0.5819758832240323,250,0.652
testpattern,3,S3,nearest,1.3434216086751323,0.5999224314223256,250,0.652
testpattern,3,S3,prevnext_mean,1.058462638675171,0.6366969889288485,250,0.652
