feature,auc_absdir_for_high_residual,mean_high,mean_other,diff_high_minus_other
w_light_longest_missing_hours,0.6215363511659808,4.488888888888889,2.4691358024691357,2.0197530864197533
hr_night_hours,0.6091632373113854,0.7111111111111111,1.3925925925925926,-0.6814814814814815
usage_longest_missing_hours,0.5886145404663923,5.044444444444444,4.276543209876543,0.7679012345679013
pedo_record_n,0.5826063100137173,942.9777777777778,1029.2197530864198,-86.24197530864205
pedo_item_n,0.5826063100137173,942.9777777777778,1029.2197530864198,-86.24197530864205
usage_night_hours,0.5803566529492455,3.4444444444444446,3.9234567901234567,-0.4790123456790121
w_light_active_hours,0.5798902606310015,18.377777777777776,19.269135802469137,-0.8913580246913604
pedo_active_hours,0.5777503429355282,17.2,18.585185185185185,-1.3851851851851862
pedo_day_hours,0.5725651577503428,12.28888888888889,12.982716049382717,-0.6938271604938269
usage_active_hours,0.5724279835390946,16.644444444444446,17.37530864197531,-0.7308641975308632
ble_night_hours,0.571522633744856,1.9333333333333333,2.219753086419753,-0.28641975308641965
pedo_longest_missing_hours,0.5649108367626886,3.3555555555555556,2.6469135802469137,0.7086419753086419
ac_item_n,0.5641426611796982,1315.5777777777778,1345.2987654320987,-29.72098765432088
ac_record_n,0.5641426611796982,1315.5777777777778,1345.2987654320987,-29.72098765432088
usage_record_n,0.5584362139917696,60.6,64.12592592592593,-3.5259259259259252
usage_item_n,0.5584362139917696,60.6,64.12592592592593,-3.5259259259259252
ble_day_hours,0.5573936899862826,10.133333333333333,9.353086419753087,0.7802469135802461
w_light_day_hours,0.5567901234567902,12.866666666666667,13.298765432098765,-0.432098765432098
pedo_night_hours,0.5549794238683128,4.911111111111111,5.602469135802469,-0.6913580246913575
w_light_night_hours,0.5529492455418381,5.511111111111111,5.970370370370371,-0.4592592592592597
activity_record_n,0.5483676268861455,1347.3333333333333,1374.9456790123456,-27.61234567901238
activity_item_n,0.5483676268861455,1347.3333333333333,1374.9456790123456,-27.61234567901238
gps_longest_missing_hours,0.5446090534979424,1.4,1.125925925925926,0.2740740740740739
hr_active_hours,0.5440877914951989,10.4,11.192592592592593,-0.7925925925925927
m_light_day_hours,0.5437860082304526,15.11111111111111,15.54320987654321,-0.4320987654320998
ac_day_hours,0.5428257887517147,15.088888888888889,15.540740740740741,-0.4518518518518526
activity_day_hours,0.5428257887517147,15.088888888888889,15.540740740740741,-0.4518518518518526
screen_day_hours,0.5428257887517147,15.088888888888889,15.540740740740741,-0.4518518518518526
ble_item_n,0.5418655692729767,32.2,30.224691358024693,1.9753086419753103
ble_record_n,0.5418655692729767,32.2,30.224691358024693,1.9753086419753103
activity_night_hours,0.5413443072702331,7.688888888888889,7.639506172839506,0.049382716049382935
ac_night_hours,0.5413443072702331,7.688888888888889,7.639506172839506,0.049382716049382935
screen_night_hours,0.5413443072702331,7.688888888888889,7.639506172839506,0.049382716049382935
activity_active_hours,0.5409053497942388,22.77777777777778,23.18024691358025,-0.4024691358024697
ac_active_hours,0.5409053497942388,22.77777777777778,23.18024691358025,-0.4024691358024697
screen_active_hours,0.5409053497942388,22.77777777777778,23.18024691358025,-0.4024691358024697
screen_longest_missing_hours,0.540164609053498,1.0666666666666667,0.782716049382716,0.28395061728395066
activity_longest_missing_hours,0.540164609053498,1.0666666666666667,0.782716049382716,0.28395061728395066
ac_longest_missing_hours,0.540164609053498,1.0666666666666667,0.782716049382716,0.28395061728395066
w_light_item_n,0.5397530864197531,855.4222222222222,892.4395061728395,-37.0172839506173
w_light_record_n,0.5397530864197531,855.4222222222222,892.4395061728395,-37.0172839506173
m_light_active_hours,0.5364060356652949,22.8,23.130864197530865,-0.3308641975308646
hr_longest_missing_hours,0.5359945130315501,7.377777777777778,7.224691358024692,0.15308641975308657
ambience_day_hours,0.5358299039780521,14.88888888888889,15.385185185185184,-0.4962962962962951
m_light_night_hours,0.5352537722908093,7.688888888888889,7.587654320987654,0.1012345679012352
m_light_longest_missing_hours,0.5351714677640603,0.9777777777777777,0.8320987654320988,0.14567901234567893
hr_record_n,0.5342112482853223,501.4888888888889,535.9012345679013,-34.41234567901239
hr_item_n,0.5342112482853223,501.4888888888889,535.9012345679013,-34.41234567901239
gps_active_hours,0.5319067215363511,21.22222222222222,21.192592592592593,0.02962962962962834
ambience_night_hours,0.531275720164609,7.5777777777777775,7.558024691358025,0.01975308641975282
wifi_longest_missing_hours,0.5292455418381344,1.9111111111111112,2.0,-0.0888888888888888
ambience_record_n,0.5273251028806585,666.3333333333334,681.8246913580247,-15.491358024691294
ambience_item_n,0.5273251028806585,666.3333333333334,681.8246913580247,-15.491358024691294
ble_longest_missing_hours,0.5248559670781894,6.222222222222222,5.962962962962963,0.2592592592592595
screen_record_n,0.5248559670781893,1320.2222222222222,1343.414814814815,-23.192592592592746
screen_item_n,0.5248559670781893,1320.2222222222222,1343.414814814815,-23.192592592592746
ambience_active_hours,0.5244444444444445,22.466666666666665,22.94320987654321,-0.47654320987654586
usage_day_hours,0.5239780521262003,13.2,13.451851851851853,-0.2518518518518533
ambience_longest_missing_hours,0.5231550068587105,1.2666666666666666,0.9827160493827161,0.28395061728395055
wifi_active_hours,0.5230727023319617,20.822222222222223,20.666666666666668,0.155555555555555
ble_active_hours,0.523045267489712,12.066666666666666,11.572839506172839,0.4938271604938276
gps_night_hours,0.5216460905349795,6.888888888888889,6.812345679012346,0.07654320987654373
gps_record_n,0.5170096021947874,1157.1333333333334,1138.651851851852,18.481481481481524
gps_item_n,0.5170096021947874,1157.1333333333334,1138.651851851852,18.481481481481524
gps_day_hours,0.5163511659807956,14.333333333333334,14.380246913580248,-0.04691358024691361
any_sensor_active_hours,0.5102331961591221,11.577777777777778,11.501234567901234,0.07654320987654373
wifi_night_hours,0.5060356652949245,6.488888888888889,6.377777777777778,0.11111111111111072
hr_day_hours,0.5059533607681755,9.688888888888888,9.8,-0.11111111111111249
wifi_day_hours,0.5048559670781894,14.333333333333334,14.28888888888889,0.04444444444444429
wifi_record_n,0.5031824417009603,110.08888888888889,108.4320987654321,1.656790123456787
wifi_item_n,0.5031824417009603,110.08888888888889,108.4320987654321,1.656790123456787
m_light_item_n,0.5000823045267488,135.57777777777778,137.5753086419753,-1.997530864197529
