feature_file,feature_family,target,mode,weight,temp,chrono,hole,mirror,mirror_hole,worst,mean_move_vs_sleep,base_chrono,base_hole,base_mirror,base_mirror_hole,delta_mirror_hole_vs_sleep,delta_chrono_vs_sleep,selection_score
goal4_hour_transition_features_v1.parquet,goal4_hour_transition_features_v1,Q3,prob,0.0,1.0,0.6686416694422178,0.6486944681309611,0.6859629897930591,0.6673287289620101,0.6859629897930591,0.0,0.6686416694422178,0.6486944681309611,0.6859629897930591,0.6673287289620101,0.0,0.0,0.0
goal4_hour_transition_features_v1.parquet,goal4_hour_transition_features_v1,Q3,prob,0.05,1.0,0.666779665420634,0.6483147611178286,0.6868086186523348,0.6675616898850817,0.6868086186523348,0.009025928497315261,0.6686416694422178,0.6486944681309611,0.6859629897930591,0.6673287289620101,0.0002329609230715679,-0.001862004021583763,0.0002329609230715679
goal4_hour_transition_features_v1.parquet,goal4_hour_transition_features_v1,Q3,prob,0.1,1.0,0.6654837899052255,0.6484017943759314,0.6882947707305241,0.6683482825532278,0.6882947707305241,0.018051856994630543,0.6686416694422178,0.6486944681309611,0.6859629897930591,0.6673287289620101,0.0010195535912176368,-0.003157879536992314,0.0010195535912176368
goal4_hour_transition_features_v1.parquet,goal4_hour_transition_features_v1,Q3,prob,0.15,1.0,0.6647394419860454,0.6489589795417625,0.6904212346105326,0.6696901070761476,0.6904212346105326,0.027077785491945797,0.6686416694422178,0.6486944681309611,0.6859629897930591,0.6673287289620101,0.0023613781141375023,-0.0039022274561724135,0.0023613781141375023
goal4_hour_transition_features_v1.parquet,goal4_hour_transition_features_v1,Q3,prob,0.2,1.0,0.664537926097385,0.6499937763530337,0.6931962282142836,0.6715950022836586,0.6931962282142836,0.036103713989261085,0.6686416694422178,0.6486944681309611,0.6859629897930591,0.6673287289620101,0.004266273321648528,-0.0041037433448327665,0.004266273321648528
goal4_hour_transition_features_v1.parquet,goal4_hour_transition_features_v1,Q3,prob,0.3,1.0,0.6657547885483324,0.6535471684942981,0.7007637749161427,0.6771554717052204,0.7007637749161427,0.054155570983891586,0.6686416694422178,0.6486944681309611,0.6859629897930591,0.6673287289620101,0.00982674274321027,-0.0028868808938854462,0.010657856939988587
goal4_hour_transition_features_v1.parquet,goal4_hour_transition_features_v1,Q3,prob,0.4,1.0,0.6691665309564347,0.659211752539907,0.7112231572720418,0.6852174549059744,0.7112231572720418,0.07220742797852216,0.6686416694422178,0.6486944681309611,0.6859629897930591,0.6673287289620101,0.01788872594396429,0.0005248615142169344,0.022330211539668722
goal4_hour_transition_features_v1.parquet,goal4_hour_transition_features_v1,Q3,prob,0.55,1.0,0.6786737234822959,0.6722344693691988,0.7332218424377385,0.7027281559034686,0.7332218424377385,0.09928521347046797,0.6686416694422178,0.6486944681309611,0.6859629897930591,0.6673287289620101,0.03539942694145848,0.01003205404007812,0.05328852367563019
goal4_hour_transition_features_v1.parquet,goal4_hour_transition_features_v1,Q3,prob,0.7,1.0,0.6942244441288423,0.6920651656183856,0.764981277696424,0.7285232216574048,0.764981277696424,0.12636299896241374,0.6686416694422178,0.6486944681309611,0.6859629897930591,0.6673287289620101,0.061194492695394676,0.02558277468662451,0.10004986717450193
goal4_hour_transition_features_v1.parquet,goal4_hour_transition_features_v1,Q3,logit,0.0,1.0,0.6686416694422178,0.6486944681309611,0.6859629897930591,0.6673287289620101,0.6859629897930591,5.690075738742651e-18,0.6686416694422178,0.6486944681309611,0.6859629897930591,0.6673287289620101,0.0,0.0,0.0
