split,seed,source,model,k,n,C,blend_w,logloss,auc,base_loss
testpattern,0,combo_existing_dayflat,pls_logit,48.0,12.0,0.001,1.0,0.6778411544918149,0.7728085867620752,0.590564789571288
testpattern,0,combo_existing_dayflat,pls_logit,48.0,12.0,0.003,1.0,0.6571639744249292,0.7709451401311868,0.590564789571288
testpattern,0,combo_existing_dayflat,select_pca,64.0,8.0,0.001,1.0,0.6760810083491611,0.7810077519379844,0.590564789571288
testpattern,0,combo_existing_dayflat,select_pca,64.0,8.0,0.003,1.0,0.6529876223911333,0.7814549791293978,0.590564789571288
testpattern,0,combo_existing_dayflat,select_pca,64.0,16.0,0.001,1.0,0.6760528376991651,0.767814549791294,0.590564789571288
testpattern,0,combo_existing_dayflat,select_pca,64.0,16.0,0.003,1.0,0.6531872166739033,0.7687835420393561,0.590564789571288
testpattern,0,combo_existing_dayflat,select_pca,64.0,32.0,0.001,1.0,0.6761174652581946,0.762149672033393,0.590564789571288
testpattern,0,combo_existing_dayflat,select_pca,64.0,32.0,0.003,1.0,0.653564501476194,0.7609570661896243,0.590564789571288
testpattern,0,combo_existing_dayflat,pls_logit,64.0,4.0,0.001,1.0,0.682698849810595,0.7589445438282647,0.590564789571288
testpattern,0,combo_existing_dayflat,pls_logit,64.0,4.0,0.003,1.0,0.6671491052033369,0.7584973166368516,0.590564789571288
testpattern,0,combo_existing_dayflat,pls_logit,64.0,8.0,0.001,1.0,0.6818975410493827,0.7599135360763267,0.590564789571288
testpattern,0,combo_existing_dayflat,pls_logit,64.0,8.0,0.003,1.0,0.665073904308731,0.7578264758497317,0.590564789571288
testpattern,0,combo_existing_dayflat,pls_logit,64.0,12.0,0.001,1.0,0.6816926310553554,0.7605843768634467,0.590564789571288
testpattern,0,combo_existing_dayflat,pls_logit,64.0,12.0,0.003,1.0,0.6646072125223097,0.759391771019678,0.590564789571288
testpattern,0,combo_existing_dayflat,select_pca,96.0,8.0,0.001,1.0,0.6827233680674484,0.7382230172927846,0.590564789571288
testpattern,0,combo_existing_dayflat,select_pca,96.0,8.0,0.003,1.0,0.666689416152552,0.7408318425760285,0.590564789571288
testpattern,0,combo_existing_dayflat,select_pca,96.0,16.0,0.001,1.0,0.6825337981367687,0.7494782349433512,0.590564789571288
testpattern,0,combo_existing_dayflat,select_pca,96.0,16.0,0.003,1.0,0.6664957447447064,0.75,0.590564789571288
testpattern,0,combo_existing_dayflat,select_pca,96.0,32.0,0.001,1.0,0.6813852689845306,0.7570065593321408,0.590564789571288
testpattern,0,combo_existing_dayflat,select_pca,96.0,32.0,0.003,1.0,0.6637046262729492,0.7562611806797853,0.590564789571288
testpattern,0,combo_existing_dayflat,pls_logit,96.0,4.0,0.001,1.0,0.6868553993911062,0.7051282051282052,0.590564789571288
testpattern,0,combo_existing_dayflat,pls_logit,96.0,4.0,0.003,1.0,0.6765352054780857,0.706768038163387,0.590564789571288
testpattern,0,combo_existing_dayflat,pls_logit,96.0,8.0,0.001,1.0,0.6866821248969046,0.7132528324388789,0.590564789571288
testpattern,0,combo_existing_dayflat,pls_logit,96.0,8.0,0.003,1.0,0.6761459179502289,0.714221824686941,0.590564789571288
testpattern,0,combo_existing_dayflat,pls_logit,96.0,12.0,0.001,1.0,0.6858955931119795,0.7192903995229577,0.590564789571288
testpattern,0,combo_existing_dayflat,pls_logit,96.0,12.0,0.003,1.0,0.674018614097529,0.7204084675014907,0.590564789571288
testpattern,0,existing_no_flat,raw_blend_base,32.0,,0.001,0.1,0.5905018429764698,0.7558884913536077,0.590564789571288
testpattern,0,existing_no_flat,raw_blend_base,32.0,,0.001,0.2,0.5904628188424437,0.7581991651759095,0.590564789571288
testpattern,0,existing_no_flat,raw_blend_base,32.0,,0.001,0.3,0.5904480085850056,0.7586463923673226,0.590564789571288
testpattern,0,existing_no_flat,raw_blend_base,32.0,,0.001,0.4,0.5904577473425302,0.7600626118067979,0.590564789571288
testpattern,0,existing_no_flat,raw_blend_base,32.0,,0.001,0.5,0.5904924178927974,0.7602116875372688,0.590564789571288
testpattern,0,existing_no_flat,raw_blend_base,32.0,,0.001,0.7,0.5906383524185429,0.7585718545020871,0.590564789571288
testpattern,0,existing_no_flat,raw_blend_base,32.0,,0.003,0.1,0.5899776615788084,0.7579755515802028,0.590564789571288
testpattern,0,existing_no_flat,raw_blend_base,32.0,,0.003,0.2,0.5895099008117045,0.7604353011329755,0.590564789571288
testpattern,0,existing_no_flat,raw_blend_base,32.0,,0.003,0.3,0.5891655428783394,0.7593172331544424,0.590564789571288
testpattern,0,existing_no_flat,raw_blend_base,32.0,,0.003,0.4,0.5889497738231709,0.7583855098389982,0.590564789571288
testpattern,0,existing_no_flat,raw_blend_base,32.0,,0.003,0.5,0.5888692458857863,0.7562239117471675,0.590564789571288
testpattern,0,existing_no_flat,raw_blend_base,32.0,,0.003,0.7,0.5891508982061383,0.7551058437686344,0.590564789571288
testpattern,0,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.1,0.5953694996648731,0.7542486583184258,0.590564789571288
testpattern,0,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.2,0.6007190074619524,0.7584973166368515,0.590564789571288
testpattern,0,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.3,0.6065461514342259,0.7622242098986285,0.590564789571288
testpattern,0,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.4,0.6128217077678589,0.7658020274299345,0.590564789571288
testpattern,0,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.5,0.619536326336827,0.7694543828264758,0.590564789571288
testpattern,0,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.7,0.6343037521292244,0.7690816935002983,0.590564789571288
testpattern,0,existing_no_flat,pls_logit_blend_base,64.0,8.0,0.003,0.1,0.5957733519598958,0.7563357185450208,0.590564789571288
testpattern,0,existing_no_flat,pls_logit_blend_base,64.0,8.0,0.003,0.2,0.6016188411938362,0.760509838998211,0.590564789571288
testpattern,0,existing_no_flat,pls_logit_blend_base,64.0,8.0,0.003,0.3,0.6080191287571141,0.7640131186642816,0.590564789571288
testpattern,0,existing_no_flat,pls_logit_blend_base,64.0,8.0,0.003,0.4,0.6149399151671985,0.7669946332737031,0.590564789571288
testpattern,0,existing_no_flat,pls_logit_blend_base,64.0,8.0,0.003,0.5,0.6223710715082028,0.7665474060822899,0.590564789571288
testpattern,0,existing_no_flat,pls_logit_blend_base,64.0,8.0,0.003,0.7,0.6387938634108934,0.7650566487775791,0.590564789571288
testpattern,0,combo_existing_dayflat,raw_blend_base,32.0,,0.001,0.1,0.5906257652797435,0.7543231961836613,0.590564789571288
testpattern,0,combo_existing_dayflat,raw_blend_base,32.0,,0.001,0.2,0.5906972414282216,0.7552921884317233,0.590564789571288
testpattern,0,combo_existing_dayflat,raw_blend_base,32.0,,0.001,0.3,0.5907792415064465,0.7552921884317233,0.590564789571288
testpattern,0,combo_existing_dayflat,raw_blend_base,32.0,,0.001,0.4,0.5908717908793656,0.7555903398926654,0.590564789571288
testpattern,0,combo_existing_dayflat,raw_blend_base,32.0,,0.001,0.5,0.5909749168059403,0.7553667262969589,0.590564789571288
testpattern,0,combo_existing_dayflat,raw_blend_base,32.0,,0.001,0.7,0.5912130169486248,0.7450059630292188,0.590564789571288
testpattern,1,existing_base_cfg,basecfg,,,,0.0,0.6610222410604919,0.7210174577195854,0.6610222410604919
testpattern,1,existing_no_flat,raw,20.0,,0.001,1.0,0.6610222410604919,0.7210174577195854,0.6610222410604919
testpattern,1,existing_no_flat,raw,20.0,,0.003,1.0,0.6401057230707495,0.7152891434806328,0.6610222410604919
testpattern,1,existing_no_flat,raw,20.0,,0.01,1.0,0.6226140181094618,0.7032187670485543,0.6610222410604919
testpattern,1,existing_no_flat,raw,32.0,,0.001,1.0,0.6587276483757346,0.7171303873431534,0.6610222410604919
testpattern,1,existing_no_flat,raw,32.0,,0.003,1.0,0.636960773438159,0.7114702673213312,0.6610222410604919
testpattern,1,existing_no_flat,raw,32.0,,0.01,1.0,0.6178758246536208,0.7022640480087289,0.6610222410604919
testpattern,1,existing_no_flat,raw,48.0,,0.001,1.0,0.587022268200926,0.7339743589743591,0.6610222410604919
testpattern,1,existing_no_flat,raw,48.0,,0.003,1.0,0.5866228956412982,0.7313147845062739,0.6610222410604919
testpattern,1,existing_no_flat,raw,48.0,,0.01,1.0,0.5933525970811521,0.7226541189307146,0.6610222410604919
testpattern,1,existing_no_flat,raw,64.0,,0.001,1.0,0.5908723648715491,0.7242225859247136,0.6610222410604919
testpattern,1,existing_no_flat,raw,64.0,,0.003,1.0,0.5955069914941851,0.719721767594108,0.6610222410604919
testpattern,1,existing_no_flat,raw,64.0,,0.01,1.0,0.6123875256526959,0.7032187670485543,0.6610222410604919
testpattern,1,existing_no_flat,select_pca,48.0,8.0,0.001,1.0,0.6858202945435962,0.6194080741953083,0.6610222410604919
testpattern,1,existing_no_flat,select_pca,48.0,8.0,0.003,1.0,0.6739853881082977,0.6217948717948718,0.6610222410604919
testpattern,1,existing_no_flat,select_pca,48.0,16.0,0.001,1.0,0.6826517118751783,0.6839198036006547,0.6610222410604919
testpattern,1,existing_no_flat,select_pca,48.0,16.0,0.003,1.0,0.666523545950564,0.6833742498636115,0.6610222410604919
testpattern,1,existing_no_flat,select_pca,48.0,32.0,0.001,1.0,0.6847873894818772,0.5857883251500273,0.6610222410604919
testpattern,1,existing_no_flat,select_pca,48.0,32.0,0.003,1.0,0.6729679261444844,0.5934942716857612,0.6610222410604919
testpattern,1,existing_no_flat,pls_logit,48.0,4.0,0.001,1.0,0.6835420706498591,0.6979678123295147,0.6610222410604919
testpattern,1,existing_no_flat,pls_logit,48.0,4.0,0.003,1.0,0.6681080524346116,0.6967403164211675,0.6610222410604919
testpattern,1,existing_no_flat,pls_logit,48.0,8.0,0.001,1.0,0.6840095014539008,0.682760501909438,0.6610222410604919
testpattern,1,existing_no_flat,pls_logit,48.0,8.0,0.003,1.0,0.6697372194600721,0.6824195308237861,0.6610222410604919
testpattern,1,existing_no_flat,pls_logit,48.0,12.0,0.001,1.0,0.6841303833938495,0.6766912165848336,0.6610222410604919
testpattern,1,existing_no_flat,pls_logit,48.0,12.0,0.003,1.0,0.670092978652435,0.6750545553737043,0.6610222410604919
testpattern,1,existing_no_flat,select_pca,64.0,8.0,0.001,1.0,0.6852352231461888,0.6490725586470267,0.6610222410604919
testpattern,1,existing_no_flat,select_pca,64.0,8.0,0.003,1.0,0.6725739064184765,0.6477768685215495,0.6610222410604919
testpattern,1,existing_no_flat,select_pca,64.0,16.0,0.001,1.0,0.6841735588568153,0.6813284233497,0.6610222410604919
testpattern,1,existing_no_flat,select_pca,64.0,16.0,0.003,1.0,0.6698062963844477,0.6813284233497,0.6610222410604919
testpattern,1,existing_no_flat,select_pca,64.0,32.0,0.001,1.0,0.685698542681932,0.5914484451718494,0.6610222410604919
testpattern,1,existing_no_flat,select_pca,64.0,32.0,0.003,1.0,0.6749012914930685,0.5926077468630659,0.6610222410604919
testpattern,1,existing_no_flat,pls_logit,64.0,4.0,0.001,1.0,0.685873902841199,0.6466175668303328,0.6610222410604919
testpattern,1,existing_no_flat,pls_logit,64.0,4.0,0.003,1.0,0.6741977103947397,0.6457992362247682,0.6610222410604919
testpattern,1,existing_no_flat,pls_logit,64.0,8.0,0.001,1.0,0.6867328232519753,0.605291871249318,0.6610222410604919
testpattern,1,existing_no_flat,pls_logit,64.0,8.0,0.003,1.0,0.6768189880190896,0.604746317512275,0.6610222410604919
testpattern,1,existing_no_flat,pls_logit,64.0,12.0,0.001,1.0,0.6865197970336533,0.5939034369885434,0.6610222410604919
testpattern,1,existing_no_flat,pls_logit,64.0,12.0,0.003,1.0,0.6763841202435015,0.5948581560283689,0.6610222410604919
testpattern,1,existing_no_flat,select_pca,96.0,8.0,0.001,1.0,0.6837896922326605,0.698786142935079,0.6610222410604919
testpattern,1,existing_no_flat,select_pca,96.0,8.0,0.003,1.0,0.6690701238102498,0.6975586470267321,0.6610222410604919
testpattern,1,existing_no_flat,select_pca,96.0,16.0,0.001,1.0,0.6824079665412542,0.7263366066557557,0.6610222410604919
testpattern,1,existing_no_flat,select_pca,96.0,16.0,0.003,1.0,0.6655273217918527,0.7249727223131479,0.6610222410604919
testpattern,1,existing_no_flat,select_pca,96.0,32.0,0.001,1.0,0.6831953971110113,0.6542553191489362,0.6610222410604919
testpattern,1,existing_no_flat,select_pca,96.0,32.0,0.003,1.0,0.6685888603751129,0.6539825422804146,0.6610222410604919
testpattern,1,existing_no_flat,pls_logit,96.0,4.0,0.001,1.0,0.683585614549731,0.67785051827605,0.6610222410604919
testpattern,1,existing_no_flat,pls_logit,96.0,4.0,0.003,1.0,0.668726069055738,0.6770321876704856,0.6610222410604919
testpattern,1,existing_no_flat,pls_logit,96.0,8.0,0.001,1.0,0.6848037411645794,0.6339334424440806,0.6610222410604919
testpattern,1,existing_no_flat,pls_logit,96.0,8.0,0.003,1.0,0.6724069034380364,0.6322967812329515,0.6610222410604919
testpattern,1,existing_no_flat,pls_logit,96.0,12.0,0.001,1.0,0.6829156492647612,0.6696672122204037,0.6610222410604919
testpattern,1,existing_no_flat,pls_logit,96.0,12.0,0.003,1.0,0.6677010511351339,0.6663938897981451,0.6610222410604919
testpattern,1,combo_existing_dayflat,raw,20.0,,0.001,1.0,0.6584050536717373,0.7380660120021822,0.6610222410604919
testpattern,1,combo_existing_dayflat,raw,20.0,,0.003,1.0,0.6344686452860337,0.7258592471358429,0.6610222410604919
testpattern,1,combo_existing_dayflat,raw,20.0,,0.01,1.0,0.6148758228481113,0.7168576104746317,0.6610222410604919
testpattern,1,combo_existing_dayflat,raw,32.0,,0.001,1.0,0.6563226262504148,0.7304964539007092,0.6610222410604919
testpattern,1,combo_existing_dayflat,raw,32.0,,0.003,1.0,0.6315608888289828,0.7207446808510638,0.6610222410604919
testpattern,1,combo_existing_dayflat,raw,32.0,,0.01,1.0,0.610881578505779,0.7141298417894162,0.6610222410604919
testpattern,1,combo_existing_dayflat,raw,48.0,,0.001,1.0,0.6514328857353375,0.7247681396617568,0.6610222410604919
testpattern,1,combo_existing_dayflat,raw,48.0,,0.003,1.0,0.6274736115287074,0.716925804691762,0.6610222410604919
testpattern,1,combo_existing_dayflat,raw,48.0,,0.01,1.0,0.612250752138242,0.7086743044189854,0.6610222410604919
testpattern,1,combo_existing_dayflat,raw,64.0,,0.001,1.0,0.6541933685597608,0.7103109656301145,0.6610222410604919
testpattern,1,combo_existing_dayflat,raw,64.0,,0.003,1.0,0.6319922562620122,0.7026050190943809,0.6610222410604919
testpattern,1,combo_existing_dayflat,raw,64.0,,0.01,1.0,0.623432815171424,0.688216039279869,0.6610222410604919
testpattern,1,combo_existing_dayflat,select_pca,48.0,8.0,0.001,1.0,0.6837269292027468,0.6599154391707583,0.6610222410604919
testpattern,1,combo_existing_dayflat,select_pca,48.0,8.0,0.003,1.0,0.6689131260006179,0.6650981996726677,0.6610222410604919
testpattern,1,combo_existing_dayflat,select_pca,48.0,16.0,0.001,1.0,0.6835567354387487,0.6740316421167485,0.6610222410604919
testpattern,1,combo_existing_dayflat,select_pca,48.0,16.0,0.003,1.0,0.6688000386950621,0.6777823240589198,0.6610222410604919
testpattern,1,combo_existing_dayflat,select_pca,48.0,32.0,0.001,1.0,0.6872103462239779,0.564784506273868,0.6610222410604919
testpattern,1,combo_existing_dayflat,select_pca,48.0,32.0,0.003,1.0,0.6792336715742442,0.5728314238952538,0.6610222410604919
testpattern,1,combo_existing_dayflat,pls_logit,48.0,4.0,0.001,1.0,0.6850942136211761,0.6659165302782325,0.6610222410604919
testpattern,1,combo_existing_dayflat,pls_logit,48.0,4.0,0.003,1.0,0.6721974807784743,0.6690534642662302,0.6610222410604919
testpattern,1,combo_existing_dayflat,pls_logit,48.0,8.0,0.001,1.0,0.6859554208647646,0.6376159301691215,0.6610222410604919
testpattern,1,combo_existing_dayflat,pls_logit,48.0,8.0,0.003,1.0,0.6746645862005706,0.6408892525913802,0.6610222410604919
testpattern,1,combo_existing_dayflat,pls_logit,48.0,12.0,0.001,1.0,0.6860658887516752,0.6317512274959083,0.6610222410604919
testpattern,1,combo_existing_dayflat,pls_logit,48.0,12.0,0.003,1.0,0.6750393692887225,0.6327741407528642,0.6610222410604919
testpattern,1,combo_existing_dayflat,select_pca,64.0,8.0,0.001,1.0,0.6858079909750158,0.6412302236770322,0.6610222410604919
testpattern,1,combo_existing_dayflat,select_pca,64.0,8.0,0.003,1.0,0.6740299600752928,0.6434124386252047,0.6610222410604919
testpattern,1,combo_existing_dayflat,select_pca,64.0,16.0,0.001,1.0,0.6856212107159337,0.6114975450081834,0.6610222410604919
testpattern,1,combo_existing_dayflat,select_pca,64.0,16.0,0.003,1.0,0.6738736932419876,0.6133387888707038,0.6610222410604919
testpattern,1,combo_existing_dayflat,select_pca,64.0,32.0,0.001,1.0,0.6935532887160346,0.5157528641571194,0.6610222410604919
testpattern,1,combo_existing_dayflat,select_pca,64.0,32.0,0.003,1.0,0.6979420821438612,0.5209356246590289,0.6610222410604919
testpattern,1,combo_existing_dayflat,pls_logit,64.0,4.0,0.001,1.0,0.6858956496648858,0.6455946535733771,0.6610222410604919
testpattern,1,combo_existing_dayflat,pls_logit,64.0,4.0,0.003,1.0,0.6742901622204575,0.6449809056192036,0.6610222410604919
testpattern,1,combo_existing_dayflat,pls_logit,64.0,8.0,0.001,1.0,0.6861666756733505,0.6277959629023458,0.6610222410604919
testpattern,1,combo_existing_dayflat,pls_logit,64.0,8.0,0.003,1.0,0.6752555648335874,0.6268412438625204,0.6610222410604919
testpattern,1,combo_existing_dayflat,pls_logit,64.0,12.0,0.001,1.0,0.6862541886904835,0.6252727768685216,0.6610222410604919
testpattern,1,combo_existing_dayflat,pls_logit,64.0,12.0,0.003,1.0,0.6755188537725311,0.624113475177305,0.6610222410604919
testpattern,1,combo_existing_dayflat,select_pca,96.0,8.0,0.001,1.0,0.6873231786789307,0.6472995090016367,0.6610222410604919
testpattern,1,combo_existing_dayflat,select_pca,96.0,8.0,0.003,1.0,0.6776582489874404,0.6509819967266776,0.6610222410604919
testpattern,1,combo_existing_dayflat,select_pca,96.0,16.0,0.001,1.0,0.6858361380215122,0.6672804146208401,0.6610222410604919
testpattern,1,combo_existing_dayflat,select_pca,96.0,16.0,0.003,1.0,0.6739790527468208,0.6678259683578833,0.6610222410604919
testpattern,1,combo_existing_dayflat,select_pca,96.0,32.0,0.001,1.0,0.6868106876318608,0.6125204582651391,0.6610222410604919
testpattern,1,combo_existing_dayflat,select_pca,96.0,32.0,0.003,1.0,0.6770391142766339,0.6137479541734862,0.6610222410604919
testpattern,1,combo_existing_dayflat,pls_logit,96.0,4.0,0.001,1.0,0.6861665886709073,0.6491407528641572,0.6610222410604919
testpattern,1,combo_existing_dayflat,pls_logit,96.0,4.0,0.003,1.0,0.6748876552492333,0.6483906164757228,0.6610222410604919
testpattern,1,combo_existing_dayflat,pls_logit,96.0,8.0,0.001,1.0,0.6869351137802735,0.615657392253137,0.6610222410604919
testpattern,1,combo_existing_dayflat,pls_logit,96.0,8.0,0.003,1.0,0.6773284767865992,0.61442989634479,0.6610222410604919
testpattern,1,combo_existing_dayflat,pls_logit,96.0,12.0,0.001,1.0,0.6858636585271934,0.6408210583742499,0.6610222410604919
testpattern,1,combo_existing_dayflat,pls_logit,96.0,12.0,0.003,1.0,0.6743727475605651,0.6394571740316422,0.6610222410604919
testpattern,1,existing_no_flat,raw_blend_base,32.0,,0.001,0.1,0.6607841166095542,0.7200627386797599,0.6610222410604919
testpattern,1,existing_no_flat,raw_blend_base,32.0,,0.001,0.2,0.6605479296838298,0.7199263502454992,0.6610222410604919
testpattern,1,existing_no_flat,raw_blend_base,32.0,,0.001,0.3,0.6603136755566262,0.7199263502454991,0.6610222410604919
testpattern,1,existing_no_flat,raw_blend_base,32.0,,0.001,0.4,0.6600813496485172,0.719721767594108,0.6610222410604919
testpattern,1,existing_no_flat,raw_blend_base,32.0,,0.001,0.5,0.6598509475251517,0.719176213857065,0.6610222410604919
testpattern,1,existing_no_flat,raw_blend_base,32.0,,0.001,0.7,0.6593958976081297,0.7181533006001092,0.6610222410604919
testpattern,1,existing_no_flat,raw_blend_base,32.0,,0.003,0.1,0.6581500631477265,0.7193126022913258,0.6610222410604919
testpattern,1,existing_no_flat,raw_blend_base,32.0,,0.003,0.2,0.6553784928033956,0.7179487179487178,0.6610222410604919
testpattern,1,existing_no_flat,raw_blend_base,32.0,,0.003,0.3,0.652708009805006,0.7169258046917621,0.6610222410604919
testpattern,1,existing_no_flat,raw_blend_base,32.0,,0.003,0.4,0.6501393868222465,0.7169258046917623,0.6610222410604919
testpattern,1,existing_no_flat,raw_blend_base,32.0,,0.003,0.5,0.6476737306721327,0.7152891434806328,0.6610222410604919
testpattern,1,existing_no_flat,raw_blend_base,32.0,,0.003,0.7,0.643057761733585,0.7135842880523732,0.6610222410604919
testpattern,1,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.1,0.6614563841761653,0.7208810692853248,0.6610222410604919
testpattern,1,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.2,0.6619946413103275,0.7210856519367158,0.6610222410604919
testpattern,1,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.3,0.6626342454684362,0.7195853791598472,0.6610222410604919
testpattern,1,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.4,0.663372918839437,0.7159710856519367,0.6610222410604919
testpattern,1,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.5,0.6642088097059887,0.7114020731042008,0.6610222410604919
testpattern,1,existing_no_flat,select_pca_blend_base,64.0,16.0,0.003,0.7,0.6661666882583995,0.7033551554828151,0.6610222410604919
testpattern,1,existing_no_flat,pls_logit_blend_base,64.0,8.0,0.003,0.1,0.6621250785964901,0.7210856519367158,0.6610222410604919
testpattern,1,existing_no_flat,pls_logit_blend_base,64.0,8.0,0.003,0.2,0.6633359580359356,0.7208128750681941,0.6610222410604919
testpattern,1,existing_no_flat,pls_logit_blend_base,64.0,8.0,0.003,0.3,0.6646535342823652,0.7187670485542825,0.6610222410604919
testpattern,1,existing_no_flat,pls_logit_blend_base,64.0,8.0,0.003,0.4,0.6660768092402573,0.7141980360065467,0.6610222410604919
testpattern,1,existing_no_flat,pls_logit_blend_base,64.0,8.0,0.003,0.5,0.6676051073680535,0.7060147299509002,0.6610222410604919
testpattern,1,existing_no_flat,pls_logit_blend_base,64.0,8.0,0.003,0.7,0.6709755790847187,0.679214402618658,0.6610222410604919
testpattern,1,combo_existing_dayflat,raw_blend_base,32.0,,0.001,0.1,0.6605182979790524,0.7234724495362793,0.6610222410604919
testpattern,1,combo_existing_dayflat,raw_blend_base,32.0,,0.001,0.2,0.6600219265573801,0.724631751227496,0.6610222410604919
testpattern,1,combo_existing_dayflat,raw_blend_base,32.0,,0.001,0.3,0.6595331177622626,0.7246999454446263,0.6610222410604919
testpattern,1,combo_existing_dayflat,raw_blend_base,32.0,,0.001,0.4,0.659051863396629,0.7266775777414075,0.6610222410604919
testpattern,1,combo_existing_dayflat,raw_blend_base,32.0,,0.001,0.5,0.6585781560979557,0.7271549372613203,0.6610222410604919
testpattern,1,combo_existing_dayflat,raw_blend_base,32.0,,0.001,0.7,0.6576533574183163,0.7286552100381888,0.6610222410604919
testpattern,2,existing_base_cfg,basecfg,,,,0.0,0.666679823302173,0.6170004885197851,0.666679823302173
testpattern,2,existing_no_flat,raw,20.0,,0.001,1.0,0.666679823302173,0.6170004885197851,0.666679823302173
testpattern,2,existing_no_flat,raw,20.0,,0.003,1.0,0.6564569721393588,0.625165747784214,0.666679823302173
testpattern,2,existing_no_flat,raw,20.0,,0.01,1.0,0.6537150299396626,0.6276781352501919,0.666679823302173
testpattern,2,existing_no_flat,raw,32.0,,0.001,1.0,0.6667976952574768,0.6141391583501988,0.666679823302173
testpattern,2,existing_no_flat,raw,32.0,,0.003,1.0,0.6584862256511067,0.6214669551259684,0.666679823302173
testpattern,2,existing_no_flat,raw,32.0,,0.01,1.0,0.6603797416145121,0.6265615185986461,0.666679823302173
testpattern,2,existing_no_flat,raw,48.0,,0.001,1.0,0.5898462490171451,0.7025612394444832,0.666679823302173
testpattern,2,existing_no_flat,raw,48.0,,0.003,1.0,0.5939813605595466,0.699002023867681,0.666679823302173
testpattern,2,existing_no_flat,raw,48.0,,0.01,1.0,0.6145114433971762,0.6945355572614976,0.666679823302173
testpattern,2,existing_no_flat,raw,64.0,,0.001,1.0,0.5912970607893603,0.7008863144671644,0.666679823302173
testpattern,2,existing_no_flat,raw,64.0,,0.003,1.0,0.5929940379299714,0.7021425082001536,0.666679823302173
testpattern,2,existing_no_flat,raw,64.0,,0.01,1.0,0.6134812634114658,0.6923721124991277,0.666679823302173
testpattern,2,existing_no_flat,select_pca,48.0,8.0,0.001,1.0,0.6875981764859944,0.6334705841300857,0.666679823302173
testpattern,2,existing_no_flat,select_pca,48.0,8.0,0.003,1.0,0.6781943028822295,0.6355642403517343,0.666679823302173
testpattern,2,existing_no_flat,select_pca,48.0,16.0,0.001,1.0,0.6874210511072659,0.6119059250471073,0.666679823302173
testpattern,2,existing_no_flat,select_pca,48.0,16.0,0.003,1.0,0.6779957413336098,0.6155349291646313,0.666679823302173
testpattern,2,existing_no_flat,select_pca,48.0,32.0,0.001,1.0,0.6873610145571193,0.5539814362481681,0.666679823302173
testpattern,2,existing_no_flat,select_pca,48.0,32.0,0.003,1.0,0.6784691505991515,0.5598436736687836,0.666679823302173
testpattern,2,existing_no_flat,pls_logit,48.0,4.0,0.001,1.0,0.6855079493558239,0.6552446088352293,0.666679823302173
testpattern,2,existing_no_flat,pls_logit,48.0,4.0,0.003,1.0,0.6730489476242694,0.6546165119687348,0.666679823302173
testpattern,2,existing_no_flat,pls_logit,48.0,8.0,0.001,1.0,0.6853632331322416,0.6351455091074045,0.666679823302173
testpattern,2,existing_no_flat,pls_logit,48.0,8.0,0.003,1.0,0.6729377228601061,0.6360527601367856,0.666679823302173
testpattern,2,existing_no_flat,pls_logit,48.0,12.0,0.001,1.0,0.6851281501733167,0.6308884081233861,0.666679823302173
testpattern,2,existing_no_flat,pls_logit,48.0,12.0,0.003,1.0,0.6725265180104176,0.6322841789378184,0.666679823302173
testpattern,2,existing_no_flat,select_pca,64.0,8.0,0.001,1.0,0.6866466319704783,0.5956451950589713,0.666679823302173
testpattern,2,existing_no_flat,select_pca,64.0,8.0,0.003,1.0,0.6761939359072967,0.5989950450136088,0.666679823302173
testpattern,2,existing_no_flat,select_pca,64.0,16.0,0.001,1.0,0.6859208674207753,0.6224439946960709,0.666679823302173
testpattern,2,existing_no_flat,select_pca,64.0,16.0,0.003,1.0,0.6743778587777343,0.6253053248656569,0.666679823302173
testpattern,2,existing_no_flat,select_pca,64.0,32.0,0.001,1.0,0.6853548959587369,0.6227231488589573,0.666679823302173
testpattern,2,existing_no_flat,select_pca,64.0,32.0,0.003,1.0,0.673265467296926,0.6241887082141113,0.666679823302173
testpattern,2,existing_no_flat,pls_logit,64.0,4.0,0.001,1.0,0.6853767913287862,0.656012282783167,0.666679823302173
testpattern,2,existing_no_flat,pls_logit,64.0,4.0,0.003,1.0,0.672813352313017,0.655314397375951,0.666679823302173
testpattern,2,existing_no_flat,pls_logit,64.0,8.0,0.001,1.0,0.6855076497146018,0.6419149975574011,0.666679823302173
testpattern,2,existing_no_flat,pls_logit,64.0,8.0,0.003,1.0,0.6733047945483067,0.6407983809058551,0.666679823302173
testpattern,2,existing_no_flat,pls_logit,64.0,12.0,0.001,1.0,0.6853191358726212,0.6468699839486356,0.666679823302173
testpattern,2,existing_no_flat,pls_logit,64.0,12.0,0.003,1.0,0.6727961863754329,0.6472887151929653,0.666679823302173
