mask,scheme,n,accuracy,balanced_accuracy,state_logloss,majority_acc
testpattern0,testpattern,250,0.424,0.40977829446440733,1.0732001962897901,0.365
testpattern1,testpattern,250,0.344,0.3729575163398693,1.0453257192451697,0.39
testpattern2,testpattern,250,0.332,0.3586449864498645,1.052978674833161,0.37
testpattern3,testpattern,250,0.316,0.35628019323671495,1.060472418355038,0.375
tail,testpattern,163,0.4294478527607362,0.44628863026894744,1.0456970219785533,0.36585365853658536
adv_interleaved_rank0,interleaved_rank,250,0.328,0.35569304244003036,1.0581492966346893,0.365
adv_interleaved_rank1,interleaved_rank,250,0.32,0.35970464135021096,1.0854262705057816,0.385
adv_interleaved_rank2,interleaved_rank,250,0.388,0.4190016051018539,1.0903210460988493,0.345
adv_interleaved_rank3,interleaved_rank,250,0.312,0.3558823529411765,1.0476382550457108,0.355
