split,source,feature_set,target,score_col,policy,fraction,selected_cells,selected_gain_sum,selected_mean_gain,selected_positive_gain_rate,active_subjects,positive_subjects,negative_subjects,raw_action_count,inverse_action_count,null_gain_mean,null_gain_std,gain_lift_vs_null,gain_z_vs_null,tail_safe_policy_score,accepted,accept_reason
subject_heldout,relative_lifelog_context,action_only,Q1,predicted_gain,top_score,0.05,45,0.6928088166082437,0.015395751480183193,0.6,4,3,1,7,38,0.0,,0.6928088166082437,,0.4156852899649462,True,fast_stress_policy_passed
subject_heldout,relative_lifelog_context,action_only,Q2,health_weighted_utility,top_score,0.1,90,0.0636173867817244,0.0007068598531302712,0.5111111111111111,9,4,5,13,77,0.0,,0.0636173867817244,,0.032515553243992475,False,fast_stress_policy_failed
subject_heldout,relative_lifelog_context,action_only,Q3,health_weighted_utility,top_score,0.01,9,0.05305689778445133,0.005895210864939037,0.6666666666666666,2,1,1,0,9,0.0,,0.05305689778445133,,0.03537126518963422,True,fast_stress_policy_passed
subject_heldout,relative_lifelog_context,action_only,S1,tail_safe_utility,top_score,0.1,90,0.17164992468100265,0.001907221385344474,0.5444444444444444,9,6,3,14,76,0.0,,0.17164992468100265,,0.09345384788187922,False,fast_stress_policy_failed
subject_heldout,relative_lifelog_context,action_only,S2,predicted_gain,top_score,0.01,9,-0.7583455383895128,-0.08426061537661253,0.0,2,0,2,6,3,0.0,,-0.7583455383895128,,-0.0,False,fast_stress_policy_failed
subject_heldout,relative_lifelog_context,action_only,S3,health_weighted_utility,top_score,0.01,9,0.04004741670688283,0.0044497129674314255,0.6666666666666666,2,1,1,0,9,0.0,,0.04004741670688283,,0.026698277804588555,True,fast_stress_policy_passed
subject_heldout,relative_lifelog_context,action_only,S4,health_weighted_utility,top_score,0.01,9,0.05797477830841913,0.006441642034268792,0.7777777777777778,5,5,0,0,9,0.0,,0.05797477830841913,,0.04509149423988155,True,fast_stress_policy_passed
subject_heldout,relative_lifelog_context,listener_support_baseline,Q1,health_weighted_utility,top_score,0.01,9,0.11728354915371964,0.013031505461524404,0.7777777777777778,3,3,0,0,9,0.0,,0.11728354915371964,,0.09122053823067083,True,fast_stress_policy_passed
subject_heldout,relative_lifelog_context,listener_support_baseline,Q2,predicted_gain,top_score,0.02,18,0.686054357170468,0.03811413095391489,0.6666666666666666,6,4,2,13,5,0.0,,0.686054357170468,,0.45736957144697865,True,fast_stress_policy_passed
subject_heldout,relative_lifelog_context,listener_support_baseline,Q3,tail_safe_utility,top_score,0.02,18,0.06941319385299038,0.0038562885473883545,0.6666666666666666,8,5,3,4,14,0.0,,0.06941319385299038,,0.046275462568660254,True,fast_stress_policy_passed
subject_heldout,relative_lifelog_context,listener_support_baseline,S1,pessimistic_utility,top_score,0.05,45,-0.03608552648098223,-0.0008019005884662718,0.6444444444444445,9,4,5,10,35,0.0,,-0.03608552648098223,,-0.023255117065521885,False,fast_stress_policy_failed
subject_heldout,relative_lifelog_context,listener_support_baseline,S2,predicted_gain,top_score,0.01,9,0.2557633129235373,0.028418145880393035,0.7777777777777778,5,4,1,8,1,0.0,,0.2557633129235373,,0.19892702116275127,True,fast_stress_policy_passed
subject_heldout,relative_lifelog_context,listener_support_baseline,S3,predicted_gain,top_score,0.01,9,0.11158283214149617,0.012398092460166241,0.7777777777777778,4,3,1,4,5,0.0,,0.11158283214149617,,0.08678664722116369,True,fast_stress_policy_passed
subject_heldout,relative_lifelog_context,listener_support_baseline,S4,predicted_gain,top_score,0.02,18,0.4012379324637455,0.02229099624798586,0.6111111111111112,6,3,3,12,6,0.0,,0.4012379324637455,,0.2452009587278445,True,fast_stress_policy_passed
subject_heldout,relative_lifelog_context,relative_lifelog_context_tail_representation,Q1,health_weighted_utility,top_score,0.02,18,0.2539695354046574,0.014109418633592077,0.7222222222222222,2,2,0,0,18,0.0,,0.2539695354046574,,0.183422442236697,True,fast_stress_policy_passed
subject_heldout,relative_lifelog_context,relative_lifelog_context_tail_representation,Q2,health_weighted_utility,top_score,0.01,9,0.06669379672391607,0.007410421858212896,0.7777777777777778,2,2,0,0,9,0.0,,0.06669379672391607,,0.05187295300749027,True,fast_stress_policy_passed
subject_heldout,relative_lifelog_context,relative_lifelog_context_tail_representation,Q3,predicted_gain,top_score,0.01,9,0.12805317845779668,0.014228130939755187,0.7777777777777778,6,5,1,1,8,0.0,,0.12805317845779668,,0.0995969165782863,True,fast_stress_policy_passed
subject_heldout,relative_lifelog_context,relative_lifelog_context_tail_representation,S1,predicted_gain,top_score,0.01,9,0.0927093251719171,0.010301036130213012,0.6666666666666666,4,2,2,2,7,0.0,,0.0927093251719171,,0.06180621678127807,True,fast_stress_policy_passed
subject_heldout,relative_lifelog_context,relative_lifelog_context_tail_representation,S2,tail_safe_utility,top_score,0.02,18,0.04467625518476093,0.0024820141769311627,0.3888888888888889,5,3,2,5,13,0.0,,0.04467625518476093,,0.01737409923851814,False,fast_stress_policy_failed
subject_heldout,relative_lifelog_context,relative_lifelog_context_tail_representation,S3,health_weighted_utility,top_score,0.01,9,0.02288886868817691,0.0025432076320196567,0.5555555555555556,3,2,1,0,9,0.0,,0.02288886868817691,,0.012716038160098284,True,fast_stress_policy_passed
subject_heldout,relative_lifelog_context,relative_lifelog_context_tail_representation,S4,predicted_gain,top_score,0.01,9,0.20326777953220387,0.022585308836911542,0.5555555555555556,3,2,1,6,3,0.0,,0.20326777953220387,,0.1129265441845577,True,fast_stress_policy_passed
subject_heldout,relative_lifelog_context,relative_lifelog_context_tail_plus_listener,Q1,pessimistic_utility,top_score,0.05,45,0.1631439893313239,0.003625421985140531,0.5555555555555556,7,6,1,5,40,0.0,,0.1631439893313239,,0.09063554962851328,True,fast_stress_policy_passed
subject_heldout,relative_lifelog_context,relative_lifelog_context_tail_plus_listener,Q2,tail_safe_utility,top_score,0.1,90,0.2098733701868163,0.0023319263354090697,0.5555555555555556,9,4,5,32,58,0.0,,0.2098733701868163,,0.1165963167704535,True,fast_stress_policy_passed
subject_heldout,relative_lifelog_context,relative_lifelog_context_tail_plus_listener,Q3,predicted_gain,top_score,0.02,18,0.2230603187274579,0.012392239929303217,0.6666666666666666,9,7,2,6,12,0.0,,0.2230603187274579,,0.1487068791516386,True,fast_stress_policy_passed
subject_heldout,relative_lifelog_context,relative_lifelog_context_tail_plus_listener,S1,pessimistic_utility,top_score,0.01,9,-0.02966862150394911,-0.0032965135004387903,0.5555555555555556,5,2,3,1,8,0.0,,-0.02966862150394911,,-0.01648256750219395,False,fast_stress_policy_failed
subject_heldout,relative_lifelog_context,relative_lifelog_context_tail_plus_listener,S2,tail_safe_utility,top_score,0.02,18,-0.0024458554525822462,-0.00013588085847679145,0.6111111111111112,5,4,1,13,5,0.0,,-0.0024458554525822462,,-0.0014946894432447061,False,fast_stress_policy_failed
