date,file_type,count
2026-06-01,hitl_report,49
2026-06-01,root_submission,21
2026-06-02,hitl_report,98
2026-06-02,root_submission,94
2026-06-03,hitl_report,6
2026-06-03,root_submission,6
2026-06-06,root_submission,1
