view,ssl_loss,best_global,targetwise,drift_global,drift_targetwise,channels
full,0.6285910752841405,0.6230663029160587,0.6191523014076842,0.08945270545429289,0.08649131291984571,110
no_sleep,0.6153695923941476,0.6238082927799102,0.6209522124142596,0.08293132412196519,0.08717557406995943,87
only_event,0.5134298133850098,0.6250072597680395,0.6218401496597046,0.0856775922784826,0.07559229387334797,45
