split,feature_set,fold,mean_logloss,Q1_logloss,Q2_logloss,Q3_logloss,S1_logloss,S2_logloss,S3_logloss,S4_logloss,std_logloss
date_block,sensor_calendar_only,0,0.6624754054190457,0.745041780065253,0.8499967860099608,0.7599634235894202,0.3681436165407125,0.6206517156965227,0.5583200712325529,0.7352104447988981,
date_block,sensor_calendar_only,1,0.8961220798905423,1.1100286369504495,0.8232687796032088,0.9847878373082349,1.0397871059374884,0.7929838585730177,0.7087559291754612,0.8132424116859358,
date_block,sensor_calendar_only,2,0.8258141902934911,0.794440204786338,0.9071192695932335,0.9293769038082003,0.7363310445404182,0.8351682068929002,0.754970195637119,0.8232935067962279,
date_block,sensor_calendar_only,3,0.813215375181687,0.9217111315354215,0.7459535564016114,0.787838705053307,0.7621302426932037,0.8149593103158587,0.8186555747531473,0.8412591055192592,
date_block,sensor_calendar_only,4,0.9578792674710291,0.819141990464575,1.2777029559077593,1.0698230011442114,0.9246722329166993,1.0149595172620272,0.8001464346209151,0.7987087399810162,
date_block,sensor_calendar_only,mean,0.831101263651159,0.8780727487604073,0.9208082695031548,0.9063579741806749,0.7662128485257045,0.8157445217480653,0.7281696410838391,0.8023428417562675,0.09907866270043736
date_block,sensor_plus_cohort_context,0,0.7016004424911679,0.8284944724403777,0.9242860771386113,0.8232622019826223,0.36965032253603497,0.6348868556942331,0.5862078531718082,0.7444153144744874,
date_block,sensor_plus_cohort_context,1,0.9091872178620004,1.1081199948739835,0.831579624091461,0.9883943325659228,1.0647850829742151,0.8023376935168874,0.7460109985335157,0.8230827984780171,
date_block,sensor_plus_cohort_context,2,0.8271002866521789,0.792932428518605,0.9171181756123665,0.8997288833075617,0.7587810168864793,0.8348590928695571,0.7556423332456058,0.8306400761250768,
date_block,sensor_plus_cohort_context,3,0.8072704811855737,0.8910256858714288,0.7298424921885921,0.7517585691029174,0.7600963008640194,0.8424422408000738,0.8331731360237672,0.8425549434482172,
date_block,sensor_plus_cohort_context,4,0.9664685722906021,0.8326675823803402,1.2891911283565196,1.0682337167023936,0.9076805355389513,1.000921445099231,0.8557197617752614,0.8108658361815176,
date_block,sensor_plus_cohort_context,mean,0.8423254000963046,0.890648032816947,0.9384034994775101,0.9062755407322836,0.7721986517599401,0.8230894655959965,0.7553508165499917,0.8103117937414632,0.09071515307773895
date_block,sensor_plus_cohort_and_peer_margin,0,0.719855867902712,0.8688459390628005,1.0081541164569736,0.8100101190834561,0.39010701856266755,0.6434620910234075,0.5985174480272492,0.7198943431024305,
date_block,sensor_plus_cohort_and_peer_margin,1,0.9039279245122139,1.090843191137266,0.8585841961073816,1.0090303919128965,1.0454514721241834,0.7730161260069541,0.7069361804736242,0.8436339138231922,
date_block,sensor_plus_cohort_and_peer_margin,2,0.8315681521558792,0.7830683042231127,0.9540397537103772,0.918009029502486,0.7650648607510007,0.837933629764733,0.7143733178266931,0.8484881693127515,
date_block,sensor_plus_cohort_and_peer_margin,3,0.8566203833399536,0.9875028468579787,0.7660333550978936,0.8246889572264287,0.8238520152891532,0.8687374533732901,0.819943039963932,0.9055850155709991,
date_block,sensor_plus_cohort_and_peer_margin,4,0.9642467383516211,0.9333133924039159,1.2463363070994988,1.0750557997499413,0.9286900626367071,0.9891263486703532,0.6745667933100955,0.9026384645908363,
date_block,sensor_plus_cohort_and_peer_margin,mean,0.855243813252476,0.9327147347370147,0.9666295456944249,0.9273588594950418,0.7906330858727423,0.8224551297677476,0.7028673559203188,0.8440479812800419,0.08141757548455701
subject_group,sensor_calendar_only,0,0.9315093028873703,0.9008452509740359,0.8714858755057405,1.056366559141769,0.6215277738504652,0.760983117860818,1.0254916341075082,1.2838649087712561,
subject_group,sensor_calendar_only,1,1.2376270630102637,1.274361527989047,0.8315927724420432,1.3136051459461777,1.6302742507740038,1.0008487557151422,1.541978317693137,1.0707286705122951,
subject_group,sensor_calendar_only,2,3.7720646218743927,3.9495551725869857,3.251740469259392,3.072293683369762,2.677395338812298,4.093290651177555,5.698970843971902,3.661206193942853,
subject_group,sensor_calendar_only,3,1.169486435266759,1.2934256676063454,1.0144343818669335,1.097271258919165,0.6384232475157324,1.0214718788956423,2.1918588544297433,0.9295197576337523,
subject_group,sensor_calendar_only,4,0.8337139791669249,1.0933104520074166,1.3387640493613655,0.843861717676889,0.7072764326734146,0.5508158268413461,0.5456021551653215,0.7563672204427215,
subject_group,sensor_calendar_only,mean,1.588880280441142,1.702299614232766,1.461603509687095,1.4766796730107525,1.2549794087251829,1.4854820460981006,2.200780361073522,1.5403373502605757,1.1016330272386732
subject_group,sensor_plus_cohort_context,0,0.9379196048590741,0.8781139691617204,0.8840411336175032,1.064384574166773,0.6133630572680544,0.7671943676395381,1.0596546483327296,1.2986854838272008,
subject_group,sensor_plus_cohort_context,1,1.2255523328554472,1.3143692712776611,0.8133565199766708,1.3057917291747787,1.5106471129262846,1.0460920701146976,1.4865132123149698,1.1020964142030678,
subject_group,sensor_plus_cohort_context,2,3.75117735628142,3.9234367326719193,3.210835013466979,3.041628683358145,2.668913114649464,4.030510029257566,5.688816493469009,3.694101427096857,
subject_group,sensor_plus_cohort_context,3,1.1845638395676572,1.311455955057595,0.98799047043817,1.1313170874081389,0.6277866680926897,0.9709078826665575,2.3062095175617214,0.9562792957487286,
subject_group,sensor_plus_cohort_context,4,0.8112904598362477,1.0253206635516798,1.3949493371434654,0.8185928773674734,0.7231132510279955,0.4483083103403147,0.5417350535605051,0.7270137258622996,
subject_group,sensor_plus_cohort_context,mean,1.5821007186799692,1.6905393183441153,1.4582344949285577,1.4723429902950618,1.2287646407928976,1.4526025320037346,2.216585785047787,1.5556352693476307,1.0953696676482418
subject_group,sensor_plus_cohort_and_peer_margin,0,1.091105049550333,1.5377358453580063,1.184108203985319,1.0749739190669116,0.6422541672971882,0.8134034104830369,1.1425788011405873,1.2426809995212809,
subject_group,sensor_plus_cohort_and_peer_margin,1,1.3457994846661927,1.4173409039181775,0.872764262852465,1.5626268558509688,1.5385175227859025,1.263147066752829,1.615444840498631,1.1507549400043748,
subject_group,sensor_plus_cohort_and_peer_margin,2,3.792082181996288,3.9836763387809038,3.224037267476351,3.1092530506668057,2.6778333974723747,4.102683960335422,5.7200855259337455,3.727005733308413,
subject_group,sensor_plus_cohort_and_peer_margin,3,1.2173980109421705,1.2880365433707615,1.0251517797742584,1.2098323092137886,0.6386344657608296,1.0911618570602593,2.3470845459049694,0.9218845755103259,
subject_group,sensor_plus_cohort_and_peer_margin,4,0.8561708007674362,1.1833513193612297,1.3168371668382368,0.786473536527085,0.8278042775375645,0.4895256662490365,0.5727639100705393,0.8164397287883624,
subject_group,sensor_plus_cohort_and_peer_margin,mean,1.6605111055844841,1.8820281901578155,1.524579736185326,1.548631934265112,1.2650087661707718,1.551984392176117,2.2795915247096947,1.5717531954265513,1.077977221965421
