model,soft_listener_logloss,delta_vs_current_best,submission_file
baseline_before_row_state_correction,0.5540262606782045,0.00019412866974422016,submission_h042_target_Q2_phase_k45_s0.5_c45_50fc6607_uploadsafe.csv
current_public_best,0.5538321320084603,0.0,submission_h057_q2row_fullvector_state_7cde1a77_uploadsafe.csv
cohort_relative_hsjepa_gate,0.5538321991061005,6.709764022172493e-08,submission_team_cohort_hsjepa_gate_0f0db65a_uploadsafe.csv
