signal,auc_for_current_best_hidden_rows,mean_selected,mean_not_selected,selected_rows,total_rows
cohort_outlier_score,0.5243360433604336,0.5356609523809525,0.5173199999999999,45,250
dist_to_subject_normal,0.5598915989159892,4.883806265013809,4.457537872423473,45,250
dist_to_peer_normal,0.49886178861788616,5.791373624571934,5.774782827843018,45,250
target_route_margin_q2q3s2,0.4199457994579946,0.45451015873015876,0.48942885017421606,45,250
