held_fold,target,selected_source,source_family,raw_best_source,raw_best_selector_loss,train_base_loss,selector_loss,selection_action,held_loss,base_loss,delta_vs_base
1,Q1,sfr_sleep_sensor__deviation__c0.03_b0.2,sleep_fragment_recovery_sleep_sensor,sfr_sleep_sensor__deviation__c0.03_b0.2,0.666138219036446,0.6729153793169524,0.666138219036446,switch,0.6401556876829131,0.6542470716001195,-0.014091383917206435
1,Q2,db_prebed__deviation__c0.03_b0.2,digital_boundary_prebed,db_prebed__deviation__c0.03_b0.2,0.6871502192514739,0.6944269037684465,0.6871502192514739,switch,0.7368269446256034,0.7307572647783885,0.006069679847214848
1,Q3,best_plus_mobility_constriction__deviation__c0.1_b0.2,mobility_constriction,best_plus_mobility_constriction__deviation__c0.1_b0.2,0.6585849213794219,0.6719937616348821,0.6585849213794219,switch,0.6885498712097599,0.681469247009676,0.007080624200083818
1,S1,sfr_sleep_sensor__absolute__c0.3_b0.2,sleep_fragment_recovery_sleep_sensor,sfr_sleep_sensor__absolute__c0.3_b0.2,0.5656388813894542,0.5739749657354346,0.5656388813894542,switch,0.5761392083533584,0.5585774309855461,0.01756177736781228
1,S2,sleep_intrusion__absolute_plus_deviation__c0.3_b0.2,sleep_intrusion,sleep_intrusion__absolute_plus_deviation__c0.3_b0.2,0.5664248515630363,0.5744588756867305,0.5664248515630363,switch,0.5924093225528665,0.593742773904609,-0.001333451351742454
1,S3,best__absolute_plus_deviation__c0.3_b0.2,best_late_fusion,db_sleep_phone__absolute_plus_deviation__c0.3_b0.2,0.5348579592151185,0.5374680051668604,0.5374680051668604,base,0.4757292551240594,0.4757292551240594,0.0
1,S4,sleep_intrusion__absolute_plus_deviation__c0.03_b0.2,sleep_intrusion,sleep_intrusion__absolute_plus_deviation__c0.03_b0.2,0.6308542541796942,0.6381512286617883,0.6308542541796942,switch,0.6742910546554052,0.6636272252405176,0.010663829414887527
2,Q1,sfr_sleep_sensor__deviation__c0.1_b0.2,sleep_fragment_recovery_sleep_sensor,sfr_sleep_sensor__deviation__c0.1_b0.2,0.6600909827919583,0.6694845726854766,0.6600909827919583,switch,0.6624234674156417,0.6679702981260229,-0.005546830710381201
2,Q2,trajectory_proto__deviation__c0.03_b0.2,trajectory_proto,trajectory_proto__deviation__c0.03_b0.2,0.701894063948087,0.7164562705403362,0.701894063948087,switch,0.6503139539008022,0.6426397976908295,0.007674156209972693
2,Q3,best_plus_mobility_constriction__deviation__c0.03_b0.2,mobility_constriction,best_plus_mobility_constriction__deviation__c0.03_b0.2,0.6557243565649198,0.6670390625965787,0.6557243565649198,switch,0.7011162641816879,0.7012880431628896,-0.00017177898120168678
