candidate_id,action_id,route_id,row,subject_id,sleep_date,route_name,route_targets,mode,route_group,route_n_cells,action_cells,action_q2_cells,changed_cells,model_pred_delta_vs_h057,posterior_delta_vs_h057,hard_diag_delta_vs_h057,anti_h088_direction_rate,h057_positive_align_rate,selected_conflict_rate,selected_toxic_mean,selected_safe_cell_mean,mean_bad_same_rank,mean_h098_frontier_cell_score,max_h098_frontier_cell_score,assignment_route_score,h071_route_score,h071_route_rank,h071_novelty_rank,h071_shortcut_avoid_rank,Q1_cells,Q2_cells,Q3_cells,S1_cells,S2_cells,S3_cells,S4_cells,h099_route_score,basis_spec,basis_id,basis_alpha,basis_cap,basis_norm_l2,basis_norm_l1,h101_route_pred_m00,h101_route_pred_m01,h101_route_pred_m02,h101_route_pred_m03,h101_route_pred_m04,h101_route_pred_m05,h101_route_pred_m06,h101_route_pred_m07,h101_route_pred_m08,h101_route_pred_m09,h101_route_pred_m10,h101_route_pred_m11,h101_route_pred_mean,h101_route_pred_median,h101_route_pred_min,h101_route_pred_max,h101_route_pred_std,h101_route_neg_rate,h101_route_gain,h101_cell_gain,h101_route_cell_gap,h101_cell_nontoxic,h101_stability_score,h100_route_basis_pred_delta,h100_action_score
h101_stable_concord_c80_r36_amp100_12e2f66e,r070_q2_s3_tail_counter_h088,r070_q2_s3_tail,70,id03,2024-09-16,q2_s3_tail,"Q2,S3",counter_h088,q2_route,2,1,0,1,-2.5406523807016378e-06,5.316662831284089e-09,-4.189193499235449e-09,1.0,1.0,1.0,0.4573714285714285,0.081622857142857,0.8954285714285715,0.38928577142857146,0.38928577142857146,0.0979121376811594,0.4025554757201814,0.056159420289855,0.3154438405797101,0.0566123188405797,0,0,0,0,0,1,0,0.5364991242435243,basis_q2_counter_a050,basis_q2_counter_a050__r070_q2_s3_tail_counter_h088,0.5,0.62,0.004365505762511019,0.004365505762511019,1.4960420589435952e-06,-1.580053507799857e-05,-4.606529222182668e-06,7.1146364485297426e-06,-6.601879445914164e-06,-8.080222261294592e-06,4.979227738863908e-06,-3.283873064995383e-06,6.539751674195611e-07,-1.376855929652765e-06,-1.0638656027818754e-06,-5.699478793013768e-07,-2.2616522558637157e-06,-1.2203607662173203e-06,-1.580053507799857e-05,7.1146364485297426e-06,5.849385753468931e-06,0.6666666666666666,2.2616522558637157e-06,2.5406523807016378e-06,-2.7900012483792207e-07,1.0,0.6758564402419882,-2.2616522558637157e-06,0.6758564402419882
h101_route_advantage_c70_r30_amp095_53fae6e7,r070_s23_core_frontier_descent,r070_s23_core,70,id03,2024-09-16,s23_core,"S2,S3",frontier_descent,objective,2,1,0,1,-2.836193168033528e-06,1.1574607369404772e-07,4.038030116139671e-08,1.0,1.0,1.0,0.4573714285714285,0.081622857142857,0.8954285714285715,0.38928577142857146,0.38928577142857146,0.1916757246376811,0.6619099370596006,0.1698369565217391,0.46875,0.024909420289855,0,0,0,0,0,1,0,0.4939262643460171,basis_objective_a042,basis_objective_a042__r070_s23_core_frontier_descent,0.42,0.56,0.034611265184908334,0.034611265184908334,2.399956896519096e-06,-0.0001301772538244879,-4.3248180170355486e-05,1.9502011946206303e-05,-5.736653842049763e-05,-1.7255246059920577e-06,7.113955535980416e-06,2.005271875515067e-06,-1.214015649128185e-06,-1.0039556077942363e-05,2.8249414705135405e-06,-2.506737214949019e-06,-1.770263901988485e-05,-1.4697701275601213e-06,-0.0001301772538244879,1.9502011946206303e-05,3.969368843128765e-05,0.5833333333333334,1.770263901988485e-05,2.836193168033528e-06,1.4866445851851322e-05,1.0,0.6053261084705012,-1.770263901988485e-05,0.6053261084705012
h101_conflict_stable_c72_r30_amp100_9e088156,r146_full_state_counter_h088,r146_full_state,146,id06,2024-08-20,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",counter_h088,q2_route,7,1,0,1,-2.616700703188279e-06,1.1762308294115846e-08,5.94401777339135e-08,1.0,1.0,1.0,0.4641428571428571,0.1833594285714285,0.1785714285714285,0.4251408571428571,0.4251408571428571,0.4921784420289855,1.1487463490143184,0.4759963768115942,0.9977355072463768,0.0615942028985507,0,0,0,1,0,0,0,0.6853828576558092,basis_q2_counter_a050,basis_q2_counter_a050__r146_full_state_counter_h088,0.5,0.62,0.015711517677710493,0.015711517677710493,-3.0082865840617696e-05,-2.8210544663043267e-05,-6.97152992353337e-06,7.121092746560339e-06,1.941523178804563e-05,-6.8094931513385405e-06,-6.121005279543612e-06,-2.2106591383297403e-06,1.955642725022229e-05,3.736230521681123e-06,-1.7360078145541372e-07,1.9844148740864875e-06,-2.3971917997721477e-06,-1.192129959892577e-06,-3.0082865840617696e-05,1.955642725022229e-05,1.4711738349583307e-05,0.5833333333333334,2.3971917997721477e-06,2.616700703188279e-06,-2.1950890341613117e-07,1.0,0.7022265838967776,-2.3971917997721477e-06,0.7022265838967776
h101_conflict_stable_c72_r30_amp100_9e088156,r144_q_subjective_conflict_invert,r144_q_subjective,144,id06,2024-08-14,q_subjective,"Q1,Q2,Q3",conflict_invert,conflict,3,1,0,1,-7.910834850896825e-06,1.326388282291774e-06,2.0200320326771523e-06,1.0,1.0,1.0,0.8645428571428572,0.1008794285714285,0.4182857142857142,0.7304870285714288,0.7304870285714288,0.545552536231884,1.2282623331720486,0.5321557971014492,0.5849184782608695,0.3120471014492754,0,0,1,0,0,0,0,0.6948509807362188,basis_conflict_a052,basis_conflict_a052__r144_q_subjective_conflict_invert,0.52,0.68,0.1547787814335089,0.1547787814335089,-5.602327380920598e-05,-0.0004372029060896851,-0.00019145394191185001,0.00048373150206435954,-0.000994900385178315,0.0003125166652453601,-0.00017931922922058603,0.00030867856568993267,-0.0006486494258317183,0.0001821404332195708,0.00029801105498488485,0.00024805006630256726,-5.6201739544557097e-05,6.305857970518241e-05,-0.000994900385178315,0.00048373150206435954,0.00043264920977531226,0.5,5.6201739544557097e-05,7.910834850896825e-06,4.829090469366027e-05,1.0,0.6970589298038532,-5.6201739544557097e-05,0.6970589298038532
h101_conflict_stable_c72_r30_amp100_9e088156,r070_q2_s3_tail_counter_h088,r070_q2_s3_tail,70,id03,2024-09-16,q2_s3_tail,"Q2,S3",counter_h088,q2_route,2,1,0,1,-2.5406523807016378e-06,5.316662831284089e-09,-4.189193499235449e-09,1.0,1.0,1.0,0.4573714285714285,0.081622857142857,0.8954285714285715,0.38928577142857146,0.38928577142857146,0.0979121376811594,0.4025554757201814,0.056159420289855,0.3154438405797101,0.0566123188405797,0,0,0,0,0,1,0,0.5364991242435243,basis_q2_counter_a050,basis_q2_counter_a050__r070_q2_s3_tail_counter_h088,0.5,0.62,0.004365505762511019,0.004365505762511019,1.4960420589435952e-06,-1.580053507799857e-05,-4.606529222182668e-06,7.1146364485297426e-06,-6.601879445914164e-06,-8.080222261294592e-06,4.979227738863908e-06,-3.283873064995383e-06,6.539751674195611e-07,-1.376855929652765e-06,-1.0638656027818754e-06,-5.699478793013768e-07,-2.2616522558637157e-06,-1.2203607662173203e-06,-1.580053507799857e-05,7.1146364485297426e-06,5.849385753468931e-06,0.6666666666666666,2.2616522558637157e-06,2.5406523807016378e-06,-2.7900012483792207e-07,1.0,0.6758564402419882,-2.2616522558637157e-06,0.6758564402419882
h101_conflict_stable_c72_r30_amp100_9e088156,r164_s14_edge_frontier_descent,r164_s14_edge,164,id07,2024-07-26,s14_edge,"S1,S4",frontier_descent,objective,2,2,0,2,9.319559579222189e-07,1.968358824485104e-07,-9.042056144987377e-08,1.0,1.0,1.0,0.47674285714285713,0.0625157714285713,0.966,0.3922026628571429,0.3923701142857143,0.1131793478260869,0.3593673432974166,0.0398550724637681,0.46875,0.0108695652173913,0,0,0,1,0,0,1,0.3941919720945159,basis_objective_a042,basis_objective_a042__r164_s14_edge_frontier_descent,0.42,0.56,0.05696711003985893,0.0796180373833056,-3.7966989453914915e-05,-0.0003129928439886912,-0.00022170741414630885,3.23509985511079e-05,-6.820852846490253e-05,2.1602919202773157e-05,-3.141263509895669e-05,3.0560049310327094e-05,-0.00010028532921939684,4.1905075074964975e-05,3.629173900644787e-05,4.2471434609493664e-05,-4.7282627051421365e-05,-4.904857948091767e-06,-0.0003129928439886912,4.2471434609493664e-05,0.0001098305022914607,0.5,4.7282627051421365e-05,-9.319559579222189e-07,4.7282627051421365e-05,1.0,0.5528663171778081,-4.7282627051421365e-05,0.5528663171778081
h101_conflict_stable_c72_r30_amp100_9e088156,r149_q3_s_stage_frontier_descent,r149_q3_s_stage,149,id06,2024-08-23,q3_s_stage,"Q3,S1,S2,S3,S4",frontier_descent,objective,5,1,0,1,-1.1753295297278039e-05,1.4478202070439668e-06,7.680908073725177e-07,0.0,0.0,1.0,0.7458,0.1976028571428571,0.1785714285714285,0.4611345714285715,0.4611345714285715,0.4145289855072463,1.045211652205343,0.3994565217391304,0.9026268115942028,0.0955615942028985,0,0,1,0,0,0,0,0.4954660872383188,basis_objective_a042,basis_objective_a042__r149_q3_s_stage_frontier_descent,0.42,0.56,0.17750776854454015,0.17750776854454015,-0.0005122705813552063,-0.0010578290875884915,-0.0007855385841496467,1.3573950705808796e-05,-0.0013271978444823092,1.4441391543777672e-06,-0.0006580745156623387,5.778662192775343e-06,-0.0011741987878268116,5.983878755438086e-06,7.515924726212851e-06,7.145276845147135e-06,-0.00045613896405708696,-0.00025541322110041425,-0.0013271978444823092,1.3573950705808796e-05,0.000506241329251258,0.5,0.00045613896405708696,1.1753295297278039e-05,0.0004443856687598089,1.0,0.5349630165084311,-0.00045613896405708696,0.5349630165084311
h101_highassign_stable_c110_r34_amp080_3d45b771,r146_full_state_counter_h088,r146_full_state,146,id06,2024-08-20,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",counter_h088,q2_route,7,1,0,1,-2.616700703188279e-06,1.1762308294115846e-08,5.94401777339135e-08,1.0,1.0,1.0,0.4641428571428571,0.1833594285714285,0.1785714285714285,0.4251408571428571,0.4251408571428571,0.4921784420289855,1.1487463490143184,0.4759963768115942,0.9977355072463768,0.0615942028985507,0,0,0,1,0,0,0,0.6853828576558092,basis_q2_counter_a050,basis_q2_counter_a050__r146_full_state_counter_h088,0.5,0.62,0.015711517677710493,0.015711517677710493,-3.0082865840617696e-05,-2.8210544663043267e-05,-6.97152992353337e-06,7.121092746560339e-06,1.941523178804563e-05,-6.8094931513385405e-06,-6.121005279543612e-06,-2.2106591383297403e-06,1.955642725022229e-05,3.736230521681123e-06,-1.7360078145541372e-07,1.9844148740864875e-06,-2.3971917997721477e-06,-1.192129959892577e-06,-3.0082865840617696e-05,1.955642725022229e-05,1.4711738349583307e-05,0.5833333333333334,2.3971917997721477e-06,2.616700703188279e-06,-2.1950890341613117e-07,1.0,0.7022265838967776,-2.3971917997721477e-06,0.7022265838967776
h101_highassign_stable_c110_r34_amp080_3d45b771,r144_q_subjective_conflict_invert,r144_q_subjective,144,id06,2024-08-14,q_subjective,"Q1,Q2,Q3",conflict_invert,conflict,3,1,0,1,-7.910834850896825e-06,1.326388282291774e-06,2.0200320326771523e-06,1.0,1.0,1.0,0.8645428571428572,0.1008794285714285,0.4182857142857142,0.7304870285714288,0.7304870285714288,0.545552536231884,1.2282623331720486,0.5321557971014492,0.5849184782608695,0.3120471014492754,0,0,1,0,0,0,0,0.6948509807362188,basis_conflict_a052,basis_conflict_a052__r144_q_subjective_conflict_invert,0.52,0.68,0.1547787814335089,0.1547787814335089,-5.602327380920598e-05,-0.0004372029060896851,-0.00019145394191185001,0.00048373150206435954,-0.000994900385178315,0.0003125166652453601,-0.00017931922922058603,0.00030867856568993267,-0.0006486494258317183,0.0001821404332195708,0.00029801105498488485,0.00024805006630256726,-5.6201739544557097e-05,6.305857970518241e-05,-0.000994900385178315,0.00048373150206435954,0.00043264920977531226,0.5,5.6201739544557097e-05,7.910834850896825e-06,4.829090469366027e-05,1.0,0.6970589298038532,-5.6201739544557097e-05,0.6970589298038532
h101_highassign_stable_c110_r34_amp080_3d45b771,r010_full_state_frontier_descent,r010_full_state,10,id01,2024-08-13,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",frontier_descent,full_state,7,3,1,3,-9.696824998486312e-06,-2.128317036336241e-06,3.710514744322698e-06,0.0,0.0,0.6666666666666666,0.3030285714285714,0.32664319999999997,0.28533333333333327,0.3500776533333334,0.3913596228571429,0.4804483695652174,1.0207285898456713,0.3817934782608695,0.9891304347826086,0.1766304347826087,1,1,1,0,0,0,0,0.4095954067358032,basis_fullstate_a030,basis_fullstate_a030__r010_full_state_frontier_descent,0.3,0.44,0.18715527738194626,0.3076683288582142,-4.7554110464413006e-05,-7.191935188456699e-05,-4.210592214542509e-05,5.912240534453961e-06,-9.343268787188853e-05,-6.375733404252347e-06,-5.1916945320937464e-05,-1.705072345138301e-06,-6.08418743916233e-05,1.7026888530067728e-06,3.574626195444351e-07,1.3760525225843534e-06,-3.054193777488796e-05,-2.4240827774838717e-05,-9.343268787188853e-05,5.912240534453961e-06,3.319535366624218e-05,0.6666666666666666,3.054193777488796e-05,9.696824998486312e-06,2.084511277640165e-05,1.0,0.5150446088018626,-3.054193777488796e-05,0.5150446088018626
