row,flat_idx,target,q1_shadow_pressure,sign,shadow_step,old_route_energy,new_route_energy,route_energy_delta,coef,public_delta_estimate,public_utility,h088_same_direction,stage_action_count,source_solver_score,solver_score
218,1526,Q1,0.5759079482456668,1,0.08,0.7083027161852378,0.7095004101436543,0.0011976939584165125,0.0,0.0,-0.0,0.0,2,0.0030270550242966795,0.007438492786035689
218,1526,Q1,0.5759079482456668,1,0.14,0.7083027161852378,0.7105432232567425,0.0022405070715046937,0.0,0.0,-0.0,0.0,2,0.0030270550242966795,0.0073951117605312216
193,1351,Q1,0.5471141980190692,1,0.5,0.7275923802223138,0.7224156746372729,-0.005176705585040908,0.0,0.0,-0.0,0.0,2,0.002692205059986128,0.007383019367200021
193,1351,Q1,0.5471141980190692,1,0.68,0.7275923802223138,0.7229017400802685,-0.004690640142045233,0.0,0.0,-0.0,0.0,2,0.002692205059986128,0.007357743964164245
193,1351,Q1,0.5471141980190692,1,0.34,0.7275923802223138,0.7230355016188792,-0.0045568786034345665,0.0,0.0,-0.0,0.0,2,0.002692205059986128,0.00735078836415649
193,1351,Q1,0.5471141980190692,1,0.22,0.7275923802223138,0.7241470757560851,-0.0034453044662287047,0.0,0.0,-0.0,0.0,2,0.002692205059986128,0.007292986509021786
193,1351,Q1,0.5471141980190692,1,0.14,0.7275923802223138,0.72519187618462,-0.0024005040376937625,0.0,0.0,-0.0,0.0,2,0.002692205059986128,0.007238656886737969
193,1351,Q1,0.5471141980190692,1,0.08,0.7275923802223138,0.7261324720301304,-0.0014599081921833346,0.0,0.0,-0.0,0.0,2,0.002692205059986128,0.007189745902771426
112,784,Q1,0.5044102500797414,1,0.08,0.7106593121977259,0.7112490041092441,0.000589691911518142,0.0,0.0,-0.0,0.0,2,0.002501568096369211,0.006534052851565667
112,784,Q1,0.5044102500797414,1,0.14,0.7106593121977259,0.711842776828733,0.0011834646310070474,0.0,0.0,-0.0,0.0,2,0.002501568096369211,0.006509351906434929
112,784,Q1,0.5044102500797414,1,0.22,0.7106593121977259,0.712834338346342,0.0021750261486160882,0.0,0.0,-0.0,0.0,2,0.002501568096369211,0.006468102947302393
159,1113,Q1,0.4471799040255025,1,0.68,0.6364473960500828,0.6281554981682974,-0.008291897881785415,0.0,0.0,-0.0,0.0,2,0.001307219433709221,0.006245171051901229
159,1113,Q1,0.4471799040255025,1,0.5,0.6364473960500828,0.6284319071326385,-0.008015488917444302,0.0,0.0,-0.0,0.0,2,0.001307219433709221,0.006230797785755491
159,1113,Q1,0.4471799040255025,1,0.34,0.6364473960500828,0.6298371719323234,-0.006610224117759467,0.0,0.0,-0.0,0.0,2,0.001307219433709221,0.00615772401617188
