row,driver_target,driver_flat,driver_step,bridge_target,bridge_flat,bridge_step,action_count,public_delta_estimate,driver_public_delta,bridge_public_delta,public_utility,old_route_energy,new_route_energy,route_energy_delta,same_direction,driver_h088_alignment,driver_stability,source_support,solver_score,s2hub_score
182,S3,1279,1.2,S2,1278,0.42,2,-0.004880776376655966,-0.004942890506079853,6.211412942388705e-05,0.004880776376655966,0.7520618144445538,0.7463834828666612,-0.005678331577892548,True,0.0,1.0,6,0.006022042179743777,0.007110044800065827
234,S4,1644,-1.1128684185433706,S2,1642,-0.42,2,-0.0015094269238207175,-0.0015094269238207175,-0.0,0.0015094269238207175,0.734783888398664,0.6991886903563556,-0.035595198042308485,True,0.5085714285714286,1.0,4,0.003097440402053891,0.0036679896469587634
184,S1,1291,0.6933621300709695,S2,1292,0.42,2,-0.0009958994024799408,-0.0005476648843056481,-0.00044823451817429274,0.0009958994024799408,0.6840839009131192,0.6654960356404921,-0.018587865272627124,True,0.6177142857142857,1.0,6,0.0018670760812883472,0.0022072449610412723
130,S4,916,-0.5287741377417035,S2,914,0.42,2,-0.00030014324290994336,-0.00030014324290994336,0.0,0.00030014324290994336,0.9079054700334854,0.8621830014516797,-0.04572246858180573,False,0.496,1.0,5,0.0018603982918451876,0.0022053073006662485
25,S4,181,0.9635743962329016,S2,179,0.42,2,-0.0011126811255874447,-0.0011126811255874447,0.0,0.0011126811255874447,0.6589957151025344,0.6447353757378702,-0.014260339364664198,True,0.0,1.0,4,0.001851399423975951,0.002187766707213704
112,S1,787,0.8641278192346695,S2,788,-0.42,2,-0.0008818061163827685,-0.0008818061163827685,-0.0,0.0008818061163827685,0.7437214442229084,0.7235272267367197,-0.02019421748618877,False,0.6068571428571429,1.0,3,0.0016554376028696707,0.0019573611428906966
237,S4,1665,-0.1993705709870311,S2,1663,0.42,2,-2.448637452687625e-05,-2.448637452687625e-05,0.0,2.448637452687625e-05,0.7636923658575034,0.7188503716698511,-0.044841994187652334,False,0.556,0.9615384615384616,4,0.0015242535715340936,0.0018066845816460688
17,S1,122,0.6197079033447707,S2,123,0.42,2,-0.000427853270237571,-0.000427853270237571,0.0,0.000427853270237571,0.6371997392368175,0.6095711854111435,-0.027628553825673974,True,0.5542857142857143,1.0,6,0.0015103441008396026,0.0017871300165384005
23,S4,167,0.8178339210486039,S2,165,0.42,2,-0.0007834407918176245,-0.0007834407918176245,0.0,0.0007834407918176245,0.6915320709619289,0.6757097315233876,-0.015822339438541277,True,0.5811428571428572,1.0,8,0.001512027964386988,0.001787016008700431
200,S1,1403,0.5361688946579316,S2,1404,0.42,2,-0.0003096944894607886,-0.0003096944894607886,0.0,0.0003096944894607886,0.7515558055596577,0.7238798628143933,-0.027675942745264415,True,0.6188571428571429,1.0,6,0.001370046636518263,0.0016211292762994835
137,S4,965,-0.15373230880830221,S2,963,0.42,2,-9.407161127232841e-06,-9.407161127232841e-06,0.0,9.407161127232841e-06,0.9835033403095894,0.9461857241294158,-0.037317616180173596,False,0.0,0.9230769230769231,4,0.0012562795874613,0.001487941913620598
19,S4,139,0.6368554928577502,S2,137,0.42,2,-0.0004544384517200859,-0.0004544384517200859,0.0,0.0004544384517200859,0.6716795897053528,0.6526623675423012,-0.019017222163051573,True,0.6,1.0,9,0.0012318156580666594,0.0014563067105385968
95,S3,670,0.5788019777294476,S2,669,0.42,2,-0.0003676404413291813,-0.0003676404413291813,0.0,0.0003676404413291813,0.620796184661378,0.5994279333239781,-0.021368251337399835,True,0.5845714285714285,1.0,8,0.0012122654246195788,0.0014335298721402502
159,S1,1116,0.5024939515615722,S2,1117,0.42,2,-0.0002673941373642275,-0.0002673941373642275,0.0,0.0002673941373642275,0.6581674472484528,0.6427097202838166,-0.01545772696463621,True,0.0,1.0,5,0.0008786847092900338,0.0010384506882244963
94,S4,664,0.47561225828356357,S2,662,0.42,2,-0.00023582518947975838,-0.00023582518947975838,0.0,0.00023582518947975838,0.6656771403506413,0.6511274649925729,-0.014549675358068392,True,0.5885714285714285,1.0,6,0.0008080048436473768,0.0009548329480671169
191,S3,1342,0.5275026830321734,S2,1341,0.42,2,-0.0002985158801533273,-0.0002985158801533273,0.0,0.0002985158801533273,0.7591871800972029,0.7485882170367021,-0.010598963060500788,True,0.5828571428571429,1.0,6,0.0007409061945860914,0.0008751959444233381
129,S3,908,-0.5970128103990122,S2,907,-0.14,2,-0.00039388839281958996,-0.00039388839281958996,-0.0,0.00039388839281958996,0.8456427230429656,0.8395574730895825,-0.0060852499533831095,True,0.6125714285714285,1.0,4,0.0006927865070112521,0.0008179855402022978
189,S3,1328,0.614126443694413,S2,1327,0.13999999999999996,2,-0.00041937122301725894,-0.00041937122301725894,0.0,0.00041937122301725894,0.7409342680957336,0.7366569605909763,-0.0042773075047572995,True,0.6091428571428571,1.0,7,0.0006582275251694173,0.0007770407018008352
185,S4,1301,0.483497663973862,S2,1299,0.42,2,-0.00024488327209582183,-0.00024488327209582183,0.0,0.00024488327209582183,0.7219377048502172,0.71292456124549,-0.00901314360472727,True,0.6062857142857143,1.0,4,0.0006192729625915215,0.0007314007242027941
