row,driver_target,driver_flat,driver_step,bridge_target,bridge_flat,bridge_step,action_count,public_delta_estimate,driver_public_delta,bridge_public_delta,public_utility,old_route_energy,new_route_energy,route_energy_delta,same_direction,driver_h088_alignment,driver_stability,source_support,solver_score,s2hub_score
182,S3,1279,1.2,S2,1278,0.42,2,-0.004880776376655966,-0.004942890506079853,6.211412942388705e-05,0.004880776376655966,0.7520618144445538,0.7463834828666612,-0.005678331577892548,True,0.0,1.0,6,0.006022042179743777,0.007110044800065827
182,S3,1279,1.2,S2,1278,0.27999999999999997,2,-0.004901481086463928,-0.004942890506079853,4.14094196159247e-05,0.004901481086463928,0.7520618144445538,0.7561652071034802,0.0041033926589264524,True,0.0,1.0,6,0.005562475816214809,0.006563721463133474
234,S4,1644,-1.1128684185433706,S2,1642,-0.42,2,-0.0015094269238207175,-0.0015094269238207175,-0.0,0.0015094269238207175,0.734783888398664,0.6991886903563556,-0.035595198042308485,True,0.5085714285714286,1.0,4,0.003097440402053891,0.0036679896469587634
184,S2,1292,1.1030257394307186,S1,1291,0.42,2,-0.0015089214495735061,-0.001177176692494217,-0.0003317447570792891,0.0015089214495735061,0.6840839009131192,0.6486228246480952,-0.03546107626502404,True,0.5348571428571428,1.0,5,0.003091997187846317,0.003102961742655263
234,S4,1644,-1.1128684185433706,S2,1642,-0.28,2,-0.0015094269238207175,-0.0015094269238207175,-0.0,0.0015094269238207175,0.734783888398664,0.6997845085423117,-0.034999379856352375,True,0.5085714285714286,1.0,4,0.0030759583441883355,0.0036423343290144824
234,S4,1644,-1.1128684185433706,S2,1642,-0.14,2,-0.0015094269238207175,-0.0015094269238207175,-0.0,0.0015094269238207175,0.734783888398664,0.7011392854395905,-0.033644602959073566,True,0.5085714285714286,1.0,4,0.0030271122424944796,0.0035840102729058163
184,S2,1292,1.1030257394307186,S1,1291,0.27999999999999997,2,-0.0013983398638804097,-0.001177176692494217,-0.00022116317138619272,0.0013983398638804097,0.6840839009131192,0.6507220864033592,-0.03336181450976006,True,0.5348571428571428,1.0,5,0.002883409289409546,0.002893028865996446
184,S2,1292,1.1030257394307186,S3,1293,0.42,2,-0.001177176692494217,-0.001177176692494217,0.0,0.001177176692494217,0.6840839009131192,0.6467198630970264,-0.037364037816092766,True,0.5348571428571428,1.0,5,0.002761909122808806,0.00277222873049973
184,S2,1292,1.1030257394307186,S4,1294,0.42,2,-0.001177176692494217,-0.001177176692494217,0.0,0.001177176692494217,0.6840839009131192,0.647207351299338,-0.03687654961378117,True,0.5348571428571428,1.0,5,0.0027443328721711586,0.002754453024902893
234,S4,1644,-1.1128684185433706,S1,1641,0.42,2,-0.0015094269238207175,-0.0015094269238207175,0.0,0.0015094269238207175,0.734783888398664,0.6983221330389366,-0.0364617553597274,False,0.5085714285714286,1.0,4,0.002707410767997041,0.0027172824629051406
234,S4,1644,-1.1128684185433706,S1,1641,0.27999999999999997,2,-0.0015094269238207175,-0.0015094269238207175,0.0,0.0015094269238207175,0.734783888398664,0.6991895244367227,-0.03559436396194138,False,0.5085714285714286,1.0,4,0.0026803481563861175,0.0026898886851684303
234,S4,1644,-1.1128684185433706,S3,1643,0.42,2,-0.0017078183211127916,-0.0015094269238207175,-0.00019839139729207401,0.0017078183211127916,0.734783888398664,0.7060464507634077,-0.02873743763525638,False,0.5085714285714286,1.0,4,0.0026727391081773025,0.002680419875520958
184,S2,1292,1.1030257394307186,S3,1293,0.27999999999999997,2,-0.001177176692494217,-0.001177176692494217,0.0,0.001177176692494217,0.6840839009131192,0.6493959710156779,-0.034687929897441294,True,0.5348571428571428,1.0,5,0.002665422801112045,0.0026746686010392464
184,S2,1292,1.1030257394307186,S4,1294,0.27999999999999997,2,-0.001177176692494217,-0.001177176692494217,0.0,0.001177176692494217,0.6840839009131192,0.64958315825468,-0.034500742658439165,True,0.5348571428571428,1.0,5,0.0026586738176222497,0.002667846439741701
234,S4,1644,-1.1128684185433706,S3,1643,0.27999999999999997,2,-0.0016416878553487668,-0.0015094269238207175,-0.00013226093152804934,0.0016416878553487668,0.734783888398664,0.7044064288031654,-0.030377459595498646,False,0.5085714285714286,1.0,4,0.0026551321089422755,0.002663197725778286
234,S4,1644,-1.1128684185433706,S1,1641,-0.14,2,-0.0015094269238207175,-0.0015094269238207175,-0.0,0.0015094269238207175,0.734783888398664,0.7064540796301773,-0.028329808768486786,True,0.5085714285714286,1.0,4,0.0026499895570983607,0.002657496926837469
