row,driver_target,driver_flat,driver_step,bridge_target,bridge_flat,bridge_step,action_count,public_delta_estimate,driver_public_delta,bridge_public_delta,public_utility,old_route_energy,new_route_energy,route_energy_delta,same_direction,driver_h088_alignment,driver_stability,source_support,solver_score,s2hub_score
182,S3,1279,1.45,S2,1278,0.62,2,-0.005880967075220751,-0.005972659361513155,9.169228629240469e-05,0.005880967075220751,0.7520618144445538,0.7400859875143342,-0.01197582693021959,True,0.0,1.0,6,0.007782287613863309,0.00888243260337684
234,S4,1644,-1.291722271523555,S2,1642,-0.62,2,-0.0017520133937204757,-0.0017520133937204757,-0.0,0.0017520133937204757,0.734783888398664,0.6948942344077552,-0.039889653990908824,True,0.5085714285714286,1.0,4,0.003873938366154057,0.004433906164370536
184,S2,1292,1.2802977332677983,S1,1291,0.62,2,-0.0018560842547145,-0.0013663658037879303,-0.0004897184509265696,0.0018560842547145,0.6840839009131192,0.6449262285364982,-0.039157672376621044,True,0.5348571428571428,1.0,5,0.003972627595496256,0.0043072381589207035
5,S2,39,1.068731825035975,S4,41,0.62,2,-0.0014025789575713478,-0.0009262454151805655,-0.0004763335423907823,0.0014025789575713478,0.7002695208916305,0.66328445979773,-0.03698506109390054,True,0.0,1.0,9,0.0033153422931835826,0.003593812435462413
218,S2,1530,1.45,S1,1529,0.62,2,-0.0018551656993006933,-0.0018551656993006933,0.0,0.0018551656993006933,0.7251732312104809,0.7083027161852378,-0.01687051502524317,True,0.6137142857142858,1.0,8,0.0030270550242966795,0.0032747347677855344
25,S4,181,1.1184345670560465,S2,179,0.62,2,-0.0012915048779139984,-0.0012915048779139984,0.0,0.0012915048779139984,0.6589957151025344,0.6343531446808838,-0.024642570421650634,True,0.0,1.0,4,0.0026538883935871265,0.0030328882126951636
193,S2,1355,1.2235127166770998,S1,1354,0.62,2,-0.001239904471901912,-0.001239904471901912,0.0,0.001239904471901912,0.7546568287124052,0.7275923802223138,-0.027064448490091486,True,0.5994285714285714,1.0,9,0.002692205059986128,0.00291545067366346
130,S4,916,-0.6137556955930485,S2,914,0.62,2,-0.00034838054980618416,-0.00034838054980618416,0.0,0.00034838054980618416,0.9079054700334854,0.8519387987441345,-0.055966671289350955,False,0.496,1.0,5,0.002505188077391173,0.0028718980105175073
8,S2,60,0.5575041707130394,S4,62,-0.62,2,-0.00021300745705515626,-0.00021300745705515626,-0.0,0.00021300745705515626,0.6961381056847362,0.6349478175213618,-0.06119028816337446,False,0.0,0.8846153846153846,8,0.0025521814889298837,0.0027732222298855825
237,S4,1665,-0.2314122698956611,S2,1663,0.62,2,-2.8421684718695647e-05,-2.8421684718695647e-05,0.0,2.8421684718695647e-05,0.7636923658575034,0.7038820322394393,-0.05981033361806409,False,0.556,0.9615384615384616,4,0.0022945635852611437,0.0026314476891415293
23,S4,167,0.9492715155028438,S2,165,0.62,2,-0.0009093509190740285,-0.0009093509190740285,0.0,0.0009093509190740285,0.6915320709619289,0.6655199174568162,-0.026012153505112767,True,0.5811428571428572,1.0,8,0.0022356328210072886,0.0025552509290981155
17,S1,122,0.7193038163823231,S2,123,0.62,2,-0.0004966154029543235,-0.0004966154029543235,0.0,0.0004966154029543235,0.6371997392368175,0.5998845836447629,-0.03731515559205456,True,0.5542857142857143,1.0,6,0.0022001951946957633,0.002517581993319788
109,S2,767,-1.0944966519250197,S4,769,-0.31,2,-0.0009753061365721006,-0.0009753061365721006,-0.0,0.0009753061365721006,0.7380815683072779,0.7120670213107225,-0.026014546996555366,True,0.5554285714285714,1.0,3,0.0023179366081776866,0.002509883944481377
19,S4,139,0.7392072684956029,S2,137,0.62,2,-0.0005274732028893854,-0.0005274732028893854,0.0,0.0005274732028893854,0.6716795897053528,0.6391783889967105,-0.032501200708642264,True,0.6,1.0,9,0.002034661002334162,0.0023270522401805886
200,S1,1403,0.6223388955850991,S2,1404,0.62,2,-0.0003594668181241296,-0.0003594668181241296,0.0,0.0003594668181241296,0.7515558055596577,0.7160439521923733,-0.03551185336728446,True,0.6188571428571429,1.0,6,0.0019528462796980623,0.0022341505665994083
137,S4,965,-0.1784392870096365,S2,963,0.62,2,-1.0919026308395261e-05,-1.0919026308395261e-05,0.0,1.0919026308395261e-05,0.9835033403095894,0.9349353991574215,-0.04856794115216789,False,0.0,0.9230769230769231,4,0.001849728459556485,0.0021189319192331134
112,S1,787,1.0030055044688126,S2,788,0.15500000000000003,2,-0.0010235249565157133,-0.0010235249565157133,0.0,0.0010235249565157133,0.7437214442229084,0.7300971096140255,-0.013624334608882904,True,0.6068571428571429,1.0,3,0.0018529929559732558,0.0021152899905603614
229,S2,1607,0.5790677294897012,S1,1606,0.62,2,-0.00023308278954466211,-0.00023308278954466211,0.0,0.00023308278954466211,0.7841615909534548,0.7455537782859901,-0.038607812667464714,True,0.58,1.0,4,0.0019265219030863247,0.002088676565380516
95,S3,670,0.6718237241502517,S2,669,0.62,2,-0.0004267255122570854,-0.0004267255122570854,0.0,0.0004267255122570854,0.620796184661378,0.5943171685167,-0.026479016144677958,True,0.5845714285714285,1.0,8,0.001653902904278021,0.001890441795151212
93,S1,654,0.15145049034836858,S2,655,0.62,2,-4.512343506771326e-06,-4.512343506771326e-06,0.0,4.512343506771326e-06,0.7632092532762378,0.7250821130437425,-0.038127140232495305,True,0.0,1.0,6,0.0016212776294163031,0.0018553033710012976
212,S2,1488,0.17782470333805656,S1,1487,0.62,2,-0.000304396855816962,-3.941816926899559e-06,-0.0003004550388900625,0.000304396855816962,0.6386124601753715,0.6140032871939056,-0.02460917298146592,True,0.5525714285714286,0.8846153846153846,8,0.0014222048990704522,0.0015397612139247305
159,S1,1116,0.583251908062539,S2,1117,0.62,2,-0.0003103681951549068,-0.0003103681951549068,0.0,0.0003103681951549068,0.6581674472484528,0.6364473960500828,-0.02172005119836995,True,0.0,1.0,5,0.001307219433709221,0.001493466941953666
56,S3,397,0.9746912974027633,S2,396,0.62,2,-0.0009625255821550266,-0.0009625255821550266,0.0,0.0009625255821550266,0.6183313998519636,0.6168104138467502,-0.0015209860052134427,True,0.0,1.0,6,0.0012640827108297535,0.001441273472686756
