route_candidates,unique_rows_with_routes,max_route_score,top_route_name,candidates,best_survival_candidate,best_survival_pred_delta,action_leader_candidate,action_leader_pred_delta,action_leader_outside_h070_cells,action_leader_changed_cells
2208,184,2.7693797691024487,full_state,31,h071_assignment_core_core_c640_r170_q252_4f502f89,-0.0008588015682208562,h071_assignment_big_outside_h069_c820_r185_q272_a52b6b57,-0.0009830009933366318,385,736
