head,target_mean,pred_mean,pred_std,spearman_oof,auc_top25_oof,auc_top10_oof
public,0.5163428230517956,0.5170857840128473,0.24355707141032623,0.9446185793830049,0.970010080037933,0.9656432774982262
private,0.46413630522951904,0.4631828807272725,0.3163434135540313,0.9614651820753394,0.9715414736489855,0.9663185530172896
objective,0.5303987020119535,0.531476862479868,0.1548164011098755,0.9398515122180742,0.9658369701094851,0.970713467175772
q2,0.4890743331371147,0.4886799365390522,0.18878878829376877,0.968847261888566,0.9808297587554254,0.9837302404636097
overall,0.48914741697416975,0.4893270768857855,0.19769382012229936,0.9778071868091618,0.9907655920210973,0.9903653224074834
