seed,train_days,val_days,final_train_loss,final_val_loss,final_val_contrastive_loss,final_val_reconstruction_loss,best_val_loss,positive_mode,normalization,view,device,channels_selected,channel_groups_selected,embedding_dim,reconstruction_weight,embedding_norm_mean,embedding_axis_std_mean,embedding_axis_std_min,embedding_effective_rank,subject_centroid_leakage,adjacent_cosine_mean,random_cosine_mean,temporal_locality_gap,train_sample_mean_l2,train_sample_std_l2
2026,574,126,8.461249232292175,9.758047103881836,8.693340301513672,5.323531627655029,9.758047103881836,adjacent_day,subject_channel_token,event_cross_missing,mps,34,"['cross_modal', 'event', 'missingness']",24,0.2,4.901827335357666,0.24793298542499542,0.05085242912173271,1.8472578517972817,0.18142857142857144,0.9400706807340401,0.9183047847039457,0.021765896030094378,0.15889696776866913,0.14037734270095825
2026,574,126,8.838496446609497,10.510984420776367,9.015247344970703,7.478684425354004,10.16054916381836,adjacent_day,subject_channel_token,only_event,mps,11,['event'],24,0.2,4.900693893432617,0.2696461081504822,0.13789959251880646,3.864851375329303,0.21285714285714286,0.9321849125882854,0.9175316525542218,0.014653260034063642,0.04215528443455696,0.06279540807008743
2027,574,126,8.386214017868042,10.878060340881348,9.816675186157227,5.306926250457764,10.878060340881348,adjacent_day,subject_channel_token,event_cross_missing,mps,34,"['cross_modal', 'event', 'missingness']",24,0.2,4.903105735778809,0.1585165113210678,0.052654363214969635,2.773781240759945,0.22428571428571428,0.9779147645701532,0.9703886591869851,0.0075261053831681135,0.11686992645263672,0.1193145290017128
2027,574,126,9.01807427406311,10.988377571105957,9.422586441040039,7.828953742980957,10.988377571105957,adjacent_day,subject_channel_token,only_event,mps,11,['event'],24,0.2,4.90403413772583,0.18582747876644135,0.069241464138031,4.745332814267449,0.20142857142857143,0.9679803858632626,0.9589241699032162,0.009056215960046465,0.035996921360492706,0.04462787136435509
