target,score_col,policy,fraction,selected_cells,selected_gain_sum,selected_mean_gain,selected_positive_gain_rate,active_subjects,positive_subjects,negative_subjects,raw_action_count,inverse_action_count,null_gain_mean,null_gain_std,gain_lift_vs_null,gain_z_vs_null,tail_safe_policy_score,student_policy_score,accepted,accept_reason
Q1,student_pessimistic_mean,top_all,0.18,81,1.0131472278627478,0.01250799046744133,0.5555555555555556,9,6,3,25,56,-1.1968536542174333,0.9778504632997772,2.2100008820801813,2.260060167709576,1.1570979978062135,1.1750438484832908,True,positive_core_student_teacher_recovery
Q2,student_conservative_tail_score,top_decisive,0.06,22,1.342670848076271,0.06103049309437596,0.5909090909090909,7,5,2,12,10,-0.8216541330977739,0.7723581096028259,2.164324981174045,2.802229890855963,2.087225762390965,2.281974196787205,True,positive_core_student_teacher_recovery
Q3,student_teacher_mean,top_all,0.01,4,0.3469152028860981,0.08672880072152453,0.75,1,1,0,0,4,-0.1452710756419549,0.38388479461291247,0.492186278528053,1.2821197542464415,1.1098923757955608,1.1937376149419419,True,positive_core_student_teacher_recovery
S1,student_conservative_tail_score,top_decisive,0.02,7,0.5242685548477978,0.07489550783539968,0.5714285714285714,3,2,1,1,6,-0.18073978885598868,0.5118765361683698,0.7050083437037864,1.3773015441987175,0.7587516295639949,0.7313067223569827,True,positive_core_student_teacher_recovery
S2,student_teacher_top_mean,top_all,0.08,36,3.5443618995439907,0.09845449720955529,0.6111111111111112,6,4,2,25,11,-1.6282627879595122,0.874155231776305,5.172624687503503,5.917283909623925,5.460397820021497,6.387336065228671,True,positive_core_student_teacher_recovery
S3,student_teacher_top_mean,top_all,0.01,4,0.5770640647227363,0.14426601618068408,0.75,2,1,1,1,3,-0.07356737477997208,0.3892189706663621,0.6506314395027084,1.671633421127432,0.6844484106614275,0.612526310169599,True,positive_core_student_teacher_recovery
S4,student_conservative_tail_score,top_decisive,0.02,6,0.7298310943369052,0.12163851572281753,1.0,4,4,0,3,3,-0.06193429000146018,0.4783691061491483,0.7917653843383654,1.6551348616804382,2.322462465023377,2.5176712006548096,True,positive_core_student_teacher_recovery
