view,feature_count,teacher_mae,pessimistic_mae,teacher_top_auc,teacher_top_ap,realized_health_auc,realized_health_ap
student_full_context,482,0.5968368698679181,0.8811830539778185,0.5757165252932448,0.13860166705735413,0.5868069035021416,0.5617815326834944
student_mask_world,74,0.5835945537245388,0.8563119646747614,0.6275563394081913,0.15399561712226204,0.5857982867220962,0.5581839847541372
student_mask_episode,440,0.6818851109015523,1.0098199383335342,0.5130815206741133,0.10374547221935508,0.5909087931468884,0.5641848409613989
student_mask_listener_interaction,108,0.5953503450684815,0.8697567597456152,0.566742672377593,0.12507868657515037,0.5839700176366842,0.5571348815642678
student_mask_action_listener,469,0.6700883722837144,0.9757104922983919,0.5617675876935135,0.1274020518442172,0.5,0.5
student_consensus,1573,0.604000556600313,0.8869072322609576,0.5828753394361861,0.13413083108836335,0.5923211892164273,0.5603448478801019
