target,score_col,policy,fraction,selected_cells,selected_gain_sum,selected_mean_gain,selected_positive_gain_rate,active_subjects,positive_subjects,negative_subjects,raw_action_count,inverse_action_count,null_gain_mean,null_gain_std,gain_lift_vs_null,gain_z_vs_null,tail_safe_policy_score,student_policy_score
Q1,student_teacher_mean,top_all,0.01,4,-0.0037141652346144305,-0.0009285413086536076,0.5,2,1,1,0,4,-0.2570472137054286,0.351879277791413,0.25333304847081417,0.7199430726949058,-0.218053291000339,-0.37538782839815343
Q1,student_teacher_mean,top_all,0.02,9,-0.01874358733781989,-0.002082620815313321,0.5555555555555556,3,1,2,0,9,0.21610303122082675,0.5244778862144472,-0.23484661855864664,-0.4477722030450358,-1.2512726796934053,-1.7497984015783503
Q1,student_teacher_mean,top_all,0.04,18,0.01837778428302872,0.0010209880157238177,0.5555555555555556,6,3,3,2,16,-0.7094887717956604,1.04280324915718,0.7278665560786891,0.6979903032206405,-1.1126254463229217,-1.5268118879159656
Q1,student_teacher_mean,top_all,0.06,27,-0.8065882837132686,-0.029873640137528468,0.5185185185185185,8,4,4,5,22,-0.27018330661906087,1.1696484851579323,-0.5364049770942078,-0.45860357526285295,-3.058708901741045,-3.9631059698298214
Q1,student_teacher_mean,top_all,0.08,36,-0.9689454167159632,-0.02691515046433231,0.4722222222222222,9,4,5,7,29,-0.7791563310944205,1.1023463172917252,-0.18978908562154273,-0.17216829470417408,-3.8373106483761426,-4.851627726185404
Q1,student_teacher_mean,top_all,0.1,45,-0.9561799616529313,-0.02124844359228736,0.4888888888888889,9,4,5,8,37,-0.799895626916328,1.1506055032556874,-0.1562843347366033,-0.13582790478090892,-3.803351158177722,-4.810902002151648
Q1,student_teacher_mean,top_all,0.14,63,-0.30128282905725273,-0.004782267127892901,0.5079365079365079,9,4,5,15,48,-1.094578447727151,1.4168704548287825,0.7932956186698983,0.5598928370383457,-2.739862301041176,-3.5170001027999835
Q1,student_teacher_mean,top_all,0.18,81,0.3086513885869306,0.0038105109702090195,0.5185185185185185,9,4,5,22,59,-0.8124287062510029,1.2292339528018952,1.1210800948379336,0.9120152370364994,-1.9762875730346612,-2.6720506983330585
Q1,student_teacher_mean,top_decisive,0.01,3,0.0014174269437192688,0.00047247564790642294,0.6666666666666666,1,1,0,0,3,-0.13900222125553435,0.2844750861022385,0.14041964819925362,0.49360965180897326,0.5332586023276886,0.5287606477830298
Q1,student_teacher_mean,top_decisive,0.02,7,-0.0613651745719348,-0.0087664535102764,0.5714285714285714,2,1,1,0,7,0.032100871502070215,0.3513187069407861,-0.09346604607400502,-0.2660434648865951,-0.47068263718649606,-0.7346435542241063
Q1,student_teacher_mean,top_decisive,0.04,13,-0.3619150131308251,-0.027839616394678853,0.46153846153846156,3,1,2,3,10,-0.4101688678147437,0.48728215238531036,0.04825385468391863,0.09902651769146407,-1.4735850506838457,-1.886659979906561
Q1,student_teacher_mean,top_decisive,0.06,20,-1.197981859456085,-0.05989909297280425,0.35,7,2,5,5,15,-0.48281522679894184,0.9434233888584179,-0.7151666326571431,-0.7580548045586668,-4.751595661341952,-5.926245082944268
Q1,student_teacher_mean,top_decisive,0.08,27,-0.667136139698145,-0.024708745914746113,0.4444444444444444,8,4,4,5,22,-0.8978331914400346,1.1154053761791491,0.2306970517418896,0.20682798977726688,-2.610153817055201,-3.317401379803466
Q1,student_teacher_mean,top_decisive,0.1,34,-0.039640011822328625,-0.0011658827006567243,0.5,8,4,4,8,26,0.16092975650831237,1.3382183424891494,-0.200569768330641,-0.1498782089308175,-2.1498272516311348,-2.9689558625257986
Q1,student_teacher_mean,top_decisive,0.14,47,0.366781662540515,0.007803865160436489,0.5319148936170213,9,4,5,12,35,-1.1828263943868573,1.3113523737466575,1.5496080569273722,1.1816870033948204,-1.7365166044294655,-2.3296645006299754
Q1,student_teacher_mean,top_decisive,0.18,61,0.04989489475508607,0.0008179490943456733,0.5245901639344263,9,3,6,19,42,-1.8918512077699563,2.0247578119143905,1.9417461025250424,0.9590016599018026,-2.8909872459939194,-3.617664625608566
Q1,student_pessimistic_mean,top_all,0.01,4,-0.0037141652346144305,-0.0009285413086536076,0.5,2,1,1,0,4,0.15775342172573473,0.3759176017304074,-0.16146758696034916,-0.42952920059366373,-0.478180740730103,-0.7539088697428565
Q1,student_pessimistic_mean,top_all,0.02,9,-0.01874358733781989,-0.002082620815313321,0.5555555555555556,3,1,2,0,9,-0.1483732317911322,0.9229292792270527,0.12962964445331232,0.14045458018395116,-1.064883309316321,-1.4678149550439357
Q1,student_pessimistic_mean,top_all,0.04,18,-0.7300436953623507,-0.04055798307568615,0.5,5,1,4,2,16,-0.23396953231828369,0.8946390067555232,-0.49607416304406704,-0.5544964609168093,-3.5841192985194548,-4.5393062852379265
Q1,student_pessimistic_mean,top_all,0.06,27,-1.1591010323575839,-0.0429296678650957,0.4444444444444444,8,3,5,4,23,-0.2917698685496495,0.7988631040546736,-0.8673311638079344,-1.0857068744391214,-4.565682071578717,-5.7713268211877695
Q1,student_pessimistic_mean,top_all,0.08,36,-1.2543002101366745,-0.034841672503796516,0.4166666666666667,9,4,5,7,29,-0.2686339556747803,1.126911157063529,-0.9856662544618942,-0.8746619006154074,-4.490916255926544,-5.6967793991317555
Q1,student_pessimistic_mean,top_all,0.1,45,-1.2873038171671825,-0.028606751492604054,0.4444444444444444,9,4,5,9,36,-1.3178847970137173,1.1572924956244905,0.03058097984653485,0.026424590120609867,-4.068402459653279,-5.025284786930608
Q1,student_pessimistic_mean,top_all,0.14,63,-0.35012564344942343,-0.005557549896022594,0.49206349206349204,9,5,4,18,45,0.5317299422274547,1.5795302958583084,-0.8818555856768782,-0.5583024193896088,-2.5423831181530696,-3.5055823004528923
Q1,student_pessimistic_mean,top_all,0.18,81,1.0131472278627478,0.01250799046744133,0.5555555555555556,9,6,3,25,56,-1.1968536542174333,0.9778504632997772,2.2100008820801813,2.260060167709576,1.1570979978062135,1.1750438484832908
Q1,student_pessimistic_mean,top_decisive,0.01,3,0.0014174269437192688,0.00047247564790642294,0.6666666666666666,1,1,0,0,3,-0.4016959278098352,0.16326629776250942,0.4031133547535545,2.469054301334937,0.8227458645742902,0.9181763555276399
Q1,student_pessimistic_mean,top_decisive,0.02,7,-0.0613651745719348,-0.0087664535102764,0.5714285714285714,2,1,1,0,7,-0.40114877261008564,0.6107743906182506,0.33978359803815084,0.5563160526331304,-0.23680930999526906,-0.3846756185366888
Q1,student_pessimistic_mean,top_decisive,0.04,13,-0.982858089037344,-0.075604468387488,0.38461538461538464,3,0,3,2,11,-0.4345231373631229,0.9768382374471716,-0.5483349516742211,-0.5613364942666627,-3.346293586934603,-4.1220988941665455
Q1,student_pessimistic_mean,top_decisive,0.06,20,-1.228445374462869,-0.06142226872314345,0.35,7,2,5,5,15,-0.41192630032395555,1.3787063964783899,-0.8165190741389134,-0.592235646562993,-4.800950615067788,-5.995594715050998
Q1,student_pessimistic_mean,top_decisive,0.08,27,-1.0522254739182504,-0.03897131384882409,0.4074074074074074,8,4,4,5,22,-0.05562536632554199,0.9333904206452611,-0.9966001075927085,-1.0677205224623474,-3.5652149712293406,-4.576528147165651
Q1,student_pessimistic_mean,top_decisive,0.1,34,-0.12405433181463799,-0.003648656818077588,0.5,8,4,4,10,24,-1.1283508100127158,2.0451066790845185,1.0042964781980777,0.49107290512964624,-1.748443273932346,-2.2776336258441954
Q1,student_pessimistic_mean,top_decisive,0.14,47,1.2567079413483477,0.02673846683719889,0.574468085106383,9,6,3,15,32,-0.5215175063884596,1.526368497619121,1.7782254477368074,1.1650040278678058,1.146651080630245,1.0414962056564285
Q1,student_pessimistic_mean,top_decisive,0.18,61,0.3911054816378897,0.0064115652727522905,0.5409836065573771,9,5,4,21,40,-1.0607219956128056,1.719164583129886,1.4518274772506952,0.8444959205752827,-0.826961046971757,-1.2302491694483284
Q1,student_teacher_top_mean,top_all,0.01,4,-0.7539569957018706,-0.18848924892546765,0.0,4,0,4,1,3,-0.12075619230348664,0.4425491373913515,-0.6332008033983839,-1.4308033840735677,-4.118657615298662,-5.092909867761762
Q1,student_teacher_top_mean,top_all,0.02,9,-0.9804409194907697,-0.10893787994341886,0.3333333333333333,6,1,5,1,8,-0.019049563528439957,0.41339900864928597,-0.9613913559623297,-2.3255773135584423,-4.982818958766763,-6.263783850242601
Q1,student_teacher_top_mean,top_all,0.04,18,-1.5916796451492083,-0.08842664695273379,0.3888888888888889,8,2,6,3,15,-0.27901276223206845,0.7146157905604532,-1.31266688291714,-1.836884799155714,-6.198690422974668,-7.736230390917612
Q1,student_teacher_top_mean,top_all,0.06,27,-2.4831688557660274,-0.09196921688022323,0.3333333333333333,9,1,8,6,21,-0.12874409837563663,0.8118643477221666,-2.3544247573903907,-2.9000223547149946,-9.280553089657497,-11.49340456428492
Q1,student_teacher_top_mean,top_all,0.08,36,-2.3794282027852445,-0.06609522785514568,0.3888888888888889,9,2,7,10,26,-0.6543581688142812,0.5662781677729771,-1.7250700339709633,-3.0463297583150863,-8.001724579395479,-9.858306171263992
Q1,student_teacher_top_mean,top_all,0.1,45,-2.2634514445264484,-0.05029892098947663,0.4,9,2,7,12,33,-0.8094106018523896,1.475251009248483,-1.454040842674059,-0.9856226727238582,-7.580928006734755,-9.335069854004265
Q1,student_teacher_top_mean,top_all,0.14,63,-2.2159210640966216,-0.0351733502237559,0.42857142857142855,9,2,7,19,44,-1.1388830370380967,1.4320469635366406,-1.077038027058525,-0.7520968616829636,-7.368094059735402,-9.033711886049664
Q1,student_teacher_top_mean,top_all,0.18,81,-2.06226822102838,-0.02546010149417753,0.4444444444444444,9,2,7,23,58,-1.6450673478413207,1.8724828935783433,-0.41720087318705934,-0.2228062401092392,-6.9250135950992195,-8.429870365178871
Q1,student_teacher_top_mean,top_decisive,0.01,3,-0.7283671500751854,-0.2427890500250618,0.0,3,0,3,1,2,-0.20864404042876136,0.4690118392304766,-0.519723109646424,-1.1081236467274493,-3.271082603124179,-4.012781391277405
Q1,student_teacher_top_mean,top_decisive,0.02,7,-0.9610257983872478,-0.13728939976960683,0.2857142857142857,4,0,4,1,6,-0.29597681088555144,0.6167009828697593,-0.6650489875016963,-1.0783978070003297,-4.201632724712875,-5.2047333765497
Q1,student_teacher_top_mean,top_decisive,0.04,13,-1.4682345834046253,-0.11294112180035579,0.3076923076923077,7,2,5,3,10,-0.23813682895447555,0.5998309227811082,-1.2300977544501497,-2.0507408133392286,-5.346150571103793,-6.660857101663343
Q1,student_teacher_top_mean,top_decisive,0.06,20,-2.374554833998954,-0.11872774169994771,0.25,8,1,7,5,15,-0.45761099055280613,0.9723096488403791,-1.916943843446148,-1.9715363780791262,-8.205138817013019,-10.090466628567214
Q1,student_teacher_top_mean,top_decisive,0.08,27,-2.1669317689337246,-0.08025673218273054,0.3333333333333333,9,2,7,8,19,-0.4235686423803859,0.8866470377985628,-1.7433631265533387,-1.966242543235579,-7.707066450884285,-9.540698154189597
Q1,student_teacher_top_mean,top_decisive,0.1,34,-2.1134705772033477,-0.06216089932951023,0.35294117647058826,9,2,7,10,24,-0.4000271092777966,1.049613726275517,-1.713443467925551,-1.6324514676514272,-7.602891525977727,-9.42492667060069
Q1,student_teacher_top_mean,top_decisive,0.14,47,-2.3255474688385656,-0.04947973337954395,0.3829787234042553,9,2,7,14,33,-1.7301510757416068,1.2640673973331529,-0.5953963930969588,-0.4710163353260177,-7.296995286763614,-8.84165465622286
Q1,student_teacher_top_mean,top_decisive,0.18,61,-2.1021912386277704,-0.034462151452914265,0.4262295081967213,9,2,7,16,45,-0.29288697664733215,1.4952884944763205,-1.8093042619804383,-1.2100034666648674,-7.557267749118558,-9.400230749527028
Q2,student_recovered_tail_score,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0,0.0
Q2,student_recovered_tail_score,top_all,0.01,4,0.10615416284415491,0.026538540711038727,0.5,3,1,2,2,2,-0.4111983736088761,0.5687002750733094,0.517352536453031,0.9097103678846308,-0.7468014126088212,-1.0396161218669313
Q2,student_recovered_tail_score,top_all,0.02,9,0.1593858948251754,0.017709543869463933,0.5555555555555556,5,2,3,3,6,0.09712671399665465,0.3457965511193129,0.06225918082852075,0.18004569631187262,-1.4563743778092106,-2.054009407847969
Q2,student_recovered_tail_score,top_all,0.04,18,0.2268268825517652,0.012601493475098067,0.5555555555555556,6,4,2,6,12,-0.773916116339501,1.3687966611025484,1.0007429988912662,0.7311115137329312,0.14464252798144583,0.013880092445540282
Q2,student_recovered_tail_score,top_all,0.06,27,-0.021967624004263775,-0.0008136157038616213,0.4444444444444444,9,4,5,9,18,-0.8911365861229326,1.5936037087669128,0.8691689621186688,0.54541098099678,-2.4576618336074962,-3.211289197144711
Q2,student_recovered_tail_score,top_all,0.08,36,0.6959398096250403,0.019331661378473343,0.4444444444444444,9,6,3,14,22,-0.810044362868061,1.4876149927738023,1.5059841724931013,1.0123480738017085,0.42982463293335194,0.2720035096383557
Q2,student_recovered_tail_score,top_all,0.1,45,0.21845562047382105,0.0048545693438626905,0.4444444444444444,9,6,3,20,25,-0.5824374581062626,1.664380406182746,0.8008930785800836,0.4811959306928701,-0.347556653398307,-0.6781717711554744
Q2,student_recovered_tail_score,top_all,0.14,63,-1.2613351147068617,-0.02002119229693431,0.38095238095238093,9,4,5,32,31,-1.5060238141433733,2.1766164399221415,0.24468869943651161,0.11241700418529607,-3.9811190361522195,-4.880687533293354
Q2,student_recovered_tail_score,top_all,0.18,81,-2.607066064519569,-0.03218600079653789,0.3950617283950617,9,2,7,42,39,-1.55774015042476,2.4719326960082606,-1.0493259140948088,-0.4244961506392495,-7.728508144578406,-9.377849200672502
Q2,student_recovered_tail_score,top_decisive,0.01,4,0.10615416284415491,0.026538540711038727,0.5,3,1,2,2,2,0.04166426204780151,0.74378901005269,0.06448990079635339,0.08670456261754247,-0.9876039156153671,-1.401037147179855
Q2,student_recovered_tail_score,top_decisive,0.02,7,0.05305420291419205,0.007579171844884579,0.5714285714285714,5,2,3,2,5,-0.2574577349692408,0.6496309619801806,0.31051193788343284,0.47798204835702734,-1.4404684139909039,-1.9766338844534306
Q2,student_recovered_tail_score,top_decisive,0.04,15,0.13402191592244805,0.00893479439482987,0.4666666666666667,6,4,2,6,9,-0.6598624375578581,1.4180935723928063,0.7938843534803062,0.5598250841379622,-0.06880271861231524,-0.24167948229575223
Q2,student_recovered_tail_score,top_decisive,0.06,22,0.12996687562339926,0.005907585255609057,0.45454545454545453,8,4,4,10,12,-0.01725476164775249,0.9112815129002731,0.14722163727115176,0.16155450888342895,-1.8432591913524456,-2.5716216700569574
Q2,student_recovered_tail_score,top_decisive,0.08,30,0.40102766327772654,0.013367588775924219,0.4666666666666667,9,6,3,15,15,-1.23121199058363,1.2605137975494327,1.6322396538613566,1.2949002676802086,0.21513490223055598,0.0897813613056053
Q2,student_recovered_tail_score,top_decisive,0.1,37,0.32500260843638584,0.008783854282064482,0.43243243243243246,9,6,3,19,18,-1.731344073217516,1.1479892617864065,2.0563466816539018,1.7912595092169976,0.32520124928830274,0.31074293300979705
Q2,student_recovered_tail_score,top_decisive,0.14,52,-0.761759772315368,-0.014649226390680153,0.40384615384615385,9,5,4,28,24,-1.2242927002640305,2.329200352485134,0.4625329279486625,0.19858013822433276,-2.438669079864749,-3.0686995190566853
Q2,student_recovered_tail_score,top_decisive,0.18,67,-2.00304389198969,-0.029896177492383432,0.3880597014925373,9,2,7,36,31,-1.5354338517137471,1.7051168027887718,-0.4676100402759429,-0.27423930109136924,-6.908310440673019,-8.420151506107565
Q2,student_conservative_tail_score,top_all,0.01,4,0.10615416284415491,0.026538540711038727,0.5,3,1,2,2,2,-0.07389580187780738,0.5058085280411307,0.18004996472196227,0.3559646679332405,-0.9202318827098342,-1.3017010974651182
Q2,student_conservative_tail_score,top_all,0.02,9,0.08362665254914459,0.009291850283238288,0.4444444444444444,6,2,4,4,5,-0.2902746816396785,0.6785789927917174,0.3739013341888231,0.5510063502711292,-2.174851689902099,-2.8822787004776913
Q2,student_conservative_tail_score,top_all,0.04,18,0.5012266485408123,0.02784592491893402,0.5555555555555556,7,5,2,7,11,-0.19886256838206637,0.902498570646444,0.7000892169228787,0.7757233525826163,0.5182746541665262,0.33925408555488495
Q2,student_conservative_tail_score,top_all,0.06,27,1.295603523029151,0.04798531566774633,0.5555555555555556,7,5,2,13,14,-0.6693426789312685,0.7390723396799368,1.9649462019604194,2.6586655953209672,1.943645697691839,2.0932010804935994
Q2,student_conservative_tail_score,top_all,0.08,36,0.8823608891468525,0.02451002469852368,0.5,9,6,3,17,19,-0.6846557014199302,0.7751809583732033,1.5670165905667828,2.0214848850974456,0.7579651843549713,0.6288086978872807
Q2,student_conservative_tail_score,top_all,0.1,45,0.6603973843539931,0.014675497430088735,0.4888888888888889,9,5,4,23,22,-1.2995011058598038,2.023903177610356,1.959898490213797,0.9683756179126464,-0.38568947116880237,-0.6644341949502648
Q2,student_conservative_tail_score,top_all,0.14,63,-1.9582610986576934,-0.03108350950250307,0.38095238095238093,9,3,6,33,30,-1.4769890421007985,1.6751502415708635,-0.48127205655689487,-0.28730083106192583,-5.922103068225466,-7.216636895950028
Q2,student_conservative_tail_score,top_all,0.18,81,-1.153292786430581,-0.014238182548525692,0.4444444444444444,9,3,6,44,37,-3.2301223553155367,2.0723759997198385,2.0768295688849556,1.0021490159921362,-4.070631980166078,-4.757362643447139
Q2,student_conservative_tail_score,top_decisive,0.01,4,0.10615416284415491,0.026538540711038727,0.5,3,1,2,2,2,-0.26120485056750753,0.7337939835668595,0.36735901341166244,0.500629633982534,-0.8402072190635098,-1.1757020532991767
Q2,student_conservative_tail_score,top_decisive,0.02,7,0.10089202950221465,0.01441314707174495,0.42857142857142855,4,1,3,4,3,0.07405780991919514,0.649080906912165,0.026834219583019514,0.041341871710071386,-1.7855818064727214,-2.4014402413915676
Q2,student_conservative_tail_score,top_decisive,0.04,15,0.48622575040308336,0.03241505002687222,0.5333333333333333,7,5,2,7,8,-0.44725808007097856,0.7265565235516948,0.9334838304740619,1.2848055178292597,0.6280923095185975,0.5151563675508841
Q2,student_conservative_tail_score,top_decisive,0.06,22,1.342670848076271,0.06103049309437596,0.5909090909090909,7,5,2,12,10,-0.8216541330977739,0.7723581096028259,2.164324981174045,2.802229890855963,2.087225762390965,2.281974196787205
Q2,student_conservative_tail_score,top_decisive,0.08,30,0.6130865263964345,0.020436217546547817,0.5,9,6,3,16,14,-0.5616528863555013,1.400835733178441,1.1747394127519357,0.8385989769739086,0.23310521855700284,-0.009932736970573508
Q2,student_conservative_tail_score,top_decisive,0.1,37,-0.29135499990575286,-0.00787445945691224,0.43243243243243246,9,4,5,20,17,-1.2394387237059419,1.4687987167161143,0.948083723800189,0.6454824020542989,-2.6936261050189056,-3.425900443747019
Q2,student_conservative_tail_score,top_decisive,0.14,52,-1.4127708378721007,-0.027168669959078857,0.40384615384615385,9,3,6,29,23,-1.728330828566417,2.1611032097845375,0.3155599906943163,0.14601801027623187,-5.046376886255313,-6.15126234357471
Q2,student_conservative_tail_score,top_decisive,0.18,67,-1.2428577932005906,-0.018550116316426727,0.417910447761194,9,3,6,38,29,-1.671626316735452,2.3099906293699775,0.4287685235348613,0.18561483240813095,-4.827958670006158,-5.907420657721096
Q2,student_teacher_mean,top_all,0.01,4,0.2423975520388687,0.060599388009717176,0.75,3,2,1,1,3,0.0004663750270816225,0.24588094380892972,0.24193117701178707,0.9839362630712368,0.33796709030011796,0.17828998627425374
Q2,student_teacher_mean,top_all,0.02,9,0.059814144676859526,0.006646016075206614,0.5555555555555556,6,3,3,2,7,-0.18172845937819662,0.31463501173235275,0.24154260405505615,0.7676914362617936,-1.2344323558332468,-1.7590792837309035
Q2,student_teacher_mean,top_all,0.04,18,0.0999373553034606,0.0055520752946367,0.5,8,4,4,4,14,-0.15071343890501865,0.7213778323497687,0.25065079420847924,0.34746118187749936,-1.8025887485358218,-2.5079898422303213
Q2,student_teacher_mean,top_all,0.06,27,-0.7116820964483577,-0.026358596164753986,0.37037037037037035,9,3,6,6,21,-0.7247714549154687,1.0844852877450617,0.013089358467111012,0.01206965056605547,-4.476264226298634,-5.650049317876913
Q2,student_teacher_mean,top_all,0.08,36,-1.2128824069066058,-0.033691177969627936,0.3888888888888889,9,4,5,11,25,-1.212103908156312,1.3760919714915643,-0.0007784987502936769,-0.0005657316272616951,-4.027100343520823,-4.986179601754825
Q2,student_teacher_mean,top_all,0.1,45,-1.2633036695662956,-0.028073414879251014,0.37777777777777777,9,5,4,15,30,0.6860741776259222,0.7218829031264059,-1.9493778471922178,-2.7004072803908343,-4.083404421900433,-5.323547250140238
Q2,student_teacher_mean,top_all,0.14,63,-1.0444443858299755,-0.016578482314761514,0.3968253968253968,9,5,4,30,33,-1.5376140834417804,1.7218728283277114,0.49316969761180496,0.28641470467408037,-2.7043046323095465,-3.3248298474478895
Q2,student_teacher_mean,top_all,0.18,81,-1.596085475598351,-0.01970475895800433,0.3950617283950617,9,4,5,40,41,-2.0523465526628364,2.426176634158586,0.4562610770644855,0.1880576503131314,-4.229316728656197,-5.080121700764607
Q2,student_teacher_mean,top_decisive,0.01,4,0.2423975520388687,0.060599388009717176,0.75,3,2,1,1,3,-0.13108777204957386,0.530433664197975,0.3734853240884426,0.7041131611681528,0.35602873158663884,0.22101261935034366
Q2,student_teacher_mean,top_decisive,0.02,7,0.04619247421410588,0.006598924887729412,0.5714285714285714,4,2,2,2,5,0.027946318024503026,0.9135347845934477,0.018246156189602857,0.01997313785672976,-0.8454240573338601,-1.257970835795974
Q2,student_teacher_mean,top_decisive,0.04,15,-0.16244707557318383,-0.010829805038212256,0.4,7,3,4,5,10,-0.08215434959529005,0.9796397400826786,-0.08029272597789378,-0.08196148307654129,-2.4587456779731007,-3.258852234609547
Q2,student_teacher_mean,top_decisive,0.06,22,-0.8075071163423893,-0.036704868924654056,0.36363636363636365,8,4,4,7,15,-0.8130882572976528,1.566847825591207,0.005581140955263519,0.003562018508822086,-2.8779247878844374,-3.632933521458187
Q2,student_teacher_mean,top_decisive,0.08,30,-1.2674346494362303,-0.04224782164787434,0.3333333333333333,9,4,5,11,19,-0.7793929098418493,1.1628338015052517,-0.488041739594381,-0.4197003380557276,-4.31355262543317,-5.387529565634326
Q2,student_teacher_mean,top_decisive,0.1,37,-1.0817965888169776,-0.029237745643702098,0.35135135135135137,9,5,4,15,22,-1.5380554980552836,1.2010473115059983,0.45625890923830603,0.37988421011175744,-2.761144576599422,-3.383742478407511
Q2,student_teacher_mean,top_decisive,0.14,52,-1.2116758116888624,-0.023301457917093506,0.36538461538461536,9,5,4,26,26,-1.4496044626894828,1.9186341446492754,0.23792865100062044,0.12400939056784772,-2.988115229397245,-3.667449913394207
Q2,student_teacher_mean,top_decisive,0.18,67,-1.699297446019544,-0.025362648448052895,0.3880597014925373,9,4,5,34,33,-3.140548815387457,1.3841792501330081,1.441251369367913,1.0412317402023046,-3.904915397198156,-4.511408917588744
Q2,student_pessimistic_mean,top_all,0.01,4,0.2423975520388687,0.060599388009717176,0.75,3,2,1,1,3,-0.21362564512088716,0.5237856654636829,0.45602319715975587,0.8706293952433004,0.4015686105691132,0.28886653382072325
Q2,student_pessimistic_mean,top_all,0.02,9,-0.07197806405147245,-0.007997562672385827,0.4444444444444444,5,2,3,2,7,-0.2365343930724415,0.8039035113105477,0.16455632902096906,0.20469661682744036,-1.6883581316558338,-2.250860688088906
Q2,student_pessimistic_mean,top_all,0.04,18,-0.004709600877158215,-0.0002616444931754564,0.4444444444444444,8,2,6,4,14,-0.662684475034267,0.6789106083772359,0.6579748741571088,0.9691627528546524,-3.6219465640811492,-4.655673532412365
Q2,student_pessimistic_mean,top_all,0.06,27,-0.15902532882171605,-0.005889826993396891,0.48148148148148145,9,3,6,6,21,-0.4588462675389895,1.2945012739624728,0.29982093871727344,0.23161115770826593,-3.762408365981325,-4.876965475070334
Q2,student_pessimistic_mean,top_all,0.08,36,0.18143048151478758,0.005039735597632988,0.4722222222222222,9,6,3,11,25,0.042809192679787764,1.602767956117809,0.1386212888349998,0.08648868247326667,-0.646125421367858,-1.1397349735085645
Q2,student_pessimistic_mean,top_all,0.1,45,0.022231826977721192,0.0004940405995049154,0.4444444444444444,9,5,4,18,27,-1.1298631426991472,1.0352231311656166,1.1520949696768685,1.112895312124314,-1.3076898468673879,-1.764894542043666
Q2,student_pessimistic_mean,top_all,0.14,63,-0.9881526164519673,-0.015684962165904242,0.3968253968253968,9,3,6,30,33,-1.2779882652407002,1.0718198498315243,0.2898356487887329,0.2704145186658851,-4.6207797986204335,-5.728391848708246
Q2,student_pessimistic_mean,top_all,0.18,81,-1.4633962843435495,-0.01806662079436481,0.4074074074074074,9,5,4,43,38,-1.4876849982519669,2.2744118551917634,0.02428871390841736,0.010679118583107057,-3.3112347300247,-4.046175484194842
Q2,student_pessimistic_mean,top_decisive,0.01,4,0.2423975520388687,0.060599388009717176,0.75,3,2,1,1,3,-0.11025340281240958,0.5708958558093369,0.3526509548512783,0.6177150372747736,0.3400968899642933,0.19856091032558298
Q2,student_pessimistic_mean,top_decisive,0.02,7,0.04619247421410588,0.006598924887729412,0.5714285714285714,4,2,2,2,5,-0.12133331140857131,0.551728734926234,0.1675257856226772,0.3036379565133133,-0.7648097051666257,-1.1373488724860008
Q2,student_pessimistic_mean,top_decisive,0.04,15,-0.218217448592113,-0.014547829906140867,0.4,7,2,5,4,11,-0.39646010503097295,0.6496954176290977,0.17824265643885995,0.274348027710142,-3.338397716067498,-4.2919149445323574
Q2,student_pessimistic_mean,top_decisive,0.06,22,0.17902232335656265,0.008137378334389211,0.5,8,5,3,6,16,-0.23291266585555212,0.8230796615949366,0.4119349892121148,0.5004800974110826,-0.701752420678089,-1.1469977712110806
Q2,student_pessimistic_mean,top_decisive,0.08,30,0.15799257212099949,0.005266419070699983,0.43333333333333335,8,6,2,12,18,-1.3046390221830322,1.1930716827013916,1.4626315943040318,1.2259377332569774,0.6441740701197753,0.6817647581415085
Q2,student_pessimistic_mean,top_decisive,0.1,37,-0.3164164822374548,-0.008551796817228507,0.40540540540540543,9,5,4,18,19,-0.7272546079522255,1.5468064103399295,0.41083812571477074,0.2656041007901461,-2.0041708362663786,-2.6449065258767184
Q2,student_pessimistic_mean,top_decisive,0.14,52,-0.905976657374541,-0.017422628026433483,0.38461538461538464,9,3,6,27,25,-1.7090667357153912,1.877430769840922,0.8030900783408502,0.42776015565617764,-4.347503729774241,-5.33269934710426
Q2,student_pessimistic_mean,top_decisive,0.18,67,-1.7343291470590512,-0.02588550965759778,0.3880597014925373,9,3,6,37,30,-1.8824721240328057,1.7315021382311264,0.14814297697375456,0.08555749005605903,-5.438102460590243,-6.5811243962344115
Q2,student_teacher_top_mean,top_all,0.01,4,-0.1880370565606887,-0.047009264140172174,0.5,2,1,1,0,4,-0.28933616415528185,0.3973153815430457,0.10129910759459315,0.2549589376610084,-0.5020864751364802,-0.7036885016365036
Q2,student_teacher_top_mean,top_all,0.02,9,-0.34744634491748433,-0.038605149435276036,0.5555555555555556,4,1,3,0,9,-0.009766991469846687,0.7247800119628287,-0.33767935344763766,-0.46590599612859634,-2.367780273792573,-3.0903202005636565
Q2,student_teacher_top_mean,top_all,0.04,18,-0.6058504864169769,-0.03365836035649872,0.3888888888888889,6,2,4,1,17,-0.5602603440017353,0.9456659720521295,-0.04559014241524162,-0.048209562110297095,-3.0905168813622304,-3.9008556942488304
Q2,student_teacher_top_mean,top_all,0.06,27,-0.7382619414919792,-0.027343034870073304,0.4444444444444444,6,3,3,1,26,-0.2686462750209862,1.23463617829191,-0.469615666470993,-0.3803676538303739,-2.4351086345843083,-3.1351720353936883
