target,score_col,policy,fraction,selected_cells,selected_gain_sum,selected_mean_gain,selected_positive_gain_rate,active_subjects,positive_subjects,negative_subjects,raw_action_count,inverse_action_count,null_gain_mean,null_gain_std,gain_lift_vs_null,gain_z_vs_null,tail_safe_policy_score,student_policy_score
Q2,student_teacher_top_mean,top_all,0.08,36,-1.0437491172985451,-0.028993031036070697,0.4166666666666667,6,2,4,1,35,-0.8924532826806788,1.5326431907906248,-0.15129583461786633,-0.09871562769924244,-3.560740888851389,-4.3991799100341495
Q2,student_teacher_top_mean,top_all,0.1,45,-1.2185471455391275,-0.027078825456425055,0.4,7,3,4,2,43,-1.1556346572015015,2.1177561443509525,-0.06291248833762597,-0.029707144755756247,-3.5035372309328725,-4.298601246145641
Q2,student_teacher_top_mean,top_all,0.14,63,-1.1365365319897,-0.01804026241253492,0.4444444444444444,8,4,4,4,59,-1.9949047335248618,1.5570530711258828,0.8583682015351617,0.5512774210801228,-2.8254243637888257,-3.38141857345858
Q2,student_teacher_top_mean,top_all,0.18,81,-1.901544062514294,-0.02347585262363326,0.43209876543209874,8,5,3,6,75,-1.510597033603357,2.5191899104567006,-0.39094702891093713,-0.15518759712723001,-3.1526597144446105,-3.7888911595798804
Q2,student_teacher_top_mean,top_decisive,0.01,4,-0.09220956464425134,-0.023052391161062835,0.5,2,1,1,0,4,0.0232379914289645,0.44016395852175483,-0.11544755607321584,-0.2622830739275758,-0.5338445166626344,-0.7956431160380256
Q2,student_teacher_top_mean,top_decisive,0.02,7,-0.367563424674549,-0.05250906066779271,0.42857142857142855,4,1,3,0,7,-0.3279196603179801,0.8550877132660883,-0.03964376435656891,-0.04636221961972276,-2.2860749641613203,-2.918977417212868
Q2,student_teacher_top_mean,top_decisive,0.04,15,-0.5770611772689456,-0.03847074515126304,0.3333333333333333,6,2,4,1,14,-0.4001116009102306,0.7237432286435619,-0.17694957635871494,-0.2444922029741867,-3.146776082625248,-3.9856976625805687
Q2,student_teacher_top_mean,top_decisive,0.06,22,-0.7564658754031052,-0.03438481251832296,0.4090909090909091,6,2,4,1,21,-0.9695089420049101,1.406862777055086,0.21304306660180494,0.15143130522491832,-3.1235758533881635,-3.872456412874341
Q2,student_teacher_top_mean,top_decisive,0.08,30,-0.6895861656096468,-0.02298620552032156,0.43333333333333335,6,2,4,1,29,-0.8036746659357054,1.4819264312746352,0.11408850032605855,0.0769866154745136,-3.0902898622814083,-3.8658431082302576
Q2,student_teacher_top_mean,top_decisive,0.1,37,-1.0254255511889423,-0.02771420408618763,0.40540540540540543,7,3,4,2,35,-0.3736603538142159,1.215403536454861,-0.6517651973747264,-0.5362541557809037,-3.5652768939562947,-4.50644851300864
Q2,student_teacher_top_mean,top_decisive,0.14,52,-0.8951315606271179,-0.01721406847359842,0.4230769230769231,7,4,3,4,48,-1.9244569114415018,1.5569314868831403,1.0293253508143838,0.6611243715515162,-1.7706783276100087,-2.083018701799362
Q2,student_teacher_top_mean,top_decisive,0.18,67,-2.059465384792388,-0.030738289325259523,0.40298507462686567,8,4,4,6,61,-1.8726653909149331,2.9267708711681593,-0.18679999387745494,-0.0638246046923713,-4.190183066999332,-4.99472206514768
Q3,student_recovered_tail_score,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0,0.0
Q3,student_recovered_tail_score,top_all,0.01,4,-0.19366293197890183,-0.04841573299472546,0.25,2,0,2,0,4,-0.08133987133722889,0.3965466216266016,-0.11232306064167294,-0.2832531019453223,-1.6738013133980196,-2.1303006793845105
Q3,student_recovered_tail_score,top_all,0.02,9,0.3691791883504308,0.04101990981671453,0.4444444444444444,3,1,2,1,8,0.07141338264197247,0.4643429749016168,0.29776580570845834,0.641262648092281,-0.6069209592868252,-0.9500540154564785
Q3,student_recovered_tail_score,top_all,0.04,18,0.03188340703822018,0.001771300391012232,0.3888888888888889,5,2,3,3,15,-0.6883243209545015,0.7553199854925295,0.7202077279927217,0.9535134007120017,-1.334581436982016,-1.7487522804183384
Q3,student_recovered_tail_score,top_all,0.06,27,-0.14357782169368372,-0.005317697099766063,0.4074074074074074,7,3,4,5,22,-0.6282350208206098,1.4295589257918375,0.48465719912692606,0.339025688541291,-2.197452640552538,-2.85994171172326
Q3,student_recovered_tail_score,top_all,0.08,36,0.08153017505288024,0.002264727084802229,0.4444444444444444,9,5,4,7,29,-0.7171732861883464,1.2545411139551357,0.7987034612412267,0.6366498892357462,-1.4197030690335604,-1.9677127196078072
Q3,student_recovered_tail_score,top_all,0.1,45,-0.04773330398759429,-0.0010607400886132065,0.4,9,5,4,9,36,-0.6557789320320717,1.0957282600735272,0.6080456280444775,0.5549237435964968,-1.6394249598123776,-2.2284759904902174
Q3,student_recovered_tail_score,top_all,0.14,63,-0.8412109677248202,-0.013352555043251115,0.36507936507936506,9,5,4,14,49,-1.9043700491532818,2.322744316060434,1.0631590814284615,0.45771679391370423,-2.2955558320557103,-2.7783828439568263
Q3,student_recovered_tail_score,top_all,0.18,81,-1.1106210494749758,-0.01371137098117254,0.37037037037037035,9,5,4,17,64,-2.0864104065794726,1.2978247375527632,0.9757893571044969,0.7518652780070206,-2.5642786170580703,-3.0618467964009324
Q3,student_recovered_tail_score,top_decisive,0.01,3,-0.2210167751211749,-0.07367225837372497,0.0,2,0,2,0,3,-0.11596135713148073,0.30663170551247865,-0.10505541798969417,-0.34261107413570724,-1.7920472788311386,-2.2230622464514824
Q3,student_recovered_tail_score,top_decisive,0.02,7,0.4034183897453924,0.05763119853505606,0.42857142857142855,3,1,2,0,7,-0.23202322154067612,0.6483565213175068,0.6354416112860686,0.9800805427156124,-0.42616899203292236,-0.6832729534399572
Q3,student_recovered_tail_score,top_decisive,0.04,14,0.22419713992689477,0.016014081423349626,0.35714285714285715,5,2,3,2,12,-0.6073779667144199,0.888467656558273,0.8315751066413146,0.935965536283732,-1.116155019120272,-1.5018877195813805
Q3,student_recovered_tail_score,top_decisive,0.06,21,-0.06728547580710054,-0.003204070276528597,0.3333333333333333,6,2,4,4,17,-0.5033348194281041,1.130223304547995,0.43604934362100356,0.3858081335487864,-2.359420725518204,-3.04474654714773
Q3,student_recovered_tail_score,top_decisive,0.08,28,-0.24209661623777262,-0.008646307722777594,0.35714285714285715,8,4,4,4,24,-0.6033556213499673,0.9908833073558682,0.3612590051121947,0.36458279439200536,-2.154197685009304,-2.8195307436599446
Q3,student_recovered_tail_score,top_decisive,0.1,35,-0.11497398577955231,-0.0032849710222729233,0.37142857142857144,8,3,5,4,31,-1.1385229225933138,1.1675306437796742,1.0235489368137616,0.8766784343237474,-2.689064014462361,-3.413257047451578
Q3,student_recovered_tail_score,top_decisive,0.14,49,-1.1577123484968426,-0.023626782622384542,0.30612244897959184,8,4,4,7,42,-1.332384466359604,1.990321358793661,0.1746721178627615,0.08776076139213555,-3.1806581739628053,-3.8893406165244864
Q3,student_recovered_tail_score,top_decisive,0.18,62,-0.3787517972037172,-0.006108899954898665,0.3548387096774194,9,5,4,10,52,-1.8849496010725653,1.627117359309672,1.5061978038688482,0.9256847978733841,-1.6348205376751852,-2.005365217795624
Q3,student_conservative_tail_score,top_all,0.01,4,0.03929346598106476,0.00982336649526619,0.5,1,1,0,0,4,-0.1076889808574295,0.231748216271405,0.14698244683849426,0.6342333468765955,0.5291606570621973,0.5456512867725829
Q3,student_conservative_tail_score,top_all,0.02,9,0.36917918835043073,0.04101990981671452,0.4444444444444444,3,1,2,1,8,0.1460644764061731,0.4784636667022788,0.22311471194425764,0.4663148478588437,-0.6505436221276393,-1.0143453858677274
Q3,student_conservative_tail_score,top_all,0.04,18,0.34755158585735113,0.019308421436519507,0.4444444444444444,6,3,3,4,14,-0.1780932157538031,0.5220054062013595,0.5256448016111542,1.0069719496514005,-0.8622199830580493,-1.3056266841389
Q3,student_conservative_tail_score,top_all,0.06,27,0.3620087053604572,0.013407729828165082,0.4444444444444444,7,3,4,6,21,-0.20023244707857932,0.7599299146239086,0.5622411524390365,0.7398592180928832,-1.611665413921036,-2.2519972089426443
Q3,student_conservative_tail_score,top_all,0.08,36,0.1318503661529673,0.0036625101709157584,0.4444444444444444,9,5,4,7,29,-0.796923002161634,0.8214769350614228,0.9287733683146013,1.1306140546053869,-1.274461993920828,-1.7826762825608062
Q3,student_conservative_tail_score,top_all,0.1,45,0.27940848513132927,0.006209077447362873,0.4444444444444444,9,5,4,10,35,-0.9673511932024248,1.939099083849591,1.246759678333754,0.6429582112217948,-1.0643742507741218,-1.5092048049773665
Q3,student_conservative_tail_score,top_all,0.14,63,-0.7788865162431762,-0.012363278035605971,0.38095238095238093,9,5,4,16,47,-1.9190567171630413,2.1304744484397915,1.140170200919865,0.535171966861581,-2.192976415901732,-2.658129068448169
Q3,student_conservative_tail_score,top_all,0.18,81,-1.6242474410411498,-0.0200524375437179,0.345679012345679,9,5,4,21,60,-0.8895894340128269,1.7580472500137896,-0.734658007028323,-0.41788297045062955,-3.802178386225138,-4.714075288485232
Q3,student_conservative_tail_score,top_decisive,0.01,3,0.011939622838791686,0.003979874279597229,0.3333333333333333,1,1,0,0,3,-0.21437399810578714,0.49697742763733344,0.22631362094457882,0.45538008038008915,0.4533540648740699,0.5011804659655914
Q3,student_conservative_tail_score,top_decisive,0.02,7,0.4034183897453924,0.05763119853505606,0.42857142857142855,3,1,2,0,7,-0.19714482603370959,0.4992065946548535,0.600563215779102,1.2030354210250878,-0.416080942629413,-0.6767478374368608
Q3,student_conservative_tail_score,top_decisive,0.04,14,0.22419713992689477,0.016014081423349626,0.35714285714285715,5,2,3,2,12,-0.9126426633407331,0.4289449147229688,1.136839803267628,2.6503165423976367,-0.8378772746896717,-1.11911207480445
Q3,student_conservative_tail_score,top_decisive,0.06,21,0.2185901024202888,0.010409052496204229,0.38095238095238093,7,3,4,4,17,-1.1095324517384757,0.8991589689629568,1.3281225541587645,1.4770720195234799,-1.4355264683384623,-1.8786120785867144
Q3,student_conservative_tail_score,top_decisive,0.08,28,0.30561137180290116,0.010914691850103613,0.42857142857142855,8,4,4,4,24,-0.7708075777894404,0.9111844935899903,1.0764189495923415,1.1813402852712531,-1.249507967312654,-1.7411619460581331
Q3,student_conservative_tail_score,top_decisive,0.1,35,-0.4057302006835963,-0.01159229144810275,0.37142857142857144,8,4,4,5,30,-0.7235906954825795,1.6532327702216796,0.3178604947989832,0.19226602600936937,-2.3452524249030153,-3.0254420477219184
Q3,student_conservative_tail_score,top_decisive,0.14,49,-1.55306993640512,-0.03169530482459428,0.2857142857142857,8,3,5,9,40,-0.8315681798005568,1.4615554133310478,-0.7215017566045632,-0.4936533709386907,-4.904960888310586,-6.049350788319838
Q3,student_conservative_tail_score,top_decisive,0.18,62,-0.8290686377527515,-0.013372074802463734,0.3387096774193548,9,5,4,12,50,-1.417501392906272,1.8464630691807098,0.5884327551535206,0.3186810313052255,-2.4727006832217224,-3.064858496652244
Q3,student_teacher_mean,top_all,0.01,4,0.3469152028860981,0.08672880072152453,0.75,1,1,0,0,4,-0.1452710756419549,0.38388479461291247,0.492186278528053,1.2821197542464415,1.1098923757955608,1.1937376149419419
Q3,student_teacher_mean,top_all,0.02,9,0.04101757400365602,0.004557508222628447,0.3333333333333333,4,1,3,1,8,-0.6099224520114903,0.3601733774828201,0.6509400260151463,1.8072963375706343,-1.4837571164673127,-1.9112283170657494
Q3,student_teacher_mean,top_all,0.04,18,-0.4684663922969446,-0.026025910683163588,0.3333333333333333,5,1,4,3,15,-0.2561519782707067,0.6113709979737819,-0.2123144140262379,-0.34727590077039083,-3.2608373606165,-4.129948527191276
Q3,student_teacher_mean,top_all,0.06,27,-0.47368440991500416,-0.017543867033889042,0.37037037037037035,7,2,5,4,23,-0.684507214718658,1.2227505465407842,0.2108228048036539,0.17241685591560846,-3.603025113012535,-4.548124567826419
Q3,student_teacher_mean,top_all,0.08,36,-0.31382206066391133,-0.008717279462886425,0.3888888888888889,9,4,5,4,32,-1.2262410065474607,0.7677864064239034,0.9124189458835494,1.1883760095900848,-2.6895267175345494,-3.41479172867842
Q3,student_teacher_mean,top_all,0.1,45,-0.3696779552112399,-0.008215065671360888,0.35555555555555557,9,4,5,5,40,-1.426991615268825,1.5184100229174413,1.057313660057585,0.6963294789282836,-2.7555407818538122,-3.4539876060175576
Q3,student_teacher_mean,top_all,0.14,63,-0.023741702199304604,-0.00037685241586197783,0.3968253968253968,9,5,4,9,54,-0.9507506472482408,1.7611091059047144,0.9270089450489362,0.5263779182907095,-1.5077618907142172,-2.023704814669687
Q3,student_teacher_mean,top_all,0.18,81,-0.038798758697146385,-0.0004789970209524245,0.41975308641975306,9,5,4,14,67,-1.2635660390344041,1.9601390460322814,1.2247672803372578,0.6248369383878327,-1.4007329364934094,-1.8485150318900583
Q3,student_teacher_mean,top_decisive,0.01,3,0.31956135974382505,0.10652045324794168,0.6666666666666666,1,1,0,0,3,0.023489405614112134,0.32994666302397196,0.29607195412971293,0.8973327731706809,0.946253154339626,0.9856296925862068
Q3,student_teacher_mean,top_decisive,0.02,7,0.056697808562174434,0.00809968693745349,0.2857142857142857,3,1,2,1,6,-0.03495644392406849,0.7193665369045514,0.09165425248624293,0.12740966918009977,-1.0984822361496307,-1.4834249932656212
Q3,student_teacher_mean,top_decisive,0.04,14,-0.4872202738982547,-0.03480144813558962,0.21428571428571427,5,1,4,2,12,-0.5708712687192247,0.9769401027538176,0.08365099482096999,0.08562551028990718,-3.1743798746819243,-3.9548562070958746
Q3,student_teacher_mean,top_decisive,0.06,21,-0.6701160986240279,-0.031910290410667994,0.23809523809523808,5,1,4,2,19,-0.41023796929842327,0.7111225224896508,-0.2598781293256046,-0.3654477549322546,-3.5142848860478813,-4.38517533470094
Q3,student_teacher_mean,top_decisive,0.08,28,-0.20134690326281418,-0.0071909608308147925,0.32142857142857145,8,3,5,3,25,-0.790009128703334,0.8215822394155781,0.5886622254405198,0.7164982362073176,-2.9611653007379006,-3.783585881305292
Q3,student_teacher_mean,top_decisive,0.1,35,-0.18568813463957912,-0.0053053752754165465,0.3142857142857143,8,3,5,3,32,-0.5149500682475818,1.1348456617838942,0.3292619336080027,0.29013807312831164,-3.081432650563947,-3.9713282158001113
Q3,student_teacher_mean,top_decisive,0.14,49,-0.19014230574222957,-0.003880455219229175,0.3673469387755102,8,4,4,7,42,-1.4032881757946223,1.8886658787336934,1.2131458700523927,0.6423295320323036,-1.7727368694492331,-2.237601422574088
Q3,student_teacher_mean,top_decisive,0.18,62,0.06330317198117169,0.001021018902922124,0.3709677419354839,9,5,4,9,53,-1.5841185423454887,1.699283838467287,1.6474217143266603,0.9694800109513163,-1.1333125172319463,-1.4721126969113363
Q3,student_pessimistic_mean,top_all,0.01,4,0.03929346598106476,0.00982336649526619,0.5,1,1,0,0,4,-0.26589262463244534,0.5020116348798269,0.3051860906135101,0.6079263296090069,0.581901230656694,0.6342525580899815
Q3,student_pessimistic_mean,top_all,0.02,9,0.44715762341981924,0.04968418037997992,0.5555555555555556,2,1,1,2,7,-0.2636253784328976,0.6113508533213031,0.7107830018527168,1.1626433462736263,0.4566404531400772,0.40781785493611894
Q3,student_pessimistic_mean,top_all,0.04,18,-0.06919121711075416,-0.0038439565061530088,0.3888888888888889,5,1,4,2,16,-0.596907757737615,0.8606215063569354,0.5277165406268608,0.6131807498754219,-2.4870612417926994,-3.1723117113399018
Q3,student_pessimistic_mean,top_all,0.06,27,-0.01350231030055582,-0.0005000855666872526,0.4074074074074074,7,3,4,4,23,-0.12633386071664213,1.075119238768289,0.11283155041608631,0.10494794097941344,-2.2209238809643916,-2.9736144062898444
Q3,student_pessimistic_mean,top_all,0.08,36,-0.5030705241692564,-0.013974181226923788,0.3611111111111111,8,3,5,4,32,-0.900240757476978,0.9555961638355546,0.3971702333077216,0.41562560455827585,-3.3461094931668374,-4.222558938526007
Q3,student_pessimistic_mean,top_all,0.1,45,-0.4859946034232775,-0.010799880076072833,0.37777777777777777,9,4,5,5,40,-1.542267844846549,1.3753962571597371,1.0562732414232716,0.7679773999127563,-2.8572790067116345,-3.5567543909638046
Q3,student_pessimistic_mean,top_all,0.14,63,-0.40165906138641416,-0.006375540656927209,0.4126984126984127,9,4,5,10,53,-2.404895227389388,2.024439686522864,2.003236166002974,0.9895262275971733,-2.4071293360812116,-2.8878643346184254
Q3,student_pessimistic_mean,top_all,0.18,81,-0.1625191344512842,-0.002006409067299805,0.3950617283950617,9,5,4,17,64,-1.2957361761321378,1.6866288483125649,1.1332170416808536,0.6718828761968659,-1.5604332773050271,-2.0258618730339997
Q3,student_pessimistic_mean,top_decisive,0.01,3,0.011939622838791686,0.003979874279597229,0.3333333333333333,1,1,0,0,3,-0.15444031639176276,0.3904786171504044,0.16637993923055444,0.42609231830604516,0.42944850006675694,0.462904399122572
Q3,student_pessimistic_mean,top_decisive,0.02,7,0.4123709495010447,0.05891013564300639,0.42857142857142855,2,1,1,1,6,-0.23346780307819176,0.5303429585740056,0.6458387525792364,1.2177756716442087,0.36019208006819836,0.3102333637371641
Q3,student_pessimistic_mean,top_decisive,0.04,14,-0.34392011256811184,-0.024565722326293702,0.21428571428571427,5,1,4,2,12,-0.11379988193860358,0.7898482108173848,-0.23012023062950826,-0.2913474101452548,-3.178596934302965,-4.038780106979228
Q3,student_pessimistic_mean,top_decisive,0.06,21,-0.15726109190495963,-0.007488623424045697,0.3333333333333333,6,2,4,2,19,-0.8892888901582973,0.7545496970423154,0.7320277982533376,0.9701518682238437,-2.2873695090272403,-2.892933411397829
Q3,student_pessimistic_mean,top_decisive,0.08,28,-0.36130022360649394,-0.01290357941451764,0.32142857142857145,8,4,4,3,25,-1.2562327328146528,0.8618214897028413,0.8949325092081588,1.0384198118762789,-2.0317318641960105,-2.5572718479834653
Q3,student_pessimistic_mean,top_decisive,0.1,35,-0.4511200858141179,-0.012889145308974797,0.34285714285714286,8,3,5,4,31,-1.08166367672717,1.6094049062638753,0.630543590913052,0.3917867955161242,-3.2212511494429372,-4.042676101908327
Q3,student_pessimistic_mean,top_decisive,0.14,49,-0.4997534718039865,-0.010199050444979317,0.32653061224489793,8,3,5,8,41,-0.40403136475083856,1.8794548400441062,-0.09572210705314793,-0.050930783232281104,-3.5740635733101023,-4.569751334821461
Q3,student_pessimistic_mean,top_decisive,0.18,62,-0.3190599377166736,-0.005146128027688285,0.3548387096774194,8,4,4,9,53,-0.7234619966503965,1.8077426300720305,0.40440205893372283,0.22370554978703425,-2.2309551137240704,-2.8889524001413154
Q3,student_teacher_top_mean,top_all,0.01,4,-0.4433741137704392,-0.1108435284426098,0.0,2,0,2,0,4,-0.19677913165928834,0.34850133983040743,-0.24659498211115088,-0.7075868983205412,-2.100441047341396,-2.5713096311933716
Q3,student_teacher_top_mean,top_all,0.02,9,-0.3525858031980891,-0.03917620035534323,0.3333333333333333,5,2,3,1,8,-0.5229056239740191,0.7948419864067928,0.17031982077593,0.2142813586709068,-2.0048790633927562,-2.5547532107742073
Q3,student_teacher_top_mean,top_all,0.04,18,-0.35283957051741166,-0.019602198362078424,0.3888888888888889,7,4,3,2,16,-0.7824639128901253,0.9029802479420778,0.42962434237271363,0.47578487276088477,-1.4687814522997622,-1.9193410449877089
Q3,student_teacher_top_mean,top_all,0.06,27,-0.29814404352245893,-0.011042371982313294,0.37037037037037035,7,4,3,2,25,-1.135115528433878,1.2321306920706505,0.8369714849114192,0.6792879118243953,-1.257645602991393,-1.6085934402623154
Q3,student_teacher_top_mean,top_all,0.08,36,-0.028369856266965865,-0.000788051562971274,0.4444444444444444,8,4,4,3,33,-0.9730144222024503,1.5030122841747644,0.9446445659354844,0.6285008950902525,-1.6793386131249655,-2.213944789502443
Q3,student_teacher_top_mean,top_all,0.1,45,0.6775571279643757,0.015056825065875017,0.4888888888888889,8,5,3,5,40,-1.0747208166341191,0.8989465828415087,1.7522779445984948,1.9492570282203687,0.4068912225069967,0.3000114014401696
Q3,student_teacher_top_mean,top_all,0.14,63,0.9005597513460443,0.014294599227714989,0.5079365079365079,8,5,3,6,57,-1.0723172785870707,1.0164883277112837,1.972877029933115,1.9408752428817633,0.7129320138885884,0.65471758483719
Q3,student_teacher_top_mean,top_all,0.18,81,0.4393794934372525,0.005424438190583364,0.48148148148148145,8,4,4,10,71,-2.043803272918571,1.832781127940252,2.4831827663558235,1.3548714183599857,-0.5875008779836923,-0.7574195615028011
Q3,student_teacher_top_mean,top_decisive,0.01,3,-0.4098245287287551,-0.13660817624291835,0.0,2,0,2,0,3,-0.1963615865608457,0.31912347065387625,-0.21346294216790937,-0.6689039252754709,-2.0514269510150704,-2.5139015062191987
Q3,student_teacher_top_mean,top_decisive,0.02,7,-0.3404241234851405,-0.04863201764073436,0.2857142857142857,4,2,2,0,7,-0.1401020929035383,0.5112632900113439,-0.2003220305816022,-0.3918177473238055,-1.4497186089210818,-1.892200459472755
Q3,student_teacher_top_mean,top_decisive,0.04,14,-0.465158918265577,-0.033225637018969786,0.2857142857142857,5,2,3,1,13,-0.5487544008193691,0.8470927895584489,0.08359548255379212,0.09868515419351717,-2.176031983952398,-2.7434027484525836
Q3,student_teacher_top_mean,top_decisive,0.06,21,-0.7200084385066968,-0.034286116119366515,0.23809523809523808,5,2,3,1,20,-0.43553408102798946,1.1190151625084646,-0.28447435747870736,-0.25421850124086726,-2.6116629804149976,-3.2659859764694414
Q3,student_teacher_top_mean,top_decisive,0.08,28,-0.2213500000525087,-0.007905357144732453,0.35714285714285715,6,3,3,1,27,-0.123968210190183,1.124396924900675,-0.09738178986232571,-0.08660801866825457,-1.789094428371148,-2.3889386861271333
Q3,student_teacher_top_mean,top_decisive,0.1,35,-0.1815653637526189,-0.005187581821503397,0.37142857142857144,7,4,3,3,32,-1.6493764580660504,1.4517868649866787,1.4678110943134315,1.0110375907877496,-0.8867277216641429,-1.0860532752991556
Q3,student_teacher_top_mean,top_decisive,0.14,49,0.21442888506574642,0.004376099695219315,0.42857142857142855,7,4,3,4,45,-1.8121965815087246,1.6922210377698477,2.026625466574471,1.1976127357719946,-0.2564909280559893,-0.32927195888556376
Q3,student_teacher_top_mean,top_decisive,0.18,62,0.23040770361292673,0.003716253284079463,0.45161290322580644,7,4,3,7,55,-2.1883297533159825,1.2934883051276276,2.418737456928909,1.8699337654160344,-0.027976293791319495,0.0005707062880700858
S1,student_recovered_tail_score,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0,0.0
S1,student_recovered_tail_score,top_all,0.01,4,-0.06930399705643087,-0.017325999264107717,0.25,2,1,1,1,3,-0.11180662249589621,0.40945161223256443,0.04250262543946534,0.10380378088565023,-0.506547700064053,-0.6996960205952629
S1,student_recovered_tail_score,top_all,0.02,9,0.5244095498260919,0.05826772775845465,0.5555555555555556,4,2,2,1,8,-0.27644367251185187,0.6064773612110955,0.8008532223379438,1.3204997804678025,0.031202600135596725,-0.17374671867287556
S1,student_recovered_tail_score,top_all,0.04,18,0.2755204050825295,0.01530668917125164,0.5,5,3,2,2,16,-0.45217569423669896,1.460467785837059,0.7276960993192285,0.49826234195378266,-0.14495972596036233,-0.3576243762778639
S1,student_recovered_tail_score,top_all,0.06,27,0.09308102366596416,0.0034474453209616357,0.4444444444444444,5,3,2,8,19,-1.400296681678069,1.2820038434070864,1.4933777053440331,1.1648777131394505,-0.01219345259412341,-0.029863470546651227
S1,student_recovered_tail_score,top_all,0.08,36,0.06549914477124796,0.0018194206880902213,0.4166666666666667,7,3,4,9,27,0.056653477355082305,1.2268885437765045,0.008845667416165659,0.007209837813741152,-2.1848505545183867,-2.9643385209230604
S1,student_recovered_tail_score,top_all,0.1,45,-0.5305568774865844,-0.01179015283303521,0.35555555555555557,7,3,4,11,34,-1.0641295982178112,1.232097188242525,0.5335727207312267,0.43306057819377053,-2.5760559229668334,-3.2202285411903313
S1,student_recovered_tail_score,top_all,0.14,63,-1.1825315021164944,-0.018770341303436418,0.31746031746031744,9,2,7,19,44,-1.6933142099786536,2.089985078486127,0.5107827078621592,0.2443953849814769,-5.71820690475548,-6.987585005993585
S1,student_recovered_tail_score,top_all,0.18,81,-1.571552797591412,-0.01940188639001743,0.2962962962962963,9,2,7,22,59,-1.7543253827824234,2.372597816033133,0.18277258519101136,0.07703479450073765,-6.246175209620781,-7.592226448766462
S1,student_recovered_tail_score,top_decisive,0.01,3,0.10064257919386232,0.03354752639795411,0.3333333333333333,2,1,1,1,2,-0.2020288042674728,0.4705717067004445,0.30267138346133515,0.6431992811119199,-0.1624358418168117,-0.29329077133179954
S1,student_recovered_tail_score,top_decisive,0.02,7,0.5242685548477978,0.07489550783539968,0.5714285714285714,3,2,1,1,6,-0.06547186108361572,0.9122399828164028,0.5897404159314135,0.6464750800668473,0.6453252084304772,0.5767521485531821
S1,student_recovered_tail_score,top_decisive,0.04,14,0.196373266709031,0.014026661907787927,0.42857142857142855,4,2,2,2,12,-0.5548915183148724,1.0350671912966714,0.7512647850239034,0.7258125765562746,-0.4181028008769754,-0.6336527916474949
S1,student_recovered_tail_score,top_decisive,0.06,21,0.009862389755496526,0.00046963760740459647,0.42857142857142855,5,3,2,4,17,-1.067343097493271,1.3214288691946223,1.0772054872487675,0.8151823472006459,-0.2815974549873701,-0.4003936888332836
S1,student_recovered_tail_score,top_decisive,0.08,28,0.061728943736454545,0.0022046051334448052,0.42857142857142855,5,3,2,5,23,-1.5443780789671313,1.7760542119658596,1.6061070227035859,0.9043119359097916,-0.035702404726311254,-0.0310686936434333
S1,student_recovered_tail_score,top_decisive,0.1,35,-0.2965465247763065,-0.008472757850751614,0.37142857142857144,6,3,3,7,28,-1.405547079151416,1.8591478735855305,1.1090005543751094,0.5965101378602575,-1.3687453169589925,-1.678887843838369
S1,student_recovered_tail_score,top_decisive,0.14,49,-1.4175249029046435,-0.028929079651115172,0.32653061224489793,7,2,5,12,37,-2.0100042489607692,1.0788927495845013,0.5924793460561257,0.5491549982927394,-4.390955917670011,-5.236355629335738
S1,student_recovered_tail_score,top_decisive,0.18,63,-1.2506504321344476,-0.01985159416086425,0.31746031746031744,8,2,6,15,48,-2.457761260168513,2.845016459280187,1.2071108280340654,0.4242895762857817,-4.774621573582835,-5.680246323355316
S1,student_conservative_tail_score,top_all,0.01,4,-0.06930399705643087,-0.017325999264107717,0.25,2,1,1,1,3,-0.27796526939639354,0.5042959097623009,0.20866127233996268,0.41376752874778394,-0.41739579886266553,-0.5661283556495185
S1,student_conservative_tail_score,top_all,0.02,9,0.5615776789488491,0.06239751988320546,0.5555555555555556,4,2,2,1,8,-0.5658926202504141,0.6145460013499046,1.1274702991992633,1.83463938699898,0.2341006668129335,0.11455606781318833
S1,student_conservative_tail_score,top_all,0.04,18,0.2629370201170558,0.01460761222872532,0.5,5,2,3,5,13,0.30061266028334127,0.8066676324875314,-0.037675640166285496,-0.046705283128944494,-1.4299199822540385,-2.049519485154863
S1,student_conservative_tail_score,top_all,0.06,27,0.8036244818022257,0.029763869696378727,0.48148148148148145,6,3,3,11,16,-0.9405333421651785,1.6156749049625396,1.744157823967404,1.0795227546149473,0.04055051417083044,-0.12485087937251547
S1,student_conservative_tail_score,top_all,0.08,36,-0.012453004650312682,-0.00034591679584201895,0.3888888888888889,7,3,4,13,23,-1.1493067099582852,1.2371872858663207,1.1368537053079726,0.9189018657849437,-1.7865529101029167,-2.285587409455273
S1,student_conservative_tail_score,top_all,0.1,45,-0.3056504369048005,-0.006792231931217789,0.35555555555555557,8,3,5,15,30,-1.1214567223218586,1.619505559775438,0.815806285417058,0.5037378726444004,-2.9953000052999457,-3.77314535775669
S1,student_conservative_tail_score,top_all,0.14,63,-1.2882807303569892,-0.02044890048185697,0.31746031746031744,9,2,7,20,43,-1.7635495886921695,1.6941116463325676,0.4752688583351803,0.2805416392503102,-5.832771354903533,-7.109594716447468
