target,mean_disagreement,median_disagreement,mean_abs_gain,toxic_tail_rate
Q1,0.06797073720859746,0.039878537832796934,0.14988731058331586,0.1711111111111111
Q2,0.08959958372416851,0.04555598606260115,0.18668364072963864,0.1711111111111111
Q3,0.08719509684238465,0.0393233146763531,0.1488811257538143,0.18
S1,0.2591811759240987,0.14632568266267465,0.1753850962684452,0.16777777777777778
S2,0.19840747840126094,0.11576397669179866,0.201805660423942,0.18
S3,0.19603822062476056,0.09429976354264369,0.17379280957086105,0.17222222222222222
S4,0.0959740423851145,0.04986975226829604,0.1435126799056077,0.17888888888888888
