heldout_subject,target,accepted,score_col,policy,fraction,heldout_selected_cells,heldout_gain_sum,heldout_positive_gain_rate,raw_action_count,inverse_action_count
id01,Q1,True,student_pessimistic_mean,top_decisive,0.01,1,0.08732019884053888,1.0,0,1
id01,Q2,True,student_conservative_tail_score,top_decisive,0.06,2,0.013712081240885854,0.5,0,2
id01,Q3,True,student_teacher_mean,top_all,0.01,1,-0.05639789232547887,0.0,0,1
id01,S1,True,student_teacher_top_mean,top_all,0.08,3,-0.15798466336251182,0.3333333333333333,3,0
id01,S2,True,student_teacher_top_mean,top_decisive,0.04,2,0.09433962419814779,0.5,2,0
id01,S3,True,student_teacher_top_mean,top_decisive,0.18,7,-0.6694528480762852,0.14285714285714285,7,0
id01,S4,True,student_conservative_tail_score,top_decisive,0.02,0,0.0,,0,0
id02,Q1,True,student_teacher_mean,top_decisive,0.18,7,-0.6629051079805017,0.42857142857142855,0,7
id02,Q2,True,student_teacher_mean,top_decisive,0.01,1,0.07189192057627136,1.0,0,1
id02,Q3,False,student_recovered_tail_score,hold,0.0,0,0.0,,0,0
id02,S1,True,student_conservative_tail_score,top_all,0.02,1,-0.03977505878341403,0.0,0,1
id02,S2,True,student_teacher_top_mean,top_decisive,0.08,3,0.1490799480333737,0.6666666666666666,0,3
id02,S3,True,student_teacher_top_mean,top_all,0.01,1,-0.1921576342171955,0.0,1,0
id02,S4,True,student_conservative_tail_score,top_decisive,0.02,1,-0.09516321062951605,0.0,1,0
id03,Q1,True,student_pessimistic_mean,top_all,0.18,6,-0.7457988439578077,0.0,2,4
id03,Q2,True,student_conservative_tail_score,top_decisive,0.06,1,-0.11065025950393792,0.0,1,0
id03,Q3,True,student_teacher_mean,top_all,0.01,1,-0.07318333166109048,0.0,0,1
id03,S1,True,student_recovered_tail_score,top_all,0.02,1,-0.0037102135950773385,0.0,0,1
id03,S2,True,student_teacher_top_mean,top_decisive,0.1,3,0.40995614770390687,0.6666666666666666,2,1
id03,S3,True,student_teacher_top_mean,top_decisive,0.01,1,-0.11873086021198176,0.0,0,1
id03,S4,True,student_conservative_tail_score,top_decisive,0.02,1,0.12076258149171981,1.0,1,0
id04,Q1,True,student_teacher_mean,top_all,0.01,1,-0.005131592178333699,0.0,0,1
id04,Q2,True,student_conservative_tail_score,top_decisive,0.06,3,-0.2938694028013906,0.0,3,0
id04,Q3,True,student_teacher_mean,top_all,0.01,1,-0.043034077700791484,0.0,0,1
id04,S1,True,student_pessimistic_mean,top_decisive,0.08,4,-0.42004654884409026,0.25,0,4
id04,S2,True,student_teacher_top_mean,top_decisive,0.1,5,0.32558063264088,0.6,2,3
id04,S3,True,student_teacher_top_mean,top_all,0.01,1,0.1210541323531571,1.0,0,1
id04,S4,True,student_conservative_tail_score,top_decisive,0.02,1,0.25523231944205016,1.0,1,0
id05,Q1,True,student_teacher_mean,top_all,0.02,1,0.06332832304308833,1.0,0,1
id05,Q2,True,student_conservative_tail_score,top_all,0.04,2,-0.3011650796285954,0.0,1,1
id05,Q3,True,student_teacher_mean,top_all,0.01,1,-0.07054560429288703,0.0,0,1
id05,S1,True,student_conservative_tail_score,top_all,0.02,1,-0.1207445505959519,0.0,1,0
id05,S2,True,student_teacher_top_mean,top_decisive,0.08,3,0.2942617491259977,1.0,0,3
id05,S3,False,student_recovered_tail_score,hold,0.0,0,0.0,,0,0
id05,S4,True,student_conservative_tail_score,top_decisive,0.01,1,0.19126111553909642,1.0,1,0
id06,Q1,True,student_teacher_mean,top_decisive,0.01,1,0.11674878034490976,1.0,0,1
id06,Q2,True,student_pessimistic_mean,top_decisive,0.06,2,0.24471181507100848,0.5,1,1
id06,Q3,True,student_teacher_mean,top_all,0.01,1,0.09412235563708105,1.0,0,1
id06,S1,True,student_recovered_tail_score,top_all,0.04,2,-0.0971387511487064,0.0,1,1
id06,S2,True,student_teacher_top_mean,top_all,0.08,4,0.1929152957424268,0.5,0,4
id06,S3,True,student_teacher_top_mean,top_all,0.01,1,-0.03166115283369292,0.0,0,1
id06,S4,True,student_conservative_tail_score,top_decisive,0.02,1,-0.1348906522430532,0.0,1,0
id07,Q1,True,student_conservative_tail_score,top_decisive,0.01,1,0.14721229535169345,1.0,0,1
id07,Q2,True,student_conservative_tail_score,top_decisive,0.06,2,0.025799374796003693,0.5,1,1
id07,Q3,True,student_teacher_mean,top_decisive,0.01,1,0.22415689005879702,1.0,0,1
id07,S1,True,student_conservative_tail_score,top_all,0.06,3,-0.24171065316414908,0.0,2,1
id07,S2,True,student_teacher_top_mean,top_all,0.08,4,-0.42628255020308725,0.25,1,3
id07,S3,True,student_teacher_top_mean,top_all,0.01,1,0.07613333134653832,1.0,0,1
id07,S4,True,student_conservative_tail_score,top_decisive,0.02,1,0.19046061562830796,1.0,1,0
id08,Q1,True,student_pessimistic_mean,top_decisive,0.14,6,0.19342887325776392,0.5,5,1
id08,Q2,True,student_conservative_tail_score,top_decisive,0.06,3,-0.44644207671550007,0.0,0,3
id08,Q3,True,student_teacher_mean,top_all,0.01,1,-0.06050321986628454,0.0,0,1
id08,S1,True,student_teacher_top_mean,top_decisive,0.04,2,-0.1601101168362153,0.0,0,2
id08,S2,True,student_teacher_top_mean,top_decisive,0.1,4,-0.5193693956301674,0.25,4,0
id08,S3,True,student_teacher_top_mean,top_all,0.01,1,-0.18429083197949248,0.0,0,1
id08,S4,True,student_teacher_top_mean,top_decisive,0.06,3,-0.4849668017693548,0.0,2,1
id09,Q1,True,student_pessimistic_mean,top_decisive,0.14,3,0.059732342289227136,0.6666666666666666,3,0
id09,Q2,True,student_conservative_tail_score,top_decisive,0.06,2,0.12960956574562277,1.0,0,2
id09,Q3,True,student_teacher_mean,top_all,0.01,1,0.024384864811363705,1.0,0,1
id09,S1,False,student_recovered_tail_score,hold,0.0,0,0.0,,0,0
id09,S2,True,student_teacher_top_mean,top_all,0.08,3,-0.3714681432790359,0.3333333333333333,2,1
id09,S3,True,student_teacher_top_mean,top_all,0.02,1,-0.006844691497145006,0.0,1,0
id09,S4,True,student_pessimistic_mean,top_decisive,0.01,1,0.060431929806035845,1.0,0,1
id10,Q1,True,student_pessimistic_mean,top_decisive,0.14,3,-0.33072670542523364,0.0,1,2
id10,Q2,True,student_conservative_tail_score,top_all,0.04,1,-0.08367067888138235,0.0,0,1
id10,Q3,True,student_teacher_mean,top_all,0.01,1,-0.020568679778867005,0.0,0,1
id10,S1,True,student_conservative_tail_score,top_all,0.02,1,-0.08392692657005124,0.0,1,0
id10,S2,True,student_teacher_top_mean,top_decisive,0.08,2,0.09510386967771933,0.5,1,1
id10,S3,True,student_teacher_top_mean,top_all,0.01,1,0.33400755878976174,1.0,1,0
id10,S4,True,student_recovered_tail_score,top_decisive,0.02,1,-0.17769507921046068,0.0,1,0
