target,target_route_family,policy,decoder_action,fraction,selected_cells,selected_gain_sum,selected_mean_gain,selected_positive_gain_rate,active_subjects,positive_subjects,negative_subjects,min_subject_gain,null_gain_mean,null_gain_std,gain_lift_vs_null,gain_z_vs_null,conservation_score
Q1,subjective_q_shadow,inverse_low_decisive,inverse_toxic_memory,0.18,61,-2.543259319078709,-0.04169277572260179,0.45901639344262296,8,2,6,-0.7502986525709456,-2.0545901698371862,1.3937746079973974,-0.48866914924152294,-0.3506084458976135,-6.430473556309378
Q1,subjective_q_shadow,release_high_all,raw_memory_release,0.25,112,-1.1286701896233444,-0.010077412407351289,0.48214285714285715,10,5,5,-1.5599747789086895,-0.49187972115261,1.9260825599893665,-0.6367904684707344,-0.3306143161766908,-4.394758764828474
Q1,subjective_q_shadow,release_high_decisive,raw_memory_release,0.25,84,-1.6274884676612689,-0.0193748627102532,0.5,10,6,4,-1.6566884904642079,-0.3279217960527471,1.79201463637454,-1.2995666716085217,-0.7251986927058255,-4.51239820768499
Q1,subjective_q_shadow,inverse_low_decisive,inverse_toxic_memory,0.25,84,-3.435823515907723,-0.04090266090366337,0.4642857142857143,9,2,7,-1.1267716607434262,-2.9660350341249897,1.3716896928920561,-0.46978848178273314,-0.34248889104957553,-7.9631149815096
Q2,intervention_stage_bridge,hold,none,0.0,0,0.0,0.0,,0,0,0,0.0,0.0,,0.0,,0.0
Q2,intervention_stage_bridge,release_high_all,raw_memory_release,0.02,9,0.3414100251722829,0.03793444724136477,0.5555555555555556,2,1,1,-0.28639745997621835,-0.038757101023669985,0.7732445856249685,0.3801671261959529,0.49165184375482696,0.18156830955981196
Q2,intervention_stage_bridge,release_high_decisive,raw_memory_release,0.02,7,0.32378047312506597,0.04625435330358085,0.42857142857142855,2,1,1,-0.28639745997621835,-0.09436057529604328,0.7929430648704922,0.4181410484211092,0.5273279595293545,0.11897409384298396
Q2,intervention_stage_bridge,inverse_low_decisive,inverse_toxic_memory,0.02,7,-0.7949609360642869,-0.11356584800918383,0.42857142857142855,3,1,2,-0.9029669450519211,-0.40899424562129905,0.5721728746915331,-0.3859666904429878,-0.6745630691616903,-2.131377842743807
Q2,intervention_stage_bridge,release_high_all,raw_memory_release,0.04,18,-0.04446157946047696,-0.0024700877478042757,0.4444444444444444,3,1,2,-0.41628675487664735,-0.4118189356032876,1.0469752077104522,0.3673573561428106,0.35087493327196884,-0.9418571637410178
Q2,intervention_stage_bridge,release_high_decisive,raw_memory_release,0.04,15,-0.08010876081933788,-0.005340584054622525,0.3333333333333333,3,1,2,-0.41628675487664735,0.023892188794491544,1.1166587157408128,-0.10400094961382941,-0.09313584190746516,-1.263269547418313
Q2,intervention_stage_bridge,inverse_low_decisive,inverse_toxic_memory,0.04,15,-0.954041269880071,-0.06360275132533806,0.5333333333333333,6,3,3,-1.1369217122262207,-0.6873358785159709,0.8800229370115575,-0.2667053913641001,-0.3030664090072432,-2.777999502424083
Q2,intervention_stage_bridge,release_high_all,raw_memory_release,0.06,27,0.2494985079871026,0.0092406854810038,0.5555555555555556,3,1,2,-0.41628675487664735,0.00045157132277853784,1.2329509379460541,0.24904693666432406,0.20199257650852342,-0.6576111179341178
Q2,intervention_stage_bridge,release_high_decisive,raw_memory_release,0.06,22,0.07096228235000523,0.0032255582886366015,0.45454545454545453,3,1,2,-0.41628675487664735,-0.06234592237945054,1.2647473833424985,0.13330820472945576,0.10540302868794739,-0.9406919232208414
Q2,intervention_stage_bridge,inverse_low_decisive,inverse_toxic_memory,0.06,22,-0.8639724945109992,-0.03927147702322724,0.5909090909090909,6,3,3,-1.9698012362946091,-1.3855782986847702,0.9968566585042751,0.521605804173771,0.5232505593696991,-2.2573860959303826
Q2,intervention_stage_bridge,release_high_all,raw_memory_release,0.08,36,0.33886661903284854,0.009412961639801348,0.5555555555555556,3,1,2,-0.41628675487664735,-0.014555338525231026,1.5263025036696436,0.3534219575580796,0.23155433258371635,-0.5310181494052066
Q2,intervention_stage_bridge,release_high_decisive,raw_memory_release,0.08,30,0.37815046852084483,0.012605015617361494,0.5,3,1,2,-0.41628675487664735,-0.057751316064437036,1.4720224486505982,0.43590178458528184,0.29612441371724507,-0.4818541133601216
Q2,intervention_stage_bridge,inverse_low_decisive,inverse_toxic_memory,0.08,30,-1.2117585427500297,-0.04039195142500099,0.5666666666666667,8,4,4,-1.7345314850249576,-1.6294715807396256,1.2034528245537748,0.4177130379895959,0.34709548182287797,-3.333692201655242
Q2,intervention_stage_bridge,release_high_all,raw_memory_release,0.1,45,0.3068443720457444,0.006818763823238764,0.5777777777777777,3,2,1,-0.41628675487664735,-0.21254241156608056,1.7760864363165554,0.5193867836118249,0.29243328083118897,0.16003595218441846
Q2,intervention_stage_bridge,release_high_decisive,raw_memory_release,0.1,37,0.41446476116693387,0.011201750301809024,0.5405405405405406,3,1,2,-0.41628675487664735,-0.25369683563383044,1.7102301906784554,0.6681615968007644,0.39068518404279945,-0.3366794527140067
Q2,intervention_stage_bridge,inverse_low_decisive,inverse_toxic_memory,0.1,37,-0.873814098853374,-0.023616597266307406,0.6216216216216216,8,4,4,-1.8803791665074119,-2.254343248741673,1.3595942859995953,1.380529149888299,1.015397875751818,-2.54576496792571
Q2,intervention_stage_bridge,release_high_all,raw_memory_release,0.14,63,1.9836229450598593,0.03148607849301364,0.6349206349206349,7,6,1,-0.040400515223189826,0.4858068426408689,1.8873583200397215,1.4978161024189904,0.7936045246498118,2.2591489981758364
Q2,intervention_stage_bridge,release_high_decisive,raw_memory_release,0.14,52,1.494030885302371,0.028731363178891748,0.5961538461538461,5,4,1,-0.22797133623114663,0.15953574683785257,2.301893262373531,1.3344951384645183,0.579738061828502,1.6584039622843498
Q2,intervention_stage_bridge,inverse_low_decisive,inverse_toxic_memory,0.14,52,-1.057649737093127,-0.020339418021021675,0.5961538461538461,9,5,4,-1.512090803036295,-2.8181721680619676,1.527699679414634,1.7605224309688405,1.1524008643134733,-2.600935911862857
Q2,intervention_stage_bridge,release_high_all,raw_memory_release,0.18,81,3.176744694810746,0.039219070306305504,0.6172839506172839,8,6,2,-0.16889626976543626,-0.6184512621580036,2.0818891482021904,3.7951959569687497,1.8229577498139518,3.688537007172803
Q2,intervention_stage_bridge,release_high_decisive,raw_memory_release,0.18,67,2.7345874945660626,0.04081473872486661,0.6268656716417911,7,7,0,0.05080992860497091,0.4220129825322874,2.0789649739057503,2.312574512033775,1.112368193336679,3.964266322664426
Q2,intervention_stage_bridge,inverse_low_decisive,inverse_toxic_memory,0.18,67,-2.242678869874524,-0.03347281895335111,0.582089552238806,9,4,5,-1.7894376879028797,-3.8797700702502054,1.5410312973294722,1.6370912003756812,1.062334816439274,-4.498039770354562
Q2,intervention_stage_bridge,release_high_all,raw_memory_release,0.25,112,4.590854941883277,0.04098977626681498,0.6339285714285714,8,5,3,-0.21221547368809768,-0.26456871327495796,2.2256727451809213,4.855423655158235,2.1815532699815425,4.850756978141342
Q2,intervention_stage_bridge,release_high_decisive,raw_memory_release,0.25,93,4.212390542131504,0.04529452195840327,0.6129032258064516,8,5,3,-0.21221547368809768,-0.43785319870806405,2.1826175663754266,4.650243740839568,2.130581102470469,4.390031497780694
Q2,intervention_stage_bridge,inverse_low_decisive,inverse_toxic_memory,0.25,93,-5.170357050372299,-0.05559523710077741,0.5268817204301075,9,1,8,-2.9958532002723977,-4.642652391354417,2.1046614599662354,-0.527704659017882,-0.25073137369387083,-10.315373862601383
Q3,subjective_q_shadow,hold,none,0.0,0,0.0,0.0,,0,0,0,0.0,0.0,,0.0,,0.0
Q3,subjective_q_shadow,release_high_all,raw_memory_release,0.02,9,-0.17098160970215737,-0.01899795663357304,0.5555555555555556,4,2,2,-0.41960511306657067,-0.38584401492556814,0.659554268834846,0.21486240522341077,0.32576910707132856,-1.0635912889430907
Q3,subjective_q_shadow,release_high_decisive,raw_memory_release,0.02,7,-0.4549949367003958,-0.06499927667148511,0.42857142857142855,4,2,2,-0.6330440674622112,-0.257061078829403,0.6227384619696308,-0.19793385787099282,-0.317844279675543,-1.663658235711088
Q3,subjective_q_shadow,inverse_low_decisive,inverse_toxic_memory,0.02,7,0.7272626131652291,0.10389465902360416,0.8571428571428571,3,3,0,0.04852709693374185,0.04072975245359911,0.4762945704957373,0.68653286071163,1.441403919421278,1.6500746838344023
Q3,subjective_q_shadow,release_high_all,raw_memory_release,0.04,18,-0.31210753843533273,-0.01733930769085182,0.6111111111111112,7,2,5,-0.22582227697105361,-0.6917134340681091,0.7569418459362431,0.3796058956327764,0.5014994185758762,-3.042370330474769
Q3,subjective_q_shadow,release_high_decisive,raw_memory_release,0.04,14,-0.3721250300912047,-0.026580359292228906,0.5714285714285714,6,2,4,-0.26192867502115225,-0.7783480827643889,1.0629125496979193,0.40622305267318426,0.3821791856617303,-2.4881079914426176
Q3,subjective_q_shadow,inverse_low_decisive,inverse_toxic_memory,0.04,14,-0.1934175956932021,-0.013815542549514436,0.6428571428571429,5,3,2,-0.6369341050015433,-0.13736287254456703,0.7354338344572625,-0.05605472314863508,-0.07621994056066579,-1.2040494293213544
Q3,subjective_q_shadow,release_high_all,raw_memory_release,0.06,27,0.3912090063490579,0.014489222457372516,0.6666666666666666,7,4,3,-0.22582227697105361,-0.9069723305877543,1.1980591297539762,1.2981813369368123,1.0835703386387918,-0.619289191508807
Q3,subjective_q_shadow,release_high_decisive,raw_memory_release,0.06,21,0.20955018490010469,0.009978580233338318,0.6666666666666666,7,3,4,-0.22582227697105361,-0.7510372185663239,0.9603737419389676,0.9605874034664286,1.000222477477393,-1.568895765231155
Q3,subjective_q_shadow,inverse_low_decisive,inverse_toxic_memory,0.06,21,-0.5406912708999589,-0.02574720337618852,0.6190476190476191,5,2,3,-0.8226047803222094,-0.03819234219354903,0.7949693362157589,-0.5024989287064099,-0.6320985047026129,-2.4583368409285953
Q3,subjective_q_shadow,release_high_all,raw_memory_release,0.08,36,0.2497613535973247,0.006937815377703464,0.6388888888888888,7,4,3,-0.336050331294273,-0.7006699310911002,1.187268977545937,0.9504312846884249,0.8005189242398539,-0.9355610317037328
Q3,subjective_q_shadow,release_high_decisive,raw_memory_release,0.08,28,0.4617701615630544,0.0164917914843948,0.6785714285714286,7,4,3,-0.22582227697105361,-1.168980594824065,1.3743992763469295,1.6307507563871195,1.1865189282706528,-0.4224151115809649
Q3,subjective_q_shadow,inverse_low_decisive,inverse_toxic_memory,0.08,28,-1.045214474804454,-0.03732908838587336,0.5714285714285714,6,1,5,-0.565647942663841,-0.11331436975540045,0.9082253796112494,-0.9319001050490536,-1.0260670159293916,-4.494283623790762
Q3,subjective_q_shadow,release_high_all,raw_memory_release,0.1,45,0.49658801516645007,0.011035289225921112,0.6666666666666666,7,4,3,-0.22582227697105361,-1.7946866321200656,1.693893950316727,2.2912746472865155,1.3526671175949885,-0.16216283379526453
Q3,subjective_q_shadow,release_high_decisive,raw_memory_release,0.1,35,0.37332446971086103,0.010666413420310316,0.6571428571428571,7,4,3,-0.22582227697105361,-1.622410619190425,1.4843180518224837,1.9957350889012861,1.344546801442502,-0.3804742147588245
Q3,subjective_q_shadow,inverse_low_decisive,inverse_toxic_memory,0.1,35,0.04718682853287531,0.0013481951009392946,0.6571428571428571,7,3,4,-0.27138624269418243,-0.1054257337797549,0.9709385469499497,0.1526125623126302,0.157180454717797,-2.147021883258348
Q3,subjective_q_shadow,release_high_all,raw_memory_release,0.14,63,-0.8369679465425244,-0.01328520550067499,0.6190476190476191,8,4,4,-0.7293541017936598,-2.5576727210656665,1.7848092783614524,1.720704774523142,0.96408327510648,-2.4184160496404763
Q3,subjective_q_shadow,release_high_decisive,raw_memory_release,0.14,49,-0.29885416718222335,-0.006099064636371905,0.6530612244897959,7,3,4,-0.6048202055267655,-2.2701096331776736,1.7188107999599325,1.9712554659954502,1.1468717010862408,-1.7515725749214424
Q3,subjective_q_shadow,inverse_low_decisive,inverse_toxic_memory,0.14,49,0.1664127209145123,0.00339617797784719,0.6938775510204082,9,5,4,-0.4638128554454648,-0.12778241313120717,1.1324212608769648,0.2941951340457195,0.259793015381829,-1.9464313602852021
Q3,subjective_q_shadow,release_high_all,raw_memory_release,0.18,81,-1.7739540862024565,-0.021900667730894524,0.6172839506172839,8,4,4,-1.9069328592622463,-3.084895202199292,1.7045054993088304,1.3109411159968354,0.7691034828156414,-3.5182090795316356
Q3,subjective_q_shadow,release_high_decisive,raw_memory_release,0.18,62,-0.42845546840601006,-0.006910572071064679,0.6290322580645161,8,4,4,-0.6048202055267655,-3.162578341180951,1.351087998859313,2.734122872774941,2.0236452955568303,-1.4889734184299037
Q3,subjective_q_shadow,inverse_low_decisive,inverse_toxic_memory,0.18,62,0.2727123870439892,0.004398586887806278,0.6935483870967742,9,5,4,-0.4638128554454648,-0.08612819447250629,1.326226382129389,0.3588405815164955,0.2705726460819918,-1.8187467157362769
Q3,subjective_q_shadow,release_high_all,raw_memory_release,0.25,112,-2.2929120183437206,-0.02047242873521179,0.6339285714285714,10,5,5,-4.2549623349144925,-4.488828757861433,1.931453285835669,2.1959167395177124,1.1369245922857616,-4.339787792316969
Q3,subjective_q_shadow,release_high_decisive,raw_memory_release,0.25,87,-3.154447039832408,-0.036258011952096644,0.5977011494252874,9,5,4,-3.603987167746077,-4.642676659368913,2.2255560767732834,1.4882296195365052,0.6687001217665165,-4.87538755490551
Q3,subjective_q_shadow,inverse_low_decisive,inverse_toxic_memory,0.25,87,-0.14699248615457855,-0.0016895688063744661,0.6666666666666666,9,6,3,-1.2696690852866204,-0.283589557975062,1.4754177636105057,0.13659707182048347,0.09258196233602052,-1.7041636388078962
S1,objective_s1_toxic_watch,hold,none,0.0,0,0.0,0.0,,0,0,0,0.0,0.0,,0.0,,0.0
S1,objective_s1_toxic_watch,release_high_all,raw_memory_release,0.02,9,-1.629480774476998,-0.1810534193863331,0.5555555555555556,6,3,3,-0.9648355638984196,-0.21268041657159414,0.800128820360676,-1.4168003579054038,-1.7707153171494927,-4.08088616750074
S1,objective_s1_toxic_watch,release_high_decisive,raw_memory_release,0.02,7,-0.10346525860507752,-0.014780751229296788,0.7142857142857143,4,3,1,-0.7618551115596885,-0.1552928459100401,0.7561508986360845,0.05182758730496259,0.06854132871950185,-0.36706585952683124
S1,objective_s1_toxic_watch,inverse_low_decisive,inverse_toxic_memory,0.02,7,0.12882155250495322,0.018403078929279032,0.7142857142857143,1,1,0,0.12882155250495322,-0.26233423021737057,0.7133716278979125,0.39115578272232376,0.5483197921326644,0.7129751028910404
S1,objective_s1_toxic_watch,release_high_all,raw_memory_release,0.04,18,-1.0189716425383601,-0.056609535696575564,0.7222222222222222,7,4,3,-0.7618551115596885,-0.20259331370829037,1.1066182337736776,-0.8163783288300698,-0.7377235472129706,-3.000318739518864
S1,objective_s1_toxic_watch,release_high_decisive,raw_memory_release,0.04,14,-1.6286249715842134,-0.1163303551131581,0.6428571428571429,7,3,4,-0.7618551115596885,-0.10886974220008198,1.1901287232732392,-1.5197552293841314,-1.2769671042005546,-4.618516389810992
S1,objective_s1_toxic_watch,inverse_low_decisive,inverse_toxic_memory,0.04,14,-1.4644440725414587,-0.10460314803867563,0.7142857142857143,3,2,1,-1.9381896178939757,-0.4736975912373499,0.9982941675100738,-0.9907464813041088,-0.9924394167054083,-2.253013043130916
S1,objective_s1_toxic_watch,release_high_all,raw_memory_release,0.06,27,-1.9755755242973623,-0.07316946386286527,0.6666666666666666,8,2,6,-1.2384474389594267,-0.17285917892682504,1.337291760879954,-1.8027163453705373,-1.3480351843223264,-6.3526641314396555
S1,objective_s1_toxic_watch,release_high_decisive,raw_memory_release,0.06,21,-2.139284699457164,-0.10187069997415067,0.6666666666666666,7,2,5,-0.7618551115596885,-0.25804705793238425,1.1858742086413314,-1.88123764152478,-1.586372001192381,-5.93759705881974
S1,objective_s1_toxic_watch,inverse_low_decisive,inverse_toxic_memory,0.06,21,-1.6844848634185952,-0.080213564924695,0.7142857142857143,4,3,1,-2.451310063239805,-0.7732473360531829,1.0327223439123976,-0.9112375273654123,-0.8823644929703482,-2.427186163079431
S1,objective_s1_toxic_watch,release_high_all,raw_memory_release,0.08,36,-2.3618418780458863,-0.06560671883460795,0.6666666666666666,9,3,6,-1.2384474389594267,-0.5323515434294739,1.7888189898934548,-1.8294903346164124,-1.0227364227195397,-6.681902929641385
S1,objective_s1_toxic_watch,release_high_decisive,raw_memory_release,0.08,28,-2.411571187129788,-0.08612754239749243,0.6785714285714286,7,2,5,-1.2384474389594267,-0.5449214655653654,1.512690390090753,-1.8666497215644227,-1.2339932439528714,-6.129079038103974
S1,objective_s1_toxic_watch,inverse_low_decisive,inverse_toxic_memory,0.08,28,-2.1353242778431913,-0.07626158135154255,0.7142857142857143,5,3,2,-2.3928359851002456,-1.0537562277526553,1.226985665572762,-1.081568050090536,-0.8814838513909252,-3.57894860600568
S1,objective_s1_toxic_watch,release_high_all,raw_memory_release,0.1,45,-3.08498843279966,-0.06855529850665912,0.6888888888888889,9,3,6,-1.4382899680060737,-1.1013078271365926,1.9577453151114155,-1.9836806056630676,-1.0132475303868502,-7.438297676131506
S1,objective_s1_toxic_watch,release_high_decisive,raw_memory_release,0.1,35,-2.2918087212262193,-0.06548024917789198,0.6857142857142857,8,3,5,-1.2384474389594267,-0.9001356702079779,1.6113958975146176,-1.3916730510182413,-0.8636444049316049,-5.78918237466087
S1,objective_s1_toxic_watch,inverse_low_decisive,inverse_toxic_memory,0.1,35,-2.7190102256705213,-0.07768600644772918,0.7142857142857143,6,3,3,-2.3928359851002456,-1.5451202634271786,1.29274982455458,-1.1738899622433427,-0.9080565627984589,-4.8456456697603585
S1,objective_s1_toxic_watch,release_high_all,raw_memory_release,0.14,63,-2.603420176002833,-0.041324129777822745,0.7142857142857143,9,3,6,-1.6690479795002329,-1.3025609918984558,2.0755642522674616,-1.3008591841043773,-0.6267496574404992,-6.661885005579389
S1,objective_s1_toxic_watch,release_high_decisive,raw_memory_release,0.14,49,-3.5089453446882466,-0.07161112948343361,0.673469387755102,8,2,6,-1.2384474389594267,-1.0384388391778048,1.7646673622871991,-2.470506505510442,-1.3999842453641795,-8.093359451536664
S1,objective_s1_toxic_watch,inverse_low_decisive,inverse_toxic_memory,0.14,49,-3.7647664066362547,-0.07683196748237255,0.673469387755102,9,4,5,-2.7379754202731665,-2.2017834980133326,1.5340713056570892,-1.562982908622922,-1.018846322761672,-7.350695849897915
S1,objective_s1_toxic_watch,release_high_all,raw_memory_release,0.18,81,-3.5005421901493636,-0.04321657024875757,0.6790123456790124,9,4,5,-3.0217553042513208,-0.5267045553240803,1.8985406121872817,-2.9738376348252835,-1.5663808378579627,-7.616463475329034
S1,objective_s1_toxic_watch,release_high_decisive,raw_memory_release,0.18,63,-3.840247475456474,-0.060956309134229746,0.6984126984126984,8,3,5,-2.4407573179184707,-2.130835886768443,2.3919362745015165,-1.709411588688031,-0.714655991010578,-7.3967958010586505
S1,objective_s1_toxic_watch,inverse_low_decisive,inverse_toxic_memory,0.18,63,-5.85155471775139,-0.09288182091668873,0.6349206349206349,9,3,6,-2.7379754202731665,-2.650397539783489,1.91890489342009,-3.201157177967901,-1.668220863339629,-10.72808572634937
S1,objective_s1_toxic_watch,release_high_all,raw_memory_release,0.25,112,-5.237026503600518,-0.04675916521071891,0.6607142857142857,9,5,4,-4.799361120706629,-1.3802075822882978,2.219072110601201,-3.85681892131222,-1.7380322626231888,-9.011321489661679
S1,objective_s1_toxic_watch,release_high_decisive,raw_memory_release,0.25,87,-5.858702879344744,-0.06734141240626142,0.6666666666666666,9,3,6,-3.9629907424096134,-1.821390414282536,2.1968426864297075,-4.037312465062207,-1.837779505105856,-11.004119186551243
S1,objective_s1_toxic_watch,inverse_low_decisive,inverse_toxic_memory,0.25,87,-7.178099209502811,-0.08250688746554956,0.632183908045977,9,3,6,-2.7379754202731665,-3.844256678599665,2.177594071719122,-3.333842530903146,-1.5309752052508177,-12.068355055800929
S2,intervention_stage_bridge,hold,none,0.0,0,0.0,0.0,,0,0,0,0.0,0.0,,0.0,,0.0
S2,intervention_stage_bridge,release_high_all,raw_memory_release,0.02,9,-0.07867269927886367,-0.008741411030984851,0.7777777777777778,6,4,2,-1.2052120310360057,0.10773778361912234,0.7816171653732062,-0.186410482897986,-0.23849333299759198,-1.093405621858889
S2,intervention_stage_bridge,release_high_decisive,raw_memory_release,0.02,7,-0.3101542410118372,-0.044307748715976744,0.7142857142857143,5,3,2,-1.2052120310360057,0.20559480192544788,0.7505471247241736,-0.5157490429372851,-0.6871641046214427,-1.545168917674454
S2,intervention_stage_bridge,inverse_low_decisive,inverse_toxic_memory,0.02,7,-0.0075788798241606115,-0.0010826971177372302,0.5714285714285714,2,1,1,-0.013924050387830872,-0.4725024793705497,0.6268403982002432,0.46492359954638907,0.7416937403544147,-0.08404876617507528
S2,intervention_stage_bridge,release_high_all,raw_memory_release,0.04,18,-1.3784148008383041,-0.07657860004657245,0.6111111111111112,7,4,3,-1.4581953556104383,-0.07698975884915021,1.097118025324235,-1.301425041989154,-1.1862215476812894,-3.650531067415753
S2,intervention_stage_bridge,release_high_decisive,raw_memory_release,0.04,15,-0.7395167593577685,-0.0493011172905179,0.6666666666666666,7,4,3,-1.2052120310360057,0.09000929489223203,1.1775029409803155,-0.8295260542500005,-0.7044789659373495,-2.7459370354869055
S2,intervention_stage_bridge,inverse_low_decisive,inverse_toxic_memory,0.04,15,-3.3727961662854224,-0.2248530777523615,0.4,5,0,5,-0.9294967844761869,-1.0761308613281668,1.0510430230656265,-2.296665304957256,-2.1851296802850797,-7.548821693829615
S2,intervention_stage_bridge,release_high_all,raw_memory_release,0.06,27,-2.55657602304839,-0.09468800085364408,0.6296296296296297,7,4,3,-3.1983411008067115,-0.0812332355493936,1.4070594879781193,-2.4753427874989966,-1.759231083439089,-5.286210261171092
S2,intervention_stage_bridge,release_high_decisive,raw_memory_release,0.06,22,-0.668407828841472,-0.030382174038248725,0.6818181818181818,7,4,3,-1.4581953556104383,0.028344030873516182,1.5426621237408256,-0.6967518597149882,-0.45165551742816096,-2.5768553993325103
S2,intervention_stage_bridge,inverse_low_decisive,inverse_toxic_memory,0.06,22,-2.281048463232766,-0.10368402105603482,0.5909090909090909,5,0,5,-0.7497031255553996,-1.6427926600845155,1.2546406085388604,-0.6382558031482506,-0.5087160409159367,-5.5288138669058835
