variant,family,file,basename,source_id,source_family,gate,q2_scale,s1_scale,move_l1,move_l2,changed_cells_1e12,changed_rows_1e12,non_q2s1_l1,all_cos_e323_bad_vs_e247,all_cos_e323_bad_vs_e365,q2_cos_e323_bad_vs_e247,q2_cos_e323_bad_vs_e365,s1_cos_e323_bad_vs_e247,s1_cos_e323_bad_vs_e365,q2_transfer_abs_spearman,s1_transfer_abs_spearman,q2_benefit_abs_wmean,s1_benefit_abs_wmean,q2_danger_abs_wmean,s1_danger_abs_wmean,q2_base_action_abs_spearman,s1_base_action_abs_spearman,q2_benefit_minus_danger,s1_benefit_minus_danger,l1_Q1,signed_sum_Q1,changed_Q1,l1_Q2,signed_sum_Q2,changed_Q2,l1_Q3,signed_sum_Q3,changed_Q3,l1_S1,signed_sum_S1,changed_S1,l1_S2,signed_sum_S2,changed_S2,l1_S3,signed_sum_S3,changed_S3,l1_S4,signed_sum_S4,changed_S4,q2_weight_nonzero,s1_weight_nonzero,q2_weight_mean,s1_weight_mean
h002_e368_minus_e365_benefit_top35_q21p08_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_top35_q21p08_s10p75_baa7a9c5.csv,submission_h002_e368_minus_e365_benefit_top35_q21p08_s10p75_baa7a9c5.csv,e368_minus_e365,e368_base_action,benefit_top35,1.08,0.75,0.061412742816469926,0.017797043757956463,82.0,73.0,0.0,-0.03388528671927006,-0.04172158574439829,0.003451266641619821,0.30053190600168284,-0.08154985810373415,-0.11867077194995108,0.3899538182380688,0.5421862818361334,0.8250562389837377,0.8864580518731682,0.5728547106090884,0.5943561292251323,0.7098486250634973,0.47426717157822845,0.25220152837464926,0.2921019226480359,0.0,0.0,0.0,0.020540498558126088,0.00761081372061079,19.0,0.0,0.0,0.0,0.040872244258343834,-0.004641674922926171,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,0.352,0.352
h002_e368_minus_e365_benefit_top35_q21p08_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_top35_q21p08_s11p0_bf90a8d4.csv,submission_h002_e368_minus_e365_benefit_top35_q21p08_s11p0_bf90a8d4.csv,e368_minus_e365,e368_base_action,benefit_top35,1.08,1.0,0.07503682423591787,0.0224808359761482,82.0,73.0,0.0,-0.03576723043228584,-0.04596363242611448,0.003451266641619821,0.30053190600168284,-0.08154985810475278,-0.1186707719514257,0.3899538182380688,0.5421862818361334,0.8250562389837377,0.8864580518731682,0.5728547106090884,0.5943561292251323,0.7098486250634973,0.47426717157822845,0.25220152837464926,0.2921019226480359,0.0,0.0,0.0,0.020540498558126088,0.00761081372061079,19.0,0.0,0.0,0.0,0.05449632567779178,-0.006188899897234895,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,0.352,0.352
h002_e368_minus_e365_benefit_top35_q21p08_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_top35_q21p08_s11p15_59eb45ed.csv,submission_h002_e368_minus_e365_benefit_top35_q21p08_s11p15_59eb45ed.csv,e368_minus_e365,e368_base_action,benefit_top35,1.08,1.15,0.08321127308758663,0.025386066247819836,82.0,73.0,0.0,-0.03642505371836566,-0.047576054762739954,0.003451266641619821,0.30053190600168284,-0.08154985810515136,-0.1186707719520027,0.3899538182380688,0.5421862818361334,0.8250562389837377,0.8864580518731681,0.5728547106090884,0.5943561292251323,0.7098486250634973,0.47426717157822845,0.25220152837464926,0.2921019226480358,0.0,0.0,0.0,0.020540498558126088,0.00761081372061079,19.0,0.0,0.0,0.0,0.06267077452946054,-0.007117234881820127,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,0.352,0.352
h002_e368_minus_e365_benefit_transfer_soft_q20p0_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p0_s10p5_773b297a.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p0_s10p5_773b297a.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.0,0.5,0.03196387749552928,0.009698155145345753,160.0,160.0,0.0,-0.043828120084453734,-0.0518941062695713,0.0,0.0,-0.09230417926129918,-0.10994623737680678,,0.2989368932213789,0.0,0.7698661738646944,0.0,0.5773577482080023,,0.9841531595398448,0.0,0.19250842565669202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03196387749552927,-0.0031198974084960503,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p0_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p0_s10p75_2f27751a.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p0_s10p75_2f27751a.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.0,0.75,0.047945816243293915,0.014547232718018631,160.0,160.0,0.0,-0.043828120085010296,-0.05189410627022297,0.0,0.0,-0.09230417926376783,-0.10994623737973197,,0.2989368932213789,0.0,0.7698661738646942,0.0,0.5773577482080023,,0.9841531595398448,0.0,0.1925084256566919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047945816243293915,-0.004679846112744077,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p0_s11p0_5b8bc6ac.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p0_s11p0_5b8bc6ac.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.0,1.0,0.06392775499105856,0.019396310290691506,160.0,160.0,0.0,-0.04382812008528861,-0.051894106270548815,0.0,0.0,-0.09230417926500221,-0.1099462373811946,,0.2989368932213789,0.0,0.7698661738646944,0.0,0.5773577482080023,,0.9841531595398448,0.0,0.19250842565669202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06392775499105854,-0.006239794816992101,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p0_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p0_s11p15_d729cabe.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p0_s11p15_d729cabe.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.0,1.15,0.07351691823971734,0.02230575683429523,160.0,160.0,0.0,-0.0438281200853975,-0.05189410627067632,0.0,0.0,-0.09230417926548519,-0.10994623738176691,,0.2989368932213789,0.0,0.7698661738646941,0.0,0.5773577482080022,,0.9841531595398448,0.0,0.1925084256566919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07351691823971733,-0.00717576403954092,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p25_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p25_s10p0_4a59a6f5.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p25_s10p0_4a59a6f5.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.25,0.0,0.011919628713870383,0.004800374530902159,34.0,34.0,0.0,-1.9406473116006973e-11,0.027478482300708356,-0.024525443563167357,0.5478857405808306,0.0,0.0,0.43240820097023214,,0.5970104640609954,0.0,0.6896203219373883,0.0,0.9997187805893709,,-0.09260985787639286,0.0,0.0,0.0,0.0,0.011919628713870381,0.00898966947710275,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p25_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p25_s10p5_78a61ee3.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p25_s10p5_78a61ee3.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.25,0.5,0.04388350620939966,0.010821174098041784,194.0,168.0,0.0,-0.03927964789695357,-0.03431883488602049,-0.024525443563167357,0.5478857405808306,-0.09230417926129918,-0.10994623737680678,0.43240820097023214,0.2989368932213789,0.5970104640609954,0.7698661738646944,0.6896203219373883,0.5773577482080023,0.9997187805893709,0.9841531595398448,-0.09260985787639286,0.19250842565669202,0.0,0.0,0.0,0.011919628713870381,0.00898966947710275,34.0,0.0,0.0,0.0,0.03196387749552927,-0.0031198974084960503,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p25_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p25_s10p75_6c7ea11e.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p25_s10p75_6c7ea11e.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.25,0.75,0.059865444957164296,0.015318798105240693,194.0,168.0,0.0,-0.04162061920156547,-0.04066955055718648,-0.024525443563167357,0.5478857405808306,-0.09230417926376783,-0.10994623737973197,0.43240820097023214,0.2989368932213789,0.5970104640609954,0.7698661738646942,0.6896203219373883,0.5773577482080023,0.9997187805893709,0.9841531595398448,-0.09260985787639286,0.1925084256566919,0.0,0.0,0.0,0.011919628713870381,0.00898966947710275,34.0,0.0,0.0,0.0,0.047945816243293915,-0.004679846112744077,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p25_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p25_s11p0_6aa21bff.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p25_s11p0_6aa21bff.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.25,1.0,0.07584738370492894,0.0199815026594528,194.0,168.0,0.0,-0.04254453887748097,-0.04377284310380281,-0.024525443563167357,0.5478857405808306,-0.09230417926500221,-0.1099462373811946,0.43240820097023214,0.2989368932213789,0.5970104640609954,0.7698661738646944,0.6896203219373883,0.5773577482080023,0.9997187805893709,0.9841531595398448,-0.09260985787639286,0.19250842565669202,0.0,0.0,0.0,0.011919628713870381,0.00898966947710275,34.0,0.0,0.0,0.0,0.06392775499105854,-0.006239794816992101,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p25_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p25_s11p15_57832183.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p25_s11p15_57832183.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.25,1.15,0.08543654695358771,0.022816449846276315,194.0,168.0,0.0,-0.04284712984751382,-0.04495135377875172,-0.024525443563167357,0.5478857405808306,-0.09230417926548519,-0.10994623738176691,0.43240820097023214,0.2989368932213789,0.5970104640609954,0.7698661738646941,0.6896203219373883,0.5773577482080022,0.9997187805893709,0.9841531595398448,-0.09260985787639286,0.1925084256566919,0.0,0.0,0.0,0.011919628713870381,0.00898966947710275,34.0,0.0,0.0,0.0,0.07351691823971733,-0.00717576403954092,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p5_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p5_s10p0_0b7723d4.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p5_s10p0_0b7723d4.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.5,0.0,0.023839257427740766,0.009600749061804317,34.0,34.0,0.0,-1.9406473116753817e-11,0.02747848230175407,-0.025779223754985314,0.5478857409965566,0.0,0.0,0.43240820097023214,,0.5970104640609954,0.0,0.6896203219373883,0.0,0.9997187805893709,,-0.09260985787639286,0.0,0.0,0.0,0.0,0.023839257427740762,0.0179793389542055,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p5_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p5_s10p5_81f414e5.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p5_s10p5_81f414e5.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.5,0.5,0.05580313492327005,0.013646559851146838,194.0,168.0,0.0,-0.03114718384231889,-0.017547505244362046,-0.025779223754985314,0.5478857409965566,-0.09230417926129918,-0.10994623737680678,0.43240820097023214,0.2989368932213789,0.5970104640609954,0.7698661738646944,0.6896203219373883,0.5773577482080023,0.9997187805893709,0.9841531595398448,-0.09260985787639286,0.19250842565669202,0.0,0.0,0.0,0.023839257427740762,0.0179793389542055,34.0,0.0,0.0,0.0,0.03196387749552927,-0.0031198974084960503,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p5_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p5_s10p75_fa4b7e3b.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p5_s10p75_fa4b7e3b.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.5,0.75,0.07178507367103468,0.01742975508433576,194.0,168.0,0.0,-0.036579852073303186,-0.028176048662217533,-0.025779223754985314,0.5478857409965566,-0.09230417926376783,-0.10994623737973197,0.43240820097023214,0.2989368932213789,0.5970104640609954,0.7698661738646942,0.6896203219373883,0.5773577482080023,0.9997187805893709,0.9841531595398448,-0.09260985787639286,0.1925084256566919,0.0,0.0,0.0,0.023839257427740762,0.0179793389542055,34.0,0.0,0.0,0.0,0.047945816243293915,-0.004679846112744077,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p5_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p5_s11p0_2dad02b6.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p5_s11p0_2dad02b6.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.5,1.0,0.08776701241879932,0.02164234819608357,194.0,168.0,0.0,-0.03927964789762415,-0.03431883488659986,-0.025779223754985314,0.5478857409965566,-0.09230417926500221,-0.1099462373811946,0.43240820097023214,0.2989368932213789,0.5970104640609954,0.7698661738646944,0.6896203219373883,0.5773577482080023,0.9997187805893709,0.9841531595398448,-0.09260985787639286,0.19250842565669202,0.0,0.0,0.0,0.023839257427740762,0.0179793389542055,34.0,0.0,0.0,0.0,0.06392775499105854,-0.006239794816992101,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p5_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p5_s11p15_1fb706a5.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p5_s11p15_1fb706a5.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.5,1.15,0.0973561756674581,0.02428417531023948,194.0,168.0,0.0,-0.0402574671294103,-0.036802703448078095,-0.025779223754985314,0.5478857409965566,-0.09230417926548519,-0.10994623738176691,0.43240820097023214,0.2989368932213789,0.5970104640609954,0.7698661738646941,0.6896203219373883,0.5773577482080022,0.9997187805893709,0.9841531595398448,-0.09260985787639286,0.1925084256566919,0.0,0.0,0.0,0.023839257427740762,0.0179793389542055,34.0,0.0,0.0,0.0,0.07351691823971733,-0.00717576403954092,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p75_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p75_s10p0_51ac78aa.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p75_s10p0_51ac78aa.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.75,0.0,0.03575888614161114,0.014401123592706476,34.0,34.0,0.0,-1.9406473117002756e-11,0.027478482302102633,-0.026226131114889306,0.547885741135132,0.0,0.0,0.43240820097023214,,0.5970104640609953,0.0,0.689620321937388,0.0,0.9997187805893709,,-0.09260985787639264,0.0,0.0,0.0,0.0,0.03575888614161115,0.026969008431308245,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p75_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p75_s10p5_d8446cd1.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p75_s10p5_d8446cd1.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.75,0.5,0.06772276363714042,0.017362216850264352,194.0,168.0,0.0,-0.02448143069863961,-0.006194835307785262,-0.026226131114889306,0.547885741135132,-0.09230417926129918,-0.10994623737680678,0.43240820097023214,0.2989368932213789,0.5970104640609953,0.7698661738646944,0.689620321937388,0.5773577482080023,0.9997187805893709,0.9841531595398448,-0.09260985787639264,0.19250842565669202,0.0,0.0,0.0,0.03575888614161115,0.026969008431308245,34.0,0.0,0.0,0.0,0.03196387749552927,-0.0031198974084960503,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p75_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p75_s10p75_65c1d52f.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p75_s10p75_65c1d52f.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.75,0.75,0.08370470238490506,0.020469839776720254,194.0,168.0,0.0,-0.031147183842599985,-0.017547505244518653,-0.026226131114889306,0.547885741135132,-0.09230417926376783,-0.10994623737973197,0.43240820097023214,0.2989368932213789,0.5970104640609953,0.7698661738646942,0.689620321937388,0.5773577482080023,0.9997187805893709,0.9841531595398448,-0.09260985787639264,0.1925084256566919,0.0,0.0,0.0,0.03575888614161115,0.026969008431308245,34.0,0.0,0.0,0.0,0.047945816243293915,-0.004679846112744077,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p75_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p75_s11p0_30b027f4.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p75_s11p0_30b027f4.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.75,1.0,0.0996866411326697,0.024158005166511416,194.0,168.0,0.0,-0.03518932176126254,-0.025284917504510902,-0.026226131114889306,0.547885741135132,-0.09230417926500221,-0.1099462373811946,0.43240820097023214,0.2989368932213789,0.5970104640609953,0.7698661738646944,0.689620321937388,0.5773577482080023,0.9997187805893709,0.9841531595398448,-0.09260985787639264,0.19250842565669202,0.0,0.0,0.0,0.03575888614161115,0.026969008431308245,34.0,0.0,0.0,0.0,0.06392775499105854,-0.006239794816992101,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q20p75_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q20p75_s11p15_49e9d645.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q20p75_s11p15_49e9d645.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,0.75,1.15,0.10927580438132847,0.026550690173385613,194.0,168.0,0.0,-0.036820865409788704,-0.028692899915508968,-0.026226131114889306,0.547885741135132,-0.09230417926548519,-0.10994623738176691,0.43240820097023214,0.2989368932213789,0.5970104640609953,0.7698661738646941,0.689620321937388,0.5773577482080022,0.9997187805893709,0.9841531595398448,-0.09260985787639264,0.1925084256566919,0.0,0.0,0.0,0.03575888614161115,0.026969008431308245,34.0,0.0,0.0,0.0,0.07351691823971733,-0.00717576403954092,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q21p0_s10p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q21p0_s10p0_8cb174d8.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q21p0_s10p0_8cb174d8.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,1.0,0.0,0.04767851485548153,0.019201498123608635,34.0,34.0,0.0,-1.9406473117127234e-11,0.027478482302276928,-0.02645544627507894,0.5478857412044197,0.0,0.0,0.43240820097023214,,0.5970104640609954,0.0,0.6896203219373883,0.0,0.9997187805893709,,-0.09260985787639286,0.0,0.0,0.0,0.0,0.047678514855481524,0.035958677908411,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q21p0_s10p5,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q21p0_s10p5_a4edbf6a.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q21p0_s10p5_a4edbf6a.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,1.0,0.5,0.07964239235101081,0.021511665286865687,194.0,168.0,0.0,-0.01975913547469175,0.0011319873334471686,-0.02645544627507894,0.5478857412044197,-0.09230417926129918,-0.10994623737680678,0.43240820097023214,0.2989368932213789,0.5970104640609954,0.7698661738646944,0.6896203219373883,0.5773577482080023,0.9997187805893709,0.9841531595398448,-0.09260985787639286,0.19250842565669202,0.0,0.0,0.0,0.047678514855481524,0.035958677908411,34.0,0.0,0.0,0.0,0.03196387749552927,-0.0031198974084960503,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q21p0_s10p75,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q21p0_s10p75_832066b1.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q21p0_s10p75_832066b1.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,1.0,0.75,0.09562433109877545,0.024089821708413235,194.0,168.0,0.0,-0.026466690811011225,-0.009435006078348622,-0.02645544627507894,0.5478857412044197,-0.09230417926376783,-0.10994623737973197,0.43240820097023214,0.2989368932213789,0.5970104640609954,0.7698661738646942,0.6896203219373883,0.5773577482080023,0.9997187805893709,0.9841531595398448,-0.09260985787639286,0.1925084256566919,0.0,0.0,0.0,0.047678514855481524,0.035958677908411,34.0,0.0,0.0,0.0,0.047945816243293915,-0.004679846112744077,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q21p0_s11p0,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q21p0_s11p0_62912f8e.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q21p0_s11p0_62912f8e.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,1.0,1.0,0.1116062698465401,0.027293119702293676,194.0,168.0,0.0,-0.031147183842740536,-0.017547505244596945,-0.02645544627507894,0.5478857412044197,-0.09230417926500221,-0.1099462373811946,0.43240820097023214,0.2989368932213789,0.5970104640609954,0.7698661738646944,0.6896203219373883,0.5773577482080023,0.9997187805893709,0.9841531595398448,-0.09260985787639286,0.19250842565669202,0.0,0.0,0.0,0.047678514855481524,0.035958677908411,34.0,0.0,0.0,0.0,0.06392775499105854,-0.006239794816992101,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
h002_e368_minus_e365_benefit_transfer_soft_q21p0_s11p15,h002_e247locked_q2s1_action_benefit,hitl/h002_e247locked_q2s1_action_benefit_selector/submission_h002_e368_minus_e365_benefit_transfer_soft_q21p0_s11p15_f839d6f6.csv,submission_h002_e368_minus_e365_benefit_transfer_soft_q21p0_s11p15_f839d6f6.csv,e368_minus_e365,e368_base_action,benefit_transfer_soft,1.0,1.15,0.12119543309519887,0.029432028780592992,194.0,168.0,0.0,-0.033216174012113894,-0.021402170198217895,-0.02645544627507894,0.5478857412044197,-0.09230417926548519,-0.10994623738176691,0.43240820097023214,0.2989368932213789,0.5970104640609954,0.7698661738646941,0.6896203219373883,0.5773577482080022,0.9997187805893709,0.9841531595398448,-0.09260985787639286,0.1925084256566919,0.0,0.0,0.0,0.047678514855481524,0.035958677908411,34.0,0.0,0.0,0.0,0.07351691823971733,-0.00717576403954092,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,250.0,0.48513070330716557,0.4914511299592574
