candidate_id,spec_name,target_group,value_modes,novelty_bonus,alpha,cap,selected_routes,selected_cells,changed_cells_vs_h057,changed_rows_vs_h057,q2_cells,posterior_delta_vs_h057,hard_delta_vs_h057,source_proxy_delta_vs_h057,responsibility_weighted_delta_vs_h057,max_positive_bad_cosine,source_agree_rate,h082_ratio,mean_bad_same_rank,mean_abs_prob_move_vs_h057,max_abs_prob_move_vs_h057,selected_subjects,selected_rows,route_templates,h087_score,file,resolved_path,Q1_changed_vs_h057,Q2_changed_vs_h057,Q3_changed_vs_h057,S1_changed_vs_h057,S2_changed_vs_h057,S3_changed_vs_h057,S4_changed_vs_h057,bad_cos_submission_h010_objectiv,bad_cos_submission_e216_maskfam,bad_cos_submission_e323_5508f966,bad_cos_submission_jepa_latent_q,bad_cos_submission_jepa_latent_r,bad_cos_submission_lejepa_target,bad_cos_submission_ordinal_q_con,path,rows,keys_match,duplicate_keys,nan_cells,min_prob,max_prob,changed_cells_vs_h057_validation,upload_safe,profile,h090_novelty,h090_score,mean_white_state_score,mean_decoder_head_score,mean_action_h088_overlap,mean_action_h087_overlap,decoder_head_mix
h090_white_objective_body_c500_r140_bbad0767,white_objective_body_c500_r140,objective,h085_hard_bridge,unseen_sensor_body_objective_head,1.2,2.0,1,2,2,1,0,-2.7233188879243513e-07,-3.485720266127907e-07,-1.7175624416116005e-09,-2.708215113736333e-07,0.0,1.0,1.0,0.48628571428571427,1.3160117116527203e-05,0.017935903004455023,1,87,s14_edge:1,0.2904086405955587,submission_h090_white_objective_body_c500_r140_bbad0767.csv,/Users/kbsoo/Downloads/cl2/hitl/h090_lifestyle_white_space_hsjepa/submission_h090_white_objective_body_c500_r140_bbad0767.csv,0,0,0,1,0,0,1,-0.0004411916323149775,-0.0009914954431925525,-0.0005095490155906104,-0.005458104963725687,-0.007622304030200962,-0.0004670379141694992,-0.012143904831905009,/Users/kbsoo/Downloads/cl2/hitl/h090_lifestyle_white_space_hsjepa/submission_h090_white_objective_body_c500_r140_bbad0767.csv,250,True,0,0,4.939277944527429e-06,0.9999967514907456,2,True,objective_body,unseen_sensor_body_objective_head,0.4181230758004675,0.5894417709714043,0.6464733483651202,0.0,0.0,objective_body:1
h090_white_private_stable_c580_r150_q55_6e704606,white_private_stable_c580_r150_q55,all,"h085_hard_bridge,hard_binary_edge,triad_consensus",unseen_routine_rows_private_head,1.16,2.05,6,29,29,6,4,-1.1462219103229781e-05,-7.278504469393593e-06,-5.3742921614238606e-08,-1.65738934695894e-05,0.0,0.4827586206896552,0.3103448275862069,0.5933891625615764,0.00013433839288889821,0.027403963766748363,4,"56,87,103,104,158,205",full_state:2;q2_s3_tail:1;q3_s_stage:2;q_subjective:1,0.12396313489855211,submission_h090_white_private_stable_c580_r150_q55_6e704606.csv,/Users/kbsoo/Downloads/cl2/hitl/h090_lifestyle_white_space_hsjepa/submission_h090_white_private_stable_c580_r150_q55_6e704606.csv,3,4,5,4,4,5,4,-0.032257022956410426,-0.03979009630080729,-0.040774485607979825,-0.07270479240505694,-0.04960130999689195,-0.02746564672680818,-0.0060374305896234775,/Users/kbsoo/Downloads/cl2/hitl/h090_lifestyle_white_space_hsjepa/submission_h090_white_private_stable_c580_r150_q55_6e704606.csv,250,True,0,0,4.939277944527429e-06,0.999999,29,True,private_stable,unseen_routine_rows_private_head,0.4088635875359115,0.6734748033236473,0.7066300688041,0.13809523809523808,0.06666666666666667,private_stable:6
h090_white_public_transition_c520_r145_q85_39fde12a,white_public_transition_c520_r145_q85,all,"h085_q,source_mean",unseen_volatile_rows_public_head,1.26,2.25,5,21,8,5,5,-2.1233730517328908e-05,4.849475404862846e-05,-3.143671298216591e-08,-2.4414712341184666e-05,0.0,0.38095238095238093,0.14285714285714285,0.6662585034013606,0.00022374978449659068,0.09942741186624149,3,"44,50,56,121,194",full_state:2;q2_hardtail:1;q_subjective:2,0.07211374702087861,submission_h090_white_public_transition_c520_r145_q85_39fde12a.csv,/Users/kbsoo/Downloads/cl2/hitl/h090_lifestyle_white_space_hsjepa/submission_h090_white_public_transition_c520_r145_q85_39fde12a.csv,1,5,1,0,0,1,0,-0.03779708132792416,-0.04064753620046056,-0.04046216371664857,-0.03254151152798193,-0.030425123307996686,-0.019841811731357798,-0.03974570613811726,/Users/kbsoo/Downloads/cl2/hitl/h090_lifestyle_white_space_hsjepa/submission_h090_white_public_transition_c520_r145_q85_39fde12a.csv,250,True,0,0,4.939277944527429e-06,0.9999967514907456,8,True,public_transition,unseen_volatile_rows_public_head,0.40012633905666045,0.6359700988770651,0.7363242475540106,0.02857142857142857,0.06666666666666667,public_transition:5
h090_white_mixed_c760_r175_q105_6748b5dc,white_mixed_c760_r175_q105,all,"h085_hard_bridge,h085_q,hard_binary_edge,source_mean,triad_consensus",new_lifestyle_supported_action_space,1.22,2.2,17,76,49,17,15,-7.850057137486761e-05,0.0001409726514699221,-1.1876768352422255e-07,-0.00010336453120767653,0.0,0.40789473684210525,0.3157894736842105,0.6281842105263159,0.000692018223900793,0.12376925480569201,7,"10,44,50,56,87,91,102,103,104,110,121,136,150,158,168,203,226",full_state:6;q2_hardtail:1;q2_s3_tail:1;q3_s_stage:2;q_subjective:7,0.12257362155296714,submission_h090_white_mixed_c760_r175_q105_6748b5dc.csv,/Users/kbsoo/Downloads/cl2/hitl/h090_lifestyle_white_space_hsjepa/submission_h090_white_mixed_c760_r175_q105_6748b5dc.csv,5,15,7,5,5,6,6,-0.08712768308852774,-0.09520518171175661,-0.09663236020350997,-0.10624641920299031,-0.09161599680665648,-0.06662319725255988,-0.07653410504409854,/Users/kbsoo/Downloads/cl2/hitl/h090_lifestyle_white_space_hsjepa/submission_h090_white_mixed_c760_r175_q105_6748b5dc.csv,250,True,0,0,4.939277944527429e-06,0.999999,49,True,mixed,new_lifestyle_supported_action_space,0.3982308822899469,0.6615238638854715,0.7061294230576791,0.0991596638655462,0.07114845938375351,calendar_q2:2;private_stable:5;public_transition:10
h090_white_calendar_q2_c420_r135_q120_3cc69248,white_calendar_q2_c420_r135_q120,all,"h085_hard_bridge,h085_q,q061,q_source_bridge,source_mean",unseen_calendar_cashflow_q2_head,1.28,2.3,19,68,66,19,19,-9.399698471784051e-05,0.00019409627833046926,-9.719869668965378e-08,-0.0001204858345072737,0.0,0.3382352941176471,0.29411764705882354,0.6346890756302521,0.0008920260788534878,0.129375364134864,7,"10,27,31,44,50,56,91,98,102,103,110,149,150,152,158,168,203,225,226",full_state:5;q2_hardtail:4;q2_s3_tail:1;q_subjective:9,0.10523969523416761,submission_h090_white_calendar_q2_c420_r135_q120_3cc69248.csv,/Users/kbsoo/Downloads/cl2/hitl/h090_lifestyle_white_space_hsjepa/submission_h090_white_calendar_q2_c420_r135_q120_3cc69248.csv,13,19,13,5,5,6,5,-0.09895690201350593,-0.10599511197767189,-0.10846829014015497,-0.10097741499780447,-0.09271917266871536,-0.07790325337048454,-0.09067849278805855,/Users/kbsoo/Downloads/cl2/hitl/h090_lifestyle_white_space_hsjepa/submission_h090_white_calendar_q2_c420_r135_q120_3cc69248.csv,250,True,0,0,4.939277944527429e-06,0.999999,66,True,calendar_q2,unseen_calendar_cashflow_q2_head,0.38659197082843094,0.6277273032875893,0.6569907001779296,0.05263157894736842,0.042606516290726815,calendar_q2:19
