kind,label,beta,changed_cells_vs_h136,route,h098,curv_marg,h088,margin,badw,badmax,delta_route,delta_h098,delta_curv_marg,delta_h088,delta_margin,h137_linear_stability
linear_tail,tail_beta_-0.5,-0.5,3,-0.0007600858045290314,-2.8444711714682822e-05,4.4625860949917655e-05,-0.06118296120274278,0.15894372941858081,0.0,0.0,2.2077930591228763e-06,-1.0866834731574878e-06,3.0994575090162457e-07,0.0009497032165274727,-0.0004973210297117558,-0.0007680594751588625
linear_tail,tail_beta_-0.25,-0.25,3,-0.0007599987202415356,-2.7850323448605193e-05,4.4640295897033526e-05,-0.0617209350383296,0.15936030862685965,0.0,0.0,2.2948773466186564e-06,-4.922952070798587e-07,3.2438069801749535e-07,0.0004117293809406536,-8.074182143291697e-05,-0.00014406150561556202
linear_tail,tail_beta_0.25,0.25,3,-0.0007597036778434627,-2.6225155149767654e-05,4.482652812814059e-05,-0.06241237609379451,0.15917728079615415,0.0,0.0,2.589919744691539e-06,1.13287309175768e-06,5.106129291245626e-07,-0.0002797116745242578,-0.0002637696521384236,0.0018002794972549045
linear_tail,tail_beta_0.5,0.5,3,-0.0007594957197328858,-2.5194375117008286e-05,4.4998208544161844e-05,-0.06255676606387157,0.1585668822908495,0.0,0.0,2.7978778552684245e-06,2.1636531245170475e-06,6.822933451458135e-07,-0.0004241016446013199,-0.0008741681574430671,0.0020232909983500355
linear_tail,tail_beta_0.75,0.75,3,-0.0007592876897049115,-2.4163586227876144e-05,4.512850908387246e-05,-0.06256515293653214,0.15761448454845317,0.0,0.0,3.0059078832426946e-06,3.19444201364919e-06,8.125938848564315e-07,-0.0004324885172618878,-0.0018265658998393997,0.0006452780213124874
linear_tail,tail_beta_1,1.0,3,-0.0007590795877595403,-2.31327884823709e-05,4.523727630807695e-05,-0.06243949164146965,0.15633129369329293,0.0,0.0,3.2140098286139156e-06,4.2252397591544325e-06,9.213611090609208e-07,-0.0003068272221993934,-0.0031097567549996374,-0.00230131080981861
linear_tail,tail_beta_1.25,1.25,3,-0.0007588714138967717,-2.210198188049256e-05,4.5304088397911954e-05,-0.062184247103243495,0.15473457532675458,0.0,0.0,3.422183691382521e-06,5.256046361032775e-06,9.881731988959242e-07,-5.158268397324056e-05,-0.00470647512153799,-0.006754857696489344
linear_tail,tail_beta_1.5,1.5,3,-0.0007586631681166062,-2.1071166422241658e-05,4.533094190866294e-05,-0.061806141784143544,0.1528468403503134,0.0,0.0,3.6304294715480776e-06,6.286861819283676e-06,1.0150267096469077e-06,0.00032652263512671087,-0.00659421009797917,-0.010015635507154206
linear_tail,tail_beta_2,2.0,3,-0.0007582464608040829,-1.900950893662034e-05,4.527608120194243e-05,-0.06071734322470657,0.148308254840133,0.0,0.0,4.047136784071344e-06,8.348519304904995e-06,9.601660029264023e-07,0.0014153211945636818,-0.01113279560815958,-0.01685654405034875
