kind,label,beta,changed_cells_vs_h136,route,h098,curv_marg,h088,margin,badw,badmax,delta_route,delta_h098,delta_curv_marg,delta_h088,delta_margin,bundle_row,bundle_targets,bundle_score,h137_counterfield_score
forward_bundle,r207_Q3_f0p25,0.25,1,-0.0007610044411492303,-2.8069702173030798e-05,4.460791620251566e-05,-0.060982643561467154,0.15868766586905564,0.0,0.0,1.289156438923902e-06,-7.116739315054642e-07,2.9200100349962774e-07,0.001150020857803101,-0.000753384579236932,207,Q3,0.5644921137415705,
anti_bundle,r207_Q3_f0p25_g0.25,0.25,1,-0.0007610780754755297,-2.6886440042920992e-05,4.45592255964957e-05,-0.06232925365853432,0.15939364920651825,0.0,0.0,1.2155221126245591e-06,4.715881986043415e-07,2.43310397479669e-07,-0.0001965892392640639,-4.7401241774325253e-05,207,Q3,0.5644921137415705,0.002214728342317387
anti_bundle,r207_Q3_f0p25_g0.5,0.5,1,-0.0007610535504193788,-2.6465900373642977e-05,4.464133873173905e-05,-0.06248861491006234,0.15925169873955655,0.0,0.0,1.2400471687754044e-06,8.921278678823566e-07,3.2542353272302024e-07,-0.00035595049079208824,-0.0001893517087360186,207,Q3,0.5644921137415705,0.0035892823512236895
anti_bundle,r207_Q3_f0p25_g1,1.0,1,-0.0007610044411492303,-2.5624813750006964e-05,4.479100320055394e-05,-0.06269551163378925,0.15868766586905564,0.0,0.0,1.289156438923902e-06,1.7332144915183697e-06,4.750880015379124e-07,-0.000562847214518998,-0.000753384579236932,207,Q3,0.5644921137415705,0.004799933977309028
forward_bundle,r207_Q3_f0p35,0.35,1,-0.0007610044411492303,-2.8069702173030798e-05,4.460791620251566e-05,-0.060982643561467154,0.15868766586905564,0.0,0.0,1.289156438923902e-06,-7.116739315054642e-07,2.9200100349962774e-07,0.001150020857803101,-0.000753384579236932,207,Q3,0.5644921137415705,
anti_bundle,r207_Q3_f0p35_g0.25,0.25,1,-0.0007610780754755297,-2.6886440042920992e-05,4.45592255964957e-05,-0.06232925365853432,0.15939364920651825,0.0,0.0,1.2155221126245591e-06,4.715881986043415e-07,2.43310397479669e-07,-0.0001965892392640639,-4.7401241774325253e-05,207,Q3,0.5644921137415705,0.002214728342317387
anti_bundle,r207_Q3_f0p35_g0.5,0.5,1,-0.0007610535504193788,-2.6465900373642977e-05,4.464133873173905e-05,-0.06248861491006234,0.15925169873955655,0.0,0.0,1.2400471687754044e-06,8.921278678823566e-07,3.2542353272302024e-07,-0.00035595049079208824,-0.0001893517087360186,207,Q3,0.5644921137415705,0.0035892823512236895
anti_bundle,r207_Q3_f0p35_g1,1.0,1,-0.0007610044411492303,-2.5624813750006964e-05,4.479100320055394e-05,-0.06269551163378925,0.15868766586905564,0.0,0.0,1.289156438923902e-06,1.7332144915183697e-06,4.750880015379124e-07,-0.000562847214518998,-0.000753384579236932,207,Q3,0.5644921137415705,0.004799933977309028
forward_bundle,r207_Q3_f0p5,0.5,1,-0.0007609059859775459,-2.8832388208464626e-05,4.460986045117161e-05,-0.059293527807032814,0.15649001663542153,0.0,0.0,1.387611610608342e-06,-1.4743599669392923e-06,2.939452521555797e-07,0.0028391366122374403,-0.00295103381287104,207,Q3,0.5644921137415705,
anti_bundle,r207_Q3_f0p5_g0.25,0.25,1,-0.0007610535504193788,-2.6465900373642977e-05,4.464133873173905e-05,-0.06248861491006234,0.15925169873955655,0.0,0.0,1.2400471687754044e-06,8.921278678823566e-07,3.2542353272302024e-07,-0.00035595049079208824,-0.0001893517087360186,207,Q3,0.5644921137415705,0.0035892823512236895
anti_bundle,r207_Q3_f0p5_g0.5,0.5,1,-0.0007610044411492303,-2.5624813750006964e-05,4.479100320055394e-05,-0.06269551163378925,0.15868766586905564,0.0,0.0,1.289156438923902e-06,1.7332144915183697e-06,4.750880015379124e-07,-0.000562847214518998,-0.000753384579236932,207,Q3,0.5644921137415705,0.004799933977309028
anti_bundle,r207_Q3_f0p5_g1,1.0,1,-0.0007609059859775459,-2.394261136241696e-05,4.497089579847324e-05,-0.0626718212826348,0.15649001663542153,0.0,0.0,1.387611610608342e-06,3.4154168791083756e-06,6.54980599457209e-07,-0.0005391568633645386,-0.00295103381287104,207,Q3,0.5644921137415705,0.0012420212301701666
forward_bundle,r207_Q3_f0p6,0.6,1,-0.0007610044411492303,-2.8069702173030798e-05,4.460791620251566e-05,-0.060982643561467154,0.15868766586905564,0.0,0.0,1.289156438923902e-06,-7.116739315054642e-07,2.9200100349962774e-07,0.001150020857803101,-0.000753384579236932,207,Q3,0.5644921137415705,
anti_bundle,r207_Q3_f0p6_g0.25,0.25,1,-0.0007610780754755297,-2.6886440042920992e-05,4.45592255964957e-05,-0.06232925365853432,0.15939364920651825,0.0,0.0,1.2155221126245591e-06,4.715881986043415e-07,2.43310397479669e-07,-0.0001965892392640639,-4.7401241774325253e-05,207,Q3,0.5644921137415705,0.002214728342317387
anti_bundle,r207_Q3_f0p6_g0.5,0.5,1,-0.0007610535504193788,-2.6465900373642977e-05,4.464133873173905e-05,-0.06248861491006234,0.15925169873955655,0.0,0.0,1.2400471687754044e-06,8.921278678823566e-07,3.2542353272302024e-07,-0.00035595049079208824,-0.0001893517087360186,207,Q3,0.5644921137415705,0.0035892823512236895
anti_bundle,r207_Q3_f0p6_g1,1.0,1,-0.0007610044411492303,-2.5624813750006964e-05,4.479100320055394e-05,-0.06269551163378925,0.15868766586905564,0.0,0.0,1.289156438923902e-06,1.7332144915183697e-06,4.750880015379124e-07,-0.000562847214518998,-0.000753384579236932,207,Q3,0.5644921137415705,0.004799933977309028
forward_bundle,r135_S4Q3_f0p25,0.25,2,-0.0007615489137907562,-2.8921787746214508e-05,4.419515906545928e-05,-0.06087282219694612,0.15787869019590803,0.0,0.0,7.446837973980498e-07,-1.5637595046891738e-06,-1.207561335567469e-07,0.0012598422223241354,-0.0015623602523845426,135,"S4,Q3",0.5522151291348857,
anti_bundle,r135_S4Q3_f0p25_g0.25,0.25,2,-0.0007609191999560873,-2.6696743348371562e-05,4.458319438995352e-05,-0.06221542781927453,0.1592248220273382,0.0,0.0,1.3743976320669798e-06,6.612848931537721e-07,2.672791909374885e-07,-8.276340000427235e-05,-0.00021622842095436745,135,"S4,Q3",0.5522151291348857,0.0008116184812672811
anti_bundle,r135_S4Q3_f0p25_g0.5,0.5,2,-0.0007607357669016612,-2.608650298489086e-05,4.46727348789441e-05,-0.06220012698026439,0.1587564519291531,0.0,0.0,1.55783068649302e-06,1.271525256634474e-06,3.568196799280665e-07,-6.746256099413733e-05,-0.0006845985191394621,135,"S4,Q3",0.5522151291348857,-5.4322751744701305e-05
anti_bundle,r135_S4Q3_f0p25_g1,1.0,2,-0.0007603687441984642,-2.486600297388927e-05,4.4760709942166495e-05,-0.06187565764504334,0.15707223397519768,0.0,0.0,1.9248533896900136e-06,2.4920252676360628e-06,4.4479474315046487e-07,0.0002570067742269158,-0.0023688164730948924,135,"S4,Q3",0.5522151291348857,-0.0032760325198052122
forward_bundle,r135_S4Q3_f0p35,0.35,2,-0.0007615489137907562,-2.8921787746214508e-05,4.419515906545928e-05,-0.06087282219694612,0.15787869019590803,0.0,0.0,7.446837973980498e-07,-1.5637595046891738e-06,-1.207561335567469e-07,0.0012598422223241354,-0.0015623602523845426,135,"S4,Q3",0.5522151291348857,
anti_bundle,r135_S4Q3_f0p35_g0.25,0.25,2,-0.0007609191999560873,-2.6696743348371562e-05,4.458319438995352e-05,-0.06221542781927453,0.1592248220273382,0.0,0.0,1.3743976320669798e-06,6.612848931537721e-07,2.672791909374885e-07,-8.276340000427235e-05,-0.00021622842095436745,135,"S4,Q3",0.5522151291348857,0.0008116184812672811
anti_bundle,r135_S4Q3_f0p35_g0.5,0.5,2,-0.0007607357669016612,-2.608650298489086e-05,4.46727348789441e-05,-0.06220012698026439,0.1587564519291531,0.0,0.0,1.55783068649302e-06,1.271525256634474e-06,3.568196799280665e-07,-6.746256099413733e-05,-0.0006845985191394621,135,"S4,Q3",0.5522151291348857,-5.4322751744701305e-05
anti_bundle,r135_S4Q3_f0p35_g1,1.0,2,-0.0007603687441984642,-2.486600297388927e-05,4.4760709942166495e-05,-0.06187565764504334,0.15707223397519768,0.0,0.0,1.9248533896900136e-06,2.4920252676360628e-06,4.4479474315046487e-07,0.0002570067742269158,-0.0023688164730948924,135,"S4,Q3",0.5522151291348857,-0.0032760325198052122
forward_bundle,r135_S4Q3_f0p5,0.5,2,-0.0007619993074272736,-3.022952749119959e-05,4.3471831675257096e-05,-0.058633036759758166,0.15357147153002418,0.0,0.0,2.942901608806413e-07,-2.8714992496742557e-06,-8.440835237589345e-07,0.003499627659512089,-0.005869578918268392,135,"S4,Q3",0.5522151291348857,
anti_bundle,r135_S4Q3_f0p5_g0.25,0.25,2,-0.0007607345694736976,-2.616324821914256e-05,4.4686899550490464e-05,-0.06217034038713336,0.15870711918759217,0.0,0.0,1.5590281144566617e-06,1.194780022382774e-06,3.709843514744342e-07,-3.7675967863103066e-05,-0.0007339312607003989,135,"S4,Q3",0.5522151291348857,-0.0004251253363965618
anti_bundle,r135_S4Q3_f0p5_g0.5,0.5,2,-0.0007603663599541518,-2.5019494749175912e-05,4.4795685652322496e-05,-0.06183681741273529,0.15702716221176297,0.0,0.0,1.9272376340024114e-06,2.338533492349422e-06,4.797704533064662e-07,0.00029584700653496193,-0.0024138882365296044,135,"S4,Q3",0.5522151291348857,-0.003341515122546391
anti_bundle,r135_S4Q3_f0p5_g1,1.0,2,-0.0007596293463725245,-2.2731914593433116e-05,4.4679130621893236e-05,-0.060131664569748174,0.1510787212700023,0.0,0.0,2.664251215629774e-06,4.626113648092218e-06,3.6321542287720554e-07,0.002000999849522081,-0.008362329178290273,135,"S4,Q3",0.5522151291348857,-0.012303572793184068
forward_bundle,r135_S4Q3_f0p6,0.6,2,-0.0007615367313602226,-2.9689214455687427e-05,4.4208673142543667e-05,-0.060249719321039195,0.15651455124541505,0.0,0.0,7.568662279315921e-07,-2.3311862141620933e-06,-1.0724205647236369e-07,0.0018829450982310592,-0.0029264992028775194,135,"S4,Q3",0.5522151291348857,
anti_bundle,r135_S4Q3_f0p6_g0.25,0.25,2,-0.0007609221970972122,-2.6504880702524366e-05,4.4550283699837465e-05,-0.06229688479933732,0.15936664822653326,0.0,0.0,1.37140049094207e-06,8.531475390009683e-07,2.343685008214351e-07,-0.00016422038006706774,-7.440222175930655e-05,135,"S4,Q3",0.5522151291348857,0.0018362714750572147
anti_bundle,r135_S4Q3_f0p6_g0.5,0.5,2,-0.0007607417417973078,-2.570277530580486e-05,4.45948232974194e-05,-0.06232680850694432,0.15894582294403453,0.0,0.0,1.5518557908464174e-06,1.6552529357204745e-06,2.7890809840337184e-07,-0.00019414408767406272,-0.000495227504258039,135,"S4,Q3",0.5522151291348857,0.0014912365988259493
anti_bundle,r135_S4Q3_f0p6_g1,1.0,2,-0.0007603806164433441,-2.4098538066151054e-05,4.455831806620498e-05,-0.0619797760199252,0.15706764094863362,0.0,0.0,1.9129811448101094e-06,3.2594901753742796e-06,2.424028671889518e-07,0.00015288839934505388,-0.002373409499658946,135,"S4,Q3",0.5522151291348857,-0.0032935478459108288
forward_bundle,r131_S1_f0p25,0.25,1,-0.0007610360593542494,-2.684680895570057e-05,4.418185318876217e-05,-0.0615767472051218,0.15909322264672457,0.0,0.0,1.2575382339048789e-06,5.112192858247643e-07,-1.3406201025386102e-07,0.000555917214148452,-0.0003478278015680014,131,S1,0.5479873421530015,
anti_bundle,r131_S1_f0p25_g0.25,0.25,1,-0.0007610859640518479,-2.721369821088017e-05,4.455601331655799e-05,-0.0622294751526111,0.15941924433984217,0.0,0.0,1.2076335363063462e-06,1.4433003064516416e-07,2.4009811754196163e-07,-9.681073334084217e-05,-2.1806108450400652e-05,131,S1,0.5479873421530015,0.0012500936202325258
anti_bundle,r131_S1_f0p25_g0.5,0.5,1,-0.0007610693382219732,-2.7120418021064972e-05,4.464257025288995e-05,-0.06230922516643239,0.15935387965736517,0.0,0.0,1.2242593661810665e-06,2.3761022046036185e-07,3.2665505387391956e-07,-0.00017656074716213693,-8.717079092740443e-05,131,S1,0.5479873421530015,0.0019480745537738078
anti_bundle,r131_S1_f0p25_g1,1.0,1,-0.0007610360593542494,-2.6933854290869526e-05,4.4795901894067276e-05,-0.06241749124597139,0.15909322264672457,0.0,0.0,1.2575382339048789e-06,4.241739506558083e-07,4.799866950512457e-07,-0.0002848268267011331,-0.0003478278015680014,131,S1,0.5479873421530015,0.0026368051523028993
forward_bundle,r131_S1_f0p35,0.35,1,-0.0007610360593542494,-2.684680895570057e-05,4.418185318876217e-05,-0.0615767472051218,0.15909322264672457,0.0,0.0,1.2575382339048789e-06,5.112192858247643e-07,-1.3406201025386102e-07,0.000555917214148452,-0.0003478278015680014,131,S1,0.5479873421530015,
anti_bundle,r131_S1_f0p35_g0.25,0.25,1,-0.0007610859640518479,-2.721369821088017e-05,4.455601331655799e-05,-0.0622294751526111,0.15941924433984217,0.0,0.0,1.2076335363063462e-06,1.4433003064516416e-07,2.4009811754196163e-07,-9.681073334084217e-05,-2.1806108450400652e-05,131,S1,0.5479873421530015,0.0012500936202325258
anti_bundle,r131_S1_f0p35_g0.5,0.5,1,-0.0007610693382219732,-2.7120418021064972e-05,4.464257025288995e-05,-0.06230922516643239,0.15935387965736517,0.0,0.0,1.2242593661810665e-06,2.3761022046036185e-07,3.2665505387391956e-07,-0.00017656074716213693,-8.717079092740443e-05,131,S1,0.5479873421530015,0.0019480745537738078
anti_bundle,r131_S1_f0p35_g1,1.0,1,-0.0007610360593542494,-2.6933854290869526e-05,4.4795901894067276e-05,-0.06241749124597139,0.15909322264672457,0.0,0.0,1.2575382339048789e-06,4.241739506558083e-07,4.799866950512457e-07,-0.0002848268267011331,-0.0003478278015680014,131,S1,0.5479873421530015,0.0026368051523028993
forward_bundle,r131_S1_f0p5,0.5,1,-0.0007609693927869058,-2.6386622757877697e-05,4.386129284469757e-05,-0.06076044403161229,0.15806324068817582,0.0,0.0,1.3242048012484728e-06,9.714054836476365e-07,-4.5462235431846347e-07,0.0013722203876579617,-0.001377809760116755,131,S1,0.5479873421530015,
anti_bundle,r131_S1_f0p5_g0.25,0.25,1,-0.0007610693382219732,-2.7120418021064972e-05,4.464257025288995e-05,-0.06230922516643239,0.15935387965736517,0.0,0.0,1.2242593661810665e-06,2.3761022046036185e-07,3.2665505387391956e-07,-0.00017656074716213693,-8.717079092740443e-05,131,S1,0.5479873421530015,0.0019480745537738078
anti_bundle,r131_S1_f0p5_g0.5,0.5,1,-0.0007610360593542494,-2.6933854290869526e-05,4.4795901894067276e-05,-0.06241749124597139,0.15909322264672457,0.0,0.0,1.2575382339048789e-06,4.241739506558083e-07,4.799866950512457e-07,-0.0002848268267011331,-0.0003478278015680014,131,S1,0.5479873421530015,0.0026368051523028993
anti_bundle,r131_S1_f0p5_g1,1.0,1,-0.0007609693927869058,-2.6560713428215826e-05,4.508821115032594e-05,-0.06243104602804113,0.15806324068817582,0.0,0.0,1.3242048012484728e-06,7.973148133095078e-07,7.72295951309912e-07,-0.00029838160877087433,-0.001377809760116755,131,S1,0.5479873421530015,0.0012214893974265937
forward_bundle,r131_S1_f0p6,0.6,1,-0.0007610360593542494,-2.684680895570057e-05,4.418185318876217e-05,-0.0615767472051218,0.15909322264672457,0.0,0.0,1.2575382339048789e-06,5.112192858247643e-07,-1.3406201025386102e-07,0.000555917214148452,-0.0003478278015680014,131,S1,0.5479873421530015,
anti_bundle,r131_S1_f0p6_g0.25,0.25,1,-0.0007610859640518479,-2.721369821088017e-05,4.455601331655799e-05,-0.0622294751526111,0.15941924433984217,0.0,0.0,1.2076335363063462e-06,1.4433003064516416e-07,2.4009811754196163e-07,-9.681073334084217e-05,-2.1806108450400652e-05,131,S1,0.5479873421530015,0.0012500936202325258
anti_bundle,r131_S1_f0p6_g0.5,0.5,1,-0.0007610693382219732,-2.7120418021064972e-05,4.464257025288995e-05,-0.06230922516643239,0.15935387965736517,0.0,0.0,1.2242593661810665e-06,2.3761022046036185e-07,3.2665505387391956e-07,-0.00017656074716213693,-8.717079092740443e-05,131,S1,0.5479873421530015,0.0019480745537738078
anti_bundle,r131_S1_f0p6_g1,1.0,1,-0.0007610360593542494,-2.6933854290869526e-05,4.4795901894067276e-05,-0.06241749124597139,0.15909322264672457,0.0,0.0,1.2575382339048789e-06,4.241739506558083e-07,4.799866950512457e-07,-0.0002848268267011331,-0.0003478278015680014,131,S1,0.5479873421530015,0.0026368051523028993
forward_bundle,r207_S4_f0p25,0.25,1,-0.0007610231161230555,-2.64856732199683e-05,4.410979641651376e-05,-0.06123531003610018,0.15894560018963783,0.0,0.0,1.2704814650987394e-06,8.723550215570348e-07,-2.0611878250227124e-07,0.000897354383170075,-0.0004954502586547449,207,S4,0.5437459713431625,
anti_bundle,r207_S4_f0p25_g0.25,0.25,1,-0.0007610827340447653,-2.7117146437067338e-05,4.4580648419260136e-05,-0.06229712937785047,0.15940994897453045,0.0,0.0,1.2108635433888924e-06,2.4088180445799596e-07,2.647332202441056e-07,-0.00016446495858021826,-3.110147376211847e-05,207,S4,0.5437459713431625,0.0019087639772686015
anti_bundle,r207_S4_f0p25_g0.5,0.5,1,-0.0007610628743406638,-2.692731399721467e-05,4.468901472133818e-05,-0.062437190476601234,0.15931675364269057,0.0,0.0,1.230723247490394e-06,4.307142443106624e-07,3.730995223221508e-07,-0.00030452605733097965,-0.00012429680560199774,207,S4,0.5437459713431625,0.003166725715817444
anti_bundle,r207_S4_f0p25_g1,1.0,1,-0.0007610231161230555,-2.6547644338268533e-05,4.4886540768601614e-05,-0.06264387427352654,0.15894560018963783,0.0,0.0,1.2704814650987394e-06,8.103839032568005e-07,5.706255695855835e-07,-0.0005112098542562823,-0.0004954502586547449,207,S4,0.5437459713431625,0.00467112054809002
forward_bundle,r207_S4_f0p35,0.35,1,-0.0007610231161230555,-2.64856732199683e-05,4.410979641651376e-05,-0.06123531003610018,0.15894560018963783,0.0,0.0,1.2704814650987394e-06,8.723550215570348e-07,-2.0611878250227124e-07,0.000897354383170075,-0.0004954502586547449,207,S4,0.5437459713431625,
anti_bundle,r207_S4_f0p35_g0.25,0.25,1,-0.0007610827340447653,-2.7117146437067338e-05,4.4580648419260136e-05,-0.06229712937785047,0.15940994897453045,0.0,0.0,1.2108635433888924e-06,2.4088180445799596e-07,2.647332202441056e-07,-0.00016446495858021826,-3.110147376211847e-05,207,S4,0.5437459713431625,0.0019087639772686015
anti_bundle,r207_S4_f0p35_g0.5,0.5,1,-0.0007610628743406638,-2.692731399721467e-05,4.468901472133818e-05,-0.062437190476601234,0.15931675364269057,0.0,0.0,1.230723247490394e-06,4.307142443106624e-07,3.730995223221508e-07,-0.00030452605733097965,-0.00012429680560199774,207,S4,0.5437459713431625,0.003166725715817444
anti_bundle,r207_S4_f0p35_g1,1.0,1,-0.0007610231161230555,-2.6547644338268533e-05,4.4886540768601614e-05,-0.06264387427352654,0.15894560018963783,0.0,0.0,1.2704814650987394e-06,8.103839032568005e-07,5.706255695855835e-07,-0.0005112098542562823,-0.0004954502586547449,207,S4,0.5437459713431625,0.00467112054809002
forward_bundle,r207_S4_f0p5,0.5,1,-0.0007609434444502159,-2.5664343666811917e-05,4.368353387942275e-05,-0.05997536478784733,0.15748651032008412,0.0,0.0,1.3501531379383168e-06,1.6936845747134166e-06,-6.32381319593282e-07,0.0021572996314229223,-0.0019545401282084485,207,S4,0.5437459713431625,
anti_bundle,r207_S4_f0p5_g0.25,0.25,1,-0.0007610628743406638,-2.692731399721467e-05,4.468901472133818e-05,-0.062437190476601234,0.15931675364269057,0.0,0.0,1.230723247490394e-06,4.307142443106624e-07,3.730995223221508e-07,-0.00030452605733097965,-0.00012429680560199774,207,S4,0.5437459713431625,0.003166725715817444
anti_bundle,r207_S4_f0p5_g0.5,0.5,1,-0.0007610231161230555,-2.6547644338268533e-05,4.4886540768601614e-05,-0.06264387427352654,0.15894560018963783,0.0,0.0,1.2704814650987394e-06,8.103839032568005e-07,5.706255695855835e-07,-0.0005112098542562823,-0.0004954502586547449,207,S4,0.5437459713431625,0.00467112054809002
anti_bundle,r207_S4_f0p5_g1,1.0,1,-0.0007609434444502159,-2.578828590341217e-05,4.5234221587309165e-05,-0.06276663256813543,0.15748651032008412,0.0,0.0,1.3501531379383168e-06,1.569742338113165e-06,9.183063882931344e-07,-0.0006339681488651758,-0.0019545401282084485,207,S4,0.5437459713431625,0.003698640955032015
forward_bundle,r207_S4_f0p6,0.6,1,-0.0007610231161230555,-2.64856732199683e-05,4.410979641651376e-05,-0.06123531003610018,0.15894560018963783,0.0,0.0,1.2704814650987394e-06,8.723550215570348e-07,-2.0611878250227124e-07,0.000897354383170075,-0.0004954502586547449,207,S4,0.5437459713431625,
anti_bundle,r207_S4_f0p6_g0.25,0.25,1,-0.0007610827340447653,-2.7117146437067338e-05,4.4580648419260136e-05,-0.06229712937785047,0.15940994897453045,0.0,0.0,1.2108635433888924e-06,2.4088180445799596e-07,2.647332202441056e-07,-0.00016446495858021826,-3.110147376211847e-05,207,S4,0.5437459713431625,0.0019087639772686015
anti_bundle,r207_S4_f0p6_g0.5,0.5,1,-0.0007610628743406638,-2.692731399721467e-05,4.468901472133818e-05,-0.062437190476601234,0.15931675364269057,0.0,0.0,1.230723247490394e-06,4.307142443106624e-07,3.730995223221508e-07,-0.00030452605733097965,-0.00012429680560199774,207,S4,0.5437459713431625,0.003166725715817444
anti_bundle,r207_S4_f0p6_g1,1.0,1,-0.0007610231161230555,-2.6547644338268533e-05,4.4886540768601614e-05,-0.06264387427352654,0.15894560018963783,0.0,0.0,1.2704814650987394e-06,8.103839032568005e-07,5.706255695855835e-07,-0.0005112098542562823,-0.0004954502586547449,207,S4,0.5437459713431625,0.00467112054809002
forward_bundle,r135_Q3S2_f0p25,0.25,2,-0.0007610793129701039,-2.928826741955214e-05,4.49946486087093e-05,-0.0616951052508479,0.1581915032873357,0.0,0.0,1.214284618050298e-06,-1.930239178026807e-06,6.787334096932697e-07,0.0004375591684223565,-0.0012495471609568765,135,"Q3,S2",0.5013967321667722,
anti_bundle,r135_Q3S2_f0p25_g0.25,0.25,2,-0.0007610713328995957,-2.6850932882120865e-05,4.434755282248996e-05,-0.06214671760743716,0.15950940500272123,0.0,0.0,1.2222646885585563e-06,5.070953594044688e-07,3.1637623473931495e-08,-1.405318816690565e-05,6.835455442866234e-05,135,"Q3,S2",0.5013967321667722,0.000695466156766521
anti_bundle,r135_Q3S2_f0p25_g0.5,0.5,2,-0.0007610400637325744,-2.639488586302053e-05,4.4219332520141486e-05,-0.06212103808172888,0.15947592849432876,0.0,0.0,1.2535338555798563e-06,9.631423785048032e-07,-9.658267887454469e-08,1.1626337541377485e-05,3.4878046036190824e-05,135,"Q3,S2",0.5013967321667722,0.00041433089158996074
anti_bundle,r135_Q3S2_f0p25_g1,1.0,2,-0.0007609774616358778,-2.548278397267417e-05,4.392477437096631e-05,-0.061949004934536006,0.1590994458826317,0.0,0.0,1.3161359522764673e-06,1.8752442688511634e-06,-3.9114082804971896e-07,0.00018365948473424848,-0.0003416045656608746,135,"Q3,S2",0.5013967321667722,-0.0002509835884779296
forward_bundle,r135_Q3S2_f0p35,0.35,2,-0.0007610793129701039,-2.928826741955214e-05,4.49946486087093e-05,-0.0616951052508479,0.1581915032873357,0.0,0.0,1.214284618050298e-06,-1.930239178026807e-06,6.787334096932697e-07,0.0004375591684223565,-0.0012495471609568765,135,"Q3,S2",0.5013967321667722,
anti_bundle,r135_Q3S2_f0p35_g0.25,0.25,2,-0.0007610713328995957,-2.6850932882120865e-05,4.434755282248996e-05,-0.06214671760743716,0.15950940500272123,0.0,0.0,1.2222646885585563e-06,5.070953594044688e-07,3.1637623473931495e-08,-1.405318816690565e-05,6.835455442866234e-05,135,"Q3,S2",0.5013967321667722,0.000695466156766521
anti_bundle,r135_Q3S2_f0p35_g0.5,0.5,2,-0.0007610400637325744,-2.639488586302053e-05,4.4219332520141486e-05,-0.06212103808172888,0.15947592849432876,0.0,0.0,1.2535338555798563e-06,9.631423785048032e-07,-9.658267887454469e-08,1.1626337541377485e-05,3.4878046036190824e-05,135,"Q3,S2",0.5013967321667722,0.00041433089158996074
anti_bundle,r135_Q3S2_f0p35_g1,1.0,2,-0.0007609774616358778,-2.548278397267417e-05,4.392477437096631e-05,-0.061949004934536006,0.1590994458826317,0.0,0.0,1.3161359522764673e-06,1.8752442688511634e-06,-3.9114082804971896e-07,0.00018365948473424848,-0.0003416045656608746,135,"Q3,S2",0.5013967321667722,-0.0002509835884779296
forward_bundle,r135_Q3S2_f0p5,0.5,2,-0.0007610606008883158,-3.0962547807976e-05,4.533351065745821e-05,-0.06099143060220766,0.15616207095545442,0.0,0.0,1.2329966998384304e-06,-3.604519566450669e-06,1.017595458442178e-06,0.0011412338170625966,-0.0032789794928381466,135,"Q3,S2",0.5013967321667722,
anti_bundle,r135_Q3S2_f0p5_g0.25,0.25,2,-0.000761038866304611,-2.647163109727223e-05,4.423334781453246e-05,-0.06209116968466027,0.1594258064144193,0.0,0.0,1.2547312835432811e-06,8.863971442531031e-07,-8.256738448357039e-08,4.149473460998698e-05,-1.5244033873262897e-05,135,"Q3,S2",0.5013967321667722,0.00025301511563519265
anti_bundle,r135_Q3S2_f0p5_g0.5,0.5,2,-0.0007609750773915652,-2.5636275747960703e-05,4.3959275398356996e-05,-0.06190930973713841,0.15905067318370797,0.0,0.0,1.318520196589082e-06,1.721752493564631e-06,-3.5663980065903447e-07,0.00022335468213184606,-0.00039037726458460154,135,"Q3,S2",0.5013967321667722,-0.0003220175944526347
anti_bundle,r135_Q3S2_f0p5_g1,1.0,2,-0.000760847276349698,-2.3965537561105037e-05,4.3280919238443535e-05,-0.06112662607529429,0.15722373002491563,0.0,0.0,1.446321238456191e-06,3.392490680420297e-06,-1.0349959605724952e-06,0.0010060383439759665,-0.0022173204233769395,135,"Q3,S2",0.5013967321667722,-0.0030871006776757924
forward_bundle,r135_Q3S2_f0p6,0.6,2,-0.0007610671305395704,-3.0055694129024844e-05,4.5009973015927096e-05,-0.06105209365573944,0.15680007800781023,0.0,0.0,1.2264670485838403e-06,-2.6976658874995098e-06,6.940578169110662e-07,0.0010805707635308179,-0.0026409724404823365,135,"Q3,S2",0.5013967321667722,
anti_bundle,r135_Q3S2_f0p6_g0.25,0.25,2,-0.0007610743300407204,-2.665907023627356e-05,4.4314859817676635e-05,-0.06222814108370492,0.1596519519020239,0.0,0.0,1.2192675474338634e-06,6.989580052517734e-07,-1.0553813393956307e-09,-9.547666443466413e-05,0.00021090145373131586,135,"Q3,S2",0.5013967321667722,0.0020772324110241045
anti_bundle,r135_Q3S2_f0p6_g0.5,0.5,2,-0.0007610460386282212,-2.601115818393453e-05,4.414211922507756e-05,-0.06224807653808323,0.1596687831506236,0.0,0.0,1.2475589599330369e-06,1.3468700575908037e-06,-1.7379597393846723e-07,-0.00011541211881297558,0.00022773270233103493,135,"Q3,S2",0.5013967321667722,0.002334558266348357
anti_bundle,r135_Q3S2_f0p6_g1,1.0,2,-0.0007609893338807579,-2.471531906493563e-05,4.372458800932285e-05,-0.06205594984810069,0.1591069499749595,0.0,0.0,1.3042637073963463e-06,2.6427091765897056e-06,-5.913271896931804e-07,7.67145711695616e-05,-0.000334100473333071,135,"Q3,S2",0.5013967321667722,-0.0002503532362457626
forward_bundle,r59_S1_f0p25,0.25,1,-0.0007609304868099106,-2.7335318292897215e-05,4.596403305266207e-05,-0.06124503405178892,0.1571632675860285,0.0,0.0,1.3631107782436681e-06,2.2709948628118863e-08,1.6481178536460403e-06,0.0008876303674813374,-0.0022777828622640717,59,S1,0.46990598119465143,
