rowweighted_delta_vs_h012,uniform_delta_vs_h012,row_beats_rate,row_p90_delta,candidate_id,mode,target_subset,k,alpha,changed_rows,changed_cells,mean_abs_prob_delta_vs_h012,max_abs_prob_delta_vs_h012,mean_abs_prob_delta_vs_h020,h018_rowweighted_delta_vs_h012,h020_rowweighted_delta_vs_h012,h021_rowweighted_delta_vs_h012,selected_prior_kind,selected_beta,beats_h020_under_h022,h022_decision,decision_rank,file
-0.0009874999301682432,-0.001004091196260048,0.996,-9.3408332153471e-05,hsagree_all_k1750_a1.25,hsagree,all,1750,1.25,247,764,0.013423415051654099,0.14158322298737225,0.02296263597989468,-0.000643700667220692,-0.00018078994854115775,-8.492843381844784e-05,none,0.0,True,diagnostic_only,2,not_materialized
-0.0009845471624431753,-0.0009388667417656957,0.74,0.0,combined_Q_k250_a1,combined,Q,250,1.0,162,250,0.0068762029194932,0.13182817190683493,0.018741781927332203,-0.000643700667220692,-0.00018078994854115775,-8.492843381844784e-05,none,0.0,True,diagnostic_only,2,not_materialized
-0.0009772031695053924,-0.0009892467991880552,0.944,-5.309058974040909e-06,hsagree_all_k700_a1,hsagree,all,700,1.0,228,700,0.009770326010309081,0.11506185159239435,0.02005021556760386,-0.000643700667220692,-0.00018078994854115775,-8.492843381844784e-05,none,0.0,True,diagnostic_only,2,not_materialized
-0.0009255433496705277,-0.0008822827071993985,0.74,0.0,combined_Q_k250_a0.75,combined,Q,250,0.75,162,250,0.005186707850994447,0.10274432687726154,0.017239815817654082,-0.000643700667220692,-0.00018078994854115775,-8.492843381844784e-05,none,0.0,True,diagnostic_only,2,not_materialized
-0.0009149934851067609,-0.0009262953318657143,0.944,-4.974843547978356e-06,hsagree_all_k700_a0.75,hsagree,all,700,0.75,228,700,0.007285228658286539,0.08748305493043207,0.01803627624463915,-0.000643700667220692,-0.00018078994854115775,-8.492843381844784e-05,none,0.0,True,diagnostic_only,2,not_materialized
-0.0009142727809007918,-0.0009255846563937925,0.944,-4.9732315894057815e-06,hsagree_all_k700_a1.25,hsagree,all,700,1.25,228,700,0.012281329451252,0.14158322298737225,0.022253110751994615,-0.000643700667220692,-0.00018078994854115775,-8.492843381844784e-05,none,0.0,True,diagnostic_only,2,not_materialized
-0.0005950133987853274,-0.0006033115502747142,0.92,-1.581221745181248e-17,hsagree_S_k450_a1,hsagree,S,450,1.0,223,424,0.005776852269172091,0.11506185159239435,0.017984796483223955,-0.000643700667220692,-0.00018078994854115775,-8.492843381844784e-05,none,0.0,True,diagnostic_only,2,not_materialized
-0.0005950133987853274,-0.0006033115502747142,0.92,-1.581221745181248e-17,hsagree_S_k700_a1,hsagree,S,700,1.0,223,424,0.005776852269172091,0.11506185159239435,0.017984796483223955,-0.000643700667220692,-0.00018078994854115775,-8.492843381844784e-05,none,0.0,True,diagnostic_only,2,not_materialized
-0.0005950133987853274,-0.0006033115502747142,0.92,-1.581221745181248e-17,hsagree_S_k900_a1,hsagree,S,900,1.0,223,424,0.005776852269172091,0.11506185159239435,0.017984796483223955,-0.000643700667220692,-0.00018078994854115775,-8.492843381844784e-05,none,0.0,True,diagnostic_only,2,not_materialized
-0.0005570450952729494,-0.0005648378923740768,0.92,-1.581221745181248e-17,hsagree_S_k450_a0.75,hsagree,S,450,0.75,223,424,0.004304419635487494,0.08748305493043207,0.01676086675794245,-0.000643700667220692,-0.00018078994854115775,-8.492843381844784e-05,none,0.0,True,diagnostic_only,2,not_materialized
-0.0005570450952729494,-0.0005648378923740768,0.92,-1.581221745181248e-17,hsagree_S_k700_a0.75,hsagree,S,700,0.75,223,424,0.004304419635487494,0.08748305493043207,0.01676086675794245,-0.000643700667220692,-0.00018078994854115775,-8.492843381844784e-05,none,0.0,True,diagnostic_only,2,not_materialized
-0.0005570450952729494,-0.0005648378923740768,0.92,-1.581221745181248e-17,hsagree_S_k900_a0.75,hsagree,S,900,0.75,223,424,0.004304419635487494,0.08748305493043207,0.01676086675794245,-0.000643700667220692,-0.00018078994854115775,-8.492843381844784e-05,none,0.0,True,diagnostic_only,2,not_materialized
-0.0004602725125484241,-0.0004696413172369045,0.876,0.0,hsagree_Q_k450_a1,hsagree,Q,450,1.0,207,340,0.004906990657939054,0.11325904751769983,0.01781376295453763,-0.000643700667220692,-0.00018078994854115775,-8.492843381844784e-05,none,0.0,True,diagnostic_only,2,not_materialized
-0.0004602725125484241,-0.0004696413172369045,0.876,0.0,hsagree_Q_k700_a1,hsagree,Q,700,1.0,207,340,0.004906990657939054,0.11325904751769983,0.01781376295453763,-0.000643700667220692,-0.00018078994854115775,-8.492843381844784e-05,none,0.0,True,diagnostic_only,2,not_materialized
-0.0004602725125484241,-0.0004696413172369045,0.876,0.0,hsagree_Q_k900_a1,hsagree,Q,900,1.0,207,340,0.004906990657939054,0.11325904751769983,0.01781376295453763,-0.000643700667220692,-0.00018078994854115775,-8.492843381844784e-05,none,0.0,True,diagnostic_only,2,not_materialized
-0.0004311627730978873,-0.0004399479441299909,0.876,0.0,hsagree_Q_k450_a0.75,hsagree,Q,450,0.75,207,340,0.00366564800324128,0.08632143031121092,0.016817114078065316,-0.000643700667220692,-0.00018078994854115775,-8.492843381844784e-05,none,0.0,True,diagnostic_only,2,not_materialized
-0.0004311627730978873,-0.0004399479441299909,0.876,0.0,hsagree_Q_k700_a0.75,hsagree,Q,700,0.75,207,340,0.00366564800324128,0.08632143031121092,0.016817114078065316,-0.000643700667220692,-0.00018078994854115775,-8.492843381844784e-05,none,0.0,True,diagnostic_only,2,not_materialized
-0.0004311627730978873,-0.0004399479441299909,0.876,0.0,hsagree_Q_k900_a0.75,hsagree,Q,900,0.75,207,340,0.00366564800324128,0.08632143031121092,0.016817114078065316,-0.000643700667220692,-0.00018078994854115775,-8.492843381844784e-05,none,0.0,True,diagnostic_only,2,not_materialized
-0.00032979268776078054,-0.0003400759549600289,0.732,0.0,hsagree_Q_k250_a1,hsagree,Q,250,1.0,155,250,0.0035378776469529956,0.08902606040162442,0.017192221419692066,-0.000643700667220692,-0.00018078994854115775,-8.492843381844784e-05,none,0.0,True,diagnostic_only,2,not_materialized
-0.0003088362875540574,-0.0003184710569770971,0.732,0.0,hsagree_Q_k250_a0.75,hsagree,Q,250,0.75,155,250,0.0026405308242260805,0.06648328438542572,0.01647739183760919,-0.000643700667220692,-0.00018078994854115775,-8.492843381844784e-05,none,0.0,True,diagnostic_only,2,not_materialized
-0.0002908930608540354,-0.000299553462006837,0.66,0.0,hsagree_S_k250_a1,hsagree,S,250,1.0,137,250,0.0031211433019247906,0.09711475829259936,0.016597347417720672,-0.000643700667220692,-0.00018078994854115775,-8.492843381844784e-05,none,0.0,True,diagnostic_only,2,not_materialized
-0.0002723014025156549,-0.0002804028238209151,0.66,0.0,hsagree_S_k250_a0.75,hsagree,S,250,0.75,137,250,0.002325145628632697,0.0693097753158034,0.015970176864571414,-0.000643700667220692,-0.00018078994854115775,-8.492843381844784e-05,none,0.0,True,diagnostic_only,2,not_materialized
