kind,iteration,config_id,prior_kind,beta,best_world_mae,top100_world_mae,p01_world_mae,median_world_mae
real,-1,hs_b0.1,hs,0.1,0.0002320193772858704,0.0003169135365813245,0.00037583919479923094,0.0014103951547512965
permute_hs_rows,0,hs_b0.1,hs,0.1,0.00021415901786325857,0.0003488825295136069,0.0003820419507751547,0.0014111278402659769
permute_hs_rows,1,hs_b0.1,hs,0.1,0.00023777752312633882,0.00034228655278666586,0.00038064391924254266,0.0013887222749969065
permute_hs_rows,2,hs_b0.1,hs,0.1,0.00018386577466224623,0.00036270820645219903,0.00039734705871928534,0.0014258648823258088
permute_hs_rows,3,hs_b0.1,hs,0.1,0.0002242051527647438,0.0003434964846740852,0.000378711406551684,0.0014247916910915528
permute_hs_rows,4,hs_b0.1,hs,0.1,0.000223997111642122,0.00033198965443406064,0.0003757155832238464,0.0013890110533033456
permute_hs_rows,5,hs_b0.1,hs,0.1,0.00023104207069404452,0.0003459460514214452,0.0003815698968935087,0.0014224827968249728
permute_hs_rows,6,hs_b0.1,hs,0.1,0.0001911761686735196,0.00033603496876903995,0.0003745712039270239,0.001414232158871286
permute_hs_rows,7,hs_b0.1,hs,0.1,0.00024382023266730259,0.00034869160078530067,0.00038527749124491465,0.0014019869459216247
permute_hs_rows,8,hs_b0.1,hs,0.1,0.00021866502417597277,0.00033998859001241615,0.00037770196034729933,0.0014149207114205501
permute_hs_rows,9,hs_b0.1,hs,0.1,0.00020128817565180055,0.0003355260917039331,0.0003781423593570747,0.0014123855704062695
permute_hs_rows,10,hs_b0.1,hs,0.1,0.00024800357854821075,0.00033975619426178486,0.00037558169384488427,0.0014127126706767433
permute_hs_rows,11,hs_b0.1,hs,0.1,0.00022069777623794285,0.0003458920570255192,0.000386961505052233,0.0013877210808047723
permute_hs_rows,12,hs_b0.1,hs,0.1,0.00021589022514973826,0.0003389116018381198,0.0003756086978520748,0.0014044330576142043
permute_hs_rows,13,hs_b0.1,hs,0.1,0.00018709690906127188,0.0003439653483434811,0.0003829337125663513,0.001395450474944332
permute_hs_rows,14,hs_b0.1,hs,0.1,0.0001910537276591649,0.00034657604132291945,0.00037983434725369906,0.0013999435059669275
permute_hs_rows,15,hs_b0.1,hs,0.1,0.00018015670111370908,0.0003376492253577453,0.00037404455517484243,0.0014273639653217826
permute_hs_rows,16,hs_b0.1,hs,0.1,0.00021561637523685503,0.0003369725671302748,0.0003793018993406255,0.0014293022097565493
permute_hs_rows,17,hs_b0.1,hs,0.1,0.00018021778159996995,0.00034492765615595897,0.00038253994161150284,0.0014119490877819267
permute_hs_rows,18,hs_b0.1,hs,0.1,0.00022384032073763355,0.00034730579274604997,0.00038244306844078163,0.0014185984642811366
permute_hs_rows,19,hs_b0.1,hs,0.1,0.00019545119811754404,0.0003375411650225785,0.00036849433450454404,0.0014139628973890562
permute_hs_rows,20,hs_b0.1,hs,0.1,0.00021579679290323453,0.0003396731734927987,0.0003832202550252074,0.0014014546883745532
permute_hs_rows,21,hs_b0.1,hs,0.1,0.00021086783033110422,0.00033951839385142334,0.0003746384821186327,0.0014095535216307185
permute_hs_rows,22,hs_b0.1,hs,0.1,0.00016795242314533314,0.000341826451505947,0.0003790204897113289,0.0014119689063072796
permute_hs_rows,23,hs_b0.1,hs,0.1,0.0002329816397925108,0.00033953157179321126,0.00037470368607980846,0.0014232959214901828
permute_hs_rows,24,hs_b0.1,hs,0.1,0.0002541671511343682,0.0003467738234833519,0.00038183044582189556,0.0014155448805623716
permute_hs_rows,25,hs_b0.1,hs,0.1,0.0002107932759897688,0.0003376270691178514,0.0003719158228000561,0.0014218440774242318
permute_hs_rows,26,hs_b0.1,hs,0.1,0.00020969554200939096,0.00034340505416846184,0.000381485637900995,0.0014077189732703559
permute_hs_rows,27,hs_b0.1,hs,0.1,0.0001731014091479616,0.000334303474897064,0.0003743752432290209,0.0013871857024806023
permute_hs_rows,28,hs_b0.1,hs,0.1,0.00021328643360836913,0.0003457382185815462,0.0003803042301079581,0.0014246275708687263
permute_hs_rows,29,hs_b0.1,hs,0.1,0.00022950498062527716,0.0003374550824758175,0.0003777379017989619,0.0013969162673537494
permute_hs_rows,30,hs_b0.1,hs,0.1,0.0002191632357300622,0.0003454890320681849,0.00038084733597985843,0.0014146496022964803
permute_hs_rows,31,hs_b0.1,hs,0.1,0.00021166077514288203,0.0003409880451931755,0.00037607657608466335,0.0014150769552369797
permute_hs_rows,32,hs_b0.1,hs,0.1,0.00023243366341500594,0.00033514328810562447,0.000367938115011397,0.0013943704652395127
permute_hs_rows,33,hs_b0.1,hs,0.1,0.0002192973182869807,0.000346994126604664,0.00038627632675322833,0.0013971173580226617
permute_hs_rows,34,hs_b0.1,hs,0.1,0.00018010945334289403,0.00033557382928313016,0.0003676390033115201,0.0014257466874063511
permute_hs_rows,35,hs_b0.1,hs,0.1,0.0002239412273029903,0.00034454280503642666,0.00037732148749447633,0.001401476802398903
