kind,iteration,config_id,prior_kind,beta,best_world_mae,top100_world_mae,p01_world_mae,median_world_mae,best_world_p90_abs,best_world_spearman
real,-1,hs_b0.1,hs,0.1,0.00013151513821918698,0.000260035023755434,0.00037465931862772686,0.0013983720282944073,0.00028416115567113387,0.932330827067669
permute_actual,0,hs_b0.1,hs,0.1,0.0007805931219522866,0.0010035594485985901,0.0011601380516410534,0.0020086013462378856,0.0018593952416141736,0.23759398496240602
permute_actual,1,hs_b0.1,hs,0.1,0.0012703756229008006,0.001423120335716988,0.0016123032063504038,0.0024063996919004927,0.00361111522569981,-0.431578947368421
permute_actual,2,hs_b0.1,hs,0.1,0.0008177217336270881,0.0009047348767298798,0.001066290685476885,0.0019008994736800905,0.0018861194439846987,0.7984962406015037
permute_actual,3,hs_b0.1,hs,0.1,0.0009778414044161142,0.0011378173528499202,0.0013265858945823816,0.0022202324538881796,0.0030588432764071466,0.4240601503759398
permute_actual,4,hs_b0.1,hs,0.1,0.0009189718955970843,0.0011080748477767027,0.0012901529840441037,0.0020545101220689685,0.002259444459034987,0.12781954887218044
permute_actual,5,hs_b0.1,hs,0.1,0.000794479562676682,0.0009485086963778697,0.0011252960702321704,0.001966218554968679,0.0017863882821776095,0.3413533834586466
permute_actual,6,hs_b0.1,hs,0.1,0.001043301761070813,0.001223337324951154,0.0013872073925122184,0.0021481919653379747,0.0022994106520090886,0.2045112781954887
permute_actual,7,hs_b0.1,hs,0.1,0.001069213996559194,0.0012101943148380236,0.001368391241901192,0.002109915799449814,0.00198455893911311,0.04210526315789473
permute_actual,8,hs_b0.1,hs,0.1,0.0008338257737773757,0.0009428868354138447,0.0010962430212252531,0.0018794201361663594,0.0017513083404245918,0.5218045112781955
permute_actual,9,hs_b0.1,hs,0.1,0.0010555669179234469,0.001211697364262119,0.0013860490189893594,0.0021647062877444365,0.0025810079270220903,0.2120300751879699
permute_actual,10,hs_b0.1,hs,0.1,0.001002020525546558,0.0010978635696753333,0.001251390367553166,0.0020794944758050224,0.002313476058280473,-0.07669172932330826
permute_actual,11,hs_b0.1,hs,0.1,0.0007508775894154455,0.0008906662730234324,0.0010068606342103629,0.0017454212640839622,0.0018684686155497345,0.32481203007518794
permute_actual,12,hs_b0.1,hs,0.1,0.0011314559412493401,0.0012714837668856879,0.0014417673036521287,0.0022492015229756395,0.0033670709120175017,0.04360902255639097
permute_actual,13,hs_b0.1,hs,0.1,0.00097262805134147,0.0011241152056764023,0.0012870446041466919,0.0020392223174601743,0.0027922395280453515,0.27669172932330827
