action_id,route_id,row,subject_id,sleep_date,route_name,route_targets,mode,route_group,route_n_cells,action_cells,action_q2_cells,changed_cells,model_pred_delta_vs_h057,posterior_delta_vs_h057,hard_diag_delta_vs_h057,anti_h088_direction_rate,h057_positive_align_rate,selected_conflict_rate,selected_toxic_mean,selected_safe_cell_mean,mean_bad_same_rank,mean_h098_frontier_cell_score,max_h098_frontier_cell_score,assignment_route_score,h071_route_score,h071_route_rank,h071_novelty_rank,h071_shortcut_avoid_rank,Q1_cells,Q2_cells,Q3_cells,S1_cells,S2_cells,S3_cells,S4_cells,h099_route_score,basis_spec,basis_id,basis_alpha,basis_cap,basis_norm_l2,basis_norm_l1
r101_recovery_route_conflict_invert,r101_recovery_route,101,id04,2024-10-24,recovery_route,"Q1,S2,S3,S4",conflict_invert,conflict,4,4,0,4,2.3910153237246168e-05,3.303362488250675e-05,4.9267513217855306e-05,1.0,1.0,1.0,0.8552071428571428,-0.00261557142857145,0.889,0.3975622571428572,0.6843005942857143,0.2410190217391304,0.5786500451511145,0.1268115942028985,0.8054800724637681,0.0489130434782608,1,0,0,0,1,1,1,0.37092857393059503,basis_conflict_a052,basis_conflict_a052__r101_recovery_route_conflict_invert,0.52,0.68,0.7054963718095946,1.4109803116060378
r003_s14_edge_conflict_invert,r003_s14_edge,3,id01,2024-08-03,s14_edge,"S1,S4",conflict_invert,conflict,2,2,0,2,1.5194313503536123e-05,1.1228396839468087e-05,1.4571379336531599e-05,1.0,1.0,1.0,0.6214571428571428,0.09601451428571425,0.8928571428571428,0.37162468000000004,0.43306448000000003,0.1978894927536232,0.7150504114474426,0.1992753623188405,0.3154438405797101,0.0375905797101449,0,0,0,1,0,0,1,0.37038656591831665,basis_conflict_a052,basis_conflict_a052__r003_s14_edge_conflict_invert,0.52,0.68,0.4520582236603612,0.6354658284798032
r101_q2_s3_tail_conflict_invert,r101_q2_s3_tail,101,id04,2024-10-24,q2_s3_tail,"Q2,S3",conflict_invert,conflict,2,1,0,1,3.644442546218171e-05,9.06126625964412e-06,1.4776706582227009e-05,1.0,1.0,1.0,0.8879428571428571,-0.0109716571428571,0.8731428571428571,0.3539314057142858,0.3539314057142858,0.4034873188405797,0.9943466657226492,0.363677536231884,0.3154438405797101,0.3509963768115942,0,0,0,0,0,1,0,0.3696625056954538,basis_conflict_a052,basis_conflict_a052__r101_q2_s3_tail_conflict_invert,0.52,0.68,0.3536,0.3536
r110_q3_quality_conflict_invert,r110_q3_quality,110,id05,2024-10-02,q3_quality,Q3,conflict_invert,conflict,1,1,0,1,-2.7306000562564697e-07,2.967859230097324e-06,2.820917835797252e-06,1.0,1.0,1.0,0.4537714285714286,-0.0121528,0.6508571428571429,0.2498761485714286,0.2498761485714286,0.1137635869565217,0.4952870839652798,0.09375,0.1526268115942029,0.2101449275362318,0,0,1,0,0,0,0,0.35522232857163155,basis_conflict_a052,basis_conflict_a052__r110_q3_quality_conflict_invert,0.52,0.68,0.20238642937416673,0.20238642937416673
r164_s14_edge_conflict_invert,r164_s14_edge,164,id07,2024-07-26,s14_edge,"S1,S4",conflict_invert,conflict,2,2,0,2,2.2315335078476107e-05,7.958970256549165e-06,6.692304785495445e-06,1.0,1.0,1.0,0.47674285714285713,0.0625157714285713,0.966,0.3922026628571429,0.3923701142857143,0.1131793478260869,0.3593673432974166,0.0398550724637681,0.46875,0.0108695652173913,0,0,0,1,0,0,1,0.35381827326765436,basis_conflict_a052,basis_conflict_a052__r164_s14_edge_conflict_invert,0.52,0.68,0.38649982298578456,0.5407025016007013
r101_s14_edge_conflict_invert,r101_s14_edge,101,id04,2024-10-24,s14_edge,"S1,S4",conflict_invert,conflict,2,1,0,1,7.87620651625969e-06,9.66539320203683e-06,1.2012507800848362e-05,1.0,1.0,1.0,0.7974571428571429,0.0072833142857142,0.8754285714285714,0.2677340457142857,0.2677340457142857,0.2654483695652174,0.7560631781537052,0.2205615942028985,0.46875,0.370018115942029,0,0,0,0,0,0,1,0.35085103800454653,basis_conflict_a052,basis_conflict_a052__r101_s14_edge_conflict_invert,0.52,0.68,0.3536,0.3536
r144_q2_s3_tail_conflict_invert,r144_q2_s3_tail,144,id06,2024-08-14,q2_s3_tail,"Q2,S3",conflict_invert,conflict,2,1,0,1,4.252191954104022e-05,1.6749457188201385e-06,2.6381302485692775e-06,1.0,1.0,1.0,0.9379714285714286,-0.1030012571428571,0.9537142857142856,0.27296273142857147,0.27296273142857147,0.4436367753623188,1.0513354835582749,0.4085144927536231,0.3154438405797101,0.2952898550724637,0,0,0,0,0,1,0,0.3270961890251119,basis_conflict_a052,basis_conflict_a052__r144_q2_s3_tail_conflict_invert,0.52,0.68,0.3536,0.3536
r144_s23_core_conflict_invert,r144_s23_core,144,id06,2024-08-14,s23_core,"S2,S3",conflict_invert,conflict,2,1,0,1,4.252191954104022e-05,1.6749457188201385e-06,2.6381302485692775e-06,1.0,1.0,1.0,0.9379714285714286,-0.1030012571428571,0.9537142857142856,0.27296273142857147,0.27296273142857147,0.3252128623188406,0.9537837223435685,0.3355978260869565,0.46875,0.3152173913043478,0,0,0,0,0,1,0,0.3164380368511988,basis_conflict_a052,basis_conflict_a052__r144_s23_core_conflict_invert,0.52,0.68,0.3536,0.3536
r144_s14_edge_hybrid_route,r144_s14_edge,144,id06,2024-08-14,s14_edge,"S1,S4",hybrid_route,tail,2,2,0,2,-1.9819802837339274e-05,5.609438263472228e-07,1.0570622744786015e-06,1.0,1.0,1.0,0.7920428571428573,0.2973805142857143,0.35671428571428565,0.5610147657142857,0.7918176,0.5240353260869566,1.3719946472372735,0.6168478260869565,0.3154438405797101,0.5910326086956522,0,0,0,1,0,0,1,0.7770342816493255,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r144_s14_edge_hybrid_route,0.44,0.58,0.30083253761670614,0.41448959692618637
r144_q3_s_stage_hybrid_route,r144_q3_s_stage,144,id06,2024-08-14,q3_s_stage,"Q3,S1,S2,S3,S4",hybrid_route,tail,5,4,0,4,-2.49511229151911e-05,1.5096797822738664e-06,2.5927275576538045e-06,0.75,1.0,0.75,0.7658428571428573,0.27018022857142854,0.3275714285714285,0.5449414085714286,0.7918176,0.6256974637681159,1.520249160593342,0.6942934782608695,0.8591485507246377,0.4202898550724637,0,0,1,1,1,0,1,0.7280099002884548,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r144_q3_s_stage_hybrid_route,0.44,0.58,0.32907692092088453,0.570737433835522
r144_nonq2_full_hybrid_route,r144_nonq2_full,144,id06,2024-08-14,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hybrid_route,tail,6,4,0,4,-2.49511229151911e-05,1.5096797822738664e-06,2.5927275576538045e-06,0.75,1.0,0.75,0.7658428571428573,0.27018022857142854,0.3275714285714285,0.5449414085714286,0.7918176,0.6059012681159419,1.4610522351996649,0.6612318840579711,0.9402173913043478,0.3029891304347826,0,0,1,1,1,0,1,0.7262282426797592,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r144_nonq2_full_hybrid_route,0.44,0.58,0.32907692092088453,0.570737433835522
r135_s23_core_hybrid_route,r135_s23_core,135,id06,2024-07-14,s23_core,"S2,S3",hybrid_route,tail,2,2,0,2,-9.993429804719617e-06,1.0140278951177994e-06,2.3576965786503205e-06,1.0,1.0,1.0,0.7422142857142857,0.14377297142857146,0.41357142857142853,0.5074890400000001,0.5573068457142858,0.419651268115942,1.1416047128964033,0.4696557971014493,0.3154438405797101,0.5040760869565217,0,0,0,0,1,1,0,0.7083948049237451,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r135_s23_core_hybrid_route,0.44,0.58,0.3193338219555822,0.44715585389552326
r164_s23_core_hybrid_route,r164_s23_core,164,id07,2024-07-26,s23_core,"S2,S3",hybrid_route,tail,2,2,0,2,-2.4613623197823576e-05,5.841617888409717e-06,1.1683848942767528e-05,1.0,1.0,1.0,0.8822571428571429,0.0696235428571428,0.612,0.5831052685714286,0.7967975657142858,0.2298460144927536,0.7268873678914735,0.2042572463768115,0.46875,0.1988224637681159,0,0,0,0,1,1,0,0.706845239468251,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r164_s23_core_hybrid_route,0.44,0.58,0.3242163281626371,0.45517296679117103
r144_full_state_hybrid_route,r144_full_state,144,id06,2024-08-14,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hybrid_route,tail,7,5,1,5,-2.305975021420529e-05,4.3111117788553155e-06,2.9531546053219643e-06,0.8,0.8,0.6,0.7305314285714286,0.33859078857142855,0.29777142857142846,0.5053509302857143,0.7918176,0.7390353260869565,1.6436715135152145,0.7531702898550725,0.9685235507246376,0.3727355072463768,0,1,1,1,1,0,1,0.7029094243953713,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r144_full_state_hybrid_route,0.44,0.58,0.33322232789717315,0.6231349521588272
r144_s_stage_hybrid_route,r144_s_stage,144,id06,2024-08-14,s_stage,"S1,S2,S3,S4",hybrid_route,tail,4,3,0,3,-2.042201521442659e-05,5.60900202400151e-07,1.0570186505315296e-06,0.6666666666666666,1.0,0.6666666666666666,0.7329428571428572,0.32661382857142857,0.2973333333333333,0.48309286857142864,0.7918176,0.6053940217391304,1.501166195147314,0.6838768115942029,0.7373188405797102,0.427536231884058,0,0,0,1,1,0,1,0.7009478627080027,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r144_s_stage_hybrid_route,0.44,0.58,0.30189295045346365,0.4397707726225528
r151_q1q3_subjective_hybrid_route,r151_q1q3_subjective,151,id06,2024-08-25,q1q3_subjective,"Q1,Q3",hybrid_route,tail,2,2,0,2,-1.6099621261535268e-05,3.603186921670317e-06,5.911506941279621e-06,1.0,1.0,1.0,0.4635,0.11866702857142855,0.6911428571428572,0.48481501714285724,0.5168146514285716,0.2380932971014492,0.7634947318475085,0.2241847826086956,0.46875,0.1453804347826087,1,0,1,0,0,0,0,0.6843203264482344,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r151_q1q3_subjective_hybrid_route,0.44,0.58,0.2708261950090625,0.3464963236337095
r164_recovery_route_hybrid_route,r164_recovery_route,164,id07,2024-07-26,recovery_route,"Q1,S2,S3,S4",hybrid_route,tail,4,4,0,4,-1.7142204350911782e-05,1.6037337803956847e-05,2.6172497062862766e-05,1.0,1.0,1.0,0.7875214285714286,0.0638464857142856,0.7785714285714286,0.5581798200000001,0.7967975657142858,0.2825362318840579,0.733593073722543,0.2069746376811594,0.8054800724637681,0.0964673913043478,1,0,0,0,1,1,1,0.6822179138747635,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r164_recovery_route_hybrid_route,0.44,0.58,0.4851497783646436,0.965572966791171
r135_recovery_route_hybrid_route,r135_recovery_route,135,id06,2024-07-14,recovery_route,"Q1,S2,S3,S4",hybrid_route,tail,4,4,0,4,-2.141314908298648e-05,8.269443173452451e-06,1.1074435984324e-05,1.0,1.0,1.0,0.6169571428571429,0.0469922285714286,0.6917857142857142,0.4648600371428572,0.5573068457142858,0.337169384057971,0.8919448880082574,0.2998188405797101,0.6632699275362319,0.1911231884057971,1,0,0,0,1,1,1,0.6818796300796333,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r135_recovery_route_hybrid_route,0.44,0.58,0.471148417043716,0.9366200232386814
r164_q1q3_subjective_hybrid_route,r164_q1q3_subjective,164,id07,2024-07-26,q1q3_subjective,"Q1,Q3",hybrid_route,tail,2,2,0,2,-9.818027072549585e-06,5.629280658800807e-06,1.0125790858658152e-05,1.0,1.0,1.0,0.8621571428571428,0.08647651428571415,0.5595714285714286,0.6359089085714287,0.6744735314285715,0.2576132246376811,0.7953458976446404,0.2472826086956521,0.46875,0.1616847826086956,1,0,1,0,0,0,0,0.6772865142864746,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r164_q1q3_subjective_hybrid_route,0.44,0.58,0.2595307170269341,0.3024139077022285
r164_nonq2_full_hybrid_route,r164_nonq2_full,164,id07,2024-07-26,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hybrid_route,tail,6,6,0,6,-1.1237988512121755e-05,1.7021736524179877e-05,2.627963395101022e-05,1.0,1.0,1.0,0.7403857142857141,0.07287194285714274,0.7125238095238094,0.5370722800000001,0.7967975657142858,0.3523143115942029,0.849897912284315,0.2776268115942029,0.9685235507246376,0.1177536231884057,1,0,1,1,1,1,1,0.677048268648822,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r164_nonq2_full_hybrid_route,0.44,0.58,0.5249620901853347,1.2076861705515896
r139_nonq2_full_hybrid_route,r139_nonq2_full,139,id06,2024-07-19,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hybrid_route,tail,6,3,0,3,-1.4421848495244365e-05,6.249077435679752e-06,8.017339311818271e-06,1.0,1.0,1.0,0.7264952380952381,0.04281074285714287,0.6983809523809524,0.4467804457142858,0.4912916914285715,0.4528532608695652,1.078072757047129,0.4284420289855072,0.9026268115942028,0.2359601449275362,0,0,1,0,0,1,1,0.674267516245365,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r139_nonq2_full_hybrid_route,0.44,0.58,0.42375903486244787,0.7324757520026743
r139_q3_s_stage_hybrid_route,r139_q3_s_stage,139,id06,2024-07-19,q3_s_stage,"Q3,S1,S2,S3,S4",hybrid_route,tail,5,3,0,3,-1.4421848495244365e-05,6.249077435679752e-06,8.017339311818271e-06,1.0,1.0,1.0,0.7264952380952381,0.04281074285714287,0.6983809523809524,0.4467804457142858,0.4912916914285715,0.4465851449275362,1.0920874819659911,0.4384057971014493,0.8054800724637681,0.2721920289855072,0,0,1,0,0,1,1,0.6737033858105823,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r139_q3_s_stage_hybrid_route,0.44,0.58,0.42375903486244787,0.7324757520026743
r070_q3_quality_hybrid_route,r070_q3_quality,70,id03,2024-09-16,q3_quality,Q3,hybrid_route,tail,1,1,0,1,-1.5109682365523915e-05,3.404846523462902e-06,3.7805997391189292e-06,1.0,1.0,1.0,0.4838571428571429,0.0667148571428571,0.7742857142857142,0.5586044000000001,0.5586044000000001,0.0857971014492753,0.5069376839652796,0.0991847826086956,0.0337409420289855,0.0842391304347826,0,0,1,0,0,0,0,0.6636131388917325,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r070_q3_quality_hybrid_route,0.44,0.58,0.24088633258610273,0.24088633258610273
r135_q3_s_stage_hybrid_route,r135_q3_s_stage,135,id06,2024-07-14,q3_s_stage,"Q3,S1,S2,S3,S4",hybrid_route,tail,5,5,0,5,-2.6201473888910753e-05,6.5311243691471294e-06,9.205362833262871e-06,1.0,0.8,0.8,0.6659085714285715,0.07126834285714287,0.5785142857142856,0.46589484571428574,0.5573068457142858,0.420276268115942,1.037543237729155,0.3908514492753623,0.8591485507246377,0.2382246376811594,0,0,1,1,1,1,1,0.6597810493419135,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r135_q3_s_stage_hybrid_route,0.44,0.58,0.4919777519788168,1.0782578626719728
r151_nonq2_full_hybrid_route,r151_nonq2_full,151,id06,2024-08-25,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hybrid_route,tail,6,3,0,3,-1.749077254250067e-05,3.552557750309598e-06,6.083505903997256e-06,0.6666666666666666,1.0,0.6666666666666666,0.309,0.31322,0.5202857142857144,0.4697910095238096,0.5168146514285716,0.5160371376811593,1.2361577409129978,0.5357789855072463,0.9685235507246376,0.139945652173913,1,0,1,0,1,0,0,0.6557276330590539,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r151_nonq2_full_hybrid_route,0.44,0.58,0.2790641603021971,0.41380143237059214
r135_nonq2_full_hybrid_route,r135_nonq2_full,135,id06,2024-07-14,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hybrid_route,tail,6,6,0,6,-3.4917309298991236e-05,1.1341638718180317e-05,1.5815775616530156e-05,1.0,0.8333333333333334,0.8333333333333334,0.6424666666666667,0.05275607619047621,0.6457142857142858,0.45986165523809525,0.5573068457142858,0.3991757246376812,0.967482991686945,0.3446557971014493,0.9026268115942028,0.1897644927536232,1,0,1,1,1,1,1,0.655677739244993,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r135_nonq2_full_hybrid_route,0.44,0.58,0.5542284262306745,1.3334578626719729
r135_s_stage_hybrid_route,r135_s_stage,135,id06,2024-07-14,s_stage,"S1,S2,S3,S4",hybrid_route,tail,4,4,0,4,-1.3991605754098664e-05,3.6672654241409335e-06,5.219606637444432e-06,1.0,0.75,0.75,0.7091928571428572,0.09903837142857144,0.491,0.46924816571428574,0.5573068457142858,0.4841213768115942,1.2046941380044571,0.5163043478260869,0.7373188405797102,0.3161231884057971,0,0,0,1,1,1,1,0.6512331046524726,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r135_s_stage_hybrid_route,0.44,0.58,0.4206127297670985,0.8230578626719729
r098_full_state_hybrid_route,r098_full_state,98,id04,2024-10-19,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hybrid_route,tail,7,2,0,2,-9.075803731380594e-06,5.312383722468602e-06,6.504661300633525e-06,1.0,1.0,1.0,0.6215714285714286,-0.049386171428571456,0.6877142857142857,0.5023742971428572,0.5486207771428572,0.4241440217391304,0.8326246859747435,0.2694746376811594,0.9685235507246376,0.1381340579710145,0,0,0,1,0,0,1,0.6500301657999051,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r098_full_state_hybrid_route,0.44,0.58,0.26600441338910735,0.33024204116682276
r144_q1q3_subjective_hybrid_route,r144_q1q3_subjective,144,id06,2024-08-14,q1q3_subjective,"Q1,Q3",hybrid_route,tail,2,1,0,1,-7.078151338587267e-06,9.487795798720905e-07,1.5357089071212921e-06,1.0,1.0,1.0,0.8645428571428572,0.1008794285714285,0.4182857142857142,0.7304870285714288,0.7304870285714288,0.2414221014492753,0.7718183936486954,0.2309782608695652,0.46875,0.1526268115942029,0,0,1,0,0,0,0,0.6486759082476645,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r144_q1q3_subjective_hybrid_route,0.44,0.58,0.13096666121296907,0.13096666121296907
r164_full_state_hybrid_route,r164_full_state,164,id07,2024-07-26,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hybrid_route,tail,7,7,1,7,-1.1239987862892093e-05,1.3390798047102501e-05,2.9903833878590847e-05,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7279469387755101,0.13988863673469382,0.6362448979591837,0.5123895493877552,0.7967975657142858,0.468143115942029,0.9939505380584216,0.3632246376811594,0.9891304347826086,0.1775362318840579,1,1,1,1,1,1,1,0.6459857266459433,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r164_full_state_hybrid_route,0.44,0.58,0.5713598417468936,1.4332230248111095
r061_full_state_hybrid_route,r061_full_state,61,id03,2024-08-19,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hybrid_route,tail,7,3,0,3,-1.0597935280173615e-05,5.301593891432724e-06,5.8973147621747465e-06,1.0,1.0,1.0,0.46225714285714287,0.0539654476190476,0.7984761904761905,0.47039984000000007,0.5751226514285716,0.3157835144927536,0.7150071323999813,0.1988224637681159,0.9685235507246376,0.2350543478260869,0,0,1,1,0,1,0,0.6449307547823041,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r061_full_state_hybrid_route,0.44,0.58,0.265688130719669,0.4343165037251688
r061_nonq2_full_hybrid_route,r061_nonq2_full,61,id03,2024-08-19,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hybrid_route,tail,6,3,0,3,-1.0597935280173615e-05,5.301593891432724e-06,5.8973147621747465e-06,1.0,1.0,1.0,0.46225714285714287,0.0539654476190476,0.7984761904761905,0.47039984000000007,0.5751226514285716,0.3154755434782608,0.762567889452929,0.2223731884057971,0.9026268115942028,0.2463768115942029,0,0,1,1,0,1,0,0.6449030373909997,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r061_nonq2_full_hybrid_route,0.44,0.58,0.265688130719669,0.4343165037251688
r144_q3_quality_hybrid_route,r144_q3_quality,144,id06,2024-08-14,q3_quality,Q3,hybrid_route,tail,1,1,0,1,-7.078151338587267e-06,9.487795798720905e-07,1.5357089071212921e-06,1.0,1.0,1.0,0.8645428571428572,0.1008794285714285,0.4182857142857142,0.7304870285714288,0.7304870285714288,0.1986231884057971,0.7375129125367084,0.2105978260869565,0.1526268115942029,0.3826992753623188,0,0,1,0,0,0,0,0.6448240060737515,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r144_q3_quality_hybrid_route,0.44,0.58,0.13096666121296907,0.13096666121296907
r061_q3_s_stage_hybrid_route,r061_q3_s_stage,61,id03,2024-08-19,q3_s_stage,"Q3,S1,S2,S3,S4",hybrid_route,tail,5,3,0,3,-1.0597935280173615e-05,5.301593891432724e-06,5.8973147621747465e-06,1.0,1.0,1.0,0.46225714285714287,0.0539654476190476,0.7984761904761905,0.47039984000000007,0.5751226514285716,0.3126811594202898,0.7912301299388682,0.2441123188405797,0.8054800724637681,0.2409420289855072,0,0,1,1,0,1,0,0.6446515428257823,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r061_q3_s_stage_hybrid_route,0.44,0.58,0.265688130719669,0.4343165037251688
r098_q3_s_stage_hybrid_route,r098_q3_s_stage,98,id04,2024-10-19,q3_s_stage,"Q3,S1,S2,S3,S4",hybrid_route,tail,5,2,0,2,-9.075803731380594e-06,5.312383722468602e-06,6.504661300633525e-06,1.0,1.0,1.0,0.6215714285714286,-0.049386171428571456,0.6877142857142857,0.5023742971428572,0.5486207771428572,0.2833016304347826,0.6861889030509045,0.1834239130434782,0.9026268115942028,0.0806159420289855,0,0,0,1,0,0,1,0.6373543505825138,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r098_q3_s_stage_hybrid_route,0.44,0.58,0.26600441338910735,0.33024204116682276
r098_nonq2_full_hybrid_route,r098_nonq2_full,98,id04,2024-10-19,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hybrid_route,tail,6,2,0,2,-9.075803731380594e-06,5.312383722468602e-06,6.504661300633525e-06,1.0,1.0,1.0,0.6215714285714286,-0.049386171428571456,0.6877142857142857,0.5023742971428572,0.5486207771428572,0.2748867753623188,0.6424135781699603,0.1594202898550724,0.9402173913043478,0.0729166666666666,0,0,0,1,0,0,1,0.6365970136259921,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r098_nonq2_full_hybrid_route,0.44,0.58,0.26600441338910735,0.33024204116682276
r098_s_stage_hybrid_route,r098_s_stage,98,id04,2024-10-19,s_stage,"S1,S2,S3,S4",hybrid_route,tail,4,2,0,2,-9.075803731380594e-06,5.312383722468602e-06,6.504661300633525e-06,1.0,1.0,1.0,0.6215714285714286,-0.049386171428571456,0.6877142857142857,0.5023742971428572,0.5486207771428572,0.2659420289855072,0.6858129808616,0.1829710144927536,0.8054800724637681,0.0892210144927536,0,0,0,1,0,0,1,0.635791986452079,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r098_s_stage_hybrid_route,0.44,0.58,0.26600441338910735,0.33024204116682276
r226_nonq2_full_hybrid_route,r226_nonq2_full,226,id09,2024-09-21,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hybrid_route,tail,6,1,0,1,-3.066378637834547e-06,9.040878600623143e-08,3.866267720225349e-07,1.0,1.0,1.0,0.7840857142857143,0.1520126857142857,0.1785714285714285,0.7385512114285714,0.7385512114285714,0.342133152173913,0.8014972693904939,0.2518115942028985,0.9402173913043478,0.0778985507246376,0,0,0,0,0,0,1,0.6312234959076064,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r226_nonq2_full_hybrid_route,0.44,0.58,0.03622846565546075,0.03622846565546075
r226_q3_s_stage_hybrid_route,r226_q3_s_stage,226,id09,2024-09-21,q3_s_stage,"Q3,S1,S2,S3,S4",hybrid_route,tail,5,1,0,1,-3.066378637834547e-06,9.040878600623143e-08,3.866267720225349e-07,1.0,1.0,1.0,0.7840857142857143,0.1520126857142857,0.1785714285714285,0.7385512114285714,0.7385512114285714,0.3398731884057971,0.831910403823436,0.2685688405797101,0.8591485507246377,0.09375,0,0,0,0,0,0,1,0.631020099168476,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r226_q3_s_stage_hybrid_route,0.44,0.58,0.03622846565546075,0.03622846565546075
r000_full_state_hybrid_route,r000_full_state,0,id01,2024-07-31,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hybrid_route,tail,7,2,0,2,-8.190886634943891e-06,5.211210785169357e-06,7.376039478408718e-06,1.0,1.0,1.0,0.6109,-0.01864222857142855,0.534142857142857,0.47113109142857146,0.57472224,0.2596422101449275,0.4514015233581314,0.0738224637681159,0.9891304347826086,0.0951086956521739,0,0,0,1,0,0,1,0.6308684933586047,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r000_full_state_hybrid_route,0.44,0.58,0.2571598165170568,0.2868880297760265
r098_s14_edge_hybrid_route,r098_s14_edge,98,id04,2024-10-19,s14_edge,"S1,S4",hybrid_route,tail,2,2,0,2,-9.075803731380594e-06,5.312383722468602e-06,6.504661300633525e-06,1.0,1.0,1.0,0.6215714285714286,-0.049386171428571456,0.6877142857142857,0.5023742971428572,0.5486207771428572,0.2018931159420289,0.6537759048891694,0.1644021739130435,0.46875,0.1798007246376811,0,0,0,1,0,0,1,0.630027584278166,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r098_s14_edge_hybrid_route,0.44,0.58,0.26600441338910735,0.33024204116682276
r135_full_state_hybrid_route,r135_full_state,135,id06,2024-07-14,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",hybrid_route,tail,7,7,1,7,-3.4088292461800155e-05,1.8539506119065972e-05,1.6177104861078948e-05,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.5506857142857143,0.1485711673469388,0.5789795918367346,0.4440243412244898,0.5573068457142858,0.5489356884057971,1.145620945802836,0.473731884057971,0.9402173913043478,0.243659420289855,1,1,1,1,1,1,1,0.6299388597269573,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r135_full_state_hybrid_route,0.44,0.58,0.576131888597293,1.4908071703175847
r000_s14_edge_hybrid_route,r000_s14_edge,0,id01,2024-07-31,s14_edge,"S1,S4",hybrid_route,tail,2,2,0,2,-8.190886634943891e-06,5.211210785169357e-06,7.376039478408718e-06,1.0,1.0,1.0,0.6109,-0.01864222857142855,0.534142857142857,0.47113109142857146,0.57472224,0.2459057971014492,0.779883268784578,0.2368659420289855,0.46875,0.1929347826086956,0,0,0,1,0,0,1,0.6296322161846917,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r000_s14_edge_hybrid_route,0.44,0.58,0.2571598165170568,0.2868880297760265
r000_nonq2_full_hybrid_route,r000_nonq2_full,0,id01,2024-07-31,nonq2_full,"Q1,Q3,S1,S2,S3,S4",hybrid_route,tail,6,2,0,2,-8.190886634943891e-06,5.211210785169357e-06,7.376039478408718e-06,1.0,1.0,1.0,0.6109,-0.01864222857142855,0.534142857142857,0.47113109142857146,0.57472224,0.2428487318840579,0.5348365320114978,0.1109601449275362,0.9402173913043478,0.0901268115942029,0,0,0,1,0,0,1,0.6293570803151264,basis_tail_hybrid_a044,basis_tail_hybrid_a044__r000_nonq2_full_hybrid_route,0.44,0.58,0.2571598165170568,0.2868880297760265
