source_file,row,subject_id,sleep_date,lifelog_date,mode,flat_indices,targets,n_cells,n_targets,route_benefit,route_min_benefit,route_h088_penalty,route_score,all_full_pred_delta,no_pre_h_pred_delta,no_bad_pred_delta,frontier_only_pred_delta,no_human_social_pred_delta,no_subject_pred_delta,no_row_order_pred_delta,no_base_prob_pred_delta,structural_only_pred_delta,human_social_only_pred_delta,robust_positive_variant_count,robust_mean_pred_delta,robust_min_pred_delta,robust_max_pred_delta
submission_h075_antibad_transport_f6863945_uploadsafe.csv,131,id06,2024-07-10,2024-07-09,no_pre_safe,"917,920,922","Q1,S1,S3",3,3,0.000444538066737216,-1.2032428843706528e-06,0.7476190476190476,4.3656943345280075,-0.0006314991997532264,-0.00018608613116224623,-0.0005079742669265535,-8.960549856978734e-05,-0.0007437177314669067,-0.0007794640052735375,-2.329224978476904e-05,-0.0007190277620012053,-0.0007437177314669067,-2.099609096702024e-05,10,-0.00044453806673721587,-0.0007794640052735375,-2.099609096702024e-05
submission_h075_antibad_transport_f6863945_uploadsafe.csv,131,id06,2024-07-10,2024-07-09,consensus_any,"917,920,922","Q1,S1,S3",3,3,0.000444538066737216,-1.2032428843706528e-06,0.7476190476190476,4.3656943345280075,-0.0006314991997532264,-0.00018608613116224623,-0.0005079742669265535,-8.960549856978734e-05,-0.0007437177314669067,-0.0007794640052735375,-2.329224978476904e-05,-0.0007190277620012053,-0.0007437177314669067,-2.099609096702024e-05,10,-0.00044453806673721587,-0.0007794640052735375,-2.099609096702024e-05
submission_h075_antibad_transport_f6863945_uploadsafe.csv,131,id06,2024-07-10,2024-07-09,q_route,917,Q1,1,1,0.00044270267545266234,2.0987904592493262e-05,0.9508571428571428,4.106284687887414,-0.0006285463056476,-0.0001846363573692658,-0.0005068847056820646,-8.957098459116892e-05,-0.0007400073034666528,-0.0007759956243397612,-2.0987904592493262e-05,-0.0007191461206673696,-0.0007400073034666528,-2.1244144703593677e-05,10,-0.00044270267545266234,-0.0007759956243397612,-2.0987904592493262e-05
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,131,id06,2024-07-10,2024-07-09,consensus_any,"917,919,920,922","Q1,Q3,S1,S3",4,4,0.00031056709394513795,-3.482461855401958e-06,0.7014285714285715,3.688942801940971,-0.0004406250298993935,-0.00012747735974164676,-0.00035796693704286245,-6.876996402538643e-05,-0.0005219320464499068,-0.0005412928718657058,-1.5415109911234076e-05,-0.0004992698193380699,-0.0005219320464499068,-1.0989754727266358e-05,10,-0.00031056709394513784,-0.0005412928718657058,-1.0989754727266358e-05
submission_h074_antishortcut_inversion_816703df_uploadsafe.csv,131,id06,2024-07-10,2024-07-09,consensus_any,"917,919,920,922","Q1,Q3,S1,S3",4,4,0.00031056709394513795,-3.482461855401958e-06,0.7014285714285715,3.688942801940971,-0.0004406250298993935,-0.00012747735974164676,-0.00035796693704286245,-6.876996402538643e-05,-0.0005219320464499068,-0.0005412928718657058,-1.5415109911234076e-05,-0.0004992698193380699,-0.0005219320464499068,-1.0989754727266358e-05,10,-0.00031056709394513784,-0.0005412928718657058,-1.0989754727266358e-05
submission_h073_humanaction_bridge_7a2cbf07_uploadsafe.csv,131,id06,2024-07-10,2024-07-09,consensus_any,"917,920,922,923","Q1,S1,S3,S4",4,4,0.0003045354717979238,-5.5410313185812114e-06,0.7015714285714285,3.6510129876144446,-0.0004324447569343005,-0.0001291033792007504,-0.00035014130643939653,-6.0430996649555286e-05,-0.0005102659266888202,-0.0005342226191201144,-1.8313451172865082e-05,-0.0004912351698205275,-0.0005102659266888202,-8.931185264087105e-06,10,-0.0003045354717979237,-0.0005342226191201144,-8.931185264087105e-06
submission_h073_humanaction_bridge_7a2cbf07_uploadsafe.csv,131,id06,2024-07-10,2024-07-09,no_pre_safe,"917,920,922,923","Q1,S1,S3,S4",4,4,0.0003045354717979238,-5.5410313185812114e-06,0.7015714285714285,3.6510129876144446,-0.0004324447569343005,-0.0001291033792007504,-0.00035014130643939653,-6.0430996649555286e-05,-0.0005102659266888202,-0.0005342226191201144,-1.8313451172865082e-05,-0.0004912351698205275,-0.0005102659266888202,-8.931185264087105e-06,10,-0.0003045354717979237,-0.0005342226191201144,-8.931185264087105e-06
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,131,id06,2024-07-10,2024-07-09,no_pre_safe,"917,920,922","Q1,S1,S3",3,3,0.000304359408424553,-1.018244083999346e-06,0.7476190476190476,3.562294268877154,-0.00043240337631675764,-0.00012754000156296627,-0.00034762356568795544,-6.126282045992537e-05,-0.000509240003687743,-0.000533687538537225,-1.63581879586829e-05,-0.0004917663697638624,-0.000509240003687743,-1.4472216582668317e-05,10,-0.0003043594084245529,-0.000533687538537225,-1.4472216582668317e-05
submission_h074_antishortcut_inversion_816703df_uploadsafe.csv,131,id06,2024-07-10,2024-07-09,no_pre_safe,"917,920,922","Q1,S1,S3",3,3,0.000304359408424553,-1.018244083999346e-06,0.7476190476190476,3.562294268877154,-0.00043240337631675764,-0.00012754000156296627,-0.00034762356568795544,-6.126282045992537e-05,-0.000509240003687743,-0.000533687538537225,-1.63581879586829e-05,-0.0004917663697638624,-0.000509240003687743,-1.4472216582668317e-05,10,-0.0003043594084245529,-0.000533687538537225,-1.4472216582668317e-05
submission_h074_antishortcut_inversion_816703df_uploadsafe.csv,131,id06,2024-07-10,2024-07-09,q_route,"917,919","Q1,Q3",2,2,0.0003089604979429107,-3.482461855401958e-06,0.7568571428571429,3.5004244746263664,-0.0004380680772074726,-0.00012620534698584566,-0.00035698860014688274,-6.876240358548523e-05,-0.0005187637354812354,-0.0005382884999844334,-1.3410002461341154e-05,-0.0004993087235134935,-0.0005187637354812354,-1.1045854581681736e-05,10,-0.00030896049794291064,-0.0005382884999844334,-1.1045854581681736e-05
