decision,selected_file,selected_resolved_path,promoted_path,rowperm_p,overall_spearman,overall_top10_lift,median_leave_family_spearman,median_leave_family_top10_lift
diagnostic_only_action_health_not_transfer_safe,hitl/h023_hs_pareto_proposal_vector_jepa/submission_h023_gain_all_k1750_a1.2_a639be88.csv,/Users/kbsoo/Downloads/cl2/hitl/h023_hs_pareto_proposal_vector_jepa/submission_h023_gain_all_k1750_a1.2_a639be88.csv,,0.5766666666666667,0.021090879281611775,0.004425758479885559,0.3899677740012846,0.10080636421534606
