law_name,model_name,feature_view,model_family,policy,param,logloss,switched_cells,switched_rate,mean_realized_gain_all_cells,mean_realized_gain_switched,positive_true_gain_rate,target_null_p_ge_observed,target_family_null_p_ge_observed,target_null_z,target_family_null_z,target_null_mean,target_null_std,target_family_null_mean,target_family_null_std
human_state_law__tree_depth2_leaf28,tree_depth2_leaf28,human_state_law,shallow_tree,topfrac,0.08,0.6364534955734467,59,0.08027210884353742,0.0005435865775482307,0.006771798889795763,0.711864406779661,0.05225,0.05175,1.625470024579119,1.6465165011471325,-0.004052747695898811,0.0028276954997291724,-0.004078526590020723,0.0028072073157777134
route_disagreement_law__tree_depth3_leaf24,tree_depth3_leaf24,route_disagreement_law,shallow_tree,topfrac,0.01,0.6364779200854933,7,0.009523809523809525,0.000519162065501503,0.05451201687765782,0.7142857142857143,0.18375,0.05675,0.8624835077310533,1.5523469369048486,-0.0003116562148271459,0.0009632859908409071,-0.0009396133098508196,0.0009397225199290219
compact_hsjepa_law__tree_depth3_leaf24,tree_depth3_leaf24,compact_hsjepa_law,shallow_tree,topfrac,0.01,0.6364779200854933,7,0.009523809523809525,0.000519162065501503,0.05451201687765782,0.7142857142857143,0.185,0.05775,0.8810978615899421,1.5585972809072839,-0.00032903902446687584,0.0009626638843928177,-0.0009313886896168532,0.000930677072831776
human_state_law__tree_depth4_leaf18,tree_depth4_leaf18,human_state_law,shallow_tree,threshold,0.04,0.6365291057596153,43,0.058503401360544216,0.0004679763913794633,0.00799913134102106,0.813953488372093,0.09075,0.08975,1.3261061162685333,1.3502162253448007,-0.0028705951204367466,0.00251757492922999,-0.002987176795267332,0.002558962869642944
human_state_law__tree_depth4_leaf18,tree_depth4_leaf18,human_state_law,shallow_tree,threshold,0.08,0.6365291057596153,43,0.058503401360544216,0.0004679763913794633,0.00799913134102106,0.813953488372093,0.09075,0.081,1.3374089374778173,1.3848545446266962,-0.002922173873445118,0.0025348643708168815,-0.0029987928670767187,0.0025033454032464403
minimal_hsjepa_law__elasticnet_sparse_alpha_0p001,elasticnet_sparse_alpha_0p001,minimal_hsjepa_law,sparse_linear,threshold,0.08,0.6365392459748197,3,0.004081632653061225,0.0004578361761751723,0.11216986316291722,1.0,0.0005,0.001,1.374871318972927,1.0419583849146934,-0.00012419077268843558,0.00042333194447492057,-0.0002164257948026195,0.0006471102692196239
human_state_law__elasticnet_sparse_alpha_0p0005,elasticnet_sparse_alpha_0p0005,human_state_law,sparse_linear,topfrac,0.01,0.6365583201359425,7,0.009523809523809525,0.00043876201505241557,0.046070011580503625,0.8571428571428571,0.06,0.15525,1.057754784484221,1.157156372025301,-0.0002490412522583273,0.0006502483159611774,-0.0009774367738663997,0.0012238612024752782
compact_hsjepa_law__elasticnet_sparse_alpha_0p001,elasticnet_sparse_alpha_0p001,compact_hsjepa_law,sparse_linear,topfrac,0.005,0.6366184416316376,4,0.005442176870748299,0.00037864051935717746,0.06957519543188136,0.5,0.073,0.0755,1.0378277750148035,1.3271470118380415,-0.00010565486376200176,0.0004666433051594435,-6.073465184982084e-05,0.0003310674456467958
human_state_law__elasticnet_sparse_alpha_0p0005,elasticnet_sparse_alpha_0p0005,human_state_law,sparse_linear,topfrac,0.005,0.6367032857282351,4,0.005442176870748299,0.00029379642275974147,0.05398509268210249,1.0,0.09,0.27,0.8735150416227283,0.8127206771047775,-0.00015683589318512246,0.0005158838651567174,-0.00054404023302579,0.0010309035802684716
human_state_law__tree_depth4_leaf18,tree_depth4_leaf18,human_state_law,shallow_tree,topfrac,0.06,0.6367065227658951,44,0.05986394557823129,0.00029055938509974264,0.004853662455643431,0.7954545454545454,0.10875,0.1055,1.2315152416631665,1.2540631787268957,-0.0028477421473475325,0.0025483253688431706,-0.0028809094417862557,0.0025289545859289333
human_state_law__tree_depth5_leaf14,tree_depth5_leaf14,human_state_law,shallow_tree,topfrac,0.08,0.6367341069271697,59,0.08027210884353742,0.0002629752238250571,0.0032760472798545252,0.7627118644067796,0.05075,0.03925,1.6606181019865351,1.714908330653439,-0.004391626467803976,0.0028029332488071204,-0.0045370859615737275,0.0027990191076684525
compact_hsjepa_law__elasticnet_sparse_alpha_0p001,elasticnet_sparse_alpha_0p001,compact_hsjepa_law,sparse_linear,threshold,0.08,0.6367856199913445,6,0.00816326530612245,0.00021146215965026123,0.025904114557156993,0.5,0.2115,0.224,0.6671982221514592,0.6586015727508807,-0.00015773569521453144,0.0005533555735119777,-0.0001948446053935947,0.0006169234661052706
route_disagreement_law__tree_depth2_leaf28,tree_depth2_leaf28,route_disagreement_law,shallow_tree,topfrac,0.005,0.6368308169253762,4,0.005442176870748299,0.0001662652256185934,0.03055123520741654,0.5,0.39175,0.4,0.2529611048605003,0.24113650671650294,6.164157913094749e-07,0.0006548390509230018,8.741700671425009e-06,0.0006532545697544012
compact_hsjepa_law__tree_depth2_leaf28,tree_depth2_leaf28,compact_hsjepa_law,shallow_tree,topfrac,0.005,0.6368308169253762,4,0.005442176870748299,0.0001662652256185934,0.03055123520741654,0.5,0.39075,0.387,0.25849842235352205,0.2826920602444925,1.3008369098437685e-06,0.000638164005825709,-2.041389431785908e-05,0.0006603620907322226
minimal_hsjepa_law__huber_linear_epsilon_1p35,huber_linear_epsilon_1p35,minimal_hsjepa_law,robust_linear,topfrac,0.005,0.6368911370146294,4,0.005442176870748299,0.00010594513636545712,0.019467418807152748,0.5,0.359,0.3215,0.32771924729922847,0.36305884638214725,-0.00023190576534723917,0.0010309156526415947,-0.00033102775591285706,0.0012035869574112145
route_disagreement_law__huber_linear_epsilon_1p35,huber_linear_epsilon_1p35,route_disagreement_law,robust_linear,topfrac,0.005,0.6368911370146294,4,0.005442176870748299,0.00010594513636545712,0.019467418807152748,0.5,0.37175,0.317,0.3777611249731369,0.4891478906247866,-0.00024653586384169374,0.0009330790727399922,-0.00040325030944399855,0.0010409846501823047
compact_hsjepa_law__huber_linear_epsilon_1p35,huber_linear_epsilon_1p35,compact_hsjepa_law,robust_linear,topfrac,0.005,0.6368911370146294,4,0.005442176870748299,0.00010594513636545712,0.019467418807152748,0.5,0.37,0.2995,0.37277990767214325,0.513814536836112,-0.0002523421904948534,0.0009611229561637778,-0.0004117569312440934,0.0010075660194384078
compact_hsjepa_law__elasticnet_sparse_alpha_0p001,elasticnet_sparse_alpha_0p001,compact_hsjepa_law,sparse_linear,topfrac,0.01,0.6369362349587978,7,0.009523809523809525,6.0847192196981856e-05,0.006388955180683086,0.42857142857142855,0.345,0.3385,0.4098607566999106,0.4223140421338555,-0.0001736949235620002,0.000572248286582625,-0.0001950259951860374,0.0006058836833607306
raw_knn_blend_baseline,raw_knn_blend,none,baseline,baseline,0.0,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,
minimal_hsjepa_law__elasticnet_sparse_alpha_0p0005,elasticnet_sparse_alpha_0p0005,minimal_hsjepa_law,sparse_linear,threshold,0.12,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
minimal_hsjepa_law__elasticnet_sparse_alpha_0p001,elasticnet_sparse_alpha_0p001,minimal_hsjepa_law,sparse_linear,threshold,0.12,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
route_disagreement_law__tree_depth2_leaf28,tree_depth2_leaf28,route_disagreement_law,shallow_tree,threshold,0.0,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
route_disagreement_law__tree_depth2_leaf28,tree_depth2_leaf28,route_disagreement_law,shallow_tree,threshold,0.005,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
route_disagreement_law__tree_depth2_leaf28,tree_depth2_leaf28,route_disagreement_law,shallow_tree,threshold,0.01,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
route_disagreement_law__tree_depth2_leaf28,tree_depth2_leaf28,route_disagreement_law,shallow_tree,threshold,0.02,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
route_disagreement_law__tree_depth2_leaf28,tree_depth2_leaf28,route_disagreement_law,shallow_tree,threshold,0.04,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
route_disagreement_law__tree_depth2_leaf28,tree_depth2_leaf28,route_disagreement_law,shallow_tree,threshold,0.08,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
route_disagreement_law__tree_depth2_leaf28,tree_depth2_leaf28,route_disagreement_law,shallow_tree,threshold,0.12,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
route_disagreement_law__elasticnet_sparse_alpha_0p001,elasticnet_sparse_alpha_0p001,route_disagreement_law,sparse_linear,threshold,0.12,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
human_state_law__elasticnet_sparse_alpha_0p0005,elasticnet_sparse_alpha_0p0005,human_state_law,sparse_linear,threshold,0.08,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
human_state_law__elasticnet_sparse_alpha_0p0005,elasticnet_sparse_alpha_0p0005,human_state_law,sparse_linear,threshold,0.12,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
human_state_law__elasticnet_sparse_alpha_0p001,elasticnet_sparse_alpha_0p001,human_state_law,sparse_linear,threshold,0.08,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
human_state_law__elasticnet_sparse_alpha_0p001,elasticnet_sparse_alpha_0p001,human_state_law,sparse_linear,threshold,0.12,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
human_state_law__huber_linear_epsilon_1p35,huber_linear_epsilon_1p35,human_state_law,robust_linear,threshold,0.12,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
compact_hsjepa_law__tree_depth2_leaf28,tree_depth2_leaf28,compact_hsjepa_law,shallow_tree,threshold,0.0,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
compact_hsjepa_law__tree_depth2_leaf28,tree_depth2_leaf28,compact_hsjepa_law,shallow_tree,threshold,0.005,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
compact_hsjepa_law__tree_depth2_leaf28,tree_depth2_leaf28,compact_hsjepa_law,shallow_tree,threshold,0.01,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
compact_hsjepa_law__tree_depth2_leaf28,tree_depth2_leaf28,compact_hsjepa_law,shallow_tree,threshold,0.02,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
compact_hsjepa_law__tree_depth2_leaf28,tree_depth2_leaf28,compact_hsjepa_law,shallow_tree,threshold,0.04,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
compact_hsjepa_law__tree_depth2_leaf28,tree_depth2_leaf28,compact_hsjepa_law,shallow_tree,threshold,0.08,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
compact_hsjepa_law__tree_depth2_leaf28,tree_depth2_leaf28,compact_hsjepa_law,shallow_tree,threshold,0.12,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
compact_hsjepa_law__elasticnet_sparse_alpha_0p001,elasticnet_sparse_alpha_0p001,compact_hsjepa_law,sparse_linear,threshold,0.12,0.6369970821509948,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
human_state_law__tree_depth4_leaf18,tree_depth4_leaf18,human_state_law,shallow_tree,threshold,0.0,0.6370307490791619,184,0.2503401360544218,-3.366692816710825e-05,-0.0001344847402327422,0.6032608695652174,0.0175,0.0225,2.0474140673326424,2.0061290653149952,-0.008605964242384452,0.004186889916891738,-0.00838538340475355,0.004163100281524053
compact_hsjepa_law__elasticnet_sparse_alpha_0p0005,elasticnet_sparse_alpha_0p0005,compact_hsjepa_law,sparse_linear,topfrac,0.01,0.6370406886427138,7,0.009523809523809525,-4.360649171885849e-05,-0.004578681630480141,0.14285714285714285,0.45825,0.472,0.255892072737991,-0.015138336259523693,-0.00022527431756424755,0.0007099392486120487,-3.722962136135855e-05,0.0004212398409031363
compact_hsjepa_law__elasticnet_sparse_alpha_0p0005,elasticnet_sparse_alpha_0p0005,compact_hsjepa_law,sparse_linear,threshold,0.12,0.6371502350032341,2,0.0027210884353741495,-0.00015315285223918513,-0.056283673197900536,0.0,0.738,0.72075,-0.16463216166808228,-0.5436555612644005,-7.704971579722423e-05,0.0004622616606067151,-1.4402876570183927e-05,0.000255216695192642
compact_hsjepa_law__elasticnet_sparse_alpha_0p0005,elasticnet_sparse_alpha_0p0005,compact_hsjepa_law,sparse_linear,topfrac,0.005,0.6373277905772462,4,0.005442176870748299,-0.00033070842625129476,-0.060767673323675414,0.0,0.74725,0.852,-0.24304013971869515,-0.9061658617263094,-0.0001800300681098475,0.0006199731382472406,-2.666191847617919e-05,0.0003355307462100654
route_disagreement_law__tree_depth5_leaf14,tree_depth5_leaf14,route_disagreement_law,shallow_tree,topfrac,0.005,0.6374298660158699,4,0.005442176870748299,-0.00043278386487515484,-0.07952403517080969,0.5,0.69675,0.366,-0.5291078834980402,0.42814880357613727,-0.0001183257395653462,0.000594317595933105,-0.0006911191992661903,0.0006033774524961295
compact_hsjepa_law__tree_depth5_leaf14,tree_depth5_leaf14,compact_hsjepa_law,shallow_tree,topfrac,0.005,0.6374298660158699,4,0.005442176870748299,-0.00043278386487515484,-0.07952403517080969,0.5,0.68475,0.374,-0.486764555542324,0.41577180816123127,-0.00014775140070169405,0.0005855653640514038,-0.0006844374557754702,0.0006052685294206556
human_state_law__huber_linear_epsilon_1p35,huber_linear_epsilon_1p35,human_state_law,robust_linear,topfrac,0.02,0.6374832777163726,15,0.02040816326530612,-0.0004861955653777914,-0.023823582703511793,0.8,0.72525,0.6225,-0.410523978050414,-0.05564343339074046,-7.887570828324426e-05,0.000992195045534044,-0.0004332189730241984,0.0009520726728269971
human_state_law__tree_depth5_leaf14,tree_depth5_leaf14,human_state_law,shallow_tree,topfrac,0.04,0.6375038538440425,29,0.03945578231292517,-0.0005067716930476288,-0.012844041185862309,0.8620689655172413,0.2345,0.237,0.7437692830517609,0.7363532252965227,-0.0020598945628972497,0.0020881782902851275,-0.0021058009698594403,0.002171551942571987
route_disagreement_law__tree_depth3_leaf24,tree_depth3_leaf24,route_disagreement_law,shallow_tree,topfrac,0.005,0.6375069852401971,4,0.005442176870748299,-0.0005099030892022617,-0.0936946926409156,0.5,0.683,0.2195,-0.5065105545026942,0.783604407657815,-0.00017779638818997444,0.0006556757762695756,-0.00094107184179515,0.0005502377837327982
compact_hsjepa_law__tree_depth3_leaf24,tree_depth3_leaf24,compact_hsjepa_law,shallow_tree,topfrac,0.005,0.6375069852401971,4,0.005442176870748299,-0.0005099030892022617,-0.0936946926409156,0.5,0.694,0.2205,-0.5490642478900803,0.7676661517879493,-0.0001579048191465452,0.0006410875802027901,-0.0009334538581602091,0.0005517382366950366
compact_hsjepa_law__elasticnet_sparse_alpha_0p001,elasticnet_sparse_alpha_0p001,compact_hsjepa_law,sparse_linear,topfrac,0.02,0.6375648087981912,15,0.02040816326530612,-0.0005677266471963484,-0.027818605712621073,0.4,0.69525,0.70175,-0.3458598567730772,-0.32722956653209473,-0.00030733567988805476,0.0007528799952031997,-0.0002802461859394759,0.0008785283808658422
human_state_law__elasticnet_sparse_alpha_0p001,elasticnet_sparse_alpha_0p001,human_state_law,sparse_linear,topfrac,0.005,0.6375653021088854,4,0.005442176870748299,-0.0005682199578906367,-0.10441041726240449,0.5,0.9425,0.97325,-1.7074292408531977,-2.1287010804382094,-2.9912716609673454e-05,0.00031527352841396376,-4.1750806717066614e-05,0.00024731943625696493
human_state_law__tree_depth5_leaf14,tree_depth5_leaf14,human_state_law,shallow_tree,threshold,0.12,0.6376454479447831,28,0.0380952380952381,-0.0006483657937882089,-0.017019602086940474,0.8571428571428571,0.26325,0.2685,0.6459970691975082,0.6273873889069729,-0.0020125380796496657,0.0021117313853391073,-0.0020085169508646033,0.002167960627079283
human_state_law__tree_depth5_leaf14,tree_depth5_leaf14,human_state_law,shallow_tree,topfrac,0.005,0.6376811002665695,4,0.005442176870748299,-0.0006840181155747154,-0.12568832873685393,0.75,0.72325,0.715,-0.4527372578438703,-0.45141292524979987,-0.0002601805640321537,0.0009361667152402221,-0.00026595936711058755,0.0009261116044313201
human_state_law__tree_depth2_leaf28,tree_depth2_leaf28,human_state_law,shallow_tree,topfrac,0.04,0.6376882377525067,29,0.03945578231292517,-0.0006911556015118416,-0.017517219555558735,0.8620689655172413,0.165,0.1435,0.9721192698342374,1.0515560539310738,-0.0028390243937747636,0.0022094704414502243,-0.0029975690510154395,0.0021933338131442837
human_state_law__huber_linear_epsilon_1p35,huber_linear_epsilon_1p35,human_state_law,robust_linear,topfrac,0.01,0.6377384014947424,7,0.009523809523809525,-0.0007413193437474595,-0.07783853109348325,0.8571428571428571,0.86025,0.844,-1.012797194550451,-0.9802158178673447,-1.9876554624855476e-05,0.000712327001895804,-2.3644629526304006e-05,0.0007321598990134644
route_disagreement_law__tree_depth4_leaf18,tree_depth4_leaf18,route_disagreement_law,shallow_tree,topfrac,0.02,0.6378430323787612,15,0.02040816326530612,-0.000845950227766362,-0.04145156116055176,0.6666666666666666,0.475,0.3775,0.05556091615704909,0.3087333159580589,-0.0009324741101016854,0.0015572796188377033,-0.0013232580005009408,0.0015460196488785165
compact_hsjepa_law__tree_depth4_leaf18,tree_depth4_leaf18,compact_hsjepa_law,shallow_tree,topfrac,0.02,0.6378430323787612,15,0.02040816326530612,-0.000845950227766362,-0.04145156116055176,0.6666666666666666,0.47375,0.393,0.05045704719441012,0.27652602637277385,-0.0009242081806406206,0.0015509816215112941,-0.001275432034952456,0.0015531333987605423
compact_hsjepa_law__elasticnet_sparse_alpha_0p0005,elasticnet_sparse_alpha_0p0005,compact_hsjepa_law,sparse_linear,topfrac,0.03,0.6378828888890198,22,0.029931972789115645,-0.0008858067380249108,-0.029593997838559517,0.45454545454545453,0.59525,0.548,-0.11652865044699011,0.0010692041145496359,-0.0007383768042823045,0.00126518185164835,-0.0008871596247550942,0.001265321290643661
human_state_law__elasticnet_sparse_alpha_0p001,elasticnet_sparse_alpha_0p001,human_state_law,sparse_linear,topfrac,0.01,0.637910085361526,7,0.009523809523809525,-0.000913003210531169,-0.09586533710577275,0.42857142857142855,0.9655,0.93325,-2.0142397421604437,-1.3900366755337188,-5.042160525641803e-05,0.0004282417763982547,-0.0003018624596667974,0.00043965800444057914
minimal_hsjepa_law__tree_depth3_leaf24,tree_depth3_leaf24,minimal_hsjepa_law,shallow_tree,topfrac,0.01,0.6379634103137544,7,0.009523809523809525,-0.000966328162759595,-0.10146445708975747,0.14285714285714285,0.6335,0.59425,-0.34631443824860825,-0.2683587183015132,-0.0006374619481794949,0.0009496173946522479,-0.0007043443608350771,0.0009762447949619703
