target,selected_mode,median_score,selected_cells,selected_gain_sum,selected_mean_gain,selected_positive_gain_rate,all_gain_sum,all_mean_gain,all_positive_gain_rate
Q1,high_surprise_listener,0.2688333333333333,3,0.2782689841269439,0.09275632804231464,1.0,0.24651741728668555,0.04108623621444759,0.6666666666666666
Q2,all,0.22077777777777774,6,0.9393305420636352,0.1565550903439392,0.6666666666666666,0.9393305420636352,0.1565550903439392,0.6666666666666666
Q3,all,0.2688333333333333,6,1.1628308952329605,0.1938051492054934,0.8333333333333334,1.1628308952329605,0.1938051492054934,0.8333333333333334
S1,low_surprise_listener,0.22777777777777775,3,0.1610042787351979,0.053668092911732634,1.0,0.06271069193088673,0.010451781988481122,0.8333333333333334
S2,high_surprise_listener,0.344,4,0.31120775820014357,0.07780193955003589,0.5,0.22189803244378248,0.031699718920540354,0.5714285714285714
S3,all,0.3198333333333333,8,2.4978040958516528,0.3122255119814566,0.75,2.4978040958516528,0.3122255119814566,0.75
S4,low_surprise_listener,0.25,2,0.1920293253027342,0.0960146626513671,1.0,0.18044293815691514,0.03608858763138303,0.6
