resp_key,prior_name,ridge_mult,loo_mae,loo_rmse,loo_p90_abs,loo_spearman,known_fit_mae,known_fit_p90_abs,top50_mass,top200_mass,effective_cells,raw_negative_rate,max_weight,weight_entropy,config_score
h082_bridge__ridge_0.003,h082_bridge,0.003,0.00010723981307233249,0.0001375386275617981,0.00020283904536993477,0.990680638205911,8.446658502851302e-05,0.00011397651462434003,0.05872266354968183,0.2251569905648912,1162.6365806566735,0.0,0.0013368958034939927,7.201584668893819,-0.00016022091970661835
h082_bridge__ridge_0.03,h082_bridge,0.03,9.692163228957473e-05,0.00013168148718691825,0.00024714242385751804,0.994069511540709,6.800964882909994e-05,8.944687921037964e-05,0.05811439347488384,0.22425239140647651,1160.990960469798,0.0,0.0012544617176392756,7.201644350878704,-0.00016548128932718795
h082_bridge__ridge_0.001,h082_bridge,0.001,0.00011313973552486666,0.00014469902838813535,0.00020203399811266368,0.9918102626508437,9.021967046473565e-05,0.0001235008539041162,0.059224495112354496,0.225685644514601,1163.446121247231,0.0017142857142857142,0.001446038281948032,7.201293577412947,-0.0001658653547317023
source_action__ridge_0.03,source_action,0.03,0.0001107312782642695,0.00014324508545380198,0.00023639855034189382,0.9929398870957762,7.571807503271281e-05,0.00010457190878239034,0.05448623183893962,0.20885924043769347,1251.0590486517497,0.0,0.001183519189530007,7.244361661907478,-0.00017676203164891684
source_action__ridge_0.1,source_action,0.1,0.0001030729356121798,0.0001445496810007875,0.0002621970723096945,0.9929398870957762,6.323795735936323e-05,9.836037087432166e-05,0.05408301409613151,0.20849295045112545,1250.9504729323698,0.0,0.001171819555501279,7.244933937614507,-0.00017816247488448283
uniform__ridge_3,uniform,3.0,0.00013058704695901598,0.00013803468920391552,0.00016353904725653848,0.9985880093204395,0.00012666327486852952,0.00015911614611494837,0.03075530223662142,0.11819627137991968,1749.4528456491585,0.0,0.0007429874855709235,7.467220824169576,-0.00017837001178841087
h082_bridge__ridge_0.1,h082_bridge,0.1,9.667379152161794e-05,0.00013794975446434923,0.00029083418656307436,0.9974583848755066,6.57295034247544e-05,8.811234455638716e-05,0.057794760687748796,0.22363292371006177,1160.477046589967,0.0,0.0012252364532306997,7.201642938154352,-0.00018057512292188902
h082_bridge__ridge_0.0003,h082_bridge,0.0003,0.00012642292349821828,0.00015571296868336935,0.00020654049288792867,0.9929398870957762,0.00010469344307165923,0.00014207816656894908,0.059794900825352486,0.22627630950239702,1163.1222076084937,0.002285714285714286,0.0015204317071278953,7.200343843720971,-0.0001807014198202301
source_action__ridge_0.01,source_action,0.01,0.00012053957543865348,0.00014785009877288445,0.00023224095341354864,0.990680638205911,9.309457895101935e-05,0.00011869307282689947,0.05470235833851916,0.20905541532574365,1251.5751022626232,0.0,0.0011918851348280606,7.244016560334062,-0.000185099475907336
source_action__ridge_0.3,source_action,0.3,0.00010378250333583656,0.00015181381790291683,0.0002957377205781614,0.9929398870957762,7.715176053637901e-05,0.000144374550509147,0.053683868251342325,0.20835875180156527,1250.2131913756004,0.0,0.0011340039794191968,7.244875108530934,-0.0001906220053940678
hybrid_resp__ridge_0.01,hybrid_resp,0.01,0.00013152865062722506,0.00014568644207671165,0.00021058426787483618,0.9929398870957762,0.00013671616596487427,0.00018480730096192782,0.048052784808265143,0.17670040566594314,1595.116822849025,0.0,0.0010330190012974342,7.417670677855536,-0.00019109711193014226
h082_bridge__ridge_0.0001,h082_bridge,0.0001,0.00013690701747172008,0.00016407057103089905,0.00020625153068830327,0.9929398870957762,0.00011406515773024002,0.00015340397000792246,0.06031251920761179,0.226884402359313,1162.0656352026194,0.004,0.0015428995257936705,7.198865199207853,-0.0001911043010238812
hybrid_resp__ridge_0.03,hybrid_resp,0.03,0.0001303906781177086,0.00014373108846975216,0.00021460478488752592,0.9850325159812477,0.00013195868269270003,0.0001787562892694661,0.04807463318881587,0.17681175921384418,1594.3675973435047,0.0,0.0010291101919521705,7.417388477876036,-0.00019135741209123512
source_action__ridge_0.003,source_action,0.003,0.00012948350431916407,0.00015635778677270182,0.00023482749698978045,0.9895510137609784,0.0001057129119884535,0.00014180623409056366,0.05497726744961142,0.20908903115285637,1253.438956111124,0.001142857142857143,0.0012300826346464417,7.244425976921331,-0.000194991720059073
hybrid_resp__ridge_0.003,hybrid_resp,0.003,0.00013652278514449974,0.00015098127019925353,0.00021245273103274176,0.9951991359856415,0.00014179590261597497,0.00019457417641723934,0.04809436183358122,0.17655700471985702,1595.595672430079,0.0,0.0010516508037529799,7.417849719928895,-0.0001967566806283708
hybrid_resp__ridge_0.001,hybrid_resp,0.001,0.00013884776641656237,0.0001536593988718713,0.00022475370277980636,0.9929398870957762,0.0001422380731219323,0.00019678264168502153,0.04825451513070308,0.17662487478829628,1594.789942036043,0.0,0.0010786086628059648,7.417558644865439,-0.0002033815724064309
h082_bridge__ridge_0.3,h082_bridge,0.3,0.00011205093279739058,0.0001515234986091633,0.0003124654651507579,0.990680638205911,8.791939749687549e-05,0.00014473240048981,0.057580044326998106,0.2232247333454323,1159.2619727454664,0.0,0.001197900822102464,7.200996293949938,-0.00020355586693252125
source_action__ridge_1,source_action,1.0,0.0001170783099695974,0.00016392128284044814,0.00031105791361711664,0.9929398870957762,0.00010245886485068845,0.0002460847707183866,0.05339450291284366,0.20847154009878668,1248.9378776895117,0.0,0.0011106921242022944,7.244254583096774,-0.00020927085652768527
hybrid_resp__ridge_0.1,hybrid_resp,0.1,0.00014168116939043465,0.0001557710261080787,0.0002358983041735131,0.9850325159812477,0.00013741479625356364,0.00020625515207129034,0.04811267259063713,0.17698981809607303,1593.3270354503359,0.0,0.0010290841417000447,7.416987419868949,-0.00021008639040347838
source_action__ridge_0.001,source_action,0.001,0.00014106901198092557,0.00016910609199541433,0.00024560494569179344,0.9918102626508437,0.00011996868854605606,0.00016280413803419373,0.05536041548028704,0.20936422661991094,1255.037739058974,0.002285714285714286,0.0012737492784332541,7.244816071820843,-0.00021037303341488897
hybrid_resp__ridge_0.0003,hybrid_resp,0.0003,0.0001462149821412909,0.00016231945879538245,0.0002501065768618151,0.994069511540709,0.00014697167691495773,0.00020213910620480122,0.04856437031378963,0.17717564643548364,1590.7515540177717,0.0005714285714285715,0.0011249439401422832,7.415767464991955,-0.00021960108947094464
source_action__ridge_3,source_action,3.0,0.00013625151229484762,0.00017655850446269812,0.00030060182776155223,0.9929398870957762,0.0001272181680802213,0.0002740950196478546,0.05331889658859193,0.20860198315568734,1248.3281815223465,0.0,0.0011104657998478764,7.243922581148881,-0.0002247739933589359
source_action__ridge_0.0003,source_action,0.0003,0.00015620361748520375,0.0001833165911119287,0.0002496705898963524,0.9929398870957762,0.0001358857081547939,0.00018371174964498197,0.05592292445755975,0.2099994624103554,1254.840020812771,0.002285714285714286,0.0013688812381538976,7.2439812062989315,-0.00022687979552752722
h082_bridge__ridge_1,h082_bridge,1.0,0.00013675443867628646,0.0001720335609481286,0.000322543037294688,0.990680638205911,0.00012146882905570584,0.00023593687033893253,0.05751157891476999,0.2231124719572248,1157.7167898136224,0.0,0.001177293240790317,7.199967251407993,-0.00023179550397284926
source_action__ridge_0.0001,source_action,0.0001,0.00016774816446931624,0.00019397654927307044,0.00024994423973716403,0.9918102626508437,0.0001472090548889199,0.00019744972994710578,0.05645556676388897,0.21051179260012073,1253.6921181043517,0.0034285714285714284,0.0013991015358884706,7.24263635049802,-0.00023852484782645685
hybrid_resp__ridge_0.3,hybrid_resp,0.3,0.0001700204149453013,0.0001884623101264967,0.00028141666534818257,0.9850325159812477,0.00016085745992300022,0.0002560548158239502,0.04819269006487459,0.17731323024770823,1591.8617876923324,0.0,0.0010299667062954527,7.416424680559598,-0.0002543311893973485
h082_bridge__ridge_3,h082_bridge,3.0,0.0001653251605899653,0.00019553586923231212,0.00030551958556695113,0.9918102626508437,0.0001553676777051275,0.0002585503804057398,0.057509668468728195,0.22321714648911245,1157.1717624963646,0.0,0.001175255973800529,7.1995704467005694,-0.0002543996438192692
source_action__ridge_10,source_action,10.0,0.00017053231285779752,0.0002015780066316193,0.0003201574523258952,0.9895510137609784,0.00016439347114373767,0.00030003846300535994,0.05332491698733939,0.20874696657233233,1248.5450743711185,0.0,0.0011099326107081957,7.244151948912565,-0.0002658876638460743
human_private__ridge_0.03,human_private,0.03,0.00018909793248909538,0.0002100137205639936,0.00028629995002759734,0.9839028915363153,0.00019754471105794044,0.000270451711154451,0.048588363591694404,0.176103792685538,1597.0484150112354,0.0,0.0010403394988158145,7.418094124295697,-0.0002752146115839114
human_private__ridge_0.01,human_private,0.01,0.0001904266000151594,0.00021091931049240021,0.00029683516858363144,0.9839028915363153,0.00020113693321477586,0.0002778341107663474,0.048604636279342556,0.17592681183093822,1598.0813564139041,0.0,0.001040539993473907,7.41847060834152,-0.0002802447640729553
hybrid_resp__ridge_0.0001,hybrid_resp,0.0001,0.0001888995859332755,0.00021459018889770915,0.00030690686170318875,0.9929398870957762,0.00020547833363126922,0.0002675730249608145,0.049045090194539745,0.1782921332516479,1585.9384715883002,0.001142857142857143,0.0011716859051966793,7.413739295965168,-0.000282099331154974
uniform__ridge_10,uniform,10.0,0.0002070324618688508,0.00021945351406666162,0.0002495120950142957,0.9985880093204395,0.0002012744465889741,0.00024245961318386956,0.030228780249182675,0.11726348316708629,1749.6818106664068,0.0,0.0007039172571684905,7.46728294025809,-0.0002849806164704874
human_private__ridge_0.003,human_private,0.003,0.00019355191523867397,0.0002138191273534573,0.00031171122164732045,0.990680638205911,0.00020431472295045223,0.00028290787292102246,0.04858089883228042,0.17562666927041187,1599.1727313187725,0.0,0.001048355194763611,7.418849385447459,-0.0002886007092736032
row_public__ridge_0.01,row_public,0.01,0.00021268725700969982,0.0002342354112744654,0.0002653369279255746,0.9895510137609784,0.00023392739512527902,0.00031133404640233496,0.0569149762985909,0.2121406674494281,1344.7748229941976,0.001142857142857143,0.0011799247991351948,7.295264124195249,-0.000288629642673411
human_private__ridge_0.001,human_private,0.001,0.0001935427118217185,0.000214001169941604,0.0003221788537821849,0.9929398870957762,0.00020320032237189524,0.0002825312686707263,0.048665182514543194,0.17566888456032148,1599.0314172735607,0.0,0.0010717264537317033,7.418773004230674,-0.00029225179988065747
human_private__ridge_0.1,human_private,0.1,0.00020190958689193415,0.0002244810597523314,0.00030715840525396036,0.9839028915363153,0.00020510616729560989,0.0002862062045780118,0.04858589400676275,0.1762892477695741,1595.8126642580607,0.0,0.0010450799887469077,7.417614781956129,-0.0002953118889092543
h082_bridge__ridge_10,h082_bridge,10.0,0.00021756450804163972,0.00024499772490769594,0.00032542868409217,0.9918102626508437,0.000210157378046745,0.0003085112167685827,0.05754926100466114,0.22328188646749897,1157.7941639139237,0.0,0.001173399857624758,7.200031848849202,-0.00031360199655649926
row_public__ridge_0.03,row_public,0.03,0.0002283785765961301,0.00025029726606115235,0.000308808028516511,0.9839028915363153,0.0002462940783070875,0.00029924801607847124,0.05709896211523098,0.21430307394563716,1334.6597313303364,0.001142857142857143,0.0011867292320595249,7.289554245409724,-0.0003193628549469723
hybrid_resp__ridge_1,hybrid_resp,1.0,0.0002214667014997467,0.00024830229670369264,0.0003492390842400758,0.987291764871113,0.00021078929634567466,0.00033056504035013795,0.04831629919425457,0.17774532806076646,1589.9883139534668,0.0,0.001032150142165188,7.415709731527212,-0.00032948075473891193
row_public__ridge_0.003,row_public,0.003,0.00024130990635109464,0.00026713440124070205,0.0003099958452835769,0.9951991359856415,0.00026865360211348905,0.00035314329022519727,0.056761657329840724,0.21020935733265841,1353.1985241210427,0.001142857142857143,0.0011778866878966352,7.29972945065529,-0.0003330374178994482
human_private__ridge_0.0003,human_private,0.0003,0.000218935342469092,0.00024315400385219424,0.0003782941712924306,0.9895510137609784,0.00023005173777331095,0.00031278219242100334,0.04897397779700507,0.17648064013335368,1595.6913238180261,0.0005714285714285715,0.0011370778683323743,7.4173995017111665,-0.0003372427083536315
human_private__ridge_0.3,human_private,0.3,0.00023818427439617343,0.00026539220290615415,0.00035987083424901366,0.9793843937565847,0.00023471684625829667,0.0003427799347226332,0.04866717335309594,0.17660392297788924,1594.0695077391715,0.0,0.001053945632359319,7.416939786600801,-0.00035001075254509703
row_public__ridge_0.001,row_public,0.001,0.00027383772585777604,0.000306339531212187,0.0003580317561556837,0.9951991359856415,0.00030693643346922883,0.0003987436315628304,0.05666857328748229,0.2091610149537092,1356.7493095898321,0.0017142857142857142,0.0011803973940788135,7.301337840934609,-0.00038248453074454005
human_private__ridge_0.0001,human_private,0.0001,0.0002679573531604987,0.0003029492598420929,0.0004528434816919531,0.9895510137609784,0.00028989793159120577,0.00037971631557101983,0.04956897591754575,0.17797647600370856,1590.4969943244748,0.001142857142857143,0.0012062290534794282,7.415163132841179,-0.0004122601679580999
row_public__ridge_0.1,row_public,0.1,0.0002939778047207646,0.0003170647081564179,0.00041450062408830045,0.9839028915363153,0.0003047484032221241,0.00038347293219214,0.05739308528311866,0.2161670821451836,1324.7344519147694,0.002857142857142857,0.001185749705990381,7.283382497889799,-0.00042187394229434077
hybrid_resp__ridge_3,hybrid_resp,3.0,0.00029966434295952606,0.0003389549782603099,0.0004526842378742403,0.990680638205911,0.0002922738420306797,0.00043429470631720394,0.048404005957012684,0.1780180823310102,1588.8786337332083,0.0,0.0010342367813612266,7.415302303226159,-0.00044386237962902933
human_private__ridge_1,human_private,1.0,0.00030747575233901415,0.00034479968827078343,0.00045802745756806326,0.9793843937565847,0.0002993279161086365,0.0004418265722334173,0.04879107062924065,0.17711089972808075,1591.7688290361145,0.0,0.0010610302900047489,7.416064464314725,-0.0004536164905095898
row_public__ridge_0.0003,row_public,0.0003,0.00034122359332353953,0.0003783467107795037,0.0004507086669954096,0.994069511540709,0.00037953325427979285,0.0004809211907519207,0.056613501102726754,0.20859019502370432,1358.5522519940062,0.002285714285714286,0.0011837652837368925,7.302180441297128,-0.00048237583974146517
row_public__ridge_0.3,row_public,0.3,0.000377271534384791,0.00040587099022461147,0.0005215240630521434,0.9839028915363153,0.0003824969445162509,0.000498624210721764,0.05751105755516928,0.21729805099863697,1317.1394977775094,0.002857142857142857,0.0011786794640256332,7.278354327505713,-0.000542535398087436
row_public__ridge_0.0001,row_public,0.0001,0.00040882955865087744,0.0004481268744538898,0.0005370827875516574,0.994069511540709,0.0004511395269283021,0.0005623781695964177,0.056772751943385436,0.20866558795949017,1358.1715620379925,0.0034285714285714284,0.0012503247680227998,7.3018492251589,-0.0005802524301143411
human_private__ridge_3,human_private,3.0,0.0004238969133503835,0.000472171354336699,0.0006085401740560022,0.9793843937565847,0.0004133271866635993,0.000589519944378353,0.04888736065564227,0.17749446752917436,1590.3028931318256,0.0,0.001063704154964568,7.415531050915609,-0.0006226864168676503
hybrid_resp__ridge_10,hybrid_resp,10.0,0.0004818384995595823,0.000527776728433762,0.0006655973439142564,0.990680638205911,0.00046905170999119843,0.0006451673792459325,0.04849219714400268,0.17819731396546845,1588.3051414344804,0.0,0.0010344338721057318,7.415124355190711,-0.0007005417848123345
row_public__ridge_1,row_public,1.0,0.0005009642707583129,0.0005374548355360809,0.0006709129794730148,0.9827732670913826,0.0004964272344208627,0.0006521511090062278,0.057612155330587805,0.21794868654433414,1311.2618365357382,0.002857142857142857,0.0011830471170866423,7.274166942393239,-0.0007184622043646071
row_public__ridge_3,row_public,3.0,0.000686015981974686,0.000731001888254525,0.000877920303846429,0.9793843937565847,0.0006679804355773459,0.0008551245696685514,0.057526785637381984,0.21789214862007233,1309.4838676723791,0.0034285714285714284,0.001182028410248645,7.272578755628352,-0.0009759938592884734
human_private__ridge_10,human_private,10.0,0.0006799297610975139,0.0007406082405708413,0.0009154047855453412,0.9839028915363153,0.0006616643854595538,0.000891314442393539,0.04900487932824695,0.1778253139269415,1589.2171438670457,0.0,0.0010636995371013033,7.41516977658064,-0.000986095410924228
row_public__ridge_10,row_public,10.0,0.001087229906449792,0.001156311620596951,0.0013218645819594447,0.9771251448667195,0.001058378024104742,0.0012912128949323339,0.05712188759752578,0.21703231660681943,1311.333720257218,0.0034285714285714284,0.0011724428960521052,7.273435694351556,-0.001532657067664195
