law_name,feature_view,model_name,model_family,policy,param,logloss,switched_cells,mean_realized_gain_all_cells,mean_realized_gain_switched,positive_true_gain_rate,episode_route_match_rate,episode_family_match_rate,mean_row_episode_score_switched,target_null_p_ge_observed,target_family_null_p_ge_observed,target_null_z,target_family_null_z,target_null_mean,target_null_std,target_family_null_mean,target_family_null_std
episode_human_listener_assignment__episode_gbdt_shallow,episode_human_listener_assignment,episode_gbdt_shallow,gbdt,topfrac,0.06,0.6343007082198129,44,0.002696373931181916,0.045041700895879735,0.7727272727272727,0.22727272727272727,0.5681818181818182,0.02223891206934532,0.0003333333333333333,0.001,2.745436985667115,2.84453118655697,-0.0023583352197052206,0.0018411310029244365,-0.0023215866074206538,0.001764072955964433
episode_full_assignment__episode_gbdt_shallow,episode_full_assignment,episode_gbdt_shallow,gbdt,threshold,0.12,0.6344489583761074,10,0.002548123774887383,0.1872870974542226,0.8,0.1,0.5,0.023886721407565176,0.0,0.0016666666666666668,3.2180885711740506,2.5878997740045713,-0.0003920172737385057,0.0009136296231751136,-0.0001886910944196042,0.0010575428371679095
route_law_no_episode__episode_tree_depth2_leaf18,route_law_no_episode,episode_tree_depth2_leaf18,tree,topfrac,0.1,0.6345887293764794,74,0.0024083527745153693,0.023920801206335086,0.5540540540540541,0.05405405405405406,0.33783783783783783,-0.007388049168068947,0.07533333333333334,0.07966666666666666,1.4838567976384758,1.381977810658759,-0.0020134469062737764,0.0029799369371938987,-0.0019394392508812093,0.0031460650032608555
episode_route_gate__episode_tree_depth2_leaf18,episode_route_gate,episode_tree_depth2_leaf18,tree,topfrac,0.1,0.6345887293764794,74,0.0024083527745153693,0.023920801206335086,0.5540540540540541,0.05405405405405406,0.33783783783783783,-0.007388049168068947,0.08633333333333333,0.06833333333333333,1.3875811271211709,1.47153636834108,-0.001898261336736561,0.0031036845537002274,-0.0020324802701391733,0.003017820789343362
episode_full_assignment__episode_tree_depth2_leaf18,episode_full_assignment,episode_tree_depth2_leaf18,tree,topfrac,0.1,0.6345887293764794,74,0.0024083527745153693,0.023920801206335086,0.5540540540540541,0.05405405405405406,0.33783783783783783,-0.007388049168068947,0.08033333333333334,0.075,1.4033911831625516,1.4449391813414985,-0.0019157816301707082,0.003081203912754825,-0.002029020121769412,0.003070975549410372
route_law_no_episode__episode_tree_depth2_leaf18,route_law_no_episode,episode_tree_depth2_leaf18,tree,topfrac,0.03,0.6347223465349379,22,0.0022747356160569875,0.0759968489909948,0.6818181818181818,0.0,0.3181818181818182,-0.014709455897546055,0.054,0.05266666666666667,1.638991669623917,1.6555289171030494,-0.0006148546141997726,0.0017630292354809864,-0.000596080875686915,0.0017340781318199148
episode_route_gate__episode_tree_depth2_leaf18,episode_route_gate,episode_tree_depth2_leaf18,tree,topfrac,0.03,0.6347223465349379,22,0.0022747356160569875,0.0759968489909948,0.6818181818181818,0.0,0.3181818181818182,-0.014709455897546055,0.043333333333333335,0.043666666666666666,1.7192331012427844,1.6849084636415848,-0.000644954694438187,0.0016982515683211393,-0.0006283144920021355,0.0017229720015678328
episode_full_assignment__episode_tree_depth2_leaf18,episode_full_assignment,episode_tree_depth2_leaf18,tree,topfrac,0.03,0.6347223465349379,22,0.0022747356160569875,0.0759968489909948,0.6818181818181818,0.0,0.3181818181818182,-0.014709455897546055,0.054,0.056666666666666664,1.6369196864306197,1.6283359941625228,-0.0005925391723736339,0.0017516282638660476,-0.0005902364503849629,0.0017594477286706715
episode_full_assignment__episode_gbdt_shallow,episode_full_assignment,episode_gbdt_shallow,gbdt,topfrac,0.01,0.6348209850696095,7,0.002176097081385429,0.22849019354547004,0.8571428571428571,0.0,0.42857142857142855,0.02903392748413989,0.0006666666666666666,0.001,3.161883296718024,2.7976486889937853,-0.0002267588403731493,0.0007599445318720959,-0.000261995382197911,0.0008714791364530602
episode_human_listener_assignment__episode_gbdt_shallow,episode_human_listener_assignment,episode_gbdt_shallow,gbdt,threshold,0.04,0.6350105777437315,28,0.0019865044072633555,0.05214574069066309,0.75,0.21428571428571427,0.6428571428571429,0.031187329736221476,0.006333333333333333,0.0033333333333333335,2.3447064026138644,2.323537518956201,-0.001458409865547827,0.0014692305479998746,-0.0014503537385236044,0.00147914897768937
episode_human_listener_assignment__episode_gbdt_shallow,episode_human_listener_assignment,episode_gbdt_shallow,gbdt,topfrac,0.08,0.6356468904586144,59,0.0013501916923804086,0.01682018464236611,0.711864406779661,0.22033898305084745,0.5084745762711864,0.01514696560295175,0.011333333333333334,0.009666666666666667,2.1092695624533153,2.313936810047767,-0.002931255097199337,0.00202982438366007,-0.0032326210448112907,0.0019805263122535726
episode_human_listener_assignment__episode_gbdt_shallow,episode_human_listener_assignment,episode_gbdt_shallow,gbdt,topfrac,0.04,0.6356474328883703,29,0.0013496492626243952,0.034206627863066566,0.7241379310344828,0.20689655172413793,0.6206896551724138,0.029610256620271763,0.021666666666666667,0.02033333333333333,1.8977716998046854,1.9694452313290964,-0.0015028299477071534,0.001503067629591652,-0.0015654447494344937,0.0014801599789051323
route_law_no_episode__episode_tree_depth2_leaf18,route_law_no_episode,episode_tree_depth2_leaf18,tree,topfrac,0.02,0.6358999168007223,15,0.0010971653502725401,0.05376110216335446,0.6,0.0,0.06666666666666667,0.0030647362462952023,0.13833333333333334,0.13766666666666666,1.072773996636362,1.0728851407744444,-0.0004383718942606157,0.0014313706795166254,-0.00042715927862765804,0.001420771498242477
episode_route_gate__episode_tree_depth2_leaf18,episode_route_gate,episode_tree_depth2_leaf18,tree,topfrac,0.02,0.6358999168007223,15,0.0010971653502725401,0.05376110216335446,0.6,0.0,0.06666666666666667,0.0030647362462952023,0.154,0.14933333333333335,1.0470571370650494,1.019805115639652,-0.00038760614982169496,0.0014180424807151589,-0.000365812421228207,0.0014345660254735278
