file,basename,changed_rows_vs_current,changed_cells_vs_current,mean_abs_logit_delta_vs_current,l1_logit_delta_vs_current,max_abs_logit_delta_vs_current,max_abs_prob_delta_vs_current,changed_Q1,changed_Q2,changed_Q3,changed_S1,changed_S2,changed_S3,changed_S4,cos_delta_with_h003_tiny,l1_ratio_to_h003_tiny
hitl/h009_s4_mobility_rank_jackpot/submission_h009_modelblend_s0_2_cap0_05_f530fb95.csv,submission_h009_modelblend_s0_2_cap0_05_f530fb95.csv,250,250,0.006116130146164731,10.70322775578828,0.05000000000000204,0.01249930225655882,0,0,0,0,0,0,250,0.25333324776455185,0.7904171529043789
hitl/h009_s4_mobility_rank_jackpot/submission_h009_modelblend_s0_35_cap0_05_28a43352.csv,submission_h009_modelblend_s0_35_cap0_05_28a43352.csv,250,250,0.006560668170591553,11.481169298535217,0.05000000000000204,0.012499303246396865,0,0,0,0,0,0,250,0.25053771544559306,0.84786695714792
hitl/h009_s4_mobility_rank_jackpot/submission_h009_modelblend_s0_5_cap0_05_92a2a1fc.csv,submission_h009_modelblend_s0_5_cap0_05_92a2a1fc.csv,250,250,0.006744151423640523,11.802264991370915,0.05000000000000204,0.012499303246396865,0,0,0,0,0,0,250,0.24846450102889062,0.8715793875597458
hitl/h009_s4_mobility_rank_jackpot/submission_h009_modelblend_s0_75_cap0_05_b581cf4a.csv,submission_h009_modelblend_s0_75_cap0_05_b581cf4a.csv,250,250,0.006873392810535829,12.0284374184377,0.05000000000000204,0.012499303246396865,0,0,0,0,0,0,250,0.24742074105130796,0.8882818786163267
hitl/h009_s4_mobility_rank_jackpot/submission_h009_modelblend_s1_cap0_05_1ed8b8b8.csv,submission_h009_modelblend_s1_cap0_05_1ed8b8b8.csv,250,250,0.0069416574972441195,12.147900620177209,0.05000000000000204,0.012499303246396865,0,0,0,0,0,0,250,0.24634775133591333,0.8971040550616255
hitl/h009_s4_mobility_rank_jackpot/submission_h009_modelblend_s0_1_cap0_09_9bb5a080.csv,submission_h009_modelblend_s0_1_cap0_09_9bb5a080.csv,250,250,0.007022158808069494,12.288777914121614,0.09000000000000208,0.02249300192523812,0,0,0,0,0,0,250,0.26646625508215216,0.907507629770964
hitl/h009_s4_mobility_rank_jackpot/submission_h009_modelblend_s0_1_cap0_14_b77451e1.csv,submission_h009_modelblend_s0_1_cap0_14_b77451e1.csv,250,250,0.00788900263786446,13.805754616262806,0.14000000000000146,0.034964862074901126,0,0,0,0,0,0,250,0.2646096306568435,1.0195340607959673
hitl/h009_s4_mobility_rank_jackpot/submission_h009_modelblend_s0_2_cap0_09_0fc5e2a7.csv,submission_h009_modelblend_s0_2_cap0_09_0fc5e2a7.csv,250,250,0.009536621889954798,16.689088307420896,0.09000000000000252,0.022496143806047142,0,0,0,0,0,0,250,0.25663439102161983,1.2324638852413037
hitl/h009_s4_mobility_rank_jackpot/submission_h009_modelblend_s0_35_cap0_09_3807b202.csv,submission_h009_modelblend_s0_35_cap0_09_3807b202.csv,250,250,0.010946910300359053,19.157093025628342,0.09000000000000252,0.02249618225119504,0,0,0,0,0,0,250,0.25357456160908787,1.4147222943146918
hitl/h009_s4_mobility_rank_jackpot/submission_h009_modelblend_s0_5_cap0_09_e8b4c3e3.csv,submission_h009_modelblend_s0_5_cap0_09_e8b4c3e3.csv,250,250,0.011539015777813834,20.19327761117421,0.09000000000000252,0.02249618225119504,0,0,0,0,0,0,250,0.2515589572220907,1.4912429559952438
hitl/h009_s4_mobility_rank_jackpot/submission_h009_qrank_delta_pos_dateblock_s0_35_404461b1.csv,submission_h009_qrank_delta_pos_dateblock_s0_35_404461b1.csv,189,189,0.011783374276126265,20.620904983220964,0.4537836624864944,0.10165649696622159,0,0,0,0,0,0,189,0.1374545753428608,1.5228225895066756
hitl/h009_s4_mobility_rank_jackpot/submission_h009_modelblend_s0_75_cap0_09_33ed1de1.csv,submission_h009_modelblend_s0_75_cap0_09_33ed1de1.csv,250,250,0.011985558570467441,20.97472749831802,0.09000000000000252,0.02249618225119504,0,0,0,0,0,0,250,0.24973741931062987,1.5489518461568705
hitl/h009_s4_mobility_rank_jackpot/submission_h009_modelblend_s1_cap0_09_60cb0e0e.csv,submission_h009_modelblend_s1_cap0_09_60cb0e0e.csv,250,250,0.01221143558276352,21.37001226983616,0.09000000000000252,0.02249618225119504,0,0,0,0,0,0,250,0.24797664432359662,1.5781430276227473
hitl/h009_s4_mobility_rank_jackpot/submission_h009_modelblend_s0_2_cap0_14_b8012c9d.csv,submission_h009_modelblend_s0_2_cap0_14_b8012c9d.csv,250,250,0.012502077820169346,21.878636185296354,0.1400000000000019,0.034985149378250535,0,0,0,0,0,0,250,0.2624440676103424,1.61570413314437
hitl/h009_s4_mobility_rank_jackpot/submission_h009_qrank_teacher_rank_dateblock_s0_35_7e41aedd.csv,submission_h009_qrank_teacher_rank_dateblock_s0_35_7e41aedd.csv,195,195,0.012689913465476736,22.207348564584287,0.5301570879790408,0.13174125498694933,0,0,0,0,0,0,195,0.13421575121790683,1.6399790443103668
hitl/h009_s4_mobility_rank_jackpot/submission_h009_tailswap_plus_prob_k35_s0_5_ce758657.csv,submission_h009_tailswap_plus_prob_k35_s0_5_ce758657.csv,68,68,0.014795623657384143,25.89234140042225,1.2725501921462357,0.2988913681844665,0,0,0,0,0,0,68,0.10267371359386061,1.9121101819665662
