candidate_id,family,op,score_signal,strength,group,k,cap,reverse,file,basename,changed_rows,changed_cells,mean_abs_prob_delta,max_abs_prob_delta,mean_s4_before,mean_s4_after,std_s4_before,std_s4_after,mean_delta,worst_delta,subject5_delta,dateblock5_delta,max_abs_prob_delta_local,changed_rows_local,promotion_decision,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current,strict_promote_gate,info_sensor_gate,below_resolution_gate,block_gate,bad_axis_abs_load,mean_abs_move_vs_a2c8,mean_abs_move_vs_raw05,changed_rows_vs_current,changed_cells_vs_current,l1_logit_delta_vs_current,max_abs_prob_delta_vs_current,cos_delta_with_h003_tiny,l1_ratio_to_h003_tiny,local_robust_gate,jackpot_shape_gate,jackpot_score,h009_decision,decision_rank
qrank_delta_pos_subject_s0.35,qrank_subject,quantile,delta_pos,0.35,subject,0,0.0,False,hitl/h009_s4_mobility_rank_jackpot/submission_h009_qrank_delta_pos_subject_s0_35_a4ae7b8b.csv,submission_h009_qrank_delta_pos_subject_s0_35_a4ae7b8b.csv,242,242,0.0289094878491368,0.12659269464860523,0.5654989620215859,0.5660045661716153,0.19884730451707244,0.19326087511148496,-0.015992774836432244,-0.008026740856515335,-0.008026740856515335,-0.023958808816349153,0.1297407703099125,438,too_small_to_submit,-0.0007179628409410056,-0.0034107569918540265,0.0009424413392064291,0.5833333333333334,0.008252554174801363,False,True,True,False,0.20781281899722615,0.05939910817749149,0.0628008280791529,242,242,34.21457123648165,0.12659269464860523,0.19173005313071229,2.5266942460379456,True,True,-1.4375523486754398,local_only_high_risk,2
qrank_consensus_subject_s0.35,qrank_subject,quantile,consensus,0.35,subject,0,0.0,False,hitl/h009_s4_mobility_rank_jackpot/submission_h009_qrank_consensus_subject_s0_35_4eaca577.csv,submission_h009_qrank_consensus_subject_s0_35_4eaca577.csv,243,243,0.0280622292858492,0.13112979105356648,0.5654989620215859,0.5659353531749739,0.19884730451707244,0.19351383335944897,-0.014512548413364357,-0.007937913586602674,-0.007937913586602674,-0.02108718324012604,0.12681370493406197,442,below_selector_resolution,-0.0006533679675850543,-0.0032216871586286428,0.0009932220856801457,0.5416666666666666,0.003683358597715264,False,False,True,False,0.20324362342014005,0.05861049922506737,0.06197134435513883,243,243,33.22799898665454,0.13112979105356648,0.21527122012582192,2.4538373801807185,True,True,-1.3688873232077863,local_only_high_risk,2
qrank_teacher_rank_subject_s0.35,qrank_subject,quantile,teacher_rank,0.35,subject,0,0.0,False,hitl/h009_s4_mobility_rank_jackpot/submission_h009_qrank_teacher_rank_subject_s0_35_3778b1c9.csv,submission_h009_qrank_teacher_rank_subject_s0_35_3778b1c9.csv,242,242,0.029278879586737763,0.145237439358888,0.5654989620215859,0.5659233944822242,0.19884730451707244,0.1929830978740355,-0.014963861507380882,-0.007421882472168573,-0.007421882472168573,-0.022505840542593192,0.14007115925304714,446,below_selector_resolution,-0.0006400463671248633,-0.0032892121276394716,0.0012072333023206172,0.4861111111111111,0.004035084054402727,False,False,True,False,0.2035953488768275,0.058932908947247696,0.06231127970989727,242,242,34.430372299115895,0.145237439358888,0.1904894257276842,2.542630827545225,True,True,-1.333564324880939,local_only_high_risk,2
qrank_human_state_subject_s0.35,qrank_subject,quantile,human_state,0.35,subject,0,0.0,False,hitl/h009_s4_mobility_rank_jackpot/submission_h009_qrank_human_state_subject_s0_35_1211e4f2.csv,submission_h009_qrank_human_state_subject_s0_35_1211e4f2.csv,242,242,0.030088040744337935,0.145237439358888,0.5654989620215859,0.5659118316535023,0.19884730451707244,0.19255425509306678,-0.014284036544691348,-0.006877482447719352,-0.006877482447719352,-0.021690590641663343,0.13807269253969562,444,too_small_to_submit,-0.000732357341700382,-0.0034248299965906155,0.0011248085812777524,0.5972222222222222,0.007849482615226222,False,True,True,False,0.207409747437651,0.05956659742671569,0.06302584873839019,242,242,35.3943848471557,0.145237439358888,0.20014598942688974,2.613821693606507,True,True,-1.252883677623864,local_only_high_risk,2
qrank_low_energy_subject_s0.35,qrank_subject,quantile,low_energy,0.35,subject,0,0.0,False,hitl/h009_s4_mobility_rank_jackpot/submission_h009_qrank_low_energy_subject_s0_35_61cc5e9c.csv,submission_h009_qrank_low_energy_subject_s0_35_61cc5e9c.csv,246,246,0.02913967255205918,0.1384096208310992,0.5654989620215859,0.5658096724234983,0.19884730451707244,0.19311826708831512,-0.012815107943224768,-0.0056369292624307565,-0.0056369292624307565,-0.01999328662401878,0.1486496721607249,442,below_selector_resolution,-0.0006729685705122848,-0.003329786523588143,0.0011042643808980804,0.5416666666666666,0.005671819838650727,False,False,True,False,0.2052320846610755,0.05924504301946096,0.06256985474485756,246,246,34.47071295955857,0.1384096208310992,0.18753133579435172,2.5456099241972736,True,True,-1.070041566810158,local_only_high_risk,2
qrank_plus_prob_subject_s0.35,qrank_subject,quantile,plus_prob,0.35,subject,0,0.0,False,hitl/h009_s4_mobility_rank_jackpot/submission_h009_qrank_plus_prob_subject_s0_35_94a9e381.csv,submission_h009_qrank_plus_prob_subject_s0_35_94a9e381.csv,238,238,0.0271736842439347,0.13112979105356648,0.5654989620215859,0.5659921731881553,0.19884730451707244,0.19398284635098462,-0.006354173394998386,-0.005462824141295397,-0.005462824141295397,-0.007245522648701375,0.09121667452461518,425,below_selector_resolution,-0.0005550652183738019,-0.003159907576893746,0.0011374524384317121,0.375,-0.004884040903862408,False,False,True,False,0.19467622391856237,0.05826525304950688,0.061683406699636935,238,238,32.585972361664254,0.13112979105356648,0.2346245278710059,2.406424686683732,True,True,-0.7934723104774394,local_only_high_risk,2
modelblend_s0.5_cap0.14,model_blend,model_blend,delta_pos,0.5,global,0,0.14,False,hitl/h009_s4_mobility_rank_jackpot/submission_h009_modelblend_s0_5_cap0_14_66767de0.csv,submission_h009_modelblend_s0_5_cap0_14_66767de0.csv,250,250,0.024125265448794175,0.03498514937825048,0.5654989620215859,0.5598330513401636,0.19884730451707244,0.19163989027436157,-0.006033332109192102,-0.005530815368724129,-0.005530815368724129,-0.006535848849660075,0.03498571186412136,450,below_selector_resolution,-0.0001274182244725475,-0.0013044218780983372,0.0008888729237364079,0.3888888888888889,-0.017964490465558647,False,False,True,False,0.18159577435686614,0.05579748061385151,0.059117169203999495,250,250,29.28063288616865,0.034985149378250535,0.2540706701409334,2.1623303744618134,True,True,-0.7874542209387847,local_only_high_risk,2
modelblend_s0.75_cap0.14,model_blend,model_blend,delta_pos,0.75,global,0,0.14,False,hitl/h009_s4_mobility_rank_jackpot/submission_h009_modelblend_s0_75_cap0_14_d3a87c6d.csv,submission_h009_modelblend_s0_75_cap0_14_d3a87c6d.csv,250,250,0.025888584955481235,0.03498514937825048,0.5654989620215859,0.559709748644357,0.19884730451707244,0.1914964748443135,-0.006285810674086567,-0.005168737071488905,-0.005168737071488905,-0.0074028842766842295,0.03498571186412136,450,below_selector_resolution,-0.00015693196607949767,-0.001419803328033434,0.0009670348615934277,0.3888888888888889,-0.01801350425403203,False,False,True,False,0.18154676056839275,0.05679221643758066,0.060109505671488414,250,250,31.28491641676129,0.034985149378250535,0.2516936766250647,2.310343676431159,True,True,-0.760837312998843,local_only_high_risk,2
modelblend_s1_cap0.14,model_blend,model_blend,delta_pos,1.0,global,0,0.14,False,hitl/h009_s4_mobility_rank_jackpot/submission_h009_modelblend_s1_cap0_14_325be5f3.csv,submission_h009_modelblend_s1_cap0_14_325be5f3.csv,250,250,0.026710651362480194,0.03498514937825048,0.5654989620215859,0.5597652667172477,0.19884730451707244,0.19147719267517074,-0.006469032005443742,-0.004973697846600178,-0.004973697846600178,-0.007964366164287306,0.03498571186412136,450,below_selector_resolution,-0.00017161741238963386,-0.0014705464867886347,0.001002871067660626,0.3888888888888889,-0.01799306212807278,False,False,True,False,0.181567202694352,0.0571918401826584,0.06052727236123428,250,250,32.20407323674969,0.034985149378250535,0.2504569921397647,2.378222014938436,True,True,-0.7484347047434795,local_only_high_risk,2
modelblend_s0.35_cap0.14,model_blend,model_blend,delta_pos,0.35,global,0,0.14,False,hitl/h009_s4_mobility_rank_jackpot/submission_h009_modelblend_s0_35_cap0_14_6489dfeb.csv,submission_h009_modelblend_s0_35_cap0_14_6489dfeb.csv,250,250,0.021981086491472693,0.03498514937825048,0.5654989620215859,0.5600995221487747,0.19884730451707244,0.19176974278462544,-0.005365457994629397,-0.004949039294068314,-0.004949039294068314,-0.00578187669519048,0.03498571186412136,450,below_selector_resolution,-0.00010341302685454706,-0.0011653534715888776,0.0008283227660230755,0.3888888888888889,-0.017077763241732297,False,False,True,False,0.18248250158069249,0.05456414650856066,0.057914060382948385,250,250,26.83727155125241,0.034985149378250535,0.2556206699879724,1.9818918419063696,True,True,-0.7029677639064063,local_only_high_risk,2
