candidate_id,family,op,score_signal,strength,group,k,cap,reverse,file,basename,changed_rows,changed_cells,mean_abs_prob_delta,max_abs_prob_delta,mean_s4_before,mean_s4_after,std_s4_before,std_s4_after
qrank_plus_prob_global_s1,qrank_global,quantile,plus_prob,1.0,global,0,0.0,False,hitl/h009_s4_mobility_rank_jackpot/submission_h009_qrank_plus_prob_global_s1_3591550d.csv,submission_h009_qrank_plus_prob_global_s1_3591550d.csv,248,248,0.11658844806969633,0.5551419230578039,0.5654989620215859,0.5654989620215859,0.19884730451707244,0.19884730451707244
qrank_plus_prob_global_s0.85,qrank_global,quantile,plus_prob,0.85,global,0,0.0,False,hitl/h009_s4_mobility_rank_jackpot/submission_h009_qrank_plus_prob_global_s0_85_ef46db0b.csv,submission_h009_qrank_plus_prob_global_s0_85_ef46db0b.csv,248,248,0.09955821561685967,0.4929606579355974,0.5654989620215859,0.5663170023554394,0.19884730451707244,0.19345797266162512
qrank_consensus_global_s0.35,qrank_global,quantile,consensus,0.35,global,0,0.0,False,hitl/h009_s4_mobility_rank_jackpot/submission_h009_qrank_consensus_global_s0_35_6c4816a4.csv,submission_h009_qrank_consensus_global_s0_35_6c4816a4.csv,249,249,0.07308964084744522,0.24292593642907145,0.5654989620215859,0.5689667479097912,0.19884730451707244,0.16615885892740928
qrank_consensus_global_s0.6,qrank_global,quantile,consensus,0.6,global,0,0.0,False,hitl/h009_s4_mobility_rank_jackpot/submission_h009_qrank_consensus_global_s0_6_705aa4fd.csv,submission_h009_qrank_consensus_global_s0_6_705aa4fd.csv,249,249,0.12801352666423282,0.4199656973851424,0.5654989620215859,0.5688529306041508,0.19884730451707244,0.16404608425817746
qrank_consensus_subject_s0.85,qrank_subject,quantile,consensus,0.85,subject,0,0.0,False,hitl/h009_s4_mobility_rank_jackpot/submission_h009_qrank_consensus_subject_s0_85_07cb83ae.csv,submission_h009_qrank_consensus_subject_s0_85_07cb83ae.csv,243,243,0.0683815874856551,0.29827632729751674,0.5654989620215859,0.5657523516853389,0.19884730451707244,0.1959267936979369
qrank_consensus_subject_s1,qrank_subject,quantile,consensus,1.0,subject,0,0.0,False,hitl/h009_s4_mobility_rank_jackpot/submission_h009_qrank_consensus_subject_s1_78b5ce45.csv,submission_h009_qrank_consensus_subject_s1_78b5ce45.csv,243,243,0.08028647147284199,0.33924270149951485,0.5654989620215859,0.5654989620215859,0.19884730451707244,0.19884730451707244
qrank_plus_prob_subject_s1,qrank_subject,quantile,plus_prob,1.0,subject,0,0.0,False,hitl/h009_s4_mobility_rank_jackpot/submission_h009_qrank_plus_prob_subject_s1_f1bb841a.csv,submission_h009_qrank_plus_prob_subject_s1_f1bb841a.csv,238,238,0.07789416181820903,0.33924270149951485,0.5654989620215859,0.5654989620215859,0.19884730451707244,0.19884730451707244
qrank_consensus_subject_s0.6,qrank_subject,quantile,consensus,0.6,subject,0,0.0,False,hitl/h009_s4_mobility_rank_jackpot/submission_h009_qrank_consensus_subject_s0_6_5537a049.csv,submission_h009_qrank_consensus_subject_s0_6_5537a049.csv,243,243,0.04828363489063841,0.21977047389686855,0.5654989620215859,0.5659716404589237,0.19884730451707244,0.19323087958013657
qrank_delta_pos_subject_s0.85,qrank_subject,quantile,delta_pos,0.85,subject,0,0.0,False,hitl/h009_s4_mobility_rank_jackpot/submission_h009_qrank_delta_pos_subject_s0_85_1b6ab313.csv,submission_h009_qrank_delta_pos_subject_s0_85_1b6ab313.csv,242,242,0.07048520591800965,0.3143356487150884,0.5654989620215859,0.5657696089393877,0.19884730451707244,0.19575711138973298
qrank_plus_prob_global_s0.6,qrank_global,quantile,plus_prob,0.6,global,0,0.0,False,hitl/h009_s4_mobility_rank_jackpot/submission_h009_qrank_plus_prob_global_s0_6_fe801638.csv,submission_h009_qrank_plus_prob_global_s0_6_fe801638.csv,248,248,0.07043159526587936,0.3599415222515615,0.5654989620215859,0.5671926694785541,0.19884730451707244,0.18808651523197983
qrank_delta_pos_subject_s0.6,qrank_subject,quantile,delta_pos,0.6,subject,0,0.0,False,hitl/h009_s4_mobility_rank_jackpot/submission_h009_qrank_delta_pos_subject_s0_6_5293a076.csv,submission_h009_qrank_delta_pos_subject_s0_6_5293a076.csv,242,242,0.049754412083720834,0.21263378513987996,0.5654989620215859,0.566024825809686,0.19884730451707244,0.19293010900327623
qrank_plus_prob_subject_s0.85,qrank_subject,quantile,plus_prob,0.85,subject,0,0.0,False,hitl/h009_s4_mobility_rank_jackpot/submission_h009_qrank_plus_prob_subject_s0_85_ce5c698b.csv,submission_h009_qrank_plus_prob_subject_s0_85_ce5c698b.csv,238,238,0.06629823335443913,0.29827632729751674,0.5654989620215859,0.5657641570627546,0.19884730451707244,0.1961559390307678
qrank_teacher_rank_global_s0.35,qrank_global,quantile,teacher_rank,0.35,global,0,0.0,False,hitl/h009_s4_mobility_rank_jackpot/submission_h009_qrank_teacher_rank_global_s0_35_1e164f6d.csv,submission_h009_qrank_teacher_rank_global_s0_35_1e164f6d.csv,250,250,0.08615412513672206,0.2646440806231273,0.5654989620215859,0.571446271899733,0.19884730451707244,0.1468282864217028
qrank_delta_pos_global_s0.35,qrank_global,quantile,delta_pos,0.35,global,0,0.0,False,hitl/h009_s4_mobility_rank_jackpot/submission_h009_qrank_delta_pos_global_s0_35_7413e25f.csv,submission_h009_qrank_delta_pos_global_s0_35_7413e25f.csv,249,249,0.08225898273129434,0.23812244676358885,0.5654989620215859,0.5714217422387705,0.19884730451707244,0.15592698812051498
