candidate_id,family,op,score_signal,strength,group,k,cap,reverse,split,base_loss,rewrite_loss,delta_logloss,mean_abs_prob_delta,max_abs_prob_delta,changed_rows,mean_delta,worst_delta,best_delta,subject5_delta,dateblock5_delta,max_abs_prob_delta_local,mean_abs_prob_delta_local,changed_rows_local
qrank_consensus_subject_s1,qrank_subject,quantile,consensus,1.0,subject,0,0.0,False,subject5,0.7055693968723641,0.6941882230245237,-0.011381173847840431,0.07463744167211189,0.23672890111290285,441,-0.025676355200889678,-0.011381173847840431,-0.039971536553938924,-0.011381173847840431,-0.039971536553938924,0.35135304980770493,0.0848195105933194,442
qrank_consensus_subject_s1,qrank_subject,quantile,consensus,1.0,subject,0,0.0,False,dateblock5,0.6574191987513781,0.6174476621974392,-0.039971536553938924,0.0950015795145269,0.35135304980770493,442,-0.025676355200889678,-0.011381173847840431,-0.039971536553938924,-0.011381173847840431,-0.039971536553938924,0.35135304980770493,0.0848195105933194,442
qrank_plus_prob_subject_s1,qrank_subject,quantile,plus_prob,1.0,subject,0,0.0,False,subject5,0.7055693968723641,0.6945239311307587,-0.011045465741605365,0.044415541339882396,0.2067370908223194,425,-0.013126574561908355,-0.011045465741605365,-0.015207683382211346,-0.011045465741605365,-0.015207683382211346,0.24553042576014794,0.044533142605750545,425
qrank_plus_prob_subject_s1,qrank_subject,quantile,plus_prob,1.0,subject,0,0.0,False,dateblock5,0.6574191987513781,0.6422115153691668,-0.015207683382211346,0.044650743871618694,0.24553042576014794,413,-0.013126574561908355,-0.011045465741605365,-0.015207683382211346,-0.011045465741605365,-0.015207683382211346,0.24553042576014794,0.044533142605750545,425
qrank_consensus_subject_s0.6,qrank_subject,quantile,consensus,0.6,subject,0,0.0,False,subject5,0.7055693968723641,0.6945623765992786,-0.011007020273085533,0.044755411069976096,0.14174030520199765,441,-0.021240840481632384,-0.011007020273085533,-0.031474660690179235,-0.011007020273085533,-0.031474660690179235,0.20881653981533593,0.05089224413431627,442
qrank_consensus_subject_s0.6,qrank_subject,quantile,consensus,0.6,subject,0,0.0,False,dateblock5,0.6574191987513781,0.6259445380611989,-0.031474660690179235,0.05702907719865644,0.20881653981533593,442,-0.021240840481632384,-0.011007020273085533,-0.031474660690179235,-0.011007020273085533,-0.031474660690179235,0.20881653981533593,0.05089224413431627,442
qrank_delta_pos_subject_s0.85,qrank_subject,quantile,delta_pos,0.85,subject,0,0.0,False,subject5,0.7055693968723641,0.6946132225768545,-0.010956174295509546,0.06596430308119416,0.25526575660222306,438,-0.026818283299210544,-0.010956174295509546,-0.04268039230291154,-0.010956174295509546,-0.04268039230291154,0.32213601007918047,0.07567384237978741,438
qrank_delta_pos_subject_s0.85,qrank_subject,quantile,delta_pos,0.85,subject,0,0.0,False,dateblock5,0.6574191987513781,0.6147388064484666,-0.04268039230291154,0.08538338167838068,0.32213601007918047,434,-0.026818283299210544,-0.010956174295509546,-0.04268039230291154,-0.010956174295509546,-0.04268039230291154,0.32213601007918047,0.07567384237978741,438
qrank_plus_prob_global_s0.6,qrank_global,quantile,plus_prob,0.6,global,0,0.0,False,subject5,0.7055693968723641,0.6944148210911052,-0.01115457578125889,0.028866420034144472,0.13049187440129384,447,-0.011006426786727697,-0.010858277792196502,-0.01115457578125889,-0.01115457578125889,-0.010858277792196502,0.2687614905672924,0.02993491102123571,447
qrank_plus_prob_global_s0.6,qrank_global,quantile,plus_prob,0.6,global,0,0.0,False,dateblock5,0.6574191987513781,0.6465609209591816,-0.010858277792196502,0.031003402008326946,0.2687614905672924,447,-0.011006426786727697,-0.010858277792196502,-0.01115457578125889,-0.01115457578125889,-0.010858277792196502,0.2687614905672924,0.02993491102123571,447
qrank_delta_pos_subject_s0.6,qrank_subject,quantile,delta_pos,0.6,subject,0,0.0,False,subject5,0.7055693968723641,0.6948207844651545,-0.01074861240720959,0.046555894785817856,0.18587202729143992,438,-0.023176489740278416,-0.01074861240720959,-0.03560436707334724,-0.01074861240720959,-0.03560436707334724,0.2278023823980584,0.05341579075427926,438
qrank_delta_pos_subject_s0.6,qrank_subject,quantile,delta_pos,0.6,subject,0,0.0,False,dateblock5,0.6574191987513781,0.6218148316780309,-0.03560436707334724,0.06027568672274067,0.2278023823980584,434,-0.023176489740278416,-0.01074861240720959,-0.03560436707334724,-0.01074861240720959,-0.03560436707334724,0.2278023823980584,0.05341579075427926,438
qrank_plus_prob_subject_s0.85,qrank_subject,quantile,plus_prob,0.85,subject,0,0.0,False,subject5,0.7055693968723641,0.6952838329597727,-0.010285563912591389,0.03775356434364109,0.1736865341571362,425,-0.012144695515758641,-0.010285563912591389,-0.014003827118925893,-0.010285563912591389,-0.014003827118925893,0.21283548334817876,0.03786099437464259,425
qrank_plus_prob_subject_s0.85,qrank_subject,quantile,plus_prob,0.85,subject,0,0.0,False,dateblock5,0.6574191987513781,0.6434153716324522,-0.014003827118925893,0.03796842440564409,0.21283548334817876,413,-0.012144695515758641,-0.010285563912591389,-0.014003827118925893,-0.010285563912591389,-0.014003827118925893,0.21283548334817876,0.03786099437464259,425
qrank_teacher_rank_global_s0.35,qrank_global,quantile,teacher_rank,0.35,global,0,0.0,False,subject5,0.7055693968723641,0.6905666698276312,-0.015002727044732933,0.0367424015875981,0.10967728945840627,450,-0.01253991606780086,-0.010077105090868788,-0.015002727044732933,-0.015002727044732933,-0.010077105090868788,0.2522809481864362,0.05218947286310989,450
qrank_teacher_rank_global_s0.35,qrank_global,quantile,teacher_rank,0.35,global,0,0.0,False,dateblock5,0.6574191987513781,0.6473420936605093,-0.010077105090868788,0.06763654413862168,0.2522809481864362,450,-0.01253991606780086,-0.010077105090868788,-0.015002727044732933,-0.015002727044732933,-0.010077105090868788,0.2522809481864362,0.05218947286310989,450
qrank_delta_pos_global_s0.35,qrank_global,quantile,delta_pos,0.35,global,0,0.0,False,subject5,0.7055693968723641,0.6907648244815509,-0.014804572390813231,0.03280498663032927,0.1208656819555659,450,-0.012362367437716515,-0.009920162484619799,-0.014804572390813231,-0.014804572390813231,-0.009920162484619799,0.25339047256957026,0.04857827029481616,450
qrank_delta_pos_global_s0.35,qrank_global,quantile,delta_pos,0.35,global,0,0.0,False,dateblock5,0.6574191987513781,0.6474990362667583,-0.009920162484619799,0.06435155395930305,0.25339047256957026,450,-0.012362367437716515,-0.009920162484619799,-0.014804572390813231,-0.014804572390813231,-0.009920162484619799,0.25339047256957026,0.04857827029481616,450
qrank_delta_pos_subject_s1,qrank_subject,quantile,delta_pos,1.0,subject,0,0.0,False,subject5,0.7055693968723641,0.6956836568571189,-0.009885740015245226,0.07749714449197581,0.2929189464734795,438,-0.02732912232576762,-0.009885740015245226,-0.04477250463629001,-0.009885740015245226,-0.04477250463629001,0.37423700024241824,0.08884441801374435,438
qrank_delta_pos_subject_s1,qrank_subject,quantile,delta_pos,1.0,subject,0,0.0,False,dateblock5,0.6574191987513781,0.6126466941150881,-0.04477250463629001,0.1001916915355129,0.37423700024241824,434,-0.02732912232576762,-0.009885740015245226,-0.04477250463629001,-0.009885740015245226,-0.04477250463629001,0.37423700024241824,0.08884441801374435,438
qrank_teacher_rank_subject_s0.6,qrank_subject,quantile,teacher_rank,0.6,subject,0,0.0,False,subject5,0.7055693968723641,0.6965940978875513,-0.008975298984812752,0.054711962910739466,0.15900624644555672,445,-0.0206849675373022,-0.008975298984812752,-0.03239463608979165,-0.008975298984812752,-0.03239463608979165,0.2493916148481276,0.060675115491536716,446
qrank_teacher_rank_subject_s0.6,qrank_subject,quantile,teacher_rank,0.6,subject,0,0.0,False,dateblock5,0.6574191987513781,0.6250245626615865,-0.03239463608979165,0.06663826807233396,0.2493916148481276,446,-0.0206849675373022,-0.008975298984812752,-0.03239463608979165,-0.008975298984812752,-0.03239463608979165,0.2493916148481276,0.060675115491536716,446
qrank_plus_prob_subject_s0.6,qrank_subject,quantile,plus_prob,0.6,subject,0,0.0,False,subject5,0.7055693968723641,0.6972547318207297,-0.008314665051634362,0.026622484940498493,0.11946104290804593,425,-0.009734414625008847,-0.008314665051634362,-0.011154164198383332,-0.008314665051634362,-0.011154164198383332,0.15406934087357455,0.026704661035183094,425
qrank_plus_prob_subject_s0.6,qrank_subject,quantile,plus_prob,0.6,subject,0,0.0,False,dateblock5,0.6574191987513781,0.6462650345529948,-0.011154164198383332,0.026786837129867694,0.15406934087357455,413,-0.009734414625008847,-0.008314665051634362,-0.011154164198383332,-0.008314665051634362,-0.011154164198383332,0.15406934087357455,0.026704661035183094,425
qrank_human_state_subject_s0.6,qrank_subject,quantile,human_state,0.6,subject,0,0.0,False,subject5,0.7055693968723641,0.6975342754966871,-0.008035121375676968,0.05449098073921936,0.169895775308965,444,-0.01951914315310671,-0.008035121375676968,-0.031003164930536453,-0.008035121375676968,-0.031003164930536453,0.2459089755682246,0.0602374880275334,444
qrank_human_state_subject_s0.6,qrank_subject,quantile,human_state,0.6,subject,0,0.0,False,dateblock5,0.6574191987513781,0.6264160338208417,-0.031003164930536453,0.06598399531584744,0.2459089755682246,443,-0.01951914315310671,-0.008035121375676968,-0.031003164930536453,-0.008035121375676968,-0.031003164930536453,0.2459089755682246,0.0602374880275334,444
qrank_delta_pos_subject_s0.35,qrank_subject,quantile,delta_pos,0.35,subject,0,0.0,False,subject5,0.7055693968723641,0.6975426560158487,-0.008026740856515335,0.027068210077020784,0.11018970745724366,438,-0.015992774836432244,-0.008026740856515335,-0.023958808816349153,-0.008026740856515335,-0.023958808816349153,0.1297407703099125,0.031020567342321705,438
qrank_delta_pos_subject_s0.35,qrank_subject,quantile,delta_pos,0.35,subject,0,0.0,False,dateblock5,0.6574191987513781,0.633460389935029,-0.023958808816349153,0.03497292460762263,0.1297407703099125,434,-0.015992774836432244,-0.008026740856515335,-0.023958808816349153,-0.008026740856515335,-0.023958808816349153,0.1297407703099125,0.031020567342321705,438
qrank_consensus_subject_s0.35,qrank_subject,quantile,consensus,0.35,subject,0,0.0,False,subject5,0.7055693968723641,0.6976314832857614,-0.007937913586602674,0.026012397853963514,0.08153609988523303,441,-0.014512548413364357,-0.007937913586602674,-0.02108718324012604,-0.007937913586602674,-0.02108718324012604,0.12681370493406197,0.02955733377108108,442
qrank_consensus_subject_s0.35,qrank_subject,quantile,consensus,0.35,subject,0,0.0,False,dateblock5,0.6574191987513781,0.6363320155112521,-0.02108718324012604,0.03310226968819864,0.12681370493406197,442,-0.014512548413364357,-0.007937913586602674,-0.02108718324012604,-0.007937913586602674,-0.02108718324012604,0.12681370493406197,0.02955733377108108,442
tailswap_plus_prob_k125_s1,tail_swap,tail_swap,plus_prob,1.0,global,125,0.0,False,subject5,0.7055693968723641,0.6896387761839061,-0.015930620688457964,0.02979407663491266,0.2067370908223194,245,-0.011816093093667435,-0.0077015654988769056,-0.015930620688457964,-0.015930620688457964,-0.0077015654988769056,0.38826961282955674,0.03002818273279924,245
tailswap_plus_prob_k125_s1,tail_swap,tail_swap,plus_prob,1.0,global,125,0.0,False,dateblock5,0.6574191987513781,0.6497176332525012,-0.0077015654988769056,0.030262288830685817,0.38826961282955674,245,-0.011816093093667435,-0.0077015654988769056,-0.015930620688457964,-0.015930620688457964,-0.0077015654988769056,0.38826961282955674,0.03002818273279924,245
qrank_teacher_rank_subject_s0.35,qrank_subject,quantile,teacher_rank,0.35,subject,0,0.0,False,subject5,0.7055693968723641,0.6981475144001955,-0.007421882472168573,0.03179080669126965,0.09237368282932806,445,-0.014963861507380882,-0.007421882472168573,-0.022505840542593192,-0.007421882472168573,-0.022505840542593192,0.14007115925304714,0.03521843888232785,446
qrank_teacher_rank_subject_s0.35,qrank_subject,quantile,teacher_rank,0.35,subject,0,0.0,False,dateblock5,0.6574191987513781,0.6349133582087849,-0.022505840542593192,0.038646071073386044,0.14007115925304714,446,-0.014963861507380882,-0.007421882472168573,-0.022505840542593192,-0.007421882472168573,-0.022505840542593192,0.14007115925304714,0.03521843888232785,446
qrank_teacher_rank_subject_s0.85,qrank_subject,quantile,teacher_rank,0.85,subject,0,0.0,False,subject5,0.7055693968723641,0.6981766994304944,-0.007392697441869656,0.07754443562510166,0.22354120295196211,445,-0.022246773422239408,-0.007392697441869656,-0.03710084940260916,-0.007392697441869656,-0.03710084940260916,0.35523248082158027,0.0859946336368547,446
qrank_teacher_rank_subject_s0.85,qrank_subject,quantile,teacher_rank,0.85,subject,0,0.0,False,dateblock5,0.6574191987513781,0.620318349348769,-0.03710084940260916,0.09444483164860773,0.35523248082158027,446,-0.022246773422239408,-0.007392697441869656,-0.03710084940260916,-0.007392697441869656,-0.03710084940260916,0.35523248082158027,0.0859946336368547,446
qrank_plus_prob_global_s0.35,qrank_global,quantile,plus_prob,0.35,global,0,0.0,False,subject5,0.7055693968723641,0.6983506748229172,-0.007218722049446846,0.01679891991742104,0.07348273140411465,447,-0.0072560227579618886,-0.007218722049446846,-0.007293323466476931,-0.007218722049446846,-0.007293323466476931,0.16604659127175864,0.017423706763871446,447
qrank_plus_prob_global_s0.35,qrank_global,quantile,plus_prob,0.35,global,0,0.0,False,dateblock5,0.6574191987513781,0.6501258752849012,-0.007293323466476931,0.01804849361032185,0.16604659127175864,447,-0.0072560227579618886,-0.007218722049446846,-0.007293323466476931,-0.007218722049446846,-0.007293323466476931,0.16604659127175864,0.017423706763871446,447
tailswap_plus_prob_k125_s0.75,tail_swap,tail_swap,plus_prob,0.75,global,125,0.0,False,subject5,0.7055693968723641,0.6925523224799063,-0.013017074392457806,0.022357564850911317,0.15406307781356487,245,-0.010058120171158147,-0.007099165949858488,-0.013017074392457806,-0.013017074392457806,-0.007099165949858488,0.320276443789051,0.022560039439410026,245
tailswap_plus_prob_k125_s0.75,tail_swap,tail_swap,plus_prob,0.75,global,125,0.0,False,dateblock5,0.6574191987513781,0.6503200328015196,-0.007099165949858488,0.022762514027908732,0.320276443789051,245,-0.010058120171158147,-0.007099165949858488,-0.013017074392457806,-0.013017074392457806,-0.007099165949858488,0.320276443789051,0.022560039439410026,245
qrank_human_state_subject_s0.35,qrank_subject,quantile,human_state,0.35,subject,0,0.0,False,subject5,0.7055693968723641,0.6986919144246447,-0.006877482447719352,0.03166500358282099,0.10107789243241433,444,-0.014284036544691348,-0.006877482447719352,-0.021690590641663343,-0.006877482447719352,-0.021690590641663343,0.13807269253969562,0.03496642210742809,444
qrank_human_state_subject_s0.35,qrank_subject,quantile,human_state,0.35,subject,0,0.0,False,dateblock5,0.6574191987513781,0.6357286081097148,-0.021690590641663343,0.0382678406320352,0.13807269253969562,443,-0.014284036544691348,-0.006877482447719352,-0.021690590641663343,-0.006877482447719352,-0.021690590641663343,0.13807269253969562,0.03496642210742809,444
qrank_human_state_subject_s0.85,qrank_subject,quantile,human_state,0.85,subject,0,0.0,False,subject5,0.7055693968723641,0.6995159856905724,-0.006053411181791701,0.07722324063994339,0.23597483538774,444,-0.020597584729092677,-0.006053411181791701,-0.03514175827639365,-0.006053411181791701,-0.03514175827639365,0.3506675889380992,0.08536196938523913,444
qrank_human_state_subject_s0.85,qrank_subject,quantile,human_state,0.85,subject,0,0.0,False,dateblock5,0.6574191987513781,0.6222774404749845,-0.03514175827639365,0.09350069813053488,0.3506675889380992,443,-0.020597584729092677,-0.006053411181791701,-0.03514175827639365,-0.006053411181791701,-0.03514175827639365,0.3506675889380992,0.08536196938523913,444
qrank_low_energy_subject_s0.6,qrank_subject,quantile,low_energy,0.6,subject,0,0.0,False,subject5,0.7055693968723641,0.6995519514949519,-0.006017445377412223,0.05270292260405976,0.17724768593988433,442,-0.017209621482168425,-0.006017445377412223,-0.028401797586924626,-0.006017445377412223,-0.028401797586924626,0.25983896185037325,0.05766871530234486,442
qrank_low_energy_subject_s0.6,qrank_subject,quantile,low_energy,0.6,subject,0,0.0,False,dateblock5,0.6574191987513781,0.6290174011644535,-0.028401797586924626,0.06263450800062996,0.25983896185037325,440,-0.017209621482168425,-0.006017445377412223,-0.028401797586924626,-0.006017445377412223,-0.028401797586924626,0.25983896185037325,0.05766871530234486,442
qrank_human_state_global_s0.35,qrank_global,quantile,human_state,0.35,global,0,0.0,False,subject5,0.7055693968723641,0.6927430351999116,-0.012826361672452435,0.036282550748223626,0.11491724246620838,450,-0.009287534272172271,-0.005748706871892106,-0.012826361672452435,-0.012826361672452435,-0.005748706871892106,0.2507279395759404,0.05243020956240459,450
qrank_human_state_global_s0.35,qrank_global,quantile,human_state,0.35,global,0,0.0,False,dateblock5,0.6574191987513781,0.651670491879486,-0.005748706871892106,0.06857786837658554,0.2507279395759404,448,-0.009287534272172271,-0.005748706871892106,-0.012826361672452435,-0.012826361672452435,-0.005748706871892106,0.2507279395759404,0.05243020956240459,450
tailswap_consensus_k100_s0.5,tail_swap,tail_swap,consensus,0.5,global,100,0.0,False,subject5,0.7055693968723641,0.6998207237741572,-0.0057486730982069245,0.014635184881634117,0.11283308766782729,199,-0.005803386161349733,-0.0057486730982069245,-0.005858099224492541,-0.0057486730982069245,-0.005858099224492541,0.23272519898356975,0.01984468877848148,199
tailswap_consensus_k100_s0.5,tail_swap,tail_swap,consensus,0.5,global,100,0.0,False,dateblock5,0.6574191987513781,0.6515610995268856,-0.005858099224492541,0.025054192675328844,0.23272519898356975,196,-0.005803386161349733,-0.0057486730982069245,-0.005858099224492541,-0.0057486730982069245,-0.005858099224492541,0.23272519898356975,0.01984468877848148,199
qrank_low_energy_subject_s0.35,qrank_subject,quantile,low_energy,0.35,subject,0,0.0,False,subject5,0.7055693968723641,0.6999324676099333,-0.0056369292624307565,0.030625656176693276,0.10529164540828201,442,-0.012815107943224768,-0.0056369292624307565,-0.01999328662401878,-0.0056369292624307565,-0.01999328662401878,0.1486496721607249,0.03346563725251025,442
qrank_low_energy_subject_s0.35,qrank_subject,quantile,low_energy,0.35,subject,0,0.0,False,dateblock5,0.6574191987513781,0.6374259121273593,-0.01999328662401878,0.03630561832832722,0.1486496721607249,440,-0.012815107943224768,-0.0056369292624307565,-0.01999328662401878,-0.0056369292624307565,-0.01999328662401878,0.1486496721607249,0.03346563725251025,442
tailswap_plus_prob_k125_s0.5,tail_swap,tail_swap,plus_prob,0.5,global,125,0.0,False,subject5,0.7055693968723641,0.6961787613070909,-0.009390635565273198,0.01488637493775493,0.10170440166217598,245,-0.007509614221104244,-0.00562859287693529,-0.009390635565273198,-0.009390635565273198,-0.00562859287693529,0.23002271864939122,0.015037976452597187,245
tailswap_plus_prob_k125_s0.5,tail_swap,tail_swap,plus_prob,0.5,global,125,0.0,False,dateblock5,0.6574191987513781,0.6517906058744428,-0.00562859287693529,0.015189577967439442,0.23002271864939122,245,-0.007509614221104244,-0.00562859287693529,-0.009390635565273198,-0.009390635565273198,-0.00562859287693529,0.23002271864939122,0.015037976452597187,245
modelblend_s0.5_cap0.14,model_blend,model_blend,delta_pos,0.5,global,0,0.14,False,subject5,0.7055693968723641,0.70003858150364,-0.005530815368724129,0.022021869881666715,0.03498561611205653,450,-0.006033332109192102,-0.005530815368724129,-0.006535848849660075,-0.005530815368724129,-0.006535848849660075,0.03498571186412136,0.02084573947817952,450
modelblend_s0.5_cap0.14,model_blend,model_blend,delta_pos,0.5,global,0,0.14,False,dateblock5,0.6574191987513781,0.650883349901718,-0.006535848849660075,0.01966960907469232,0.03498571186412136,450,-0.006033332109192102,-0.005530815368724129,-0.006535848849660075,-0.005530815368724129,-0.006535848849660075,0.03498571186412136,0.02084573947817952,450
tailswap_plus_prob_k100_s1,tail_swap,tail_swap,plus_prob,1.0,global,100,0.0,False,subject5,0.7055693968723641,0.6935656887470074,-0.012003708125356671,0.025085408796872037,0.2057930288368297,193,-0.008748351195203341,-0.005492994265050011,-0.012003708125356671,-0.012003708125356671,-0.005492994265050011,0.38826961282955674,0.02471307016964358,198
tailswap_plus_prob_k100_s1,tail_swap,tail_swap,plus_prob,1.0,global,100,0.0,False,dateblock5,0.6574191987513781,0.6519262044863281,-0.005492994265050011,0.024340731542415124,0.38826961282955674,198,-0.008748351195203341,-0.005492994265050011,-0.012003708125356671,-0.012003708125356671,-0.005492994265050011,0.38826961282955674,0.02471307016964358,198
qrank_plus_prob_subject_s0.35,qrank_subject,quantile,plus_prob,0.35,subject,0,0.0,False,subject5,0.7055693968723641,0.7001065727310687,-0.005462824141295397,0.015494203308163677,0.0694302617088769,425,-0.006354173394998386,-0.005462824141295397,-0.007245522648701375,-0.005462824141295397,-0.007245522648701375,0.09121667452461518,0.01554380347258253,425
qrank_plus_prob_subject_s0.35,qrank_subject,quantile,plus_prob,0.35,subject,0,0.0,False,dateblock5,0.6574191987513781,0.6501736761026767,-0.007245522648701375,0.015593403637001384,0.09121667452461518,413,-0.006354173394998386,-0.005462824141295397,-0.007245522648701375,-0.005462824141295397,-0.007245522648701375,0.09121667452461518,0.01554380347258253,425
tailswap_plus_prob_k75_s1,tail_swap,tail_swap,plus_prob,1.0,global,75,0.0,False,subject5,0.7055693968723641,0.7001866084598671,-0.005382788412496953,0.019219442115993097,0.1871531536584538,147,-0.006682901644054218,-0.005382788412496953,-0.007983014875611483,-0.005382788412496953,-0.007983014875611483,0.38826961282955674,0.019125935066098165,147
tailswap_plus_prob_k75_s1,tail_swap,tail_swap,plus_prob,1.0,global,75,0.0,False,dateblock5,0.6574191987513781,0.6494361838757666,-0.007983014875611483,0.019032428016203237,0.38826961282955674,147,-0.006682901644054218,-0.005382788412496953,-0.007983014875611483,-0.005382788412496953,-0.007983014875611483,0.38826961282955674,0.019125935066098165,147
tailswap_plus_prob_k100_s0.75,tail_swap,tail_swap,plus_prob,0.75,global,100,0.0,False,subject5,0.7055693968723641,0.6956041297355634,-0.009965267136800682,0.018830666848310543,0.15396139309858398,193,-0.007630659147229657,-0.005296051157658632,-0.009965267136800682,-0.009965267136800682,-0.005296051157658632,0.320276443789051,0.018577985429242737,198
tailswap_plus_prob_k100_s0.75,tail_swap,tail_swap,plus_prob,0.75,global,100,0.0,False,dateblock5,0.6574191987513781,0.6521231475937195,-0.005296051157658632,0.01832530401017493,0.320276443789051,198,-0.007630659147229657,-0.005296051157658632,-0.009965267136800682,-0.009965267136800682,-0.005296051157658632,0.320276443789051,0.018577985429242737,198
modelblend_s0.75_cap0.14,model_blend,model_blend,delta_pos,0.75,global,0,0.14,False,subject5,0.7055693968723641,0.7004006598008752,-0.005168737071488905,0.026141561886039603,0.03498561611205653,450,-0.006285810674086567,-0.005168737071488905,-0.0074028842766842295,-0.005168737071488905,-0.0074028842766842295,0.03498571186412136,0.024712763160925102,450
modelblend_s0.75_cap0.14,model_blend,model_blend,delta_pos,0.75,global,0,0.14,False,dateblock5,0.6574191987513781,0.6500163144746939,-0.0074028842766842295,0.0232839644358106,0.03498571186412136,450,-0.006285810674086567,-0.005168737071488905,-0.0074028842766842295,-0.005168737071488905,-0.0074028842766842295,0.03498571186412136,0.024712763160925102,450
modelblend_s1_cap0.14,model_blend,model_blend,delta_pos,1.0,global,0,0.14,False,subject5,0.7055693968723641,0.7005956990257639,-0.004973697846600178,0.028243478296593412,0.03498561611205653,450,-0.006469032005443742,-0.004973697846600178,-0.007964366164287306,-0.004973697846600178,-0.007964366164287306,0.03498571186412136,0.026680001157810357,450
modelblend_s1_cap0.14,model_blend,model_blend,delta_pos,1.0,global,0,0.14,False,dateblock5,0.6574191987513781,0.6494548325870908,-0.007964366164287306,0.0251165240190273,0.03498571186412136,450,-0.006469032005443742,-0.004973697846600178,-0.007964366164287306,-0.004973697846600178,-0.007964366164287306,0.03498571186412136,0.026680001157810357,450
qrank_teacher_rank_subject_s1,qrank_subject,quantile,teacher_rank,1.0,subject,0,0.0,False,subject5,0.7055693968723641,0.7006181608137035,-0.004951236058660546,0.09110439785827282,0.260384582640955,445,-0.02121401594247513,-0.004951236058660546,-0.03747679582628971,-0.004951236058660546,-0.03747679582628971,0.41323160404200127,0.10098110153310262,446
qrank_teacher_rank_subject_s1,qrank_subject,quantile,teacher_rank,1.0,subject,0,0.0,False,dateblock5,0.6574191987513781,0.6199424029250884,-0.03747679582628971,0.11085780520793242,0.41323160404200127,446,-0.02121401594247513,-0.004951236058660546,-0.03747679582628971,-0.004951236058660546,-0.03747679582628971,0.41323160404200127,0.10098110153310262,446
