target,score_col,policy,fraction,selected_cells,selected_gain_sum,selected_mean_gain,selected_positive_gain_rate,active_subjects,positive_subjects,negative_subjects,raw_action_count,inverse_action_count,null_gain_mean,null_gain_std,gain_lift_vs_null,gain_z_vs_null,tail_safe_policy_score,subject_normalized_policy_score,accepted,accept_reason,heldout_accept_rate,heldout_gain_sum,heldout_positive_subjects,heldout_negative_subjects,heldout_positive_gain_rate
Q1,predicted_subject_normalized_gain,hold,0.0,0,1.1462893459617418,0.12736548288463798,0.6666666666666666,5,5,0,7,2,-0.11114244788136182,0.7668061431813209,1.2574317938431037,1.6398300992037933,2.9837068170605408,3.2013231111465705,False,failed_subject_normalized_tail_stress,1.0,-0.7333706774725623,4,6,0.43478260869565216
Q2,subject_normalized_pessimistic_utility,top_all,0.25,112,1.2225401407060257,0.010915536970589515,0.5803571428571429,10,8,2,33,79,-2.867206491093598,2.2529655990881388,4.089746631799624,1.8152725605108666,3.138603717886981,3.7348227811714096,True,subject_normalized_tail_subjectheldout_stable,1.0,0.2359690728565747,6,4,0.5247524752475248
Q3,subject_relative_health_score,hold,0.0,0,0.19859143953910519,0.014185102824221798,0.7142857142857143,3,3,0,12,2,-0.06159601536499315,0.7072378581767247,0.26018745490409834,0.36789243094942276,1.1764462918504819,1.1644130600217186,False,failed_subject_normalized_tail_stress,1.0,-1.2556600499603428,3,7,0.4166666666666667
S1,predicted_subject_normalized_gain,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0,0.0,False,failed_subject_normalized_tail_stress,0.9,-0.8194536213185135,4,5,0.5
S2,subject_relative_health_score,hold,0.0,0,0.009515090793438985,0.0013592986847769978,0.7142857142857143,4,3,1,4,3,-0.4715431370901258,0.6137576382194044,0.4810582278835648,0.7837918388750013,0.35626465444018685,0.29672356536582856,False,failed_subject_normalized_tail_stress,0.7,-0.2794037084116669,3,4,0.5
S3,predicted_subject_normalized_gain,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0,0.0,False,failed_subject_normalized_tail_stress,0.1,-1.1764022598515989,0,1,0.18181818181818182
S4,subject_relative_health_score,top_all,0.02,9,0.32135237122741783,0.03570581902526865,0.7777777777777778,3,3,0,4,5,-0.005916135357770788,0.44731972386665375,0.32726850658518863,0.7316210064610241,1.3812806714005585,1.3835890150690389,True,subject_normalized_tail_subjectheldout_stable,1.0,0.2158026933332129,6,3,0.6296296296296297
