target,selected_cells,gain_sum,mean_gain,positive_gain_rate,raw_action_count,inverse_action_count,positive_subjects,negative_subjects
Q1,46,-0.7333706774725623,-0.01594284081462092,0.43478260869565216,31.0,15.0,4,6
Q2,101,0.2359690728565747,0.002336327454025492,0.5247524752475248,33.0,68.0,6,4
Q3,36,-1.2556600499603428,-0.034879445832231744,0.4166666666666667,24.0,12.0,3,7
S1,10,-0.8194536213185135,-0.08194536213185136,0.5,5.0,5.0,4,5
S2,8,-0.2794037084116669,-0.03492546355145836,0.5,2.0,6.0,3,4
S3,11,-1.1764022598515989,-0.10694565998650898,0.18181818181818182,10.0,1.0,0,1
S4,27,0.2158026933332129,0.007992692345674552,0.6296296296296297,18.0,9.0,6,3
