target,score_col,policy,fraction,selected_cells,selected_gain_sum,selected_mean_gain,selected_positive_gain_rate,active_subjects,positive_subjects,negative_subjects,raw_action_count,inverse_action_count,null_gain_mean,null_gain_std,gain_lift_vs_null,gain_z_vs_null,tail_safe_policy_score,subject_normalized_policy_score
Q2,subject_relative_health_score,top_all,0.02,9,0.19595251155527948,0.021772501283919943,0.6666666666666666,5,4,1,5,4,-0.39580985905342225,0.5558095544111289,0.5917623706087017,1.0646854950805305,0.7928712241097116,0.765850741466396
Q2,subject_relative_health_score,top_all,0.04,18,-0.07250805170908564,-0.004028225094949202,0.5,6,3,3,12,6,-0.6506422555897773,0.7551880595612168,0.5781342038806916,0.7655499799832668,-1.268606082352517,-1.4876682419767129
Q2,subject_relative_health_score,top_all,0.06,27,0.22144116059830166,0.008201524466603764,0.5925925925925926,6,4,2,21,6,-0.3138874797624479,1.1542246717463542,0.5353286403607496,0.4637993394741698,-0.037406473920611694,-0.1803240183182373
Q2,subject_relative_health_score,top_all,0.08,36,0.09545502112829612,0.0026515283646748925,0.5833333333333334,6,4,2,29,7,-0.7921090010810183,1.2962323340655677,0.8875640222093144,0.6847260316563115,-0.02125830126614603,-0.0883843095244902
Q2,subject_relative_health_score,top_all,0.1,45,-0.005630119498983399,-0.00012511376664407553,0.5555555555555556,8,4,4,35,10,-1.2122272772701845,1.5688997393298845,1.2065971577712011,0.7690721895884618,-1.5119694508757724,-1.7108241310853183
Q2,subject_relative_health_score,top_all,0.14,63,-0.1264201839598027,-0.002006669586663535,0.5079365079365079,9,4,5,49,14,-1.3094829861852841,1.7605414580435377,1.1830628022254814,0.6719880391457528,-2.417371621488531,-2.7181129510541706
Q2,subject_relative_health_score,top_all,0.18,81,0.06036800408106208,0.0007452840010007663,0.5308641975308642,9,4,5,63,18,-0.7015659080091605,2.025146117745709,0.7619339120902227,0.37623651222676674,-2.3995290063288808,-2.7927039134193876
Q2,subject_relative_health_score,top_all,0.25,112,0.1500454559683772,0.001339691571146225,0.5178571428571429,10,4,6,75,37,-2.3003426171048638,2.185921977091135,2.450388073073241,1.1209860638914653,-2.3989701120668423,-2.5382584904600782
Q2,subject_relative_health_score,top_decisive,0.02,7,0.30608295069109,0.04372613581301286,0.8571428571428571,3,3,0,5,2,-0.28373615088812104,0.5238910978452117,0.589819101579211,1.125842954776602,1.525103931721474,1.5798703254185626
Q2,subject_relative_health_score,top_decisive,0.04,15,0.018780323557177125,0.001252021570478475,0.6,3,2,1,12,3,-0.6402167483457561,1.0944153105520762,0.6589970719029332,0.6021453332652146,0.16964383204972522,0.15348615309561617
Q2,subject_relative_health_score,top_decisive,0.06,22,0.34436668787945524,0.015653031267247965,0.6818181818181818,3,3,0,19,3,-0.030871172322059298,0.9004999824823835,0.3752378602015145,0.41669946418778003,1.356006249005127,1.3712059921473672
Q2,subject_relative_health_score,top_decisive,0.08,30,0.022593835196509204,0.0007531278398836401,0.6,3,2,1,26,4,-1.4213243412307652,1.3665344439397442,1.4439181764272744,1.0566277219214697,0.49362796913820217,0.6435441588620867
Q2,subject_relative_health_score,top_decisive,0.1,37,0.2038843715408628,0.005510388420023319,0.6216216216216216,4,3,1,33,4,-0.5039722665138684,2.1000661753290966,0.7078566380547312,0.3370639679693925,0.5529081592245255,0.5390586040326975
Q2,subject_relative_health_score,top_decisive,0.14,52,0.4487179384096731,0.008629191123262945,0.6346153846153846,8,7,1,43,9,-1.7610690490951653,1.0715688228644877,2.209786987504838,2.0621979105342927,2.3004785597051804,2.620218376955296
Q2,subject_relative_health_score,top_decisive,0.18,67,0.8067448274998417,0.012040967574624502,0.6567164179104478,9,7,2,50,17,-2.039740072877765,1.488428094232712,2.8464849003776065,1.9124100864576705,2.1241062975464278,2.4659798375600572
Q2,subject_relative_health_score,top_decisive,0.25,93,0.5057666300444504,0.005438350860693016,0.6021505376344086,10,6,4,58,35,-3.0412366698882147,1.929978323569254,3.547003299932665,1.8378461854291324,0.3417550917358394,0.6276976216675149
Q3,predicted_subject_normalized_gain,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0,0.0
Q3,predicted_subject_normalized_gain,top_all,0.02,9,-1.0041605582018045,-0.11157339535575606,0.2222222222222222,5,1,4,6,3,-0.27919095293997254,0.7330339035345865,-0.724969605261832,-0.9889987376656527,-4.0790220160322335,-4.666018134060135
Q3,predicted_subject_normalized_gain,top_all,0.04,18,-0.7671652335004066,-0.042620290750022584,0.3333333333333333,5,1,4,11,7,-0.5524671325614564,0.7532146930865473,-0.21469810093895014,-0.2850423696053424,-3.5541471391229065,-4.036120940036137
Q3,predicted_subject_normalized_gain,top_all,0.06,27,-0.6130028110121599,-0.02270380781526518,0.4074074074074074,7,2,5,17,10,-0.39819063262430204,0.856008280407808,-0.21481217838785788,-0.25094637902979156,-3.920689118758297,-4.509411222757205
Q3,predicted_subject_normalized_gain,top_all,0.08,36,-0.6624336220812723,-0.01840093394670201,0.3611111111111111,9,3,6,21,15,-0.5109703149568688,1.2155196939858781,-0.15146330712440348,-0.1246078593985851,-4.501517676625783,-5.170413606349746
Q3,predicted_subject_normalized_gain,top_all,0.1,45,-0.9657467493970996,-0.0214610388754911,0.37777777777777777,9,4,5,28,17,-0.5638764732539021,1.5223616201762555,-0.4018702761431975,-0.26397819730680666,-3.950576943555677,-4.574008340508231
Q3,predicted_subject_normalized_gain,top_all,0.14,63,-0.4306365765697683,-0.006835501215393148,0.4444444444444444,9,5,4,39,24,-0.6933572071608374,1.3192818937363278,0.2627206305910691,0.19913911639234286,-2.1632148886681044,-2.5511324246664877
Q3,predicted_subject_normalized_gain,top_all,0.18,81,-1.5152896880697673,-0.018707280099626758,0.41975308641975306,9,5,4,43,38,-1.8604608938588643,1.5783043539067576,0.345171205789097,0.21869749325261562,-3.2256964364714085,-3.594263554090512
Q3,predicted_subject_normalized_gain,top_all,0.25,112,-3.2221761071995547,-0.028769429528567453,0.4107142857142857,9,2,7,56,56,-1.6680973078374177,2.0966366036708703,-1.554078799362137,-0.7412246817789966,-8.546476155154203,-9.613187837233639
Q3,predicted_subject_normalized_gain,top_decisive,0.02,7,-0.9493570972223877,-0.1356224424603411,0.2857142857142857,4,1,3,4,3,-0.12934750305736434,0.7208549190704183,-0.8200095941650234,-1.1375514995756295,-3.3001156051377087,-3.8154399825336545
Q3,predicted_subject_normalized_gain,top_decisive,0.04,14,-0.7216803908732593,-0.05154859934808995,0.35714285714285715,5,1,4,7,7,-0.17310373026933978,0.686998063273957,-0.5485766606039195,-0.7985126740963772,-3.668533489494269,-4.229933360811266
Q3,predicted_subject_normalized_gain,top_decisive,0.06,21,-0.5504814632094932,-0.026213403009975867,0.42857142857142855,7,3,4,11,10,-0.5766947914729905,1.0081621786085007,0.026213328263497315,0.026001102619895772,-2.7887066880552793,-3.225801143207325
Q3,predicted_subject_normalized_gain,top_decisive,0.08,28,-0.9881825829782622,-0.03529223510636651,0.39285714285714285,7,3,4,16,12,-0.9398268972713467,1.0642271600291893,-0.04835568570691551,-0.04543737232339497,-3.2721508102080223,-3.7220164090815873
Q3,predicted_subject_normalized_gain,top_decisive,0.1,35,-0.7673648724661852,-0.021924710641891006,0.45714285714285713,9,4,5,19,16,-0.7626294881476139,1.4817490483733697,-0.004735384318571345,-0.0031958072277959225,-3.559341837700465,-4.106067116423021
Q3,predicted_subject_normalized_gain,top_decisive,0.14,49,-0.43186983309986027,-0.008813670063262455,0.5102040816326531,9,5,4,24,25,-1.7976957346317732,1.60899160646476,1.365825901531913,0.8488707436658882,-1.6903722646256734,-1.851250077609238
Q3,predicted_subject_normalized_gain,top_decisive,0.18,62,-2.36566544037863,-0.03815589419965532,0.4032258064516129,9,5,4,24,38,-1.7335174726583176,1.7025851516264907,-0.6321479677203123,-0.37128713774839234,-4.482916910597514,-5.057094827541706
Q3,predicted_subject_normalized_gain,top_decisive,0.25,87,-2.844530648992687,-0.03269575458612284,0.40229885057471265,9,2,7,30,57,-2.6857288049305996,2.4856799220233134,-0.1588018440620873,-0.06388668253506449,-7.615695364966775,-8.388963352487366
Q3,subject_normalized_utility,top_all,0.02,9,-0.030435187970419553,-0.003381687552268839,0.3333333333333333,5,2,3,7,2,-0.30374774885206757,0.3990996100997926,0.273312560881648,0.6848229213085619,-1.59962683286432,-1.8646011955951522
Q3,subject_normalized_utility,top_all,0.04,18,-0.13568207694385948,-0.007537893163547749,0.2777777777777778,7,1,6,14,4,-0.4148192351420214,0.7714834013251313,0.2791371581981619,0.361818747776951,-4.204579974574585,-4.769293945757191
Q3,subject_normalized_utility,top_all,0.06,27,0.0009942926122738505,3.6825652306438906e-05,0.4074074074074074,7,2,5,21,6,-0.0548411693424265,0.989360905078227,0.05583546195470035,0.0564358887319138,-3.181227114237797,-3.7096720448129594
Q3,subject_normalized_utility,top_all,0.08,36,0.0728839427853053,0.0020245539662584805,0.4166666666666667,7,3,4,24,12,-0.35082657711891113,1.0406533568888412,0.42371051990421643,0.4071581733719191,-1.9922682245776935,-2.3410496237960787
Q3,subject_normalized_utility,top_all,0.1,45,-0.1100506277617822,-0.002445569505817382,0.37777777777777777,8,3,5,27,18,-1.533758640293942,1.27878726352606,1.4237080125321597,1.113326706591136,-2.5181979304941904,-2.748967571633713
Q3,subject_normalized_utility,top_all,0.14,63,0.17972465159781875,0.0028527722475844247,0.4444444444444444,8,4,4,36,27,-1.266083970321563,1.807256358847831,1.4458086219193818,0.800001955915717,-1.2786865795832703,-1.4179692605255239
Q3,subject_normalized_utility,top_all,0.18,81,0.018677106985055647,0.00023058156771673638,0.43209876543209874,9,4,5,46,35,-1.5452162563210847,1.467841705781363,1.5638933633061405,1.0654373405159836,-2.1261819139049623,-2.3353043709766244
Q3,subject_normalized_utility,top_all,0.25,112,-0.2439716147854249,-0.0021783179891555794,0.4375,9,3,6,62,50,-2.1295463748177688,2.7675914004857143,1.8855747600323438,0.6813053255265297,-3.2627649162214514,-3.5157738577044517
Q3,subject_normalized_utility,top_decisive,0.02,7,-0.04482203752166469,-0.006403148217380671,0.42857142857142855,3,2,1,0,7,-0.2806087888379158,0.42405585319973105,0.2357867513162511,0.5560275834824879,-0.10669391621272806,-0.19127315713697085
Q3,subject_normalized_utility,top_decisive,0.04,14,0.021283258675432848,0.0015202327625309178,0.5,6,3,3,0,14,-0.625564879572662,1.0384718119302592,0.6468481382480948,0.6228846376155035,-1.1650314291761834,-1.3732041087742544
Q3,subject_normalized_utility,top_decisive,0.06,21,-0.05075139176834892,-0.0024167329413499485,0.47619047619047616,7,5,2,0,21,-0.46010215277050337,0.7237804629389886,0.40935076100215445,0.5655731011858783,-0.18425464863234042,-0.33869208202723944
Q3,subject_normalized_utility,top_decisive,0.08,28,0.05534626417385419,0.0019766522919233637,0.5,8,5,3,1,27,-0.6766028190525832,0.5761083375865352,0.7319490832264375,1.2705059716593565,-0.6364209595309571,-0.8146210234524822
Q3,subject_normalized_utility,top_decisive,0.1,35,0.08393427629022415,0.00239812217972069,0.4857142857142857,10,6,4,1,34,-0.7056981405085803,1.5535888183017192,0.7896324167988045,0.508263452656655,-1.2188680325645287,-1.499347708723063
Q3,subject_normalized_utility,top_decisive,0.14,49,-0.005772443424333529,-0.00011780496784354141,0.4489795918367347,10,5,5,1,48,-1.3263379069410743,1.620475871048576,1.3205654635167408,0.8149244842888221,-2.0549392256217347,-2.319425602416284
Q3,subject_normalized_utility,top_decisive,0.18,62,-0.038965138944173805,-0.0006284699829705452,0.43548387096774194,10,5,5,1,61,-1.3927506367033082,1.2249129926198148,1.3537854977591344,1.1052095176684265,-2.0521999081229243,-2.302887005314503
Q3,subject_normalized_utility,top_decisive,0.25,87,0.23238643108859486,0.0026711084033171823,0.4482758620689655,10,6,4,2,85,-2.4436576944853323,1.8905313434082662,2.6760441255739273,1.4154984178942687,-0.3325517314469657,-0.213860524181191
Q3,subject_normalized_pessimistic_utility,top_all,0.02,9,-0.08284253489200177,-0.009204726099111308,0.3333333333333333,4,2,2,7,2,-0.34895932039312927,0.6611762709934614,0.2661167855011275,0.40248992163809705,-0.9327860011361307,-1.1048461789364767
Q3,subject_normalized_pessimistic_utility,top_all,0.04,18,0.018412326429782522,0.0010229070238768068,0.3888888888888889,6,2,4,14,4,-0.2753299893924132,0.6596405068337096,0.29374231582219573,0.44530666746371594,-2.298136085174966,-2.6693703775501416
Q3,subject_normalized_pessimistic_utility,top_all,0.06,27,-0.02824975241152422,-0.001046287126352749,0.37037037037037035,7,2,5,22,5,-0.5426213911260368,0.8726143132136817,0.5143716387145125,0.5894604648646826,-3.009644002745347,-3.432017502742188
Q3,subject_normalized_pessimistic_utility,top_all,0.08,36,-0.13792216157397302,-0.003831171154832584,0.3611111111111111,8,2,6,25,11,-1.1809005919411713,1.5818332859924142,1.0429784303671983,0.659347884257507,-3.680556033630814,-4.094884500983335
Q3,subject_normalized_pessimistic_utility,top_all,0.1,45,-0.07136441403693877,-0.0015858758674875283,0.37777777777777777,8,2,6,28,17,-0.9071285564634465,1.7743588399367973,0.8357641424265077,0.47102317953694056,-3.699522424011745,-4.160726909713483
Q3,subject_normalized_pessimistic_utility,top_all,0.14,63,0.2253517877420954,0.0035770125038427844,0.4444444444444444,8,3,5,37,26,-0.4033418547675923,1.6807717140800407,0.6286936425096877,0.37405058476593833,-2.5116448233473645,-2.9228695275945524
Q3,subject_normalized_pessimistic_utility,top_all,0.18,81,0.13487653658785698,0.00166514242701058,0.4444444444444444,9,4,5,47,34,-1.6606892357539245,1.6791254275841077,1.7955657723417815,1.0693458289921831,-1.9241853046377457,-2.0881296780339897
Q3,subject_normalized_pessimistic_utility,top_all,0.25,112,-0.22381610954144815,-0.001998358120905787,0.4375,9,3,6,63,49,-2.452812406796263,2.4579766367941778,2.228996297254815,0.9068419381569017,-3.0998582116865725,-3.279672113472471
Q3,subject_normalized_pessimistic_utility,top_decisive,0.02,7,0.06342428426693625,0.00906061203813375,0.5714285714285714,3,2,1,0,7,-0.07879439258113392,0.344222352528352,0.14221867684807016,0.41315933089021656,0.004516754252782418,-0.11591918090265635
Q3,subject_normalized_pessimistic_utility,top_decisive,0.04,14,0.021283258675432848,0.0015202327625309178,0.5,6,3,3,0,14,-0.5929087876602808,0.873845536910773,0.6141920463357136,0.7028611126252484,-1.1684634138445424,-1.3815677823248946
Q3,subject_normalized_pessimistic_utility,top_decisive,0.06,21,-0.05075139176834892,-0.0024167329413499485,0.47619047619047616,7,5,2,0,21,-0.23044769054226202,0.7395865453591837,0.1796962987739131,0.24296858819496608,-0.2968941617113161,-0.5037145778116816
Q3,subject_normalized_pessimistic_utility,top_decisive,0.08,28,0.08046065872682434,0.002873594954529441,0.5,10,7,3,0,28,-1.2934488812263463,1.1668204180440986,1.3739095399531707,1.1774815718910785,0.00407715489954219,-0.04759130567200209
Q3,subject_normalized_pessimistic_utility,top_decisive,0.1,35,0.10561153244027438,0.003017472355436411,0.4857142857142857,10,7,3,0,35,-0.8619766211584987,1.2728960022955704,0.9675881535987731,0.7601470598177714,-0.15971790781837747,-0.2995687644736962
Q3,subject_normalized_pessimistic_utility,top_decisive,0.14,49,0.15594163967278069,0.0031824824423016466,0.46938775510204084,10,7,3,0,49,-1.326103010463339,1.4905483685524628,1.4820446501361195,0.994294906092446,0.08837247211538157,0.05772852475425076
Q3,subject_normalized_pessimistic_utility,top_decisive,0.18,62,-0.017247609726898483,-0.00027818725365965296,0.43548387096774194,10,6,4,0,62,-0.7480799049781643,1.4919017507305552,0.7308322952512658,0.4898662360932223,-1.3600503279409235,-1.6476349312655798
Q3,subject_normalized_pessimistic_utility,top_decisive,0.25,87,0.14795178673322668,0.0017005952498072032,0.4482758620689655,10,6,4,1,86,-2.6426165078396964,2.4960287492856725,2.790568294572923,1.118003266337194,-0.40665243180839283,-0.27100629377396074
Q3,subject_relative_health_score,top_all,0.02,9,0.06863994348684521,0.007626660387427246,0.5555555555555556,5,3,2,6,3,-0.2161440804475034,0.7154786535131468,0.28478402393434865,0.39803287286909367,-0.49743791640477886,-0.6880760097160827
Q3,subject_relative_health_score,top_all,0.04,18,0.129830848313446,0.007212824906302555,0.6111111111111112,8,5,3,14,4,-0.798923676127655,0.7681523161323127,0.9287545244411011,1.2090759930496973,-0.46030857993831,-0.6114872663002066
Q3,subject_relative_health_score,top_all,0.06,27,-0.011621339276146614,-0.0004304199731906153,0.5925925925925926,8,5,3,23,4,-0.47213250376659843,0.9916977024287758,0.4605111644904518,0.46436647313249774,-0.8465983769838314,-1.10446807388235
Q3,subject_relative_health_score,top_all,0.08,36,-0.10271302487965889,-0.0028531395799905246,0.5555555555555556,9,5,4,30,6,-0.9931592346717514,1.02516200413234,0.8904462097920924,0.8685907263464508,-1.509753334373337,-1.769847833443545
Q3,subject_relative_health_score,top_all,0.1,45,-0.07814972953455296,-0.0017366606563233992,0.5777777777777777,9,5,4,35,10,-0.7609064346647068,1.0840677157513765,0.6827567051301537,0.6298100157488126,-1.5739816589418956,-1.8826118953786666
Q3,subject_relative_health_score,top_all,0.14,63,-0.304409421050854,-0.004831895572235778,0.5555555555555556,10,6,4,44,19,-0.8697734241307968,1.3225749166428387,0.5653640030799428,0.42747219531052044,-1.6693403559973774,-2.003273667030734
Q3,subject_relative_health_score,top_all,0.18,81,-0.30493980595285664,-0.003764688962380946,0.5555555555555556,10,6,4,52,29,-1.432344541042246,1.4477823180680756,1.1274047350893892,0.7787114962101491,-1.438032554606111,-1.6525329332195855
Q3,subject_relative_health_score,top_all,0.25,112,-0.37950259565961125,-0.0033884160326751005,0.5535714285714286,10,5,5,63,49,-2.6187192702918782,2.2115825997511505,2.239216674632267,1.012495158392106,-2.050777243699107,-2.1380411484619546
Q3,subject_relative_health_score,top_decisive,0.02,7,0.09293701072841337,0.013276715818344767,0.7142857142857143,3,2,1,5,2,0.055648536916524174,0.5516238698546586,0.0372884738118892,0.06759764370188319,0.012747740932762985,-0.14987118285939297
Q3,subject_relative_health_score,top_decisive,0.04,14,0.19859143953910519,0.014185102824221798,0.7142857142857143,3,3,0,12,2,-0.06159601536499315,0.7072378581767247,0.26018745490409834,0.36789243094942276,1.1764462918504819,1.1644130600217186
Q3,subject_relative_health_score,top_decisive,0.06,21,-0.08399300614104349,-0.003999666959097309,0.6190476190476191,3,2,1,19,2,-0.5097481895097499,1.1397743237716726,0.4257551833687064,0.3735434063471644,-0.030957684660613105,-0.10024054176469044
Q3,subject_relative_health_score,top_decisive,0.08,28,-0.10217764064055895,-0.003649201451448534,0.6071428571428571,3,2,1,25,3,-0.6125947542693698,1.0225950002793254,0.5104171136288109,0.49913906628664206,-0.01111774424181089,-0.05976582590460158
Q3,subject_relative_health_score,top_decisive,0.1,35,-0.507744691528172,-0.014506991186519201,0.5428571428571428,5,2,3,31,4,-0.741530594378935,1.4673559356880836,0.23378590285076295,0.15932460363894893,-2.06998716516651,-2.3743292068092927
Q3,subject_relative_health_score,top_decisive,0.14,49,-0.3145357806783947,-0.006419097564865198,0.5714285714285714,8,4,4,38,11,-1.750896176805372,1.6196500173783916,1.436360396126977,0.886833810215313,-1.7231262610124216,-1.8752603627255766
Q3,subject_relative_health_score,top_decisive,0.18,62,-0.27147678084420956,-0.004378657755551767,0.5806451612903226,10,6,4,43,19,-1.999352887814334,1.5148281920909237,1.7278761069701245,1.1406416357917988,-1.1494301733738732,-1.2391066353930442
Q3,subject_relative_health_score,top_decisive,0.25,87,-0.15140516294881184,-0.0017402892292966879,0.5747126436781609,10,5,5,53,34,-2.4319556666959605,1.8441940312252998,2.2805505037471487,1.2366109341715685,-1.7784019679327967,-1.8550309128677513
S1,predicted_subject_normalized_gain,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0,0.0
S1,predicted_subject_normalized_gain,top_all,0.02,9,-0.13187991376516645,-0.014653323751685161,0.5555555555555556,2,1,1,4,5,-0.5604481756142649,1.0514680168601211,0.4285682618490984,0.40759039264825464,-0.2966775384087121,-0.3583676337414828
S1,predicted_subject_normalized_gain,top_all,0.04,18,-1.19705421634115,-0.06650301201895277,0.5555555555555556,2,0,2,4,14,-0.3409032298551725,0.9013364406132074,-0.8561509864859774,-0.9498683820034072,-2.897249455367138,-3.3430325758599575
S1,predicted_subject_normalized_gain,top_all,0.06,27,-1.5434622309436,-0.05716526781272592,0.5925925925925926,3,0,3,6,21,-0.5143407850541113,1.3300406574534729,-1.0291214458894886,-0.7737518700066423,-4.023622516598177,-4.604181102435468
S1,predicted_subject_normalized_gain,top_all,0.08,36,-1.9630716806722541,-0.054529768907562615,0.5833333333333334,4,1,3,7,29,-0.6148513946357907,1.4129439440530374,-1.3482202860364634,-0.9541923384229145,-4.376201347960641,-5.023262585269726
S1,predicted_subject_normalized_gain,top_all,0.1,45,-3.0286051051119713,-0.06730233566915492,0.5777777777777777,4,1,3,7,38,-1.3024141754617493,1.5995014390980782,-1.726190929650222,-1.0792056121084712,-5.588470269478174,-6.313070345428165
S1,predicted_subject_normalized_gain,top_all,0.14,63,-4.524400890586932,-0.07181588715217353,0.5714285714285714,8,2,6,10,53,-1.4228341160865736,1.7838554088201903,-3.1015667745003586,-1.7386873169006891,-9.683817993352125,-10.996047951733068
S1,predicted_subject_normalized_gain,top_all,0.18,81,-4.740520557763057,-0.058524945157568606,0.5308641975308642,10,4,6,18,63,-2.771147130710264,2.172605053429392,-1.9693734270527932,-0.9064571694446703,-9.034644505040198,-10.099734753592736
S1,predicted_subject_normalized_gain,top_all,0.25,112,-9.443183027858362,-0.08431413417730681,0.45535714285714285,10,1,9,34,78,-2.035378685372767,2.622067510431391,-7.407804342485595,-2.8251768167734324,-18.709057229405666,-21.19265734852397
S1,predicted_subject_normalized_gain,top_decisive,0.02,7,-0.15479384782226802,-0.022113406831752575,0.5714285714285714,2,1,1,2,5,-0.21600333535019323,0.7036724279762481,0.06120948752792521,0.08698576936425209,-0.474671950251069,-0.617833194501056
S1,predicted_subject_normalized_gain,top_decisive,0.04,14,-1.5604807338543683,-0.11146290956102631,0.5,2,0,2,2,12,-0.2983024258725145,1.0473798824861518,-1.2621783079818538,-1.2050816796154589,-3.447751309609563,-3.974288604798243
S1,predicted_subject_normalized_gain,top_decisive,0.06,21,-1.6672522805116212,-0.07939296573864862,0.5714285714285714,2,0,2,2,19,-0.689984011788521,1.5253851460291576,-0.9772682687231002,-0.6406698473936888,-3.373363159304075,-3.8387730671394267
S1,predicted_subject_normalized_gain,top_decisive,0.08,28,-1.990976092914656,-0.07110628903266629,0.5714285714285714,4,0,4,3,25,-0.5687462601176388,1.5117648443402185,-1.4222298327970173,-0.9407745114073762,-5.382833985534349,-6.143238299464757
S1,predicted_subject_normalized_gain,top_decisive,0.1,35,-2.359502744277334,-0.06741436412220954,0.5714285714285714,4,1,3,4,31,-1.2503095852679613,1.7166265331874786,-1.1091931590093727,-0.6461470433815285,-4.662335054268767,-5.254239484081129
S1,predicted_subject_normalized_gain,top_decisive,0.14,49,-3.2745942040705165,-0.06682845314429625,0.5918367346938775,4,2,2,5,44,-2.039110476770416,1.720962866887174,-1.2354837273001005,-0.7179026061932449,-4.671660912102019,-5.192299383155292
S1,predicted_subject_normalized_gain,top_decisive,0.18,63,-4.288642610969934,-0.068073692237618,0.5396825396825397,10,3,7,10,53,-2.1047772415241774,2.6088214198212496,-2.183865369445756,-0.8371080338628121,-9.59781740477334,-10.805300893308003
S1,predicted_subject_normalized_gain,top_decisive,0.25,87,-8.380902218726575,-0.0963322094106503,0.4827586206896552,10,1,9,20,67,-3.191537855948785,3.4047358437388904,-5.18936436277779,-1.5241606400451675,-16.73063029246194,-18.74726223988737
S1,subject_normalized_utility,top_all,0.02,9,-0.12206904736500807,-0.013563227485000896,0.6666666666666666,2,1,1,6,3,-0.35386464129429307,0.7648867305599338,0.231795593929285,0.3030456467189586,-0.3273026914845291,-0.44154932643095957
S1,subject_normalized_utility,top_all,0.04,18,-1.0626095392807087,-0.05903386329337271,0.4444444444444444,5,2,3,9,9,-0.25994354202337766,1.0239660776325434,-0.802665997257331,-0.783879480766718,-3.116375030841891,-3.6370302643531356
S1,subject_normalized_utility,top_all,0.06,27,-2.020585731317328,-0.07483650856730845,0.4444444444444444,6,2,4,12,15,-0.5348998626072489,1.0917647785712334,-1.4856858687100791,-1.3608113193158335,-5.121101361741884,-5.889899206314661
S1,subject_normalized_utility,top_all,0.08,36,-2.4570549263491657,-0.06825152573192127,0.4444444444444444,7,2,5,12,24,-0.9141219449391045,1.7505162219150736,-1.5429329814100612,-0.8814159858067951,-6.279667512867811,-7.150326873310404
S1,subject_normalized_utility,top_all,0.1,45,-2.655427534933545,-0.059009500776301,0.4222222222222222,7,1,6,16,29,-0.865501650055891,2.0155061241552423,-1.789925884877654,-0.8880776215095175,-7.522931579013898,-8.54090053064184
S1,subject_normalized_utility,top_all,0.14,63,-3.2966106453015676,-0.05232715310002488,0.42857142857142855,8,2,6,21,42,-1.3163769035569688,2.275721453508145,-1.9802337417445988,-0.8701564678278019,-8.026708101694958,-9.083015122257574
S1,subject_normalized_utility,top_all,0.18,81,-3.4789053857639103,-0.04294944920696186,0.3950617283950617,9,2,7,27,54,-1.2602398224525329,2.042271683271826,-2.2186655633113777,-1.0863714076263151,-9.075803868747252,-10.28077058240156
S1,subject_normalized_utility,top_all,0.25,112,-3.762001375065031,-0.03358929799165206,0.375,10,3,7,38,74,-4.200382300861323,1.9543542460585228,0.4383809257962916,0.22430985921841132,-8.104887065114488,-8.750224682770861
S1,subject_normalized_utility,top_decisive,0.02,7,-0.8355418373121622,-0.11936311961602318,0.42857142857142855,3,1,2,3,4,-0.41387868214514933,0.8866423644588002,-0.4216631551670129,-0.47557298418104904,-2.1806812400387217,-2.517382473612888
S1,subject_normalized_utility,top_decisive,0.04,14,-1.9831573075650732,-0.14165409339750523,0.42857142857142855,4,1,3,3,11,-0.5988146043088767,0.9134828273944511,-1.3843427032561966,-1.5154556404796249,-4.519222817752704,-5.16925761407068
S1,subject_normalized_utility,top_decisive,0.06,21,-2.306825579790668,-0.10984883713288894,0.47619047619047616,5,1,4,3,18,-1.4908302412722487,1.347559511443833,-0.8159953385184191,-0.6055356602723443,-5.2863108476326826,-5.909239676160861
S1,subject_normalized_utility,top_decisive,0.08,28,-2.657311194904455,-0.09490397124658768,0.4642857142857143,5,0,5,4,24,-1.5122982813268684,1.516665019027254,-1.1450129135775868,-0.7549543895407872,-6.721061153610689,-7.511591395545594
S1,subject_normalized_utility,top_decisive,0.1,35,-3.1375987508744783,-0.08964567859641366,0.42857142857142855,6,0,6,5,30,-2.0058240505842226,1.71462056145942,-1.1317747002902556,-0.660072978086144,-7.949727193784682,-8.832140736261598
S1,subject_normalized_utility,top_decisive,0.14,49,-3.505315176260039,-0.07153704441347018,0.3673469387755102,8,2,6,7,42,-1.9617087234317088,2.2895858745011126,-1.5436064528283302,-0.6741858735325544,-8.084424593531782,-9.043364295445649
S1,subject_normalized_utility,top_decisive,0.18,63,-3.1289444910974593,-0.049665785572975546,0.42857142857142855,9,3,6,8,55,-2.705447018598572,1.9119689789124525,-0.42349747249888736,-0.22149808766237256,-7.049318415238307,-7.781305014348475
S1,subject_normalized_utility,top_decisive,0.25,87,-4.458676167460268,-0.051249151350118025,0.39080459770114945,9,2,7,16,71,-3.5265897363007035,2.6678515817569526,-0.9320864311595649,-0.3493771683302284,-9.533062526003736,-10.46554781537237
S1,subject_normalized_pessimistic_utility,top_all,0.02,9,-0.011387249563684892,-0.0012652499515205435,0.6666666666666666,3,2,1,6,3,-0.020440442360743185,0.6336090075043155,0.009053192797058292,0.0142882956047569,-0.12345646919090547,-0.28802673138606527
