target,score_col,policy,fraction,selected_cells,selected_gain_sum,selected_mean_gain,selected_positive_gain_rate,active_subjects,positive_subjects,negative_subjects,raw_action_count,inverse_action_count,null_gain_mean,null_gain_std,gain_lift_vs_null,gain_z_vs_null,tail_safe_policy_score,subject_normalized_policy_score,accepted,accept_reason
Q1,predicted_subject_normalized_gain,top_all,0.02,9,1.1462893459617418,0.12736548288463798,0.6666666666666666,5,5,0,7,2,-0.11114244788136182,0.7668061431813209,1.2574317938431037,1.6398300992037933,2.9837068170605408,3.2013231111465705,True,positive_subject_normalized_tail_policy
Q2,subject_normalized_pessimistic_utility,top_all,0.25,112,1.2225401407060257,0.010915536970589515,0.5803571428571429,10,8,2,33,79,-2.867206491093598,2.2529655990881388,4.089746631799624,1.8152725605108666,3.138603717886981,3.7348227811714096,True,positive_subject_normalized_tail_policy
Q3,subject_relative_health_score,top_decisive,0.04,14,0.19859143953910519,0.014185102824221798,0.7142857142857143,3,3,0,12,2,-0.06159601536499315,0.7072378581767247,0.26018745490409834,0.36789243094942276,1.1764462918504819,1.1644130600217186,True,positive_subject_normalized_tail_policy
S1,predicted_subject_normalized_gain,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0,0.0,False,no_subject_normalized_policy_passed
S2,subject_relative_health_score,top_decisive,0.02,7,0.009515090793438985,0.0013592986847769978,0.7142857142857143,4,3,1,4,3,-0.4715431370901258,0.6137576382194044,0.4810582278835648,0.7837918388750013,0.35626465444018685,0.29672356536582856,True,positive_subject_normalized_tail_policy
S3,predicted_subject_normalized_gain,hold,0.0,0,0.0,0.0,,0,0,0,0,0,0.0,,0.0,,0.0,0.0,False,no_subject_normalized_policy_passed
S4,subject_relative_health_score,top_all,0.02,9,0.32135237122741783,0.03570581902526865,0.7777777777777778,3,3,0,4,5,-0.005916135357770788,0.44731972386665375,0.32726850658518863,0.7316210064610241,1.3812806714005585,1.3835890150690389,True,positive_subject_normalized_tail_policy
