candidate_id,family,max_cells,max_rows,q2_cap,max_per_subject,min_route_score,min_cell_score,novelty,alpha,transport,selected_routes,selected_cells,changed_cells_vs_h057,changed_rows_vs_h057,outside_h070_cells,outside_h069_cells,h071_route_overlap,h070_overlap_cells,h069_overlap_cells,h068_overlap_cells,h074_overlap_cells,public_action_pred_delta_vs_h057,posterior_delta_vs_h057,responsibility_weighted_delta_vs_h057,max_positive_bad_cosine,mean_h075_route_score,mean_h075_transport_cell_score,mean_h075_transport_alignment,mean_h075_transport_gain_rank,mean_h075_inverse_align,mean_h075_mirror_gain,mean_h075_hybrid_gain,mean_h075_edge_gain,mean_h074_route_score,mean_h074_cell_score,mean_h074_bad_opp_rank,mean_h074_bad_same_rank,mean_h073_bridge_cell_score,mean_h068_health,mean_public_score,mean_invariant_score,mean_shortcut_energy,h050_null_selected,selected_subjects,route_templates,bad_cos_submission_h010_objective_,bad_cos_submission_e216_maskfam_je,bad_cos_submission_e323_5508f966_u,bad_cos_submission_jepa_latent_q2_,bad_cos_submission_jepa_latent_res,bad_cos_submission_lejepa_targetwi,bad_cos_submission_ordinal_q_const,Q1_changed_vs_h057,Q2_changed_vs_h057,Q3_changed_vs_h057,S1_changed_vs_h057,S2_changed_vs_h057,S3_changed_vs_h057,S4_changed_vs_h057,hash,action_rank,posterior_rank,responsibility_rank,transport_route_rank,transport_cell_rank,transport_align_rank,transport_gain_rank,opp_rank,same_avoid_rank,shortcut_avoid_rank,bad_avoid_rank,outside_h069_ratio,q2_risk,route_diversity,bigbet_scale_score,h075_score,file,resolved_path
h075_anti_bad_field_mirror_bad_opposition_c860_r220_q248_13862c9d,anti_bad_field,860,220,48,26,0.56,0.34,bad_opposition,0.95,mirror,124,323,323,124,106,277,21,217,46,117,0,-0.00019652670878630039,-0.00024956652955567346,-0.0005356609484188421,0.0,0.7269380040322582,0.7061616541353384,0.786657231313578,0.6271419725785051,0.6342877444709427,0.0011356561356106953,0.002558727942392493,0.0013154610860366337,0.7591854035179991,0.810173303847855,0.7865245466607695,0.23740911101282616,0.6761520654577621,0.5984265845201239,0.671378027421495,0.5614104555506413,0.16145276426360017,0,10,full_state:2;nonq2_full:7;q1q3_subjective:5;q2_hardtail:30;q2_s3_tail:2;q3_quality:1;q3_s_stage:10;recovery_route:12;s14_edge:16;s23_core:15;s_stage:24,-0.5044450624667629,-0.5059303951425245,-0.5041470257440004,-0.5041998276134629,-0.5065938854150644,-0.49659515913984453,-0.4973656543846587,21,34,23,56,68,62,59,13862c9d,0.3111111111111111,0.4222222222222222,0.5777777777777777,0.6222222222222222,0.6222222222222222,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.9555555555555556,0.7333333333333333,0.5,0.8575851393188855,0.10526315789473684,11,0.0,0.663139318885449,submission_h075_anti_bad_field_mirror_bad_opposition_c860_r220_q248_13862c9d.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_anti_bad_field_mirror_bad_opposition_c860_r220_q248_13862c9d.csv
h075_assignment_transport_hybrid_anti_shortcut_c760_r220_q260_e624b4a0,assignment_transport,760,220,60,26,0.48,0.31,anti_shortcut,1.0,hybrid,148,453,453,148,180,394,33,273,59,154,0,-0.0006361133438708508,-0.0005411777695106901,-0.0008389443536950263,0.0,0.7056945566490403,0.6681918259224219,0.724338063702302,0.6160845159255756,0.48435083697737885,0.0008872744566258831,0.002090642597447478,0.0010802660795215886,0.7398762638317665,0.7713390602333648,0.7206799116997792,0.27992683695994947,0.645829101229896,0.5766349634815515,0.6508966761274046,0.5403180258593503,0.19665272784610527,0,10,full_state:7;nonq2_full:10;q1q3_subjective:5;q2_hardtail:29;q2_s3_tail:6;q3_quality:1;q3_s_stage:14;recovery_route:19;s14_edge:17;s23_core:13;s_stage:27,-0.4878246627214679,-0.49019106148939134,-0.4877497382041262,-0.48689052299758395,-0.48733312540129003,-0.4787213091468508,-0.4833802897881702,41,42,35,74,86,88,87,e624b4a0,0.8666666666666667,0.8888888888888888,0.8666666666666667,0.28888888888888886,0.28888888888888886,0.5111111111111111,0.5111111111111111,0.5111111111111111,0.5111111111111111,0.28888888888888886,0.5,0.869757174392936,0.09271523178807947,11,0.0,0.6397336276674025,submission_h075_assignment_transport_hybrid_anti_shortcut_c760_r220_q260_e624b4a0.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_assignment_transport_hybrid_anti_shortcut_c760_r220_q260_e624b4a0.csv
h075_stage_transport_edge_bad_opposition_c720_r210_q20_9ca9b9bf,stage_transport,720,210,0,25,0.58,0.34,bad_opposition,0.85,edge,86,276,276,86,93,234,11,183,42,99,0,-0.00013717577990280639,-0.00013272129074248828,-0.0001310295832088978,0.0,0.7531068840579711,0.7172541304347825,0.788592132505176,0.5857971014492754,0.679427426772178,0.00014615503685443403,0.001486060151496019,0.0001297658765711607,0.8217204088725986,0.8270642857142857,0.7881118012422361,0.23789440993788816,0.701004026915114,0.625402279710145,0.6603761076604555,0.5702043892339544,0.15144554865424428,0,10,nonq2_full:8;q3_s_stage:11;recovery_route:12;s14_edge:16;s23_core:15;s_stage:24,-0.4748370662443174,-0.47594427988586147,-0.4736563256973076,-0.47154104084005866,-0.47535697140570665,-0.46670008303947763,-0.46610753370164265,16,0,17,56,68,60,59,9ca9b9bf,0.26666666666666666,0.28888888888888886,0.17777777777777778,0.8444444444444444,0.9555555555555556,0.8444444444444444,0.28888888888888886,0.8444444444444444,0.8444444444444444,0.9555555555555556,0.5,0.8478260869565217,0.0,6,0.0,0.6321220904699165,submission_h075_stage_transport_edge_bad_opposition_c720_r210_q20_9ca9b9bf.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_stage_transport_edge_bad_opposition_c720_r210_q20_9ca9b9bf.csv
h075_anti_bad_field_edge_bad_opposition_c980_r235_q262_1a3b8663,anti_bad_field,980,235,62,28,0.5,0.31,bad_opposition,0.85,edge,128,329,329,128,109,281,21,220,48,121,0,-0.00032187269525696974,-0.00036396571813402913,-0.0007122571923905422,0.0,0.720756641332654,0.7029191923577942,0.7857212331741206,0.6236126791141989,0.6265603735318426,0.0010818456242927851,0.0025158517089993167,0.0012583714570817764,0.7514006418421649,0.8059877377333912,0.7855527572731218,0.2383317412071211,0.6723762657403387,0.5941677934867564,0.6678113417281806,0.5594714893617022,0.16390937907077724,0,10,full_state:2;nonq2_full:7;q1q3_subjective:5;q2_hardtail:32;q2_s3_tail:2;q3_quality:1;q3_s_stage:10;recovery_route:12;s14_edge:18;s23_core:15;s_stage:24,-0.4774787138849928,-0.4787397620579527,-0.4768064928040155,-0.47758607119544216,-0.4810634012593387,-0.47069929348339057,-0.4689502702275111,21,36,23,58,68,62,61,1a3b8663,0.4666666666666667,0.6444444444444445,0.6888888888888889,0.5111111111111111,0.5111111111111111,0.6222222222222222,0.6222222222222222,0.6222222222222222,0.6222222222222222,0.6222222222222222,0.5,0.8541033434650456,0.1094224924012158,11,0.0,0.631791962174941,submission_h075_anti_bad_field_edge_bad_opposition_c980_r235_q262_1a3b8663.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_anti_bad_field_edge_bad_opposition_c980_r235_q262_1a3b8663.csv
h075_transport_broad_conservative_transport_big_c1120_r250_q295_aad6d082,transport_broad,1120,250,95,32,0.42,0.3,transport_big,1.05,conservative,139,355,355,139,83,314,37,272,41,116,0,-0.0007181328577226632,-0.0006123678481154471,-0.000918516504626065,0.0,0.6876863889323325,0.6883352756539236,0.7063468812877264,0.7796635814889336,0.2780750343198298,0.0019457783251641478,0.002876267923616948,0.00225857516943899,0.7229129522468981,0.7923743420523138,0.7015774647887324,0.29215855130784707,0.6653606438631791,0.620100072112676,0.7226992193158953,0.5518437907444668,0.1891750905432595,0,10,full_state:9;nonq2_full:11;q2_hardtail:32;q2_s3_tail:10;q3_s_stage:19;q_subjective:3;recovery_route:22;s_stage:33,-0.16353056088665538,-0.16509228859236727,-0.16358704746519906,-0.16600787678366627,-0.16910747518512934,-0.16376481064486212,-0.16459994745494394,38,48,36,48,60,62,63,aad6d082,0.9777777777777777,0.9777777777777777,1.0,0.17777777777777778,0.4,0.06666666666666667,0.9555555555555556,0.06666666666666667,0.28888888888888886,0.4,0.5,0.8845070422535212,0.1352112676056338,8,0.0,0.6174425949637217,submission_h075_transport_broad_conservative_transport_big_c1120_r250_q295_aad6d082.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_transport_broad_conservative_transport_big_c1120_r250_q295_aad6d082.csv
h075_row_state_transport_edge_bad_opposition_c760_r210_q238_d7750e12,row_state_transport,760,210,38,25,0.56,0.34,bad_opposition,0.85,edge,75,280,280,75,94,240,17,186,40,97,0,-0.0001339732574383134,-0.00012906672457100072,-0.00014141158598273475,0.0,0.7595832125603864,0.7116230918367347,0.7935489795918368,0.5822163265306123,0.7898812978741331,8.584486824180885e-05,0.001520107876851577,1.168571014032677e-05,0.8372467391304346,0.818830306122449,0.7930102040816327,0.23829693877551023,0.6854200204081634,0.611972422244898,0.6509036326530613,0.5831626428571429,0.15862780612244895,0,10,full_state:3;nonq2_full:9;q3_s_stage:11;q_subjective:6;recovery_route:13;s_stage:33,-0.5440467065259699,-0.546453188347613,-0.5451079329236628,-0.5407759329659817,-0.5429157247871326,-0.536485744203827,-0.5372272333627384,26,6,23,52,65,53,55,d7750e12,0.24444444444444444,0.26666666666666666,0.2,0.9555555555555556,0.7333333333333333,0.9555555555555556,0.17777777777777778,0.9555555555555556,0.7333333333333333,0.8444444444444444,0.5,0.8571428571428571,0.02142857142857143,6,0.0,0.6171731601731602,submission_h075_row_state_transport_edge_bad_opposition_c760_r210_q238_d7750e12.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_row_state_transport_edge_bad_opposition_c760_r210_q238_d7750e12.csv
h075_anti_bad_field_mirror_bad_opposition_c860_r220_q248_fb5ef7fd,anti_bad_field,860,220,48,26,0.56,0.34,bad_opposition,1.15,mirror,124,323,323,124,106,277,21,217,46,117,0,4.809800609851246e-05,-5.945678778656585e-05,-0.000400787339613962,0.0,0.7269380040322582,0.7061616541353384,0.786657231313578,0.6271419725785051,0.6342877444709427,0.0011356561356106953,0.002558727942392493,0.0013154610860366337,0.7591854035179991,0.810173303847855,0.7865245466607695,0.23740911101282616,0.6761520654577621,0.5984265845201239,0.671378027421495,0.5614104555506413,0.16145276426360017,0,10,full_state:2;nonq2_full:7;q1q3_subjective:5;q2_hardtail:30;q2_s3_tail:2;q3_quality:1;q3_s_stage:10;recovery_route:12;s14_edge:16;s23_core:15;s_stage:24,-0.5015101365046628,-0.5029336338658612,-0.5011393892366811,-0.5012039838409147,-0.503656272693675,-0.49365129533937613,-0.49440510455350545,21,34,23,56,68,62,59,fb5ef7fd,0.13333333333333333,0.17777777777777778,0.5111111111111111,0.6222222222222222,0.6222222222222222,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.9555555555555556,0.7333333333333333,0.5,0.8575851393188855,0.10526315789473684,11,0.0,0.6126948744410045,submission_h075_anti_bad_field_mirror_bad_opposition_c860_r220_q248_fb5ef7fd.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_anti_bad_field_mirror_bad_opposition_c860_r220_q248_fb5ef7fd.csv
h075_stage_transport_mirror_bad_opposition_c720_r210_q20_1100085d,stage_transport,720,210,0,25,0.58,0.34,bad_opposition,0.95,mirror,86,276,276,86,93,234,11,183,42,99,0,-3.6135386105802934e-05,-6.222746792255423e-05,-8.01353900800393e-05,0.0,0.7531068840579711,0.7172541304347825,0.788592132505176,0.5857971014492754,0.679427426772178,0.00014615503685443403,0.001486060151496019,0.0001297658765711607,0.8217204088725986,0.8270642857142857,0.7881118012422361,0.23789440993788816,0.701004026915114,0.625402279710145,0.6603761076604555,0.5702043892339544,0.15144554865424428,0,10,nonq2_full:8;q3_s_stage:11;recovery_route:12;s14_edge:16;s23_core:15;s_stage:24,-0.49453141404457857,-0.4956901067835893,-0.49364986679379685,-0.4911955666813516,-0.4938471988949982,-0.4854941374602233,-0.4869236416754444,16,0,17,56,68,60,59,1100085d,0.2,0.2,0.08888888888888889,0.8444444444444444,0.9555555555555556,0.8444444444444444,0.28888888888888886,0.8444444444444444,0.8444444444444444,0.9555555555555556,0.5,0.8478260869565217,0.0,6,0.0,0.6050109793588054,submission_h075_stage_transport_mirror_bad_opposition_c720_r210_q20_1100085d.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_stage_transport_mirror_bad_opposition_c720_r210_q20_1100085d.csv
h075_transport_broad_hybrid_transport_big_c1120_r250_q295_1df29949,transport_broad,1120,250,95,32,0.42,0.3,transport_big,1.0,hybrid,139,355,355,139,83,314,37,272,41,116,0,-0.0006893903778377592,-0.0005834714930765809,-0.0008798933186771108,0.0,0.6876863889323325,0.6883352756539236,0.7063468812877264,0.7796635814889336,0.2780750343198298,0.0019457783251641478,0.002876267923616948,0.00225857516943899,0.7229129522468981,0.7923743420523138,0.7015774647887324,0.29215855130784707,0.6653606438631791,0.620100072112676,0.7226992193158953,0.5518437907444668,0.1891750905432595,0,10,full_state:9;nonq2_full:11;q2_hardtail:32;q2_s3_tail:10;q3_s_stage:19;q_subjective:3;recovery_route:22;s_stage:33,-0.17248667370207466,-0.1737783451116215,-0.17239706392201723,-0.1754636082690753,-0.17902273094697646,-0.1729890118078614,-0.17206832916950618,38,48,36,48,60,62,63,1df29949,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.17777777777777778,0.4,0.06666666666666667,0.9555555555555556,0.06666666666666667,0.28888888888888886,0.4,0.5,0.8845070422535212,0.1352112676056338,8,0.0,0.5989981505192773,submission_h075_transport_broad_hybrid_transport_big_c1120_r250_q295_1df29949.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_transport_broad_hybrid_transport_big_c1120_r250_q295_1df29949.csv
h075_assignment_transport_edge_anti_shortcut_c760_r220_q260_a7a049b0,assignment_transport,760,220,60,26,0.48,0.31,anti_shortcut,0.85,edge,148,453,453,148,180,394,33,273,59,154,0,-0.000475142193551969,-0.0004207479084815995,-0.0007568229924111951,0.0,0.7056945566490403,0.6681918259224219,0.724338063702302,0.6160845159255756,0.48435083697737885,0.0008872744566258831,0.002090642597447478,0.0010802660795215886,0.7398762638317665,0.7713390602333648,0.7206799116997792,0.27992683695994947,0.645829101229896,0.5766349634815515,0.6508966761274046,0.5403180258593503,0.19665272784610527,0,10,full_state:7;nonq2_full:10;q1q3_subjective:5;q2_hardtail:29;q2_s3_tail:6;q3_quality:1;q3_s_stage:14;recovery_route:19;s14_edge:17;s23_core:13;s_stage:27,-0.4755969087278613,-0.4769007071800122,-0.4748275779140132,-0.47608717721690724,-0.4800565978260171,-0.4689743034668455,-0.46650268832963154,41,42,35,74,86,88,87,a7a049b0,0.7111111111111111,0.7555555555555555,0.7333333333333333,0.28888888888888886,0.28888888888888886,0.5111111111111111,0.5111111111111111,0.5111111111111111,0.5111111111111111,0.28888888888888886,0.5,0.869757174392936,0.09271523178807947,11,0.0,0.589066961000736,submission_h075_assignment_transport_edge_anti_shortcut_c760_r220_q260_a7a049b0.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_assignment_transport_edge_anti_shortcut_c760_r220_q260_a7a049b0.csv
h075_row_state_transport_mirror_bad_opposition_c760_r210_q238_54493a1d,row_state_transport,760,210,38,25,0.56,0.34,bad_opposition,0.95,mirror,75,280,280,75,94,240,17,186,40,97,0,-3.3337150951329984e-05,-5.712056701560774e-05,-8.57964504276662e-05,0.0,0.7595832125603864,0.7116230918367347,0.7935489795918368,0.5822163265306123,0.7898812978741331,8.584486824180885e-05,0.001520107876851577,1.168571014032677e-05,0.8372467391304346,0.818830306122449,0.7930102040816327,0.23829693877551023,0.6854200204081634,0.611972422244898,0.6509036326530613,0.5831626428571429,0.15862780612244895,0,10,full_state:3;nonq2_full:9;q3_s_stage:11;q_subjective:6;recovery_route:13;s_stage:33,-0.5617770153620287,-0.5643962722603846,-0.5630654737583461,-0.5582697433403285,-0.5593678022770879,-0.5531668367520921,-0.5559673951179196,26,6,23,52,65,53,55,54493a1d,0.17777777777777778,0.13333333333333333,0.1111111111111111,0.9555555555555556,0.7333333333333333,0.9555555555555556,0.17777777777777778,0.9555555555555556,0.7333333333333333,0.8444444444444444,0.5,0.8571428571428571,0.02142857142857143,6,0.0,0.5882842712842712,submission_h075_row_state_transport_mirror_bad_opposition_c760_r210_q238_54493a1d.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_row_state_transport_mirror_bad_opposition_c760_r210_q238_54493a1d.csv
h075_stage_transport_conservative_transport_big_c860_r225_q20_ec22a6ac,stage_transport,860,225,0,28,0.52,0.31,transport_big,1.05,conservative,96,270,270,96,55,237,14,215,33,88,0,-0.0004376201466915651,-0.0003516563132275573,-0.00029799930287609683,0.0,0.7291508623943237,0.7145899682539681,0.7084592592592592,0.7763280423280424,0.2676392403528017,0.0013684103308875208,0.0021679618376105186,0.001437428051153008,0.7892789477657005,0.8262421587301587,0.7035534391534392,0.292189417989418,0.7101563703703705,0.6742530842328043,0.7348621375661376,0.5694098095238095,0.17150068783068778,0,10,nonq2_full:14;q3_s_stage:16;recovery_route:16;s14_edge:17;s23_core:12;s_stage:21,-0.1111461842344644,-0.11179814640649328,-0.10950463986876276,-0.10893691854873523,-0.11185729282526966,-0.1075865191603327,-0.10988565769979226,29,0,27,45,54,51,64,ec22a6ac,0.6444444444444445,0.6,0.4,0.7333333333333333,0.8444444444444444,0.17777777777777778,0.8444444444444444,0.17777777777777778,0.17777777777777778,0.5111111111111111,0.5,0.8777777777777778,0.0,6,0.0,0.5876969696969697,submission_h075_stage_transport_conservative_transport_big_c860_r225_q20_ec22a6ac.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_stage_transport_conservative_transport_big_c860_r225_q20_ec22a6ac.csv
h075_transport_broad_edge_transport_big_c1120_r250_q295_1824446a,transport_broad,1120,250,95,32,0.42,0.3,transport_big,0.85,edge,139,355,355,139,83,314,37,272,41,116,0,-0.0006453996899987713,-0.000539602437164928,-0.0008477658843114277,0.0,0.6876863889323325,0.6883352756539236,0.7063468812877264,0.7796635814889336,0.2780750343198298,0.0019457783251641478,0.002876267923616948,0.00225857516943899,0.7229129522468981,0.7923743420523138,0.7015774647887324,0.29215855130784707,0.6653606438631791,0.620100072112676,0.7226992193158953,0.5518437907444668,0.1891750905432595,0,10,full_state:9;nonq2_full:11;q2_hardtail:32;q2_s3_tail:10;q3_s_stage:19;q_subjective:3;recovery_route:22;s_stage:33,-0.17663369291003392,-0.1769060910485938,-0.17565013860625392,-0.18021228404642892,-0.18521105678356845,-0.17793574970416462,-0.16931711293602256,38,48,36,48,60,62,63,1824446a,0.8888888888888888,0.8666666666666667,0.8888888888888888,0.17777777777777778,0.4,0.06666666666666667,0.9555555555555556,0.06666666666666667,0.28888888888888886,0.4,0.5,0.8845070422535212,0.1352112676056338,8,0.0,0.5825537060748328,submission_h075_transport_broad_edge_transport_big_c1120_r250_q295_1824446a.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_transport_broad_edge_transport_big_c1120_r250_q295_1824446a.csv
h075_stage_transport_hybrid_transport_big_c860_r225_q20_036fd372,stage_transport,860,225,0,28,0.52,0.31,transport_big,1.0,hybrid,96,270,270,96,55,237,14,215,33,88,0,-0.0004216077190691748,-0.0003344855406599086,-0.0002838411304092527,0.0,0.7291508623943237,0.7145899682539681,0.7084592592592592,0.7763280423280424,0.2676392403528017,0.0013684103308875208,0.0021679618376105186,0.001437428051153008,0.7892789477657005,0.8262421587301587,0.7035534391534392,0.292189417989418,0.7101563703703705,0.6742530842328043,0.7348621375661376,0.5694098095238095,0.17150068783068778,0,10,nonq2_full:14;q3_s_stage:16;recovery_route:16;s14_edge:17;s23_core:12;s_stage:21,-0.11880375205394388,-0.11900561995315916,-0.11677604391745806,-0.11649354537081852,-0.11997324333092829,-0.11522184538536172,-0.11571636803754388,29,0,27,45,54,51,64,036fd372,0.6222222222222222,0.5777777777777777,0.37777777777777777,0.7333333333333333,0.8444444444444444,0.17777777777777778,0.8444444444444444,0.17777777777777778,0.17777777777777778,0.5111111111111111,0.5,0.8777777777777778,0.0,6,0.0,0.579919191919192,submission_h075_stage_transport_hybrid_transport_big_c860_r225_q20_036fd372.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_stage_transport_hybrid_transport_big_c860_r225_q20_036fd372.csv
h075_anti_bad_field_mirror_bad_opposition_c980_r235_q262_bf1f7dca,anti_bad_field,980,235,62,28,0.5,0.31,bad_opposition,0.95,mirror,128,329,329,128,109,281,21,220,48,121,0,-0.00019337479711425582,-0.00024461189758381396,-0.0005314898982258581,0.0,0.720756641332654,0.7029191923577942,0.7857212331741206,0.6236126791141989,0.6265603735318426,0.0010818456242927851,0.0025158517089993167,0.0012583714570817764,0.7514006418421649,0.8059877377333912,0.7855527572731218,0.2383317412071211,0.6723762657403387,0.5941677934867564,0.6678113417281806,0.5594714893617022,0.16390937907077724,0,10,full_state:2;nonq2_full:7;q1q3_subjective:5;q2_hardtail:32;q2_s3_tail:2;q3_quality:1;q3_s_stage:10;recovery_route:12;s14_edge:18;s23_core:15;s_stage:24,-0.5044658448446349,-0.505774632364837,-0.5040603234589699,-0.504453866890712,-0.5067230526886991,-0.4964572086107319,-0.4970970940341245,21,36,23,58,68,62,61,bf1f7dca,0.28888888888888886,0.4,0.5555555555555556,0.5111111111111111,0.5111111111111111,0.6222222222222222,0.6222222222222222,0.6222222222222222,0.6222222222222222,0.6222222222222222,0.5,0.8541033434650456,0.1094224924012158,11,0.0,0.5726808510638299,submission_h075_anti_bad_field_mirror_bad_opposition_c980_r235_q262_bf1f7dca.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_anti_bad_field_mirror_bad_opposition_c980_r235_q262_bf1f7dca.csv
h075_stage_transport_mirror_bad_opposition_c720_r210_q20_152afc4d,stage_transport,720,210,0,25,0.58,0.34,bad_opposition,1.15,mirror,86,276,276,86,93,234,11,183,42,99,0,0.00020391490630796943,0.00011877254154409983,5.981011397525112e-05,0.0,0.7531068840579711,0.7172541304347825,0.788592132505176,0.5857971014492754,0.679427426772178,0.00014615503685443403,0.001486060151496019,0.0001297658765711607,0.8217204088725986,0.8270642857142857,0.7881118012422361,0.23789440993788816,0.701004026915114,0.625402279710145,0.6603761076604555,0.5702043892339544,0.15144554865424428,0,10,nonq2_full:8;q3_s_stage:11;recovery_route:12;s14_edge:16;s23_core:15;s_stage:24,-0.49155213892822547,-0.49264448794654403,-0.49059038598073573,-0.4881281330280795,-0.4908429278682882,-0.48249377089725554,-0.4839114985252624,16,0,17,56,68,60,59,152afc4d,0.044444444444444446,0.06666666666666667,0.06666666666666667,0.8444444444444444,0.9555555555555556,0.8444444444444444,0.28888888888888886,0.8444444444444444,0.8444444444444444,0.9555555555555556,0.5,0.8478260869565217,0.0,6,0.0,0.5687887571365832,submission_h075_stage_transport_mirror_bad_opposition_c720_r210_q20_152afc4d.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_stage_transport_mirror_bad_opposition_c720_r210_q20_152afc4d.csv
h075_stage_transport_edge_transport_big_c860_r225_q20_62693861,stage_transport,860,225,0,28,0.52,0.31,transport_big,0.85,edge,96,270,270,96,55,237,14,215,33,88,0,-0.00037886179061002225,-0.0002930798355791023,-0.000243164747689721,0.0,0.7291508623943237,0.7145899682539681,0.7084592592592592,0.7763280423280424,0.2676392403528017,0.0013684103308875208,0.0021679618376105186,0.001437428051153008,0.7892789477657005,0.8262421587301587,0.7035534391534392,0.292189417989418,0.7101563703703705,0.6742530842328043,0.7348621375661376,0.5694098095238095,0.17150068783068778,0,10,nonq2_full:14;q3_s_stage:16;recovery_route:16;s14_edge:17;s23_core:12;s_stage:21,-0.13199087321402453,-0.1306737322364599,-0.12854114746288103,-0.12948492267540793,-0.13445642127907778,-0.12865949706490917,-0.12117017810362617,29,0,27,45,54,51,64,62693861,0.5777777777777777,0.5333333333333333,0.3333333333333333,0.7333333333333333,0.8444444444444444,0.17777777777777778,0.8444444444444444,0.17777777777777778,0.17777777777777778,0.5111111111111111,0.5,0.8777777777777778,0.0,6,0.0,0.5643636363636363,submission_h075_stage_transport_edge_transport_big_c860_r225_q20_62693861.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_stage_transport_edge_transport_big_c860_r225_q20_62693861.csv
h075_row_state_transport_mirror_bad_opposition_c760_r210_q238_0c3eb7c1,row_state_transport,760,210,38,25,0.56,0.34,bad_opposition,1.15,mirror,75,280,280,75,94,240,17,186,40,97,0,0.00020793918249066535,0.00014284257732954318,8.056642376619195e-05,0.0,0.7595832125603864,0.7116230918367347,0.7935489795918368,0.5822163265306123,0.7898812978741331,8.584486824180885e-05,0.001520107876851577,1.168571014032677e-05,0.8372467391304346,0.818830306122449,0.7930102040816327,0.23829693877551023,0.6854200204081634,0.611972422244898,0.6509036326530613,0.5831626428571429,0.15862780612244895,0,10,full_state:3;nonq2_full:9;q3_s_stage:11;q_subjective:6;recovery_route:13;s_stage:33,-0.5569826070355357,-0.5596656210052176,-0.5582200930225757,-0.5535385129761267,-0.5547127146239983,-0.5482954406090901,-0.551148054896463,26,6,23,52,65,53,55,0c3eb7c1,0.022222222222222223,0.022222222222222223,0.022222222222222223,0.9555555555555556,0.7333333333333333,0.9555555555555556,0.17777777777777778,0.9555555555555556,0.7333333333333333,0.8444444444444444,0.5,0.8571428571428571,0.02142857142857143,6,0.0,0.5442842712842713,submission_h075_row_state_transport_mirror_bad_opposition_c760_r210_q238_0c3eb7c1.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_row_state_transport_mirror_bad_opposition_c760_r210_q238_0c3eb7c1.csv
h075_transport_broad_mirror_transport_big_c1120_r250_q295_81582b5e,transport_broad,1120,250,95,32,0.42,0.3,transport_big,0.95,mirror,139,355,355,139,83,314,37,272,41,116,0,-0.000527342556581436,-0.0004191005838965103,-0.0006604566024114329,0.0,0.6876863889323325,0.6883352756539236,0.7063468812877264,0.7796635814889336,0.2780750343198298,0.0019457783251641478,0.002876267923616948,0.00225857516943899,0.7229129522468981,0.7923743420523138,0.7015774647887324,0.29215855130784707,0.6653606438631791,0.620100072112676,0.7226992193158953,0.5518437907444668,0.1891750905432595,0,10,full_state:9;nonq2_full:11;q2_hardtail:32;q2_s3_tail:10;q3_s_stage:19;q_subjective:3;recovery_route:22;s_stage:33,-0.1878515450144282,-0.18800599628972176,-0.18722854767436817,-0.19237536589462723,-0.19727201158486105,-0.1892975818192203,-0.18195030546557517,38,48,36,48,60,62,63,81582b5e,0.8222222222222222,0.7333333333333333,0.6666666666666666,0.17777777777777778,0.4,0.06666666666666667,0.9555555555555556,0.06666666666666667,0.28888888888888886,0.4,0.5,0.8845070422535212,0.1352112676056338,8,0.0,0.5363314838526106,submission_h075_transport_broad_mirror_transport_big_c1120_r250_q295_81582b5e.csv,/Users/kbsoo/Downloads/cl2/hitl/h075_antibad_transport_decoder_jepa/submission_h075_transport_broad_mirror_transport_big_c1120_r250_q295_81582b5e.csv
