target_view,fold,rows,prototype_count,cross_entropy,prior_cross_entropy,cross_entropy_lift_vs_prior,accuracy,prior_accuracy
calendar_rhythm,0,138,3,0.9963090036512355,0.6974879504404218,-0.29882105321081376,0.6666666666666666,0.7101449275362319
calendar_rhythm,1,135,3,0.7114445347565933,0.7707375676763817,0.05929303291978838,0.725925925925926,0.6518518518518519
calendar_rhythm,2,144,3,0.7262413336088787,0.7236906594664579,-0.002550674142420717,0.7152777777777778,0.6944444444444444
calendar_rhythm,3,143,3,0.5767341074450982,0.734859785134729,0.15812567768963082,0.8321678321678322,0.6993006993006993
calendar_rhythm,4,140,3,0.6242312622603071,0.6725813030091825,0.04835004074887539,0.7214285714285714,0.7214285714285714
phone_behavior,0,138,3,0.6169306582364177,0.6988283383301201,0.08189768009370246,0.7608695652173914,0.7608695652173914
phone_behavior,1,135,3,0.6500915013623316,0.723630605207117,0.07353910384478535,0.7037037037037037,0.7185185185185186
phone_behavior,2,144,3,0.7288450857858946,0.8366813971595417,0.10783631137364713,0.7083333333333334,0.7083333333333334
phone_behavior,3,143,3,0.7608121307825085,0.7368451129282843,-0.023967017854224282,0.6713286713286714,0.7202797202797203
phone_behavior,4,140,3,0.5701922555686139,0.8213128222715053,0.2511205667028914,0.7142857142857143,0.6714285714285714
body_activity_sleep,0,138,3,0.9965245628614614,1.0123898902146493,0.015865327353187908,0.5289855072463768,0.5
body_activity_sleep,1,135,3,1.0246777127795073,1.0595825497968696,0.034904837017362356,0.4740740740740741,0.4666666666666667
body_activity_sleep,2,144,3,1.0207694501268243,1.0145445123168773,-0.00622493780994704,0.4791666666666667,0.4930555555555556
body_activity_sleep,3,143,3,0.9630328711939465,0.9989526545878343,0.035919783393887794,0.5174825174825175,0.5174825174825175
body_activity_sleep,4,140,3,0.9134996342117049,1.0360334980242352,0.12253386381253029,0.6071428571428571,0.4357142857142857
app_social_context,0,138,3,0.8634177689112028,1.0048769077170108,0.14145913880580796,0.6594202898550725,0.47101449275362317
app_social_context,1,135,3,0.9257838034657124,1.021336125354127,0.09555232188841467,0.5925925925925926,0.4444444444444444
app_social_context,2,144,3,0.7504657534021377,0.9895246244094693,0.23905887100733159,0.6875,0.5138888888888888
app_social_context,3,143,3,1.020306021715748,1.0884438312685167,0.06813780955276871,0.5734265734265734,0.44755244755244755
app_social_context,4,140,3,0.8008213399283142,0.995422665679235,0.19460132575092082,0.6714285714285714,0.5
mobility_environment,0,138,3,1.130878590177659,0.909038221155572,-0.22184036902208704,0.47101449275362317,0.6304347826086957
mobility_environment,1,135,3,0.9045690301579864,1.0012182127783902,0.09664918262040378,0.5777777777777777,0.4888888888888889
mobility_environment,2,144,3,0.8114079554574111,1.1342026653031942,0.3227947098457832,0.5833333333333334,0.4444444444444444
mobility_environment,3,143,3,1.1042300422856595,0.9623668643812634,-0.14186317790439607,0.5314685314685315,0.5734265734265734
mobility_environment,4,140,3,0.6081552455034241,0.965079398875067,0.35692415337164285,0.7285714285714285,0.5357142857142857
