posterior_key,prior_name,ridge_mult,loo_mae,loo_rmse,loo_p90_abs,loo_spearman,loo_pearson,known_fit_mae,known_fit_p90_abs,q_mean,q_std,q_extreme_rate,q_move_l1_vs_prior,q_move_l1_vs_h057,config_score
h061_h057_feedback__ridge_1,h061_h057_feedback,1.0,0.000442250793667252,0.00047187883668673797,0.0005130171682565211,0.9997176337653719,0.9997888411823882,0.00044204921263730823,0.0005129217754733697,0.5985874439642246,0.22697551729480114,0.04342857142857143,5.157977323695056e-05,0.014955484054882071,-0.0006409728892150488
h061_h057_feedback__ridge_0.3,h061_h057_feedback,0.3,0.0004429241845322398,0.0004725352253460277,0.0005137133848334807,0.9997176337653719,0.9997885242715672,0.0004427449565566615,0.0005136808096197551,0.5985870354651242,0.2269756126918693,0.04342857142857143,5.2008726869450474e-05,0.014957415179333298,-0.0006418901876169065
h061_h057_feedback__ridge_3,h061_h057_feedback,3.0,0.00044425102194498825,0.0004740261138516766,0.0005153067545507612,0.9997176337653719,0.9997875970893505,0.0004439586497707296,0.0005150847840095032,0.5985866880818969,0.2269728596112244,0.04342857142857143,4.739749350414037e-05,0.014953271526643398,-0.0006437742071923804
h061_h057_feedback__ridge_0.1,h061_h057_feedback,0.1,0.00044633216745228833,0.00047601417436987566,0.0005173920905331558,0.9997176337653719,0.9997868213284933,0.0004460971615908771,0.0005173937553159541,0.5985854647088261,0.22697358170761686,0.04342857142857143,4.9795547023749824e-05,0.014959740233296073,-0.0006465859965383169
h061_h057_feedback__ridge_10,h061_h057_feedback,10.0,0.0004504043103750323,0.0004805765781675719,0.0005222868412049786,0.9997176337653719,0.9997838551129549,0.00044994635163411923,0.0005218425597848743,0.5985842408285391,0.22696557218735325,0.04342857142857143,3.627442449463224e-05,0.014948728426291549,-0.0006523699807793583
h061_h057_feedback__ridge_0.03,h061_h057_feedback,0.03,0.0004524079125500968,0.00048220251596508895,0.0005238840362488653,0.9997176337653719,0.999784265090125,0.0004520124137346628,0.0005238411067570775,0.5985831212129546,0.22696967768356047,0.04342857142857143,4.790822953614363e-05,0.014962600510770814,-0.0006549342658699207
h061_h057_feedback__ridge_0.01,h061_h057_feedback,0.01,0.0004584718032920748,0.0004883974465830024,0.0005303186312355192,0.9997176337653719,0.9997818429393662,0.0004578519070997005,0.0005297104944705212,0.5985828650862842,0.2269658561706244,0.04342857142857143,5.205330961553918e-05,0.014965307100735487,-0.0006632505896480232
h061_h057_feedback__ridge_30,h061_h057_feedback,30.0,0.000459003417642361,0.0004897222976514935,0.000532039132865652,0.9997176337653719,0.9997785768700002,0.00045853878713194386,0.0005315278054805718,0.5985807551195819,0.22695565080099855,0.04342857142857143,2.157398852514902e-05,0.014943027850289756,-0.0006643817060588025
h061_h057_feedback__ridge_100,h061_h057_feedback,100.0,0.0004663564956589213,0.0004975429462138114,0.0005402786031045157,0.9997176337653719,0.9997740136702109,0.0004661039593680779,0.0005400018303726899,0.5985776695577079,0.22694699440372404,0.04342857142857143,8.901160034110389e-06,0.01493833711443561,-0.0006746180357706626
h061_h057_feedback__ridge_0.003,h061_h057_feedback,0.003,0.00046802298795170017,0.0004982389908237078,0.0005404022402568471,0.9997176337653719,0.9997762304903074,0.0004669145018186645,0.0005399520898264072,0.5985879793094493,0.22696210146836876,0.04342857142857143,7.163462086952632e-05,0.014971504167918624,-0.0006763317811131754
h061_h057_feedback__ridge_0.001,h061_h057_feedback,0.001,0.0005163046120975523,0.000549636299612483,0.0005952738406333252,0.9997176337653719,0.999730126971336,0.0005141735368792469,0.0005949720923474362,0.5985935469650491,0.22695559674486254,0.04342857142857143,0.00012330890209809564,0.014994645565111731,-0.000743821242358458
h061_h057_feedback__ridge_0.0003,h061_h057_feedback,0.0003,0.0005690163028988859,0.0006058136150790066,0.000655039092849574,0.9985880093204395,0.9996718129968364,0.0005655567033654554,0.0006554302481397524,0.5986041091858408,0.22697204366041,0.044,0.00024181051741498357,0.015066148413468287,-0.0008176879232058529
h061_h057_feedback__ridge_0.0001,h061_h057_feedback,0.0001,0.0006007417131646121,0.0006396426814892803,0.0006935447422870971,0.9985880093204395,0.9996297935432927,0.0005955759175609571,0.0006910814322259914,0.5986224029077857,0.22702682425389917,0.044,0.00043999899377843583,0.015206342433493565,-0.0008629071340571153
h061_h057_feedback__ridge_1e-05,h061_h057_feedback,1e-05,0.0006141962900953484,0.0006537302336286555,0.0007107378820172449,0.9985880093204395,0.9995623316235804,0.0006015278589619618,0.0006985422800131074,0.5986925590260168,0.22715335185222815,0.044,0.0009571432278531504,0.015590200667561702,-0.0008824253728814915
h061_h057_feedback__ridge_3e-05,h061_h057_feedback,3e-05,0.000620462441563329,0.0006606708087691794,0.0007230810507369557,0.9985880093204395,0.9995899084918489,0.0006124054074903309,0.0007111560957239804,0.5986525562801985,0.22710144163298485,0.044,0.0007229099837514903,0.015415673792225373,-0.0008929906901763306
h012_public_posterior__ridge_1e-05,h012_public_posterior,1e-05,0.0007880443812486725,0.0008311524034373994,0.0009615011415330153,0.9968935726530403,0.999264775238348,0.0007638303211052098,0.000873629570832956,0.5985874477701709,0.22589555971170805,0.044,0.0037746179578219364,0.012648637364183722,-0.00114368761726893
h012_public_posterior__ridge_3e-05,h012_public_posterior,3e-05,0.0008024138911711726,0.0008463826726514802,0.0009754964249597269,0.9951991359856415,0.9993005980921013,0.0007847286543373737,0.0008973330462710502,0.5985248819634006,0.22569171310322947,0.04342857142857143,0.0031517449290795634,0.01220827225646687,-0.0011626740611492814
h012_public_posterior__ridge_0.0001,h012_public_posterior,0.0001,0.0008542102731254736,0.0009013381316857614,0.0010330374514655018,0.9951991359856415,0.9992365443557515,0.0008400676878014369,0.0009610941192666639,0.5984565108595784,0.2254269569103602,0.04342857142857143,0.0022621448702567657,0.011617875389430208,-0.0012345389547565595
h012_public_posterior__ridge_0.0003,h012_public_posterior,0.0003,0.0009440536247753716,0.0009969644593702158,0.0011309776445933538,0.9951991359856415,0.9990988863604326,0.0009330026862504564,0.0010704270670927728,0.5984147428120115,0.22524565117325682,0.04342857142857143,0.0015677357495133863,0.011293887023085883,-0.0013586224953972441
h057_h012_mix__ridge_1e-05,h057_h012_mix,1e-05,0.000957094071661028,0.00102319580150111,0.001170752919132573,0.9935046993182426,0.9979688901039517,0.0008984227339488847,0.0010449927025653807,0.5985789502293882,0.22540657091076635,0.04228571428571429,0.005882607902975511,0.009953148017308283,-0.0013849662568337913
h057_h012_mix__ridge_3e-05,h057_h012_mix,3e-05,0.0010003951376190312,0.0010701619149359894,0.0011780049408117196,0.9968935726530403,0.998019160276831,0.0009553869912410983,0.0011094188951210084,0.5984664513392585,0.22502144174775296,0.04114285714285714,0.005181262996277228,0.009263840294398518,-0.001430265670595604
h012_public_posterior__ridge_0.001,h012_public_posterior,0.001,0.0010017514198896607,0.0010578914455036377,0.0011791401576908276,0.9951991359856415,0.9990218689467534,0.0009943770485548536,0.0011444740009229806,0.5984137005679175,0.22513179667577546,0.04342857142857143,0.001058889223917131,0.011236269215443863,-0.0014331702559587322
h012_public_posterior__ridge_0.1,h012_public_posterior,0.1,0.0010196080996220643,0.0010709822002153537,0.0011976219609349953,0.9968935726530403,0.9990925589695964,0.001018570229784394,0.0011905314062619493,0.5984058143061576,0.22492481515617793,0.04285714285714286,0.0001748821548176943,0.01121991947547539,-0.0014572650334292267
h012_public_posterior__ridge_0.03,h012_public_posterior,0.03,0.001028559619009812,0.0010827239661281313,0.0012167181172709164,0.9968935726530403,0.9990454552533996,0.0010267696790114056,0.0011992651977303496,0.5984149630598891,0.22495682476213363,0.04285714285714286,0.0003108571250599747,0.011170818624336295,-0.0014728943154324102
h012_public_posterior__ridge_0.3,h012_public_posterior,0.3,0.001032860735802624,0.001084212596562476,0.0012089640326369245,0.9968935726530403,0.9990750476056389,0.0010321215755983977,0.001205633969804295,0.5983985456032612,0.22490313801457915,0.04285714285714286,0.00013207467320055233,0.011255891793959204,-0.0014744917113836797
h012_public_posterior__ridge_0.003,h012_public_posterior,0.003,0.0010300407989959858,0.0010872352201233518,0.0012167156737930111,0.9968935726530403,0.9989948325094478,0.0010253261777125391,0.0011829867517393583,0.5984272427766486,0.22506073521866413,0.04342857142857143,0.000743064915899838,0.011177149429420809,-0.0014746039713264987
h012_public_posterior__ridge_0.01,h012_public_posterior,0.01,0.0010372263623220463,0.0010937212393624242,0.001234191457815305,0.9968935726530403,0.9990049617497494,0.0010344171707674895,0.001201770763592209,0.5984267538263897,0.22499999385732747,0.04285714285714286,0.0004923649428146863,0.01114684231247683,-0.0014876738507777574
h012_public_posterior__ridge_1,h012_public_posterior,1.0,0.0010436883728568512,0.0010952366477782385,0.0012196911879404906,0.9968935726530403,0.999060451849323,0.001043078778080801,0.0012176524212661292,0.5983939428243534,0.2248900684892874,0.04228571428571429,0.0001229218063442379,0.011272206399165555,-0.0014888472391182085
