posterior_key,prior_name,ridge_mult,loo_mae,loo_rmse,loo_p90_abs,loo_spearman,loo_pearson,known_fit_mae,known_fit_p90_abs,q_mean,q_std,q_extreme_rate,q_move_l1_vs_prior,q_move_l1_vs_h057,config_score
h012_public_posterior__ridge_3,h012_public_posterior,3.0,0.0010534848202305971,0.0011053502716543344,0.0012304826949357925,0.9957639482081079,0.9990474186982367,0.0010527004933370175,0.001228608278386321,0.5983900861480541,0.22487933286109174,0.04228571428571429,0.00011232497854034339,0.01127269722813002,-0.0015024207728397858
h012_public_posterior__ridge_10,h012_public_posterior,10.0,0.0010713172199128265,0.0011238535245189816,0.0012509486064084285,0.9968935726530403,0.9990240031997483,0.0010701872102096158,0.0012489477475785512,0.5983831053830257,0.22486001197759586,0.04228571428571429,8.574969195914586e-05,0.011262193602748105,-0.001527414981102392
h012_public_posterior__ridge_30,h012_public_posterior,30.0,0.0010932496179007212,0.0011466369648941651,0.0012763064825853457,0.9968935726530403,0.9989946742119269,0.0010921350779883648,0.0012745931237296115,0.5983743357737931,0.22483598828573928,0.04228571428571429,5.095111919801317e-05,0.011246607995239421,-0.0015582207654793068
h012_public_posterior__ridge_100,h012_public_posterior,100.0,0.001111528002848796,0.0011656200603147365,0.0012974459611817214,0.9968935726530403,0.9989699560720552,0.0011109225512609604,0.0012965655007680568,0.5983668257135151,0.22481551184475282,0.04228571428571429,2.107823832534954e-05,0.01123286827627606,-0.0015838963191698375
h057_h012_mix__ridge_0.0001,h057_h012_mix,0.0001,0.0011163127479527704,0.0011945925440667539,0.0013033598855331223,0.9951991359856415,0.9977588459585045,0.0010790105447548162,0.0012517009600949804,0.5983786751377805,0.22453742342237507,0.04114285714285714,0.0042953088605291794,0.008360485134782486,-0.00158994910896268
h057_h012_mix__ridge_0.0003,h057_h012_mix,0.0003,0.0012438192055450813,0.0013308211442014672,0.0014563262586094338,0.9951991359856415,0.9974916930336036,0.0012143332475264062,0.0014094034260041164,0.5983563946687288,0.2242019036289435,0.04114285714285714,0.0034817716665164746,0.007580677944278354,-0.0017709002202688396
h057__ridge_1e-05,h057,1e-05,0.0013442366730237075,0.0014482400334765234,0.0016471368165939843,0.9799492059790511,0.9948305572412691,0.0012655880658515514,0.001468759591688847,0.5985336187635145,0.22502580661397148,0.04285714285714286,0.008613594278217581,0.008613594278217581,-0.001938911047287845
h057_h012_mix__ridge_0.001,h057_h012_mix,0.001,0.0013854439002359059,0.0014825156547965926,0.001629395639150738,0.9951991359856415,0.9972836791687913,0.0013684180030669043,0.0015942836178911058,0.5984006272709234,0.22396624417505323,0.04114285714285714,0.002599255959557149,0.006843925910943554,-0.0019730107879051204
public_good_soft__ridge_1e-05,public_good_soft,1e-05,0.0013903225037661165,0.001496211974375688,0.001732154797297921,0.9675233370847922,0.9947074368211128,0.0013033278858397533,0.0015082142757683076,0.5985381819386018,0.22479363436543293,0.04057142857142857,0.009288267728088459,0.00938858909172535,-0.0020139318849399673
h057__ridge_3e-05,h057,3e-05,0.001442035052029251,0.0015495955444771365,0.0017177606117346506,0.9844677037587816,0.9948550193702956,0.0013803239593339577,0.001603228216318302,0.5983767522083844,0.22449802364480279,0.04171428571428572,0.007767982322258404,0.007767982322258404,-0.002060869138300764
public_good_soft__ridge_3e-05,public_good_soft,3e-05,0.0014774813525888037,0.0015893258517087766,0.0017696394531104063,0.9731714593094553,0.9947736899507816,0.001410809496079403,0.001631122464901825,0.5983659152341708,0.22423287460578736,0.04,0.008369354952338955,0.008586487033806888,-0.0021138855396215027
h057_h012_mix__ridge_0.003,h057_h012_mix,0.003,0.0015078790699401305,0.0016137681278016523,0.0017837476933509721,0.9968935726530403,0.9970981702114944,0.0015009750295481212,0.001759421385348944,0.5984557277861065,0.22382267490771862,0.04057142857142857,0.001880933902359739,0.006282232105645167,-0.0021491732018942195
h057__ridge_0.0001,h057,0.0001,0.0015899077430741872,0.0017048906470051122,0.001885416812517154,0.994069511540709,0.9944527620868673,0.0015426052269956437,0.0017931020816439073,0.5982763874610022,0.22385255862932246,0.04114285714285714,0.006707935455286103,0.006707935455286103,-0.002267065722566968
h057_h012_mix__ridge_0.01,h057_h012_mix,0.01,0.0016019127689735106,0.001714751237063959,0.0019091067933552511,0.998023197097973,0.9969703857318379,0.0015997894580721053,0.0018893804030856605,0.5984719469711586,0.22373668507975059,0.04057142857142857,0.0012895200713227907,0.005824053946272001,-0.0022870276045499727
public_good_soft__ridge_0.0001,public_good_soft,0.0001,0.0016524142448819273,0.0017742727536621317,0.0019638414862014693,0.9839028915363153,0.9942047613939016,0.001596405663724748,0.0018473731114210818,0.5982498742041022,0.2235439055584418,0.04057142857142857,0.007238265049057531,0.007553426061926659,-0.0023568937476084444
h057_h012_mix__ridge_0.03,h057_h012_mix,0.03,0.0016596900556089076,0.001777314922703989,0.0019936021165972975,0.998023197097973,0.9968772973132903,0.001658706636906443,0.0019764689076859584,0.5984409786346275,0.22371190042642983,0.04057142857142857,0.0008466127115687639,0.00553261895216518,-0.002374343282120793
h057_h012_mix__ridge_0.1,h057_h012_mix,0.1,0.00169667415925194,0.001817817126560178,0.0020470604558997917,0.9997176337653719,0.9967975753063968,0.001695851255839288,0.0020387788469907004,0.5983960559666027,0.22371572957473065,0.04,0.000474120864817113,0.005324655456781587,-0.002429784277471681
h057__ridge_0.0003,h057,0.0003,0.0017189541937042902,0.0018417434774399793,0.0020402044499564015,0.994069511540709,0.9940155546099294,0.0016854846399270325,0.001957236141696782,0.5982725332921648,0.22340522183351727,0.04057142857142857,0.005682593343023919,0.005682593343023919,-0.0024499362338187653
h057_h012_mix__ridge_0.3,h057_h012_mix,0.3,0.0017124255749951447,0.0018352005204759396,0.0020740397225985498,0.9997176337653719,0.9967529689402637,0.001711699723202693,0.002067661593057866,0.5983710901609293,0.22372201883430834,0.04,0.0003009582460968023,0.005230250168921542,-0.002454967107924908
h057_h012_mix__ridge_1,h057_h012_mix,1.0,0.0017219198323764715,0.001845591713523892,0.002090240755591153,0.9997176337653719,0.9967214265853006,0.0017211213688682198,0.002086826549024089,0.5983585844255708,0.22372176091146154,0.04,0.00023041767812473522,0.005186190522044435,-0.0024701264396960205
h057_h012_mix__ridge_3,h057_h012_mix,3.0,0.001733119666631571,0.0018576144506271793,0.0021052719057276514,0.9997176337653719,0.9966819069652222,0.001731994390182636,0.0021024120252256607,0.598351151302949,0.2237118310926877,0.04,0.0001961943508313328,0.005162515329153797,-0.002486584335475748
h057_h012_mix__ridge_10,h057_h012_mix,10.0,0.001758352150097846,0.0018845542858402123,0.002135903657331007,0.9997176337653719,0.9965906588997472,0.0017565190275823173,0.0021327268518914174,0.5983396328815369,0.22368395456824208,0.04,0.00014661276744584685,0.005130087059661885,-0.0025225340406108574
h057_h012_mix__ridge_30,h057_h012_mix,30.0,0.001794484819153073,0.0019221201175164061,0.0021778254807038027,0.9997176337653719,0.9964639214053337,0.0017926128795718102,0.002175029619229367,0.5983248124904473,0.22364544241615172,0.04,8.664073783376475e-05,0.005094435708511343,-0.0025733350696844253
public_good_soft__ridge_0.0003,public_good_soft,0.0003,0.0018402258606170902,0.001971540887956792,0.0021685607615844348,0.9918102626508437,0.9935896148321647,0.0017944627193652433,0.0020737620916322992,0.598235878811299,0.2230599266144837,0.04,0.006135765561210957,0.006543188188062292,-0.0026160073097542097
h057_h012_mix__ridge_100,h057_h012_mix,100.0,0.0018250513593733734,0.001953824962700883,0.0022130949669636785,0.9997176337653719,0.9963565581475453,0.0018240336542419027,0.0022116560423220003,0.5983121511390633,0.22361219254629858,0.03942857142857143,3.593097195985988e-05,0.005067564084720254,-0.0026160141340722557
h057__ridge_0.001,h057,0.001,0.0018589203474090978,0.001990498060890867,0.0022177677352105247,0.9951991359856415,0.9937459466715662,0.001840380224903787,0.002152522289708691,0.598362935558858,0.22309707837978654,0.04057142857142857,0.004453546919212395,0.004453546919212395,-0.002651902051791659
h057__ridge_0.003,h057,0.003,0.0019904430683965386,0.0021315335600657443,0.002413522038058916,0.9951991359856415,0.9934613901881745,0.0019811390556077235,0.0023382599958386772,0.5984619476625259,0.22292407389784885,0.04,0.003399690014557675,0.003399690014557675,-0.0028515837445189057
public_good_soft__ridge_0.001,public_good_soft,0.001,0.0020806348294409604,0.0022235131704347894,0.002475268454178696,0.9929398870957762,0.9930447736035031,0.0020552345307778917,0.002385940376324012,0.598314690421969,0.22271291220596073,0.04,0.004809308103081473,0.0053977972750116265,-0.0029636265240765057
h057__ridge_0.01,h057,0.01,0.0021384607373548187,0.0022907866503131735,0.002602417018081539,0.9951991359856415,0.9929765424940126,0.0021370112059257134,0.0025522412629277688,0.5984955923007426,0.22283709290444131,0.04,0.0024262292526780233,0.0024262292526780233,-0.0030655978411936783
h057__ridge_0.03,h057,0.03,0.002219020813252981,0.0023779500264606225,0.0026981529733831784,0.998023197097973,0.9926376792065966,0.0022180518102097022,0.0026836795462335484,0.5984564061519403,0.22285129845075033,0.04057142857142857,0.0015812349865721913,0.0015812349865721913,-0.0031797926735640534
h057__ridge_0.1,h057,0.1,0.002271136366794456,0.0024352769787199576,0.0027898171014794594,0.9997176337653719,0.9923150415383252,0.0022699182772558343,0.0027808384688189154,0.5983877024910619,0.2229051756027651,0.04,0.0008252187287344732,0.0008252187287344732,-0.003263671378559715
public_good_soft__ridge_0.003,public_good_soft,0.003,0.002294100560814255,0.0024491228440812027,0.0027912947097764756,0.9968935726530403,0.9924678526200138,0.002284013903323459,0.0026697357265695405,0.5984011527661802,0.2225148210024844,0.03942857142857143,0.0036702565428951557,0.0044808073913354465,-0.0032873628346944106
h057__ridge_0.3,h057,0.3,0.002299920415225223,0.00246696341861407,0.002847942446613203,0.9985880093204395,0.9920804179986428,0.002298908801885272,0.002838030785271907,0.5983451495289445,0.22293549721886413,0.04057142857142857,0.00046474940108707244,0.00046474940108707244,-0.003312984612896546
h057__ridge_1,h057,1.0,0.0023166333032556565,0.002485251079734598,0.0028792615602761355,0.9985880093204395,0.9919331817987371,0.0023156017160946034,0.0028741213683966672,0.5983237391359406,0.22294474905183323,0.04057142857142857,0.0003172819787522734,0.0003172819787522734,-0.003340641494618326
h057__ridge_3,h057,3.0,0.002330377313168996,0.002500192203130981,0.0028994231350659163,0.9985880093204395,0.9918221799530663,0.0023290412282643866,0.0028956187445114633,0.5983130568670108,0.22293621609975375,0.04,0.0002593362692860669,0.0002593362692860669,-0.003361206530794381
h057__ridge_10,h057,10.0,0.0023565991648417145,0.002528594907268128,0.002932677024203131,0.9985880093204395,0.9916200886410259,0.002354705177440941,0.0029290795576838668,0.5982993741953953,0.22290507591451128,0.04,0.0001917909808050693,0.0001917909808050693,-0.0033990591382305067
h057__ridge_30,h057,30.0,0.002389660399825901,0.002564410027319881,0.0029733596897220014,0.9985880093204395,0.9913683724242226,0.0023876578776033277,0.002970221865902631,0.5982835126853241,0.22286255179391032,0.03942857142857143,0.00011507663750496773,0.00011507663750496773,-0.003446121528996531
h057__ridge_100,h057,100.0,0.002426251316367073,0.00260415899524513,0.0030177294828234755,0.9985880093204395,0.9911092951871174,0.002424895616781945,0.0030157967908752193,0.5982674173963304,0.2228208739570009,0.038857142857142854,4.80865204198821e-05,4.80865204198821e-05,-0.003498005262880597
public_good_soft__ridge_0.01,public_good_soft,0.01,0.002480440223559035,0.002647060437255843,0.0030028982140133604,0.9968935726530403,0.9918135517490937,0.0024789035693243873,0.0029290978774656794,0.5984202591368745,0.22241545217522338,0.038857142857142854,0.0026151547695928887,0.003647726233555209,-0.0035474351827545943
public_good_soft__ridge_0.03,public_good_soft,0.03,0.0026055735659129995,0.0027805857743369903,0.0031332206427780902,0.9985880093204395,0.9912487509977451,0.002604967315071614,0.003122857354108953,0.5983622128496267,0.22241302287290943,0.038857142857142854,0.001720774887195324,0.002938165778052119,-0.0037180962279215546
public_good_soft__ridge_0.1,public_good_soft,0.1,0.0026984721848711058,0.002880238921606589,0.0032595211490489538,0.9997176337653719,0.9906601999363615,0.0026973977119047043,0.0032508491556661077,0.5982735870904256,0.22244757582818,0.038285714285714284,0.0009254787436671817,0.0023180777943825025,-0.0038548970420878514
public_good_soft__ridge_0.3,public_good_soft,0.3,0.0027430256244947953,0.0029281148326628062,0.0033367194671038783,0.9985880093204395,0.9903063886489699,0.0027419028259438,0.003326815096664903,0.5982215911833757,0.2224694900969567,0.038285714285714284,0.0005450730303065306,0.0020264645894388427,-0.0039264348994461715
public_good_soft__ridge_1,public_good_soft,1.0,0.002767780512937022,0.0029545578132958643,0.0033777634082355163,0.9985880093204395,0.9900990626471925,0.002766411725795084,0.0033720579015043117,0.5981954689215024,0.22247387760955167,0.038857142857142854,0.00038849840835548363,0.0019107503227895717,-0.003965769853001044
public_good_soft__ridge_3,public_good_soft,3.0,0.002791649896477212,0.002979621350247048,0.003409207151162466,0.9985880093204395,0.9899072843981015,0.00278959169775273,0.0034042383373015096,0.598180969642794,0.22245899074522768,0.038857142857142854,0.0003220105901373128,0.0018706952798433975,-0.004000639739960513
public_good_soft__ridge_10,public_good_soft,10.0,0.0028397422415414055,0.0030296429418832714,0.0034659175723070765,0.9985880093204395,0.9895436925848695,0.0028365974759451892,0.0034605967230787156,0.5981603701044439,0.2224141613674503,0.038285714285714284,0.00023766365184575258,0.0018318378792995097,-0.004068347498108684
public_good_soft__ridge_30,public_good_soft,30.0,0.00289935417688993,0.003091579219953676,0.0035348767469375653,0.9985880093204395,0.9890835623840644,0.002896338042107323,0.003530422244527758,0.598135960275602,0.22235428376443392,0.037142857142857144,0.00014002586351598303,0.0017941831191728994,-0.004151633483149522
public_good_soft__ridge_100,public_good_soft,100.0,0.002948655267328105,0.0031427521296155544,0.003591680477966869,0.9985880093204395,0.9886959931184165,0.002947016738852269,0.0035893859927064536,0.5981155154636474,0.22230309136420492,0.036571428571428574,5.817857272056249e-05,0.0017632046857368549,-0.0042205835906073685
