route_id,row,subject_id,sleep_date,route_name,targets,n_cells,q2_cells,s_cells,route_score,route_score_sum,route_score_mean,mean_latent_hsjepa_score,mean_context_energy,mean_shortcut_energy,mean_public_score,mean_invariant_score,mean_cell_gain,sum_cell_gain,outside_h070_cells,outside_h069_cells,h068_overlap_cells,h069_overlap_cells,target_mask,target_indices,route_rank,novelty_rank,shortcut_avoid_rank,assignment_route_score,h085_route_gain_sum,h085_route_cell_score_mean,h085_route_abs_move_mean,h085_route_source_agree_mean,h085_route_h082_cells,h085_route_bad_same_mean,h085_route_public_mean,h085_route_invariant_mean,h085_route_score
r195_nonq2_full,195,id08,2024-09-10,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.753147387578552,5.144182857142857,0.8573638095238095,0.8757344463261062,0.8760857142857145,0.1602238095238095,0.783092380952381,0.7628571428571429,0.0025737873450357,0.0154427240702142,2,5,1,1,1011111,"0,2,3,4,5,6",0.9995471014492754,0.7373188405797102,0.9393115942028986,0.9458152173913044,0.014124808252007737,0.7070991523809523,0.13984103048305876,1.0,6,0.28238095238095234,0.783092380952381,0.7628571428571429,0.9141133610766045
r140_nonq2_full,140,id06,2024-07-21,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.614940497928776,4.836877142857142,0.8061461904761904,0.8233325415642015,0.8243676190476191,0.1864595238095238,0.6763666666666666,0.8460171428571429,0.0014598830406967,0.0087592982441807,2,6,2,0,1011111,"0,2,3,4,5,6",0.9927536231884058,0.8054800724637681,0.9157608695652174,0.938197463768116,0.008350386951791315,0.6748184666666667,2.0514076997635686,1.0,6,0.2645238095238094,0.6763666666666666,0.8460171428571429,0.9132932124223603
r195_recovery_route,195,id08,2024-09-10,recovery_route,"Q1,S2,S3,S4",4,0,3,2.437778009436829,3.544214285714286,0.8860535714285716,0.9008155101668044,0.9018771428571428,0.1173607142857142,0.8017671428571429,0.7628571428571429,0.0034727109957067,0.0138908439828271,1,3,1,1,1000111,"0,4,5,6",0.9769021739130436,0.46875,0.9682971014492754,0.8935416666666666,0.01270519999902342,0.7377490142857143,0.16111751469444016,1.0,4,0.2396428571428571,0.8017671428571429,0.7628571428571429,0.9107665571428571
r140_s_stage,140,id06,2024-07-21,s_stage,"S1,S2,S3,S4",4,0,4,2.506139188004457,3.5471714285714286,0.8867928571428572,0.886872337716196,0.8749371428571429,0.0804642857142856,0.7325714285714287,0.846017142857143,0.0017072556585599,0.0068290226342398,1,4,1,0,1111,"3,4,5,6",0.9864130434782608,0.5849184782608695,0.9859601449275364,0.906784420289855,0.00656994276176655,0.7525822285714286,3.0428667770198,1.0,4,0.1785714285714285,0.7325714285714287,0.846017142857143,0.9107030633540372
r054_q3_s_stage,54,id02,2024-10-12,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.4233772435268244,3.9372514285714297,0.7874502857142859,0.7974310569618176,0.789328,0.1632057142857143,0.7383737142857142,0.6424971428571429,0.00320805770492,0.0160402885246,1,4,1,1,11111,"2,3,4,5,6",0.9759963768115942,0.5849184782608695,0.9365942028985508,0.9057291666666666,0.013196100864580748,0.6876532114285714,1.5966976250212395,1.0,5,0.29965714285714273,0.7383737142857142,0.6424971428571429,0.9102582622774327
r128_q3_s_stage,128,id06,2024-07-07,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.394880037865576,3.868577142857143,0.7737154285714286,0.7809647712475317,0.7860845714285715,0.1999485714285714,0.7389531428571429,0.7328571428571429,0.003026940767551,0.0151347038377552,2,2,4,3,11111,"2,3,4,5,6",0.9728260869565216,0.46875,0.894927536231884,0.8796784420289854,0.014331299284552186,0.6790879085714285,0.9871689731892122,1.0,5,0.31005714285714275,0.7389531428571429,0.7328571428571429,0.9101495730020704
r099_q3_s_stage,99,id04,2024-10-20,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.6241261779584386,4.364000000000001,0.8728000000000001,0.8842561998189604,0.8523588571428571,0.1378914285714285,0.8188274285714285,0.8509371428571428,0.0020167009939709,0.0100835049698545,1,4,1,1,11111,"2,3,4,5,6",0.9941123188405796,0.5849184782608695,0.9569746376811594,0.9178351449275362,0.009229279217628006,0.7253065371428571,0.14101102001045338,1.0,5,0.2558857142857142,0.8188274285714285,0.8509371428571428,0.9100449879089028
r244_q3_s_stage,244,id10,2024-09-21,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.479576785455389,4.136997142857143,0.8273994285714286,0.8302961998189604,0.849113142857143,0.1543485714285714,0.8134434285714285,0.5386171428571429,0.0038650883247652,0.0193254416238263,1,5,3,0,11111,"2,3,4,5,6",0.9818840579710144,0.6632699275362319,0.9451992753623188,0.9260009057971016,0.017706117896424733,0.7308838742857141,0.19143853193687407,1.0,5,0.2708571428571428,0.8134434285714285,0.5386171428571429,0.9092428321325052
r195_full_state,195,id08,2024-09-10,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.734961890775466,5.74732,0.8210457142857143,0.8561242192907604,0.8570889795918368,0.1862408163265305,0.7564897959183673,0.7628571428571428,0.0022874323144881,0.0160120262014168,3,6,1,1,1111111,"0,1,2,3,4,5,6",0.998641304347826,0.8591485507246377,0.9166666666666666,0.9609057971014492,0.014643632624491476,0.6868004081632654,0.12996274531161053,1.0,7,0.29404081632653056,0.7564897959183673,0.7628571428571428,0.907391851523218
r128_s23_core,128,id06,2024-07-07,s23_core,"S2,S3",2,0,2,2.0751087196108804,1.8674342857142856,0.9337171428571428,0.9433342679184308,0.9199542857142856,0.0481428571428571,0.9356628571428572,0.7328571428571429,0.0064320457334141,0.0128640914668282,0,1,1,1,110,"4,5",0.9057971014492754,0.0337409420289855,0.9995471014492754,0.7877219202898551,0.012247521854780036,0.8281933142857142,0.7542317372557563,1.0,2,0.1785714285714285,0.9356628571428571,0.7328571428571429,0.9072971763975155
r205_s_stage,205,id09,2024-08-10,s_stage,"S1,S2,S3,S4",4,0,4,2.351947945147314,3.306782857142858,0.8266957142857145,0.8249923377161961,0.7997257142857144,0.1569142857142856,0.7014185714285714,0.8066571428571427,0.0033555351765755,0.0134221407063021,2,4,1,0,1111,"3,4,5,6",0.9682971014492754,0.6632699275362319,0.9442934782608696,0.9117164855072464,0.012544874151577453,0.6641798428571429,1.0747550535247865,1.0,4,0.3005714285714285,0.7014185714285714,0.8066571428571427,0.9062811488612835
