candidate_id,family,policy,max_cells,max_rows,q2_cap,max_per_subject,min_route_score,min_cell_score,novelty,selected_routes,selected_cells,changed_cells_vs_h057,changed_rows_vs_h057,outside_h070_cells,outside_h069_cells,h071_route_overlap,h070_overlap_cells,h069_overlap_cells,h068_overlap_cells,public_action_pred_delta_vs_h057,posterior_delta_vs_h057,responsibility_weighted_delta_vs_h057,max_positive_bad_cosine,mean_h076_route_score,mean_h076_cell_score,sum_h076_public_contrib,sum_h076_value_gain,mean_h076_public_action_gain,mean_h076_value_gain,mean_h074_cell_score,mean_h074_bad_opp_rank,mean_h074_bad_same_rank,mean_h075_transport_alignment,mean_h073_bridge_cell_score,mean_h068_health,mean_public_score,mean_invariant_score,mean_shortcut_energy,mean_abs_prob_move_vs_h057,max_abs_prob_move_vs_h057,h050_null_selected,selected_subjects,route_templates,decoder_templates,bad_cos_submission_h010_objective_,bad_cos_submission_e216_maskfam_je,bad_cos_submission_e323_5508f966_u,bad_cos_submission_jepa_latent_q2_,bad_cos_submission_jepa_latent_res,bad_cos_submission_lejepa_targetwi,bad_cos_submission_ordinal_q_const,Q1_changed_vs_h057,Q2_changed_vs_h057,Q3_changed_vs_h057,S1_changed_vs_h057,S2_changed_vs_h057,S3_changed_vs_h057,S4_changed_vs_h057,hash,action_rank,posterior_rank,responsibility_rank,route_rank,cell_rank,public_gain_rank,value_gain_rank,opp_rank,same_avoid_rank,shortcut_avoid_rank,bad_avoid_rank,outside_h069_ratio,q2_risk,route_diversity,bigbet_scale_score,h076_score,file,resolved_path
h076_wide_assignment_decoder_recovery_full_vector_value_action_c1160_r250_q2105_e313d3cc,wide_assignment_decoder,recovery_full_vector,1160,250,105,32,0.48,0.31,value_action,156,467,467,156,182,410,40,285,57,153,-0.0009021929765224923,-0.0006171651332721252,-0.0009159608782799687,0.0,0.7472076394695281,0.6759065520567011,-0.0009021929765224923,1.0800389832262192,1.9318907420181847e-06,0.002312717308835587,0.7713785255429796,0.6932933618843683,0.3041755888650964,0.6930559804221474,0.6445136800244723,0.5879568201896606,0.6833887182624656,0.5525539736922607,0.21032820434383598,0.005071479339421256,0.12739622087580738,0,10,full_state:13;nonq2_full:20;q1q3_subjective:4;q2_hardtail:37;q2_s3_tail:8;q3_quality:2;q3_s_stage:22;q_subjective:3;s14_edge:15;s23_core:17;s_stage:15,h075_conservative:52;q061:218;q061_amp:73;q061_damp:124,-0.39734539043041484,-0.4023369114653552,-0.39890335518135805,-0.39640864589896413,-0.39532428221824917,-0.3902120233926421,-0.3963344762329988,36,60,55,76,83,82,75,e313d3cc,0.6097560975609756,0.5609756097560976,0.7073170731707317,0.6829268292682927,0.36585365853658536,0.7317073170731707,0.7073170731707317,0.5609756097560976,0.5853658536585366,0.34146341463414637,0.5,0.8779443254817987,0.1284796573875803,11,0.0,0.6471480301526784,submission_h076_wide_assignment_decoder_recovery_full_vector_value_action_c1160_r250_q2105_e313d3cc.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_wide_assignment_decoder_recovery_full_vector_value_action_c1160_r250_q2105_e313d3cc.csv
h076_route_value_big_recovery_full_vector_outside_h069_c1040_r250_q295_28d67a9e,route_value_big,recovery_full_vector,1040,250,95,32,0.46,0.32,outside_h069,153,518,518,153,212,449,59,306,69,179,-0.0009728396989163663,-0.0006603014510165714,-0.00094716004667184,0.0,0.7323991463010324,0.6668424712038843,-0.0009728396989163662,1.1555275392789999,1.8780689168269616e-06,0.0022307481453262548,0.7631254274682846,0.683958080529509,0.3115388858246001,0.6841456150027578,0.638123254274683,0.5809714709321567,0.6736524103695533,0.5532242857142858,0.2177262548262548,0.005826246861820747,0.12739622087580738,0,10,full_state:19;nonq2_full:26;q2_hardtail:33;q2_s3_tail:13;q3_s_stage:29;q_subjective:8;s_stage:25,h075_conservative:54;q061:280;q061_amp:99;q061_damp:85,-0.4470813064975648,-0.45123029009481497,-0.44711849368772116,-0.44465429260902894,-0.44421112912960903,-0.4393111561322126,-0.44421530125867476,49,63,66,84,92,83,81,28d67a9e,0.9512195121951219,0.8780487804878049,0.9024390243902439,0.36585365853658536,0.14634146341463414,0.6829268292682927,0.5609756097560976,0.1951219512195122,0.2682926829268293,0.14634146341463414,0.5,0.8667953667953668,0.12162162162162163,7,0.0,0.6180716953887687,submission_h076_route_value_big_recovery_full_vector_outside_h069_c1040_r250_q295_28d67a9e.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_route_value_big_recovery_full_vector_outside_h069_c1040_r250_q295_28d67a9e.csv
h076_route_value_big_q2_tail_stage_soft_value_action_c1040_r250_q295_039b2ba4,route_value_big,q2_tail_stage_soft,1040,250,95,32,0.52,0.34,value_action,136,462,462,136,170,404,37,292,58,157,-0.000819448503905339,-0.0006224875619878519,-0.0008841996502917987,0.0,0.753072794117647,0.6840433524808527,-0.0008194485039053391,1.0893532334787408,1.7736980604011669e-06,0.0023579074317721664,0.7781314409400124,0.6901100803957946,0.30820841063698207,0.6888732220160793,0.655305182436611,0.5984233111935683,0.678477996289425,0.5558426406926406,0.2068483302411873,0.005487027715995791,0.15604835417637264,0,10,full_state:7;nonq2_full:4;q2_hardtail:22;q3_s_stage:44;q_subjective:10;recovery_route:36;s_stage:13,q061:338;q061_damp:102;soft_edge:22,-0.4076671056576146,-0.4128521218493566,-0.4091139787471486,-0.40457993766069467,-0.4042404781044714,-0.3985300232583428,-0.4061450405275931,51,36,53,65,94,78,85,039b2ba4,0.4878048780487805,0.6097560975609756,0.6341463414634146,0.8536585365853658,0.5365853658536586,0.5853658536585366,0.7560975609756098,0.34146341463414637,0.36585365853658536,0.4146341463414634,0.5,0.8744588744588745,0.07792207792207792,7,0.0,0.6118593601520432,submission_h076_route_value_big_q2_tail_stage_soft_value_action_c1040_r250_q295_039b2ba4.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_route_value_big_q2_tail_stage_soft_value_action_c1040_r250_q295_039b2ba4.csv
h076_fullstate_decoder_anti_shortcut_q061_baseline_outside_h069_c920_r230_q264_712180ea,fullstate_decoder,anti_shortcut_q061_baseline,920,230,64,28,0.48,0.32,outside_h069,132,482,482,132,185,422,42,297,60,165,-0.0009316525708403822,-0.000640520180341493,-0.0008874997137988141,0.0,0.7012646533267457,0.66879881127502,-0.0009316525708403822,1.1209103155976128,1.9328891511211247e-06,0.0023255400738539686,0.7783668524007114,0.6922691167753409,0.3072270302311796,0.6925749851807943,0.6558290989922941,0.595608124125667,0.6732747599288679,0.5571707528156491,0.20582631890930642,0.006055769955244813,0.15754846585116045,0,10,full_state:19;nonq2_full:11;q3_s_stage:16;q_subjective:21;recovery_route:24;s_stage:41,q061:482,-0.541691310676966,-0.5456248133701532,-0.5421421482663166,-0.5381646068387577,-0.5383681869919442,-0.5327720498867675,-0.539155423961315,53,37,44,79,99,81,89,712180ea,0.8048780487804879,0.7073170731707317,0.6585365853658537,0.024390243902439025,0.1951219512195122,0.7560975609756098,0.7317073170731707,0.4878048780487805,0.3902439024390244,0.43902439024390244,0.5,0.8755186721991701,0.07676348547717843,6,0.0,0.5744499544580509,submission_h076_fullstate_decoder_anti_shortcut_q061_baseline_outside_h069_c920_r230_q264_712180ea.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_fullstate_decoder_anti_shortcut_q061_baseline_outside_h069_c920_r230_q264_712180ea.csv
h076_fullstate_decoder_anti_shortcut_q061_baseline_anti_shortcut_c920_r230_q264_f9f6c229,fullstate_decoder,anti_shortcut_q061_baseline,920,230,64,28,0.52,0.34,anti_shortcut,106,413,413,106,150,360,32,263,53,144,-0.0007148495942563716,-0.0004531818364156256,-0.0004032239056814384,0.0,0.7377076232225867,0.6855032159255631,-0.0007148495942563716,0.7930682137273448,1.7308706882720862e-06,0.001920262018710278,0.7949145762711864,0.7058498789346246,0.29363680387409197,0.7075724662746455,0.6731662123832584,0.6135821351781391,0.6825318713248012,0.5660170460048427,0.1932917329643722,0.0050142728447440015,0.1230853358056142,0,10,full_state:13;nonq2_full:11;q3_s_stage:15;q_subjective:11;recovery_route:19;s_stage:37,q061:413,-0.4834273457786749,-0.48794585123141654,-0.4846214746046116,-0.4788036045528276,-0.4783575268286415,-0.4731378461006925,-0.47996997268842617,41,22,40,71,86,72,81,f9f6c229,0.4146341463414634,0.4146341463414634,0.3902439024390244,0.4878048780487805,0.6097560975609756,0.4634146341463415,0.4634146341463415,0.8780487804878049,0.926829268292683,0.8292682926829268,0.5,0.8716707021791767,0.053268765133171914,6,0.0,0.5656761944132759,submission_h076_fullstate_decoder_anti_shortcut_q061_baseline_anti_shortcut_c920_r230_q264_f9f6c229.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_fullstate_decoder_anti_shortcut_q061_baseline_anti_shortcut_c920_r230_q264_f9f6c229.csv
h076_wide_assignment_decoder_q2_tail_stage_soft_value_action_c1160_r250_q2105_6c1e090c,wide_assignment_decoder,q2_tail_stage_soft,1160,250,105,32,0.48,0.31,value_action,152,460,460,152,176,401,32,284,59,156,-0.0007970491897204161,-0.0006025211447933436,-0.0008685436969269191,0.0,0.7398369255339435,0.6765449747952111,-0.0007970491897204162,1.0544120033883513,1.7327156298269917e-06,0.002292200007365981,0.7720196645962731,0.6922024844720496,0.30486273291925464,0.6897031055900621,0.6491756459627329,0.5902208319254659,0.6714849316770186,0.5470791863354036,0.20846406832298134,0.005173668282675457,0.15604835417637264,0,10,full_state:6;nonq2_full:4;q1q3_subjective:7;q2_hardtail:22;q3_quality:2;q3_s_stage:30;q_subjective:10;recovery_route:33;s14_edge:13;s23_core:15;s_stage:10,q061:293;q061_damp:145;soft_edge:22,-0.3926068359441936,-0.39884148382528706,-0.3947500967784571,-0.39144890246886,-0.39150369846157207,-0.38610210577276743,-0.39319345935030386,52,38,51,60,90,84,85,6c1e090c,0.43902439024390244,0.5365853658536586,0.6097560975609756,0.5365853658536586,0.4146341463414634,0.4878048780487805,0.6585365853658537,0.43902439024390244,0.5365853658536586,0.3902439024390244,0.5,0.8717391304347826,0.08260869565217391,11,0.0,0.5498630258041712,submission_h076_wide_assignment_decoder_q2_tail_stage_soft_value_action_c1160_r250_q2105_6c1e090c.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_wide_assignment_decoder_q2_tail_stage_soft_value_action_c1160_r250_q2105_6c1e090c.csv
h076_objective_decoder_public_private_value_gate_value_action_c760_r220_q20_d89a7ce6,objective_decoder,public_private_value_gate,760,220,0,28,0.54,0.34,value_action,105,360,360,105,115,310,17,245,50,127,-0.0006249835337029892,-0.0003933216392933645,-0.00032514789893885854,0.0,0.7510957134230503,0.7109519540443454,-0.0006249835337029891,0.6883128687633879,1.736065371397192e-06,0.001911980191009411,0.8120880158730158,0.7080952380952381,0.29843968253968256,0.7069809523809524,0.6949366904761906,0.6429965474603174,0.6993209841269842,0.5634558650793651,0.18412277777777775,0.005078483962756869,0.14442864119475313,0,10,nonq2_full:15;q3_s_stage:14;recovery_route:18;s14_edge:17;s23_core:16;s_stage:25,beta_gate:360,-0.35034268823999,-0.35282804116963074,-0.3492113049117343,-0.34594126100267775,-0.34558749012349826,-0.33926817614497146,-0.34828551081482007,32,0,29,66,79,74,80,d89a7ce6,0.12195121951219512,0.17073170731707318,0.21951219512195122,0.8048780487804879,0.975609756097561,0.5121951219512195,0.4146341463414634,0.9512195121951219,0.7073170731707317,0.9512195121951219,0.5,0.8611111111111112,0.0,6,0.0,0.5480555555555556,submission_h076_objective_decoder_public_private_value_gate_value_action_c760_r220_q20_d89a7ce6.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_objective_decoder_public_private_value_gate_value_action_c760_r220_q20_d89a7ce6.csv
h076_objective_decoder_anti_shortcut_q061_baseline_value_action_c760_r220_q20_b77f8ea8,objective_decoder,anti_shortcut_q061_baseline,760,220,0,28,0.54,0.34,value_action,103,354,354,103,114,304,17,240,50,125,-0.0006273528348687013,-0.00038315447242653493,-0.0003084278523138721,0.0,0.7505606998381876,0.70841660486304,-0.0006273528348687012,0.670520326746436,1.7721831493466134e-06,0.0018941252167978418,0.8134458272800645,0.7115173527037935,0.29721146085552863,0.7105907990314769,0.6956865133171913,0.6436307179983858,0.6993913317191284,0.5634809281678773,0.18317865213882162,0.0043252533146542725,0.06459844197331183,0,10,nonq2_full:16;q3_s_stage:13;recovery_route:16;s14_edge:17;s23_core:16;s_stage:25,q061:354,-0.3524752345731976,-0.3549851093843967,-0.35147918989766397,-0.34793895686664306,-0.3474226435649665,-0.3414385796009231,-0.35127978894353284,31,0,29,65,78,73,78,b77f8ea8,0.14634146341463414,0.14634146341463414,0.12195121951219512,0.7804878048780488,0.9512195121951219,0.5609756097560976,0.3902439024390244,0.975609756097561,0.7804878048780488,0.975609756097561,0.5,0.8587570621468926,0.0,6,0.0,0.5433037067658812,submission_h076_objective_decoder_anti_shortcut_q061_baseline_value_action_c760_r220_q20_b77f8ea8.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_objective_decoder_anti_shortcut_q061_baseline_value_action_c760_r220_q20_b77f8ea8.csv
h076_fullstate_decoder_bad_safe_recovery_anti_shortcut_c920_r230_q264_efed1c46,fullstate_decoder,bad_safe_recovery,920,230,64,28,0.52,0.34,anti_shortcut,107,412,412,107,148,358,33,264,54,147,-0.0006957407576120315,-0.0004419509730196929,-0.00039350208340881436,0.0,0.7383661071041581,0.6877331700327955,-0.0006957407576120317,0.7734142027844626,1.6886911592525042e-06,0.0018772189387972393,0.7944553536754506,0.7060457697642164,0.29250208044382797,0.7079306518723995,0.6732007628294037,0.6132187514563108,0.681976560332871,0.5645268030513176,0.1922552704576976,0.004554827248372405,0.13241716826170408,0,10,full_state:15;nonq2_full:8;q3_s_stage:16;q_subjective:11;recovery_route:22;s_stage:35,h075_conservative:64;q061:271;q061_amp:77,-0.49875173807442125,-0.5034917424615275,-0.5003229518095158,-0.4941907392412261,-0.4934419835918565,-0.4893112996568137,-0.49917442092286307,42,22,40,68,87,72,81,efed1c46,0.34146341463414637,0.34146341463414637,0.3170731707317073,0.5121951219512195,0.7073170731707317,0.36585365853658536,0.34146341463414637,0.9024390243902439,1.0,0.8536585365853658,0.5,0.8689320388349514,0.05339805825242718,6,0.0,0.5372401136632725,submission_h076_fullstate_decoder_bad_safe_recovery_anti_shortcut_c920_r230_q264_efed1c46.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_fullstate_decoder_bad_safe_recovery_anti_shortcut_c920_r230_q264_efed1c46.csv
h076_fullstate_decoder_public_private_value_gate_outside_h069_c920_r230_q264_d34f4c39,fullstate_decoder,public_private_value_gate,920,230,64,28,0.48,0.32,outside_h069,134,490,490,134,187,430,43,303,60,166,-0.000913853684758784,-0.000628259564757984,-0.0008677938940834545,0.0,0.7024368449870214,0.6719167121698179,-0.000913853684758784,1.099454238326472,1.8650075199158857e-06,0.002243784159849943,0.7784878367346938,0.6922413994169097,0.30673411078717194,0.6927067055393588,0.6553350437317784,0.5953092269387756,0.6727595218658893,0.5572341632653061,0.2056920408163265,0.007110835527010529,0.16883154285992164,0,10,full_state:19;nonq2_full:12;q3_s_stage:16;q_subjective:21;recovery_route:25;s_stage:41,beta_gate:490,-0.5531170176020748,-0.5562229119715986,-0.5528804352488661,-0.5495309643868216,-0.5494818018497752,-0.5436990786603522,-0.5499089521627935,55,37,45,80,100,82,91,d34f4c39,0.7073170731707317,0.6341463414634146,0.5853658536585366,0.07317073170731707,0.2682926829268293,0.6341463414634146,0.6097560975609756,0.4634146341463415,0.4146341463414634,0.4878048780487805,0.5,0.8775510204081632,0.07551020408163266,6,0.0,0.5338825286212047,submission_h076_fullstate_decoder_public_private_value_gate_outside_h069_c920_r230_q264_d34f4c39.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_fullstate_decoder_public_private_value_gate_outside_h069_c920_r230_q264_d34f4c39.csv
h076_fullstate_decoder_bad_safe_recovery_outside_h069_c920_r230_q264_b3265b74,fullstate_decoder,bad_safe_recovery,920,230,64,28,0.48,0.32,outside_h069,133,485,485,133,186,423,41,299,62,169,-0.0009102269356124811,-0.0006286516096349075,-0.0008674814874602861,0.0,0.7027859199629508,0.6692963960624763,-0.0009102269356124812,1.1001403168610884,1.8767565682731573e-06,0.0022683305502290483,0.7765355169366716,0.6924394698085419,0.3061714285714286,0.692960235640648,0.654381201767305,0.5935536142562592,0.6706884594992637,0.556420648011782,0.20570438880706918,0.0054693692199641085,0.14549346189603407,0,10,full_state:21;nonq2_full:7;q3_s_stage:18;q_subjective:20;recovery_route:28;s_stage:39,h075_conservative:71;q061:316;q061_amp:98,-0.5555142164466451,-0.5596983546883021,-0.5562828868693311,-0.551867231690861,-0.5517241926191878,-0.5472010846907082,-0.5563269227400393,53,38,43,77,103,82,89,b3265b74,0.6585365853658537,0.6585365853658537,0.5609756097560976,0.0975609756097561,0.24390243902439024,0.6585365853658537,0.6341463414634146,0.5121951219512195,0.4878048780487805,0.4634146341463415,0.5,0.8721649484536083,0.07835051546391752,6,0.0,0.533715111893387,submission_h076_fullstate_decoder_bad_safe_recovery_outside_h069_c920_r230_q264_b3265b74.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_fullstate_decoder_bad_safe_recovery_outside_h069_c920_r230_q264_b3265b74.csv
h076_objective_decoder_bad_safe_recovery_value_action_c760_r220_q20_609a6d8d,objective_decoder,bad_safe_recovery,760,220,0,28,0.54,0.34,value_action,104,352,352,104,110,301,14,242,51,126,-0.0006052132115310684,-0.00037188655283055194,-0.0002988089025476082,0.0,0.7497246760033446,0.7125720461038056,-0.0006052132115310685,0.6508014674534659,1.7193557145768992e-06,0.0018488678052655282,0.8163342532467531,0.7124870129870131,0.293689935064935,0.7115389610389611,0.7000871509740261,0.6456641261363636,0.6998937662337663,0.5652278246753247,0.17874415584415582,0.00383644760394791,0.06095799138538749,0,10,nonq2_full:8;q3_s_stage:18;recovery_route:23;s14_edge:11;s23_core:18;s_stage:26,h075_conservative:45;q061:207;q061_amp:79;q061_damp:21,-0.3845913240597752,-0.38963336358819806,-0.3852130761223508,-0.38092424256299723,-0.3807495277676157,-0.3747433757443202,-0.383677369058451,29,0,26,59,84,77,77,609a6d8d,0.0975609756097561,0.07317073170731707,0.07317073170731707,0.7317073170731707,1.0,0.43902439024390244,0.2926829268292683,1.0,0.9024390243902439,1.0,0.5,0.8551136363636364,0.0,6,0.0,0.5119020232815965,submission_h076_objective_decoder_bad_safe_recovery_value_action_c760_r220_q20_609a6d8d.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_objective_decoder_bad_safe_recovery_value_action_c760_r220_q20_609a6d8d.csv
h076_route_value_big_objective_stage_edge_value_action_c1040_r250_q295_b7da42d0,route_value_big,objective_stage_edge,1040,250,95,32,0.52,0.34,value_action,152,506,506,152,203,437,33,303,69,179,-0.0008195661383084173,-0.0005579908371333403,-0.0006860515420641517,0.0,0.7552421880959193,0.6760288852609269,-0.0008195661383084173,0.9764839649833454,1.619695925510706e-06,0.0019298102074769674,0.7652761377752682,0.6851902879728967,0.31285036702428004,0.6840734048560136,0.6421790852625635,0.5858536234895539,0.6690394014680973,0.5472073009599095,0.21566194240542066,0.0056111345551791945,0.07352051543060556,0,10,full_state:4;nonq2_full:16;q2_hardtail:34;q2_s3_tail:7;q3_s_stage:49;q_subjective:5;recovery_route:36;s_stage:1,q061:84;q061_amp:338;q061_damp:80;soft_edge:4,-0.4300991752287008,-0.43517788465066687,-0.4313037363307378,-0.426413394774125,-0.4260136570074787,-0.41934381811093097,-0.42746720135976085,56,46,63,67,97,88,89,b7da42d0,0.5121951219512195,0.4634146341463415,0.43902439024390244,0.9512195121951219,0.3902439024390244,0.2682926829268293,0.4878048780487805,0.21951219512195122,0.1951219512195122,0.24390243902439024,0.5,0.8636363636363636,0.09090909090909091,8,0.0,0.5033111603843312,submission_h076_route_value_big_objective_stage_edge_value_action_c1040_r250_q295_b7da42d0.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_route_value_big_objective_stage_edge_value_action_c1040_r250_q295_b7da42d0.csv
h076_fullstate_decoder_public_private_value_gate_anti_shortcut_c920_r230_q264_130ecb62,fullstate_decoder,public_private_value_gate,920,230,64,28,0.52,0.34,anti_shortcut,109,427,427,109,154,374,34,273,53,147,-0.0007106691753868126,-0.00044881010758138803,-0.0003974019745484721,0.0,0.7360413126578913,0.686276761074516,-0.0007106691753868126,0.7854176882674291,1.6643306215147837e-06,0.0018393856868089674,0.79275850117096,0.7025600535296086,0.2961993977919036,0.7040762796922048,0.670704349280696,0.6112187146202744,0.6805471930411509,0.5670215925058548,0.19576908665105383,0.005983297362605989,0.14442864119475313,0,10,full_state:14;nonq2_full:12;q3_s_stage:15;q_subjective:11;recovery_route:20;s_stage:37,beta_gate:427,-0.49665753296889387,-0.5002891886102045,-0.49707679429280466,-0.4920282593623657,-0.491216329550467,-0.4858230670146636,-0.4924697901897655,44,23,42,73,88,74,83,130ecb62,0.36585365853658536,0.3902439024390244,0.36585365853658536,0.43902439024390244,0.6585365853658537,0.3170731707317073,0.2682926829268293,0.7804878048780488,0.8292682926829268,0.7317073170731707,0.5,0.8758782201405152,0.053864168618266976,6,0.0,0.5031738733078198,submission_h076_fullstate_decoder_public_private_value_gate_anti_shortcut_c920_r230_q264_130ecb62.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_fullstate_decoder_public_private_value_gate_anti_shortcut_c920_r230_q264_130ecb62.csv
h076_route_value_big_q2_tail_stage_soft_outside_h069_c1040_r250_q295_958c08cd,route_value_big,q2_tail_stage_soft,1040,250,95,32,0.46,0.32,outside_h069,153,507,507,153,206,441,40,301,66,174,-0.0009080725804333791,-0.0006484149097450815,-0.0009257132541977962,0.0,0.7244638456711188,0.6672854974614045,-0.0009080725804333792,1.1347260920538926,1.7910701783695843e-06,0.0022381185247611294,0.7622719188503804,0.6803617920540996,0.3139171597633136,0.6789698506621584,0.6407944153282615,0.5831250037757116,0.6649513891236969,0.5421047562693717,0.21645815722738795,0.00588200341527984,0.15604835417637264,0,10,full_state:8;nonq2_full:4;q2_hardtail:23;q3_s_stage:47;q_subjective:18;recovery_route:39;s_stage:14,q061:372;q061_damp:112;soft_edge:23,-0.4279605087822467,-0.43344126911968817,-0.42977608102352194,-0.42596612083977026,-0.4256898271111757,-0.41979171285422157,-0.4270216083771442,56,44,62,67,101,87,90,958c08cd,0.6341463414634146,0.7804878048780488,0.7560975609756098,0.1951219512195122,0.17073170731707318,0.6097560975609756,0.5853658536585366,0.14634146341463414,0.17073170731707318,0.1951219512195122,0.5,0.8698224852071006,0.08678500986193294,7,0.0,0.5026478087266081,submission_h076_route_value_big_q2_tail_stage_soft_outside_h069_c1040_r250_q295_958c08cd.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_route_value_big_q2_tail_stage_soft_outside_h069_c1040_r250_q295_958c08cd.csv
h076_fullstate_decoder_recovery_full_vector_outside_h069_c920_r230_q264_2a176a55,fullstate_decoder,recovery_full_vector,920,230,64,28,0.48,0.32,outside_h069,135,527,527,135,220,459,57,307,68,177,-0.0009254720809192657,-0.000638419456401091,-0.0008981046775690987,0.0,0.7015596242619432,0.6619227675426628,-0.0009254720809192656,1.1172340487019092,1.7561140055394034e-06,0.002119988707214249,0.7639256817565736,0.6853770669558146,0.3143486039577121,0.6853380319869884,0.6378560097587423,0.5817867030631608,0.6622963730008131,0.557855510978585,0.2200575765790187,0.005779154408480589,0.1634725764662157,0,10,full_state:28;nonq2_full:27;q3_s_stage:28;q_subjective:28;s_stage:24,q061:306;q061_amp:139;q061_damp:82,-0.5309884194423747,-0.5353624584453178,-0.532058771207296,-0.5294057600306311,-0.5298366819401993,-0.5251485195462818,-0.5296090413038498,54,48,70,92,98,79,86,2a176a55,0.7560975609756098,0.6829268292682927,0.6829268292682927,0.04878048780487805,0.04878048780487805,0.5365853658536586,0.5121951219512195,0.2682926829268293,0.14634146341463414,0.0975609756097561,0.5,0.8709677419354839,0.09108159392789374,5,0.0,0.4706203236605422,submission_h076_fullstate_decoder_recovery_full_vector_outside_h069_c920_r230_q264_2a176a55.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_fullstate_decoder_recovery_full_vector_outside_h069_c920_r230_q264_2a176a55.csv
h076_fullstate_decoder_q2_tail_stage_soft_anti_shortcut_c920_r230_q264_05403fc8,fullstate_decoder,q2_tail_stage_soft,920,230,64,28,0.52,0.34,anti_shortcut,112,425,425,112,159,369,28,266,56,150,-0.0006424712469515131,-0.00042545517056757643,-0.00037375639931426367,0.0,0.7480135368141821,0.6884174175355761,-0.0006424712469515133,0.7445465484932587,1.5116970516506196e-06,0.0017518742317488441,0.7870771092436973,0.6979401680672268,0.29867495798319327,0.6976820168067228,0.6661847798319328,0.6077877056806723,0.6723250151260504,0.5616531899159664,0.198959294117647,0.0042115061780311595,0.11828898647306285,0,10,full_state:7;nonq2_full:6;q3_s_stage:38;q_subjective:13;recovery_route:33;s_stage:15,q061:313;q061_damp:112,-0.4487041223938089,-0.4541164521733251,-0.4505179752848935,-0.44534796674113675,-0.44527611599241174,-0.4404919441220344,-0.4478581781588286,48,17,51,62,91,73,83,05403fc8,0.1951219512195122,0.3170731707317073,0.2926829268292683,0.7073170731707317,0.7804878048780488,0.14634146341463414,0.1951219512195122,0.6585365853658537,0.6829268292682927,0.6341463414634146,0.5,0.8682352941176471,0.04,6,0.0,0.45738737446197997,submission_h076_fullstate_decoder_q2_tail_stage_soft_anti_shortcut_c920_r230_q264_05403fc8.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_fullstate_decoder_q2_tail_stage_soft_anti_shortcut_c920_r230_q264_05403fc8.csv
h076_objective_decoder_public_private_value_gate_outside_h069_c760_r220_q20_a973e3a6,objective_decoder,public_private_value_gate,760,220,0,28,0.5,0.32,outside_h069,115,388,388,115,137,333,20,251,55,135,-0.0006458356344590982,-0.00040476170202196704,-0.0003288848461177308,0.0,0.7308792509451798,0.6988134722413774,-0.0006458356344590981,0.7083329785384425,1.6645248310801497e-06,0.001825600460150625,0.8022446391752576,0.6996568483063329,0.30452135493372606,0.6977731958762886,0.6864051251840944,0.6316524907216495,0.6880726362297498,0.5553654933726068,0.19022201767304858,0.005326040492120018,0.14442864119475313,0,10,nonq2_full:17;q3_s_stage:15;recovery_route:20;s14_edge:20;s23_core:18;s_stage:25,beta_gate:388,-0.3690326710181572,-0.3712535166970331,-0.3680436895687949,-0.36497253406826863,-0.3645640311214339,-0.35803577995301,-0.36715609735552657,36,0,31,72,85,78,86,a973e3a6,0.21951219512195122,0.21951219512195122,0.24390243902439024,0.34146341463414637,0.926829268292683,0.34146341463414637,0.24390243902439024,0.7073170731707317,0.5609756097560976,0.9024390243902439,0.5,0.8582474226804123,0.0,6,0.0,0.4523026150364597,submission_h076_objective_decoder_public_private_value_gate_outside_h069_c760_r220_q20_a973e3a6.csv,/Users/kbsoo/Downloads/cl2/hitl/h076_route_specific_value_decoder_jepa/submission_h076_objective_decoder_public_private_value_gate_outside_h069_c760_r220_q20_a973e3a6.csv
