row,driver_target,driver_flat,driver_step,bridge_target,bridge_flat,bridge_step,actions,action_count,public_delta_estimate,driver_public_delta,bridge_public_delta,public_utility,old_route_energy,new_route_energy,route_energy_delta,same_direction,driver_h088_alignment,driver_stability,source_support,solver_score,probe_name,selected_by_existing_decoder,driver_flat_idx,driver_sign,driver_selection_score,driver_responsibility_score,driver_listener_benefit_rank,driver_source_consensus_rank,driver_human_state_responsibility,driver_h088_safe_rank,bridge_flat_idx,bridge_sign,bridge_selection_score,bridge_responsibility_score,bridge_listener_benefit_rank,bridge_source_consensus_rank,bridge_human_state_responsibility,bridge_h088_safe_rank,listener_pair_score,route_safety_score,public_utility_score,toxicity_safety_score,listener_rank,contrastive_score,s2hub_score
184,S2,1292,1.2802977332677985,S4,1294,0.62,"[(1292, 'S2', 1.2802977332677983, 'driver'), (1294, 'S4', 0.62, 'bridge')]",2,-0.0013663658037879,-0.0013663658037879,0.0,0.0013663658037879,0.6840839009131192,0.6424757328461576,-0.0416081680669616,True,0.5348571428571428,1.0,5,0.0034661146541305,stagebridge,False,1292,1,0.6181691772885284,0.4969534731050111,0.6967779056386652,0.4911219792865362,0.3634282460136674,0.7974683544303798,1294,1,0.1772653534183082,0.2640751825536191,0.3083026467203683,0.3072151898734177,0.3797494305239179,0.4372842347525891,0.42639232507252073,0.9406474820143885,0.9190647482014388,0.5701438848920863,0.4847122302158273,0.7368525179856116,
184,S2,1292,1.2802977332677985,S4,1294,0.4649999999999999,"[(1292, 'S2', 1.2802977332677983, 'driver'), (1294, 'S4', 0.46499999999999997, 'bridge')]",2,-0.0013663658037879,-0.0013663658037879,0.0,0.0013663658037879,0.6840839009131192,0.6443915856130842,-0.039692315300035,True,0.5348571428571428,1.0,5,0.0033849295808105,stagebridge,False,1292,1,0.6181691772885284,0.4969534731050111,0.6967779056386652,0.4911219792865362,0.3634282460136674,0.7974683544303798,1294,1,0.1772653534183082,0.2640751825536191,0.3083026467203683,0.3072151898734177,0.3797494305239179,0.4372842347525891,0.42639232507252073,0.9316546762589928,0.9190647482014388,0.5701438848920863,0.4847122302158273,0.733794964028777,
184,S2,1292,1.2802977332677985,S3,1293,0.4649999999999999,"[(1292, 'S2', 1.2802977332677983, 'driver'), (1293, 'S3', 0.46499999999999997, 'bridge')]",2,-0.0013663658037879,-0.0013663658037879,0.0,0.0013663658037879,0.6840839009131192,0.6444602175689822,-0.039623683344137,True,0.5348571428571428,1.0,5,0.0033820212725793,stagebridge,False,1292,1,0.6181691772885284,0.4969534731050111,0.6967779056386652,0.4911219792865362,0.3634282460136674,0.7974683544303798,1293,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3352377759946365,0.9298561151079137,0.9190647482014388,0.5701438848920863,0.22841726618705036,0.646043165467626,
5,S2,39,1.068731825035975,S4,41,0.62,"[(39, 'S2', 1.068731825035975, 'driver'), (41, 'S4', 0.62, 'bridge')]",2,-0.0014025789575713,-0.0009262454151805,-0.0004763335423907,0.0014025789575713,0.7002695208916305,0.66328445979773,-0.0369850610939005,True,0.0,1.0,9,0.0033153422931835,stagebridge,True,39,1,0.8235225955967554,0.5915682145295096,0.6695281933256618,0.6618699654775604,0.3723576309794988,0.9234752589182968,41,1,0.0,0.0,0.0,0.0,0.0,0.0,0.43095046231163736,0.8992805755395683,0.935251798561151,0.8911870503597122,0.5233812949640287,0.7776978417266187,
184,S2,1292,1.2802977332677985,S4,1294,0.3099999999999999,"[(1292, 'S2', 1.2802977332677983, 'driver'), (1294, 'S4', 0.30999999999999994, 'bridge')]",2,-0.0013663658037879,-0.0013663658037879,0.0,0.0013663658037879,0.6840839009131192,0.6474053534354758,-0.0366785474776434,True,0.5348571428571428,1.0,5,0.0032572198914991,stagebridge,False,1292,1,0.6181691772885284,0.4969534731050111,0.6967779056386652,0.4911219792865362,0.3634282460136674,0.7974683544303798,1294,1,0.1772653534183082,0.2640751825536191,0.3083026467203683,0.3072151898734177,0.3797494305239179,0.4372842347525891,0.42639232507252073,0.8974820143884892,0.9190647482014388,0.5701438848920863,0.4847122302158273,0.7221762589928058,
184,S2,1292,1.2802977332677985,S3,1293,0.3099999999999999,"[(1292, 'S2', 1.2802977332677983, 'driver'), (1293, 'S3', 0.30999999999999994, 'bridge')]",2,-0.0013663658037879,-0.0013663658037879,0.0,0.0013663658037879,0.6840839009131192,0.6476321879669518,-0.0364517129461674,True,0.5348571428571428,1.0,5,0.0032476076820499,stagebridge,False,1292,1,0.6181691772885284,0.4969534731050111,0.6967779056386652,0.4911219792865362,0.3634282460136674,0.7974683544303798,1293,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3352377759946365,0.89568345323741,0.9190647482014388,0.5701438848920863,0.22841726618705036,0.6344244604316547,
184,S2,1292,1.2802977332677985,S1,1291,0.155,"[(1292, 'S2', 1.2802977332677983, 'driver'), (1291, 'S1', 0.15500000000000003, 'bridge')]",2,-0.0014887954165195,-0.0013663658037879,-0.0001224296127316,0.0014887954165195,0.6840839009131192,0.6525702102765429,-0.0315136906365762,True,0.5348571428571428,1.0,5,0.003190945326773,stagebridge,False,1292,1,0.6181691772885284,0.4969534731050111,0.6967779056386652,0.4911219792865362,0.3634282460136674,0.7974683544303798,1291,1,0.482271147161066,0.4311551829434408,0.596812428078251,0.4476121979286536,0.3616742596810933,0.6927502876869965,0.5160865461110656,0.8507194244604317,0.9406474820143885,0.5701438848920863,0.7437050359712231,0.7986510791366908,
234,S4,1644,-1.291722271523555,S1,1641,0.62,"[(1644, 'S4', -1.291722271523555, 'driver'), (1641, 'S1', 0.62, 'bridge')]",2,-0.0017520133937204,-0.0017520133937204,0.0,0.0017520133937204,0.734783888398664,0.696637139568576,-0.038146748830088,False,0.5085714285714286,1.0,4,0.0031709629681012,stagebridge,False,1644,-1,0.4449362688296639,0.3969408586275402,0.5097871116225546,0.3709608745684695,0.4046469248291572,0.813578826237054,1641,1,0.2421552723059096,0.2880183560723594,0.2099597238204833,0.3319850402761795,0.405375854214123,0.8009205983889528,0.37450542025091255,0.9154676258992805,0.9694244604316546,0.6151079136690647,0.33723021582733814,0.6936151079136691,
234,S4,1644,-1.291722271523555,S1,1641,0.4649999999999999,"[(1644, 'S4', -1.291722271523555, 'driver'), (1641, 'S1', 0.46499999999999997, 'bridge')]",2,-0.0017520133937204,-0.0017520133937204,0.0,0.0017520133937204,0.734783888398664,0.6966798987417647,-0.0381039896568993,False,0.5085714285714286,1.0,4,0.0031694510037372,stagebridge,False,1644,-1,0.4449362688296639,0.3969408586275402,0.5097871116225546,0.3709608745684695,0.4046469248291572,0.813578826237054,1641,1,0.2421552723059096,0.2880183560723594,0.2099597238204833,0.3319850402761795,0.405375854214123,0.8009205983889528,0.37450542025091255,0.9118705035971223,0.9694244604316546,0.6151079136690647,0.33723021582733814,0.6923920863309353,
234,S4,1644,-1.291722271523555,S1,1641,-0.155,"[(1644, 'S4', -1.291722271523555, 'driver'), (1641, 'S1', -0.15500000000000003, 'bridge')]",2,-0.0017520133937204,-0.0017520133937204,-0.0,0.0017520133937204,0.734783888398664,0.7064724830090469,-0.0283114053896171,True,0.5085714285714286,1.0,4,0.0031619674509316,stagebridge,False,1644,-1,0.4449362688296639,0.3969408586275402,0.5097871116225546,0.3709608745684695,0.4046469248291572,0.813578826237054,1641,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.2613212531377274,0.8255395683453237,0.9694244604316546,0.6151079136690647,0.09352517985611511,0.5801798561151079,
234,S4,1644,-1.291722271523555,S3,1643,-0.155,"[(1644, 'S4', -1.291722271523555, 'driver'), (1643, 'S3', -0.15500000000000003, 'bridge')]",2,-0.0016787975209103,-0.0017520133937204,7.321587281017019e-05,0.0016787975209103,0.734783888398664,0.7037164693360054,-0.0310674190626586,True,0.5085714285714286,1.0,4,0.0031448972756269,stagebridge,False,1644,-1,0.4449362688296639,0.3969408586275402,0.5097871116225546,0.3709608745684695,0.4046469248291572,0.813578826237054,1643,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.2613212531377274,0.8489208633093526,0.9514388489208633,0.6151079136690647,0.09352517985611511,0.5845323741007195,
234,S4,1644,-1.291722271523555,S1,1641,0.3099999999999999,"[(1644, 'S4', -1.291722271523555, 'driver'), (1641, 'S1', 0.30999999999999994, 'bridge')]",2,-0.0017520133937204,-0.0017520133937204,0.0,0.0017520133937204,0.734783888398664,0.6977008932733975,-0.0370829951252665,False,0.5085714285714286,1.0,4,0.0031333486370987,stagebridge,False,1644,-1,0.4449362688296639,0.3969408586275402,0.5097871116225546,0.3709608745684695,0.4046469248291572,0.813578826237054,1641,1,0.2421552723059096,0.2880183560723594,0.2099597238204833,0.3319850402761795,0.405375854214123,0.8009205983889528,0.37450542025091255,0.9010791366906474,0.9694244604316546,0.6151079136690647,0.33723021582733814,0.6887230215827338,
234,S4,1644,-1.291722271523555,S3,1643,0.4649999999999999,"[(1644, 'S4', -1.291722271523555, 'driver'), (1643, 'S3', 0.46499999999999997, 'bridge')]",2,-0.0019716610121509,-0.0017520133937204,-0.0002196476184305,0.0019716610121509,0.734783888398664,0.7048610557443636,-0.0299228326543004,False,0.5085714285714286,1.0,4,0.003108598815293,stagebridge,False,1644,-1,0.4449362688296639,0.3969408586275402,0.5097871116225546,0.3709608745684695,0.4046469248291572,0.813578826237054,1643,1,0.7979142526071843,0.5694726515761326,0.6482738780207136,0.6012773302646719,0.5300113895216401,0.8308400460299195,0.5536966678720466,0.8363309352517986,0.9946043165467626,0.6151079136690647,0.8210431654676259,0.8362410071942447,
234,S4,1644,-1.291722271523555,S3,1643,0.62,"[(1644, 'S4', -1.291722271523555, 'driver'), (1643, 'S3', 0.62, 'bridge')]",2,-0.0020448768849611,-0.0017520133937204,-0.0002928634912406,0.0020448768849611,0.734783888398664,0.7073188006581882,-0.0274650877404758,False,0.5085714285714286,1.0,4,0.0030978374628628,stagebridge,False,1644,-1,0.4449362688296639,0.3969408586275402,0.5097871116225546,0.3709608745684695,0.4046469248291572,0.813578826237054,1643,1,0.7979142526071843,0.5694726515761326,0.6482738780207136,0.6012773302646719,0.5300113895216401,0.8308400460299195,0.5536966678720466,0.8165467625899281,0.9964028776978417,0.6151079136690647,0.8210431654676259,0.8298741007194245,
234,S4,1644,-1.291722271523555,S3,1643,0.3099999999999999,"[(1644, 'S4', -1.291722271523555, 'driver'), (1643, 'S3', 0.30999999999999994, 'bridge')]",2,-0.0018984451393408,-0.0017520133937204,-0.0001464317456203,0.0018984451393408,0.734783888398664,0.7032304512867391,-0.0315534371119249,False,0.5085714285714286,1.0,4,0.0030901124811921,stagebridge,False,1644,-1,0.4449362688296639,0.3969408586275402,0.5097871116225546,0.3709608745684695,0.4046469248291572,0.813578826237054,1643,1,0.7979142526071843,0.5694726515761326,0.6482738780207136,0.6012773302646719,0.5300113895216401,0.8308400460299195,0.5536966678720466,0.85431654676259,0.9928057553956835,0.6151079136690647,0.8210431654676259,0.8419964028776978,
5,S2,39,1.068731825035975,S4,41,0.4649999999999999,"[(39, 'S2', 1.068731825035975, 'driver'), (41, 'S4', 0.46499999999999997, 'bridge')]",2,-0.0012834955719736,-0.0009262454151805,-0.000357250156793,0.0012834955719736,0.7002695208916305,0.6652764014707638,-0.0349931194208666,True,0.0,1.0,9,0.0030825150097332,stagebridge,False,39,1,0.8235225955967554,0.5915682145295096,0.6695281933256618,0.6618699654775604,0.3723576309794988,0.9234752589182968,41,1,0.0,0.0,0.0,0.0,0.0,0.0,0.43095046231163736,0.8848920863309353,0.8938848920863309,0.8911870503597122,0.5233812949640287,0.7645323741007195,
184,S2,1292,1.2802977332677985,S4,1294,0.155,"[(1292, 'S2', 1.2802977332677983, 'driver'), (1294, 'S4', 0.15500000000000003, 'bridge')]",2,-0.0013663658037879,-0.0013663658037879,0.0,0.0013663658037879,0.6840839009131192,0.6515786528520036,-0.0325052480611156,True,0.5348571428571428,1.0,5,0.0030803745592447,stagebridge,False,1292,1,0.6181691772885284,0.4969534731050111,0.6967779056386652,0.4911219792865362,0.3634282460136674,0.7974683544303798,1294,1,0.1772653534183082,0.2640751825536191,0.3083026467203683,0.3072151898734177,0.3797494305239179,0.4372842347525891,0.42639232507252073,0.8723021582733813,0.9190647482014388,0.5701438848920863,0.4847122302158273,0.7136151079136691,
184,S2,1292,1.2802977332677985,S3,1293,0.155,"[(1292, 'S2', 1.2802977332677983, 'driver'), (1293, 'S3', 0.15500000000000003, 'bridge')]",2,-0.0013663658037879,-0.0013663658037879,0.0,0.0013663658037879,0.6840839009131192,0.6517759822116359,-0.0323079187014833,True,0.5348571428571428,1.0,5,0.0030720126439627,stagebridge,False,1292,1,0.6181691772885284,0.4969534731050111,0.6967779056386652,0.4911219792865362,0.3634282460136674,0.7974683544303798,1293,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3352377759946365,0.8633093525179856,0.9190647482014388,0.5701438848920863,0.22841726618705036,0.6234172661870503,
234,S4,1644,-1.291722271523555,S1,1641,0.155,"[(1644, 'S4', -1.291722271523555, 'driver'), (1641, 'S1', 0.15500000000000003, 'bridge')]",2,-0.0017520133937204,-0.0017520133937204,0.0,0.0017520133937204,0.734783888398664,0.6996917587344257,-0.0350921296642383,False,0.5085714285714286,1.0,4,0.0030629516343967,stagebridge,False,1644,-1,0.4449362688296639,0.3969408586275402,0.5097871116225546,0.3709608745684695,0.4046469248291572,0.813578826237054,1641,1,0.2421552723059096,0.2880183560723594,0.2099597238204833,0.3319850402761795,0.405375854214123,0.8009205983889528,0.37450542025091255,0.8866906474820144,0.9694244604316546,0.6151079136690647,0.33723021582733814,0.6838309352517986,
234,S4,1644,-1.291722271523555,S3,1643,0.155,"[(1644, 'S4', -1.291722271523555, 'driver'), (1643, 'S3', 0.15500000000000003, 'bridge')]",2,-0.0018252292665306,-0.0017520133937204,-7.321587281017019e-05,0.0018252292665306,0.734783888398664,0.7024740490959608,-0.0323098393027032,False,0.5085714285714286,1.0,4,0.0030407143549354,stagebridge,False,1644,-1,0.4449362688296639,0.3969408586275402,0.5097871116225546,0.3709608745684695,0.4046469248291572,0.813578826237054,1643,1,0.7979142526071843,0.5694726515761326,0.6482738780207136,0.6012773302646719,0.5300113895216401,0.8308400460299195,0.5536966678720466,0.8651079136690647,0.9856115107913669,0.6151079136690647,0.8210431654676259,0.844226618705036,
218,S2,1530,1.45,S1,1529,0.62,"[(1530, 'S2', 1.45, 'driver'), (1529, 'S1', 0.62, 'bridge')]",2,-0.0018551656993006,-0.0018551656993006,0.0,0.0018551656993006,0.7251732312104809,0.7083027161852378,-0.0168705150252431,True,0.6137142857142858,1.0,8,0.0030270550242966,stagebridge,True,1530,1,0.7380069524913094,0.5428278390975289,0.675650172612198,0.5610586881472956,0.5739293849658315,0.7008055235903337,1529,1,0.0,0.0,0.0,0.0,0.0,0.0,0.41983331204121876,0.6258992805755396,0.9883093525179856,0.06025179856115104,0.47931654676258995,0.5806654676258993,
234,S4,1644,-1.291722271523555,S2,1642,0.155,"[(1644, 'S4', -1.291722271523555, 'driver'), (1642, 'S2', 0.15500000000000003, 'bridge')]",2,-0.0017520133937204,-0.0017520133937204,0.0,0.0017520133937204,0.734783888398664,0.7070428008512468,-0.0277410875474172,False,0.5085714285714286,1.0,4,0.0029992301001061,stagebridge,False,1644,-1,0.4449362688296639,0.3969408586275402,0.5097871116225546,0.3709608745684695,0.4046469248291572,0.813578826237054,1642,1,0.3225724217844727,0.3370453138917511,0.3607249712313004,0.3094936708860759,0.4075854214123007,0.9234752589182968,0.3988515218142993,0.8183453237410072,0.9694244604316546,0.6151079136690647,0.40197841726618705,0.6826079136690648,
234,S4,1644,-1.291722271523555,S1,1641,-0.31,"[(1644, 'S4', -1.291722271523555, 'driver'), (1641, 'S1', -0.31, 'bridge')]",2,-0.0017520133937204,-0.0017520133937204,-0.0,0.0017520133937204,0.734783888398664,0.7111755087714391,-0.0236083796272249,True,0.5085714285714286,1.0,4,0.0029757125810585,stagebridge,False,1644,-1,0.4449362688296639,0.3969408586275402,0.5097871116225546,0.3709608745684695,0.4046469248291572,0.813578826237054,1641,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.2613212531377274,0.7517985611510791,0.9694244604316546,0.6151079136690647,0.09352517985611511,0.5551079136690648,
234,S4,1644,-1.291722271523555,S3,1643,-0.31,"[(1644, 'S4', -1.291722271523555, 'driver'), (1643, 'S3', -0.31, 'bridge')]",2,-0.0016055816481001,-0.0017520133937204,0.0001464317456203,0.0016055816481001,0.734783888398664,0.7057473226700601,-0.0290365657286039,True,0.5085714285714286,1.0,4,0.0029382518488667,stagebridge,False,1644,-1,0.4449362688296639,0.3969408586275402,0.5097871116225546,0.3709608745684695,0.4046469248291572,0.813578826237054,1643,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.2613212531377274,0.8273381294964028,0.947841726618705,0.6151079136690647,0.09352517985611511,0.5764748201438848,
234,S4,1644,-1.291722271523555,,-1,0.0,"[(1644, 'S4', -1.291722271523555, 'driver')]",1,-0.0017520133937204,-0.0017520133937204,0.0,0.0017520133937204,0.734783888398664,0.7026282700104023,-0.0321556183882617,False,0.5085714285714286,1.0,4,0.0028453044189213,stagebridge,False,1644,-1,0.4449362688296639,0.3969408586275402,0.5097871116225546,0.3709608745684695,0.4046469248291572,0.813578826237054,-1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2613212531377274,0.8615107913669064,0.9694244604316546,0.6151079136690647,0.09352517985611511,0.592410071942446,
5,S2,39,1.068731825035975,S4,41,0.3099999999999999,"[(39, 'S2', 1.068731825035975, 'driver'), (41, 'S4', 0.30999999999999994, 'bridge')]",2,-0.0011644121863759,-0.0009262454151805,-0.0002381667711953,0.0011644121863759,0.7002695208916305,0.6683304755383801,-0.0319390453532504,True,0.0,1.0,9,0.0028046794157182,stagebridge,False,39,1,0.8235225955967554,0.5915682145295096,0.6695281933256618,0.6618699654775604,0.3723576309794988,0.9234752589182968,41,1,0.0,0.0,0.0,0.0,0.0,0.0,0.43095046231163736,0.8579136690647482,0.8597122302158273,0.8911870503597122,0.5233812949640287,0.7485251798561151,
234,S4,1644,-1.291722271523555,S2,1642,0.3099999999999999,"[(1644, 'S4', -1.291722271523555, 'driver'), (1642, 'S2', 0.30999999999999994, 'bridge')]",2,-0.0017520133937204,-0.0017520133937204,0.0,0.0017520133937204,0.734783888398664,0.7124718097129047,-0.0223120786857593,False,0.5085714285714286,1.0,4,0.0027938224640235,stagebridge,False,1644,-1,0.4449362688296639,0.3969408586275402,0.5097871116225546,0.3709608745684695,0.4046469248291572,0.813578826237054,1642,1,0.3225724217844727,0.3370453138917511,0.3607249712313004,0.3094936708860759,0.4075854214123007,0.9234752589182968,0.3988515218142993,0.7320143884892086,0.9694244604316546,0.6151079136690647,0.40197841726618705,0.6532553956834533,
234,S4,1644,-1.291722271523555,S1,1641,-0.4649999999999999,"[(1644, 'S4', -1.291722271523555, 'driver'), (1641, 'S1', -0.46499999999999997, 'bridge')]",2,-0.0017520133937204,-0.0017520133937204,-0.0,0.0017520133937204,0.734783888398664,0.7166805453199118,-0.0181033430787522,True,0.5085714285714286,1.0,4,0.002757695517622,stagebridge,False,1644,-1,0.4449362688296639,0.3969408586275402,0.5097871116225546,0.3709608745684695,0.4046469248291572,0.813578826237054,1641,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.2613212531377274,0.6546762589928058,0.9694244604316546,0.6151079136690647,0.09352517985611511,0.5220863309352518,
184,S1,1291,0.804795329546661,S2,1292,0.62,"[(1291, 'S1', 0.804795329546661, 'driver'), (1292, 'S2', 0.62, 'bridge')]",2,-0.0012973619818263,-0.0006356824549976,-0.0006616795268287,0.0012973619818263,0.6840839009131192,0.6583554940225513,-0.0257284068905678,True,0.6177142857142857,1.0,6,0.0027072010938138,stagebridge,False,1291,1,0.482271147161066,0.4311551829434408,0.596812428078251,0.4476121979286536,0.3616742596810933,0.6927502876869965,1292,1,0.6181691772885284,0.4969534731050111,0.6967779056386652,0.4911219792865362,0.3634282460136674,0.7974683544303798,0.49427270183736866,0.7751798561151079,0.9010791366906474,0.04766187050359716,0.6825539568345323,0.6815647482014388,
