file,resolved_path,source,changed_cells,changed_rows,pred_gain_sum_moved,pred_gain_mean_moved,pred_gain_top1200_sum,pred_gain_top1200_mean,pred_positive_rate_moved,mean_abs_delta_prob,max_abs_delta_prob,ood_abs_delta_rate,h024_pred_public_median,h024_pred_public_p10,h024_pred_public_p90,h024_support_better_than_h012,h024_decoder_score,h024_bad_to_good_load_ratio,h025_score,public_lb,is_known_public,is_known_bad_shortcut,h026_source_score
hitl/h015_public_equation_self_feedback/submission_h015_direct_all_a0.18_636e4a86.csv,/Users/kbsoo/Downloads/cl2/hitl/h015_public_equation_self_feedback/submission_h015_direct_all_a0.18_636e4a86.csv,h015,1750,250,-6.291290197044958,-0.003595022969739976,18.982542954343796,0.015818785795286495,0.4417142857142857,0.0032875319693422,0.015597753244609658,0.006857142857142857,0.5733391713020757,0.5636387171334335,0.587289671303616,0.1166666666666666,0.5830114333157477,4.034080154594921,-18.97430336546318,,False,False,2.95161128988242
hitl/h021_human_state_vector_prior_jepa/submission_h021_conflict_hs_override_k280_a0.35_5fe5b273.csv,/Users/kbsoo/Downloads/cl2/hitl/h021_human_state_vector_prior_jepa/submission_h021_conflict_hs_override_k280_a0.35_5fe5b273.csv,h021,1750,250,-6.593245887212024,-0.003767569078406871,18.626071770683893,0.015521726475569911,0.44285714285714284,0.016764555237379443,0.16102190850457299,0.019428571428571427,0.5747985622708014,0.5720612144555273,0.587024979161482,0.0666666666666666,0.5808438296995421,2.336999376161369,-18.620912057645857,,False,False,2.6147778358034186
hitl/h015_public_equation_self_feedback/submission_h015_top_all_k400_a0.25_6db31103.csv,/Users/kbsoo/Downloads/cl2/hitl/h015_public_equation_self_feedback/submission_h015_top_all_k400_a0.25_6db31103.csv,h015,400,206,6.0534305281968415,0.015133576320492104,6.053430528196843,0.015133576320492108,0.565,0.0018751756386650154,0.021200429022458667,0.011428571428571429,0.5726619433385887,0.5627881540766991,0.5839148730096454,0.1333333333333333,0.581490967629082,4.156207611320496,-6.044832398688488,,False,False,2.590126612275678
hitl/h015_public_equation_self_feedback/submission_h015_top_S_k200_a0.7_4f7b0dee.csv,/Users/kbsoo/Downloads/cl2/hitl/h015_public_equation_self_feedback/submission_h015_top_S_k200_a0.7_4f7b0dee.csv,h015,200,124,7.562777617283931,0.03781388808641965,7.562777617283933,0.03781388808641967,0.755,0.002313706721858008,0.05164167766874983,0.026857142857142857,0.5720771333813404,0.5639009388650911,0.5828539924383507,0.1333333333333333,0.5801273094434951,4.10459231861086,-7.553897004075282,,False,False,2.565746152111006
hitl/h015_public_equation_self_feedback/submission_h015_top_S_k400_a0.25_2de38d23.csv,/Users/kbsoo/Downloads/cl2/hitl/h015_public_equation_self_feedback/submission_h015_top_S_k400_a0.25_2de38d23.csv,h015,400,211,5.546563776104346,0.013866409440260866,5.546563776104347,0.013866409440260867,0.56,0.0018233489477341317,0.021200429022458667,0.009142857142857144,0.5728424780621215,0.5626295717079087,0.5857002026892674,0.1166666666666666,0.5822811818265756,3.9470940599387574,-5.538441016555899,,False,False,2.484503764548424
hitl/h019_row_subset_hardworld_jepa/submission_h019_row_score_all_r240_a0.55_9b08a266.csv,/Users/kbsoo/Downloads/cl2/hitl/h019_row_subset_hardworld_jepa/submission_h019_row_score_all_r240_a0.55_9b08a266.csv,h019,1680,240,-6.018741708104717,-0.0035825843500623318,17.213748270500243,0.014344790225416869,0.44285714285714284,0.006048931774838124,0.06558874566176465,0.024,0.5731871329843368,0.5658592843985453,0.5866999269827223,0.1166666666666666,0.5818039547086806,3.8288480568053496,-17.205490574386634,,False,False,2.442051606323268
hitl/h019_row_subset_hardworld_jepa/submission_h019_inclusion_all_r240_a0.55_c263d3f3.csv,/Users/kbsoo/Downloads/cl2/hitl/h019_row_subset_hardworld_jepa/submission_h019_inclusion_all_r240_a0.55_c263d3f3.csv,h019,1680,240,-5.536368960593258,-0.003295457714638844,17.36939207267281,0.014474493393894007,0.4446428571428571,0.00598844304195735,0.06558874566176465,0.024,0.5731796322084206,0.565841966934536,0.5866626112118518,0.1166666666666666,0.5817952877150305,3.845514312998194,-17.361101044046816,,False,False,2.425155782430224
hitl/h019_row_subset_hardworld_jepa/submission_h019_lift_all_r240_a0.55_c263d3f3.csv,/Users/kbsoo/Downloads/cl2/hitl/h019_row_subset_hardworld_jepa/submission_h019_lift_all_r240_a0.55_c263d3f3.csv,h019,1680,240,-5.53636896059326,-0.003295457714638845,17.369392072672802,0.014474493393894002,0.4446428571428571,0.00598844304195735,0.06558874566176465,0.024,0.5731796322084206,0.565841966934536,0.5866626112118518,0.1166666666666666,0.5817952877150305,3.845514312998194,-17.36110104404681,,False,False,2.4251557824302235
hitl/h019_row_subset_hardworld_jepa/submission_h019_gain_all_r240_a0.55_c530b14c.csv,/Users/kbsoo/Downloads/cl2/hitl/h019_row_subset_hardworld_jepa/submission_h019_gain_all_r240_a0.55_c530b14c.csv,h019,1680,240,-6.10804430537549,-0.003635740657961601,17.086083110051902,0.014238402591709918,0.4386904761904762,0.006093782345706119,0.06558874566176465,0.022285714285714287,0.573281971647826,0.5657401482694552,0.5872276549857679,0.1166666666666666,0.582125863783937,3.830756529718655,-17.07786445413532,,False,False,2.411384396803967
hitl/h015_public_equation_self_feedback/submission_h015_stable_S_k200_a0.35_d7995f3c.csv,/Users/kbsoo/Downloads/cl2/hitl/h015_public_equation_self_feedback/submission_h015_stable_S_k200_a0.35_d7995f3c.csv,h015,200,131,6.877493845739987,0.03438746922869993,6.877493845739987,0.03438746922869993,0.715,0.0013137197752637925,0.028776433055539452,0.017714285714285714,0.5729218884361711,0.5627894684367145,0.586725615442158,0.1333333333333333,0.5826866376013297,4.020279180724033,-6.869010430235682,,False,False,2.4006076791521105
hitl/h015_public_equation_self_feedback/submission_h015_top_all_k200_a0.45_39a6bd73.csv,/Users/kbsoo/Downloads/cl2/hitl/h015_public_equation_self_feedback/submission_h015_top_all_k200_a0.45_39a6bd73.csv,h015,200,123,7.209759153669268,0.03604879576834634,7.209759153669268,0.03604879576834634,0.74,0.0015493826191723447,0.03586966063182284,0.026857142857142857,0.5717857688885748,0.5624202263431944,0.5820313070687874,0.1333333333333333,0.5801552310204314,4.358811079711733,-7.2003701029384155,,False,False,2.349227445118167
hitl/h016_public_subset_weight_jepa/submission_h016_gain_Q_k400_a1_3a87320d.csv,/Users/kbsoo/Downloads/cl2/hitl/h016_public_subset_weight_jepa/submission_h016_gain_Q_k400_a1_3a87320d.csv,h016,400,227,-0.21147981138839178,-0.0005286995284709794,-0.21147981138839267,-0.0005286995284709817,0.495,0.0025203560991429695,0.051590890532074996,0.001142857142857143,0.5737003058946819,0.5617710943215485,0.5909756620767155,0.1166666666666666,0.5851379071034493,3.524292841310969,0.21855696849958603,,False,False,2.3403483458400163
hitl/h017_joint_label_weight_jepa/submission_h017_oracle_gain_all_k1650_a0.55_b75584a6.csv,/Users/kbsoo/Downloads/cl2/hitl/h017_joint_label_weight_jepa/submission_h017_oracle_gain_all_k1650_a0.55_b75584a6.csv,h017,1650,250,-6.139341002959824,-0.00372081272906656,16.23143623650245,0.013526196863752041,0.4412121212121212,0.006154701056244183,0.06098234466840957,0.023428571428571427,0.5731775141354467,0.5658866215021311,0.586706552400819,0.1166666666666666,0.5818051447527004,3.880442293465502,-16.223089637629805,,False,False,2.315574556946056
hitl/h019_row_subset_hardworld_jepa/submission_h019_lift_all_r210_a0.55_1ba7e5ba.csv,/Users/kbsoo/Downloads/cl2/hitl/h019_row_subset_hardworld_jepa/submission_h019_lift_all_r210_a0.55_1ba7e5ba.csv,h019,1470,210,-5.031947834154178,-0.0034230937647307335,10.521991523564171,0.00876832626963681,0.4448979591836735,0.005351869605814818,0.06558874566176465,0.023428571428571427,0.5728507616225831,0.5653760599091812,0.5860726513272533,0.1166666666666666,0.5814153824814025,3.8237538928403874,-10.513758301492777,,False,False,2.29540724333173
hitl/h019_row_subset_hardworld_jepa/submission_h019_inclusion_all_r210_a0.55_1ba7e5ba.csv,/Users/kbsoo/Downloads/cl2/hitl/h019_row_subset_hardworld_jepa/submission_h019_inclusion_all_r210_a0.55_1ba7e5ba.csv,h019,1470,210,-5.031947834154178,-0.0034230937647307335,10.521991523564171,0.00876832626963681,0.4448979591836735,0.005351869605814818,0.06558874566176465,0.023428571428571427,0.5728507616225831,0.5653760599091812,0.5860726513272533,0.1166666666666666,0.5814153824814025,3.8237538928403874,-10.513758301492777,,False,False,2.29540724333173
hitl/h019_row_subset_hardworld_jepa/submission_h019_row_score_all_r210_a0.55_43c2ea1d.csv,/Users/kbsoo/Downloads/cl2/hitl/h019_row_subset_hardworld_jepa/submission_h019_row_score_all_r210_a0.55_43c2ea1d.csv,h019,1470,210,-4.409767786455838,-0.0029998420316026107,11.069937545659176,0.00922494795471598,0.44761904761904764,0.005420685448171499,0.06558874566176465,0.024,0.5728538799009288,0.5654657521228778,0.5861663637369403,0.1166666666666666,0.5814269930150493,3.8439972834244753,-11.061649551092327,,False,False,2.2663824401176287
hitl/h015_public_equation_self_feedback/submission_h015_stable_all_k100_a0.6_39a3bf82.csv,/Users/kbsoo/Downloads/cl2/hitl/h015_public_equation_self_feedback/submission_h015_stable_all_k100_a0.6_39a3bf82.csv,h015,100,69,5.194899744904691,0.051948997449046914,5.194899744904691,0.051948997449046914,0.86,0.0009066731472102357,0.045654676145048256,0.022857142857142857,0.5714802260627649,0.5619478491653079,0.5824795454583285,0.1333333333333333,0.5802303991631218,4.525941136570459,-5.185276434060121,,False,False,2.2468818318674124
hitl/h021_human_state_vector_prior_jepa/submission_h021_hs_regularize_all_a0.9_m0.18_e00b16b9.csv,/Users/kbsoo/Downloads/cl2/hitl/h021_human_state_vector_prior_jepa/submission_h021_hs_regularize_all_a0.9_m0.18_e00b16b9.csv,h021,1750,250,-6.323718339325497,-0.003613553336757427,18.721258459541225,0.015601048716284354,0.44742857142857145,0.01730721911198911,0.07980412025660288,0.008,0.5754638553685749,0.5721387205468428,0.593909261445415,0.0833333333333333,0.5840693101915599,2.852187167099008,-18.71535408520703,,False,False,2.2241997524170802
hitl/h017_joint_label_weight_jepa/submission_h017_consensus_all_k1650_a0.55_b2b89477.csv,/Users/kbsoo/Downloads/cl2/hitl/h017_joint_label_weight_jepa/submission_h017_consensus_all_k1650_a0.55_b2b89477.csv,h017,1650,250,-6.86390106649495,-0.00415994004029997,15.506821882864429,0.012922351569053692,0.43757575757575756,0.0061538045029573656,0.06098234466840957,0.017714285714285714,0.5735187673041104,0.565333601889479,0.588560921028493,0.1166666666666666,0.5830008529856487,3.914354236809688,-15.498550317247952,,False,False,2.1095788126406467
hitl/h018_hard_label_world_jepa/submission_h018_combined_all_k1750_a0.75_25ad9990.csv,/Users/kbsoo/Downloads/cl2/hitl/h018_hard_label_world_jepa/submission_h018_combined_all_k1750_a0.75_25ad9990.csv,h018,1750,250,-6.333752131951572,-0.0036192869325437555,18.836818112145963,0.015697348426788302,0.436,0.008451065450608466,0.08739248873299255,0.025714285714285714,0.5733601282254066,0.5671563063453762,0.5868344187895405,0.1166666666666666,0.581590935831571,3.8884807163053408,-18.828398293570494,,False,False,2.09607515460775
hitl/h018_hard_label_world_jepa/submission_h018_confidence_all_k1750_a0.75_25ad9990.csv,/Users/kbsoo/Downloads/cl2/hitl/h018_hard_label_world_jepa/submission_h018_confidence_all_k1750_a0.75_25ad9990.csv,h018,1750,250,-6.33375213195157,-0.0036192869325437542,18.836818112145963,0.015697348426788302,0.436,0.008451065450608466,0.08739248873299255,0.025714285714285714,0.5733601282254066,0.5671563063453762,0.5868344187895405,0.1166666666666666,0.581590935831571,3.8884807163053408,-18.828398293570494,,False,False,2.09607515460775
hitl/h018_hard_label_world_jepa/submission_h018_shock_all_k1750_a0.75_25ad9990.csv,/Users/kbsoo/Downloads/cl2/hitl/h018_hard_label_world_jepa/submission_h018_shock_all_k1750_a0.75_25ad9990.csv,h018,1750,250,-6.333752131951571,-0.003619286932543755,18.836818112145963,0.015697348426788302,0.436,0.008451065450608466,0.08739248873299255,0.025714285714285714,0.5733601282254066,0.5671563063453762,0.5868344187895405,0.1166666666666666,0.581590935831571,3.8884807163053408,-18.828398293570494,,False,False,2.09607515460775
hitl/h018_hard_label_world_jepa/submission_h018_gain_all_k1750_a0.75_25ad9990.csv,/Users/kbsoo/Downloads/cl2/hitl/h018_hard_label_world_jepa/submission_h018_gain_all_k1750_a0.75_25ad9990.csv,h018,1750,250,-6.333752131951572,-0.0036192869325437555,18.836818112145963,0.015697348426788302,0.436,0.008451065450608466,0.08739248873299255,0.025714285714285714,0.5733601282254066,0.5671563063453762,0.5868344187895405,0.1166666666666666,0.581590935831571,3.8884807163053408,-18.828398293570494,,False,False,2.09607515460775
hitl/h018_hard_label_world_jepa/submission_h018_h017_gain_all_k1750_a0.75_25ad9990.csv,/Users/kbsoo/Downloads/cl2/hitl/h018_hard_label_world_jepa/submission_h018_h017_gain_all_k1750_a0.75_25ad9990.csv,h018,1750,250,-6.333752131951569,-0.003619286932543754,18.836818112145963,0.015697348426788302,0.436,0.008451065450608466,0.08739248873299255,0.025714285714285714,0.5733601282254066,0.5671563063453762,0.5868344187895405,0.1166666666666666,0.581590935831571,3.8884807163053408,-18.828398293570494,,False,False,2.09607515460775
hitl/h015_public_equation_self_feedback/submission_h015_top_all_k1600_a0.25_8565e1a2.csv,/Users/kbsoo/Downloads/cl2/hitl/h015_public_equation_self_feedback/submission_h015_top_all_k1600_a0.25_8565e1a2.csv,h015,1600,250,-4.886107843135597,-0.003053817401959748,15.674759238650452,0.013062299365542044,0.44875,0.004502859425385168,0.021200429022458667,0.011428571428571429,0.5734454731101577,0.5642966393291903,0.5873025820470732,0.1166666666666666,0.5829452094638029,4.186161149674795,-15.666101202065388,,False,False,2.070145407814428
hitl/h019_row_subset_hardworld_jepa/submission_h019_row_score_all_r240_a0.75_6572bb60.csv,/Users/kbsoo/Downloads/cl2/hitl/h019_row_subset_hardworld_jepa/submission_h019_row_score_all_r240_a0.75_6572bb60.csv,h019,1680,240,-5.983619588314791,-0.003561678326377852,17.237167703035723,0.014364306419196437,0.4386904761904762,0.008222712591751634,0.08739248873299255,0.025714285714285714,0.5733168844586283,0.56704187051063,0.5866952534599847,0.1166666666666666,0.5815342824633705,3.87489706419468,-17.228775051764476,,False,False,2.0470941244947496
hitl/h018_hard_label_world_jepa/submission_h018_confidence_all_k1600_a0.75_5af10515.csv,/Users/kbsoo/Downloads/cl2/hitl/h018_hard_label_world_jepa/submission_h018_confidence_all_k1600_a0.75_5af10515.csv,h018,1600,250,-3.2145601302813596,-0.0020091000814258498,16.55386196198606,0.013794884968321715,0.45375,0.007667463134663765,0.08739248873299255,0.025714285714285714,0.5732140061954114,0.5668690432763974,0.5863899519083831,0.1166666666666666,0.5813969428223627,3.908910302160818,-16.545401284238878,,False,False,2.020113021913837
hitl/h019_row_subset_hardworld_jepa/submission_h019_inclusion_all_r240_a0.75_ade0168a.csv,/Users/kbsoo/Downloads/cl2/hitl/h019_row_subset_hardworld_jepa/submission_h019_inclusion_all_r240_a0.75_ade0168a.csv,h019,1680,240,-5.51584758818635,-0.0032832426120156847,17.385261896024485,0.01448771824668707,0.44047619047619047,0.008140416116645413,0.08739248873299255,0.025714285714285714,0.5733084394392174,0.5670225586535987,0.5866580737295969,0.1166666666666666,0.5815271604025771,3.89654481931544,-17.376825949242996,,False,False,2.019957767170986
hitl/h019_row_subset_hardworld_jepa/submission_h019_lift_all_r240_a0.75_ade0168a.csv,/Users/kbsoo/Downloads/cl2/hitl/h019_row_subset_hardworld_jepa/submission_h019_lift_all_r240_a0.75_ade0168a.csv,h019,1680,240,-5.515847588186351,-0.003283242612015685,17.385261896024485,0.01448771824668707,0.44047619047619047,0.008140416116645413,0.08739248873299255,0.025714285714285714,0.5733084394392174,0.5670225586535987,0.5866580737295969,0.1166666666666666,0.5815271604025771,3.89654481931544,-17.376825949242996,,False,False,2.019957767170986
hitl/h019_row_subset_hardworld_jepa/submission_h019_gain_all_r240_a0.75_6bdb5adb.csv,/Users/kbsoo/Downloads/cl2/hitl/h019_row_subset_hardworld_jepa/submission_h019_gain_all_r240_a0.75_6bdb5adb.csv,h019,1680,240,-6.074907158192607,-0.0036160161655908376,17.10470960925143,0.014253924674376191,0.43452380952380953,0.00828374300166742,0.08739248873299255,0.024,0.5734169074715951,0.5668698511487907,0.5872209590056547,0.1166666666666666,0.581879534566025,3.877826698649784,-17.09635395585413,,False,False,2.009096533141369
hitl/h017_joint_label_weight_jepa/submission_h017_conflict_all_k1650_a0.75_5b7bc4b9.csv,/Users/kbsoo/Downloads/cl2/hitl/h017_joint_label_weight_jepa/submission_h017_conflict_all_k1650_a0.75_5b7bc4b9.csv,h017,1650,250,-7.482579563460991,-0.004534896705127874,15.062637884612826,0.012552198237177355,0.4303030303030303,0.007819694989985195,0.08142080446424038,0.02057142857142857,0.5733381417553642,0.5671335785194043,0.5871660601418285,0.1166666666666666,0.5817063402341908,3.926656888508861,-15.054270285121524,,False,False,1.9993295319850055
hitl/h017_joint_label_weight_jepa/submission_h017_oracle_gain_all_k1650_a0.75_80c82e5a.csv,/Users/kbsoo/Downloads/cl2/hitl/h017_joint_label_weight_jepa/submission_h017_oracle_gain_all_k1650_a0.75_80c82e5a.csv,h017,1650,250,-6.055670856927643,-0.003670103549653117,16.282432820990618,0.013568694017492182,0.43757575757575756,0.00837193453075155,0.08142080446424038,0.024,0.5733130854603348,0.5670556629596009,0.586702298095596,0.1166666666666666,0.5815514998503725,3.941691692683942,-16.27394943760525,,False,False,1.938988373808879
hitl/h019_row_subset_hardworld_jepa/submission_h019_lift_all_r210_a0.75_de745234.csv,/Users/kbsoo/Downloads/cl2/hitl/h019_row_subset_hardworld_jepa/submission_h019_lift_all_r210_a0.75_de745234.csv,h019,1470,210,-4.955296567970649,-0.0033709500462385366,10.577982177413078,0.008814985147844233,0.44081632653061226,0.00727375912193507,0.08739248873299255,0.025142857142857144,0.5729572793246753,0.5665092834588299,0.5860706688827939,0.1166666666666666,0.5811403732193943,3.868882846661766,-10.569615840291183,,False,False,1.9263674830743398
hitl/h019_row_subset_hardworld_jepa/submission_h019_inclusion_all_r210_a0.75_de745234.csv,/Users/kbsoo/Downloads/cl2/hitl/h019_row_subset_hardworld_jepa/submission_h019_inclusion_all_r210_a0.75_de745234.csv,h019,1470,210,-4.95529656797065,-0.0033709500462385375,10.577982177413078,0.008814985147844233,0.44081632653061226,0.00727375912193507,0.08739248873299255,0.025142857142857144,0.5729572793246753,0.5665092834588299,0.5860706688827939,0.1166666666666666,0.5811403732193943,3.868882846661766,-10.569615840291183,,False,False,1.9263674830743398
hitl/h018_hard_label_world_jepa/submission_h018_gain_all_k1600_a0.75_0f0f9bb6.csv,/Users/kbsoo/Downloads/cl2/hitl/h018_hard_label_world_jepa/submission_h018_gain_all_k1600_a0.75_0f0f9bb6.csv,h018,1600,250,-6.03451782363009,-0.003771573639768806,14.738754050700244,0.012282295042250204,0.435,0.008360718681908344,0.08739248873299255,0.02457142857142857,0.5733985320789581,0.566859326643556,0.5871036438863768,0.1166666666666666,0.5818126888507921,3.846130676704715,-14.730447503632549,,False,False,1.895333985038878
hitl/h017_joint_label_weight_jepa/submission_h017_h016_gain_all_k1650_a0.75_9ae594b0.csv,/Users/kbsoo/Downloads/cl2/hitl/h017_joint_label_weight_jepa/submission_h017_h016_gain_all_k1650_a0.75_9ae594b0.csv,h017,1650,250,-6.024884783750599,-0.0036514453234852114,16.240906668102465,0.013534088890085387,0.43696969696969695,0.008179970172680153,0.08142080446424038,0.024,0.5732964547950781,0.5669941992708333,0.5865916276377379,0.1166666666666666,0.5815275444140066,3.969970544319556,-16.232366727013826,,False,False,1.8914148276748557
hitl/h019_row_subset_hardworld_jepa/submission_h019_row_score_all_r210_a0.75_08ecfca6.csv,/Users/kbsoo/Downloads/cl2/hitl/h019_row_subset_hardworld_jepa/submission_h019_row_score_all_r210_a0.75_08ecfca6.csv,h019,1470,210,-4.355069666680615,-0.0029626324263133433,11.1058178588126,0.009254848215677167,0.44421768707482995,0.007366500127428266,0.08739248873299255,0.025714285714285714,0.5729598648959646,0.5666225744787252,0.5861635311766624,0.1166666666666666,0.5811448412353669,3.8946899860695305,-11.097385621697603,,False,False,1.8845598991172798
hitl/h017_joint_label_weight_jepa/submission_h017_h015_gain_all_k1650_a0.75_cd691d83.csv,/Users/kbsoo/Downloads/cl2/hitl/h017_joint_label_weight_jepa/submission_h017_h015_gain_all_k1650_a0.75_cd691d83.csv,h017,1650,250,-9.148153163628017,-0.005544335250683647,12.907391055503629,0.01075615921291969,0.4290909090909091,0.008042329931368162,0.08142080446424038,0.021142857142857144,0.5733719558794892,0.56662281274474,0.5871289404784082,0.1166666666666666,0.5818896804077097,3.880228061247713,-12.899102027952562,,False,False,1.8838881428047756
