file,resolved_path,source,changed_cells,changed_rows,pred_gain_sum_moved,pred_gain_mean_moved,pred_gain_top1200_sum,pred_gain_top1200_mean,pred_positive_rate_moved,mean_abs_delta_prob,max_abs_delta_prob,ood_abs_delta_rate,h024_pred_public_median,h024_pred_public_p10,h024_pred_public_p90,h024_support_better_than_h012,h024_decoder_score,h024_bad_to_good_load_ratio,h025_score,public_lb,is_known_public,is_known_bad_shortcut,h026_source_score
submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,/Users/kbsoo/Downloads/cl2/submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,known_public,0,0,-6.73811837439669,-0.0038503533567981084,18.463337348283375,0.015386114456902812,0.44342857142857145,1.0880185641326535e-17,1.1102230246251565e-16,0.0,0.56813283363976,0.5669927245610146,0.5693060329040035,0.15,0.5702007881392691,3.659418798465839,-18.456018510686445,0.5681234831,True,False,9.777519625899258
submission_e176_abl_q2_to0p75_91e49725.csv,/Users/kbsoo/Downloads/cl2/analysis_outputs/submission_e176_abl_q2_to0p75_91e49725.csv,known_public,1600,250,-6.500730469188628,-0.004062956543242893,13.939588951063456,0.011616324125886214,0.440625,0.023909250965702285,0.32319926377022895,0.03542857142857143,0.5763455930212069,0.5763081915960223,0.5768193115966248,0.0,0.5771093221401022,1.6709631962413427,-13.93536131038526,0.576311831,True,False,-0.9712393356451665
submission_mixmin_0c916bb4.csv,/Users/kbsoo/Downloads/cl2/analysis_outputs/submission_mixmin_0c916bb4.csv,known_public,1477,250,-7.936546424210578,-0.005373423442254961,8.414446967376097,0.007012039139480081,0.4245091401489506,0.0240065572770569,0.32354794278352794,0.03485714285714286,0.576333718215657,0.5762822039674382,0.5767548815393265,0.0,0.577033820912861,1.5276158486944578,-8.41052030710728,0.5763066405,True,False,-1.0417295955314874
submission_e72_topabs50_q2s3_gate_4e48cba2.csv,/Users/kbsoo/Downloads/cl2/analysis_outputs/submission_e72_topabs50_q2s3_gate_4e48cba2.csv,known_public,1538,250,-8.831844902572787,-0.005742421913246285,10.030289075584083,0.008358574229653403,0.4141742522756827,0.0244438913699796,0.32041954756949376,0.03542857142857143,0.5764274542002575,0.5763559704712125,0.5768806689097589,0.0,0.5771768050436965,1.6163039712792024,-10.02617075335581,0.5764077772,True,False,-1.2057803423954438
submission_e101_q2s3tail_177569bc.csv,/Users/kbsoo/Downloads/cl2/analysis_outputs/submission_e101_q2s3tail_177569bc.csv,known_public,1389,250,-7.07987657125557,-0.005097103363034967,5.249368794130529,0.004374473995108774,0.42548596112311016,0.023862295398392172,0.32354794278352794,0.03542857142857143,0.5763031692409084,0.576272859653061,0.5766432965625428,0.0,0.5770080555043092,1.643523843091803,-5.245196032158631,0.576300366,True,False,-1.5160113732096236
submission_e95_hardtail_541e3973.csv,/Users/kbsoo/Downloads/cl2/analysis_outputs/submission_e95_hardtail_541e3973.csv,known_public,1375,250,-7.087871474340917,-0.005154815617702485,4.6166272180664585,0.0038471893483887154,0.42472727272727273,0.02382186768660152,0.32354794278352794,0.03542857142857143,0.5762966157671408,0.5762717451203041,0.5766212249637859,0.0,0.5770005752771914,1.6618330423771113,-4.61241783769599,0.5762913298,True,False,-1.595385048296168
submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,/Users/kbsoo/Downloads/cl2/jepa/submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,known_public,1749,250,-6.699130460667224,-0.0038302632708217405,18.493223064062228,0.015411019220051857,0.44368210405946257,0.029587973085596835,0.33836088060483854,0.036571428571428574,0.5776861956942957,0.5775335899165893,0.5779236712783968,0.0,0.5784306511407876,1.7369341995981884,-18.488834909948746,0.5775263072,True,True,-3.3919881127732383
submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,/Users/kbsoo/Downloads/cl2/analysis_outputs/submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,known_public,1749,250,-6.702159642231232,-0.0038319952214015047,18.51088685299495,0.01542573904416246,0.44311034877072614,0.0312814799944052,0.3312820453961878,0.036571428571428574,0.5779928652758074,0.5779100139866129,0.578220740081187,0.0,0.5788297960723549,2.080504752704302,-18.505811557775257,0.5779449757,True,True,-4.368696632044232
submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,/Users/kbsoo/Downloads/cl2/analysis_outputs/submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,known_public,1370,250,-6.2219709352040455,-0.004541584624236529,5.210791128667264,0.004342325940556053,0.4335766423357664,0.02628861600463303,0.32773820110811097,0.036,0.577267972188551,0.5769086529776766,0.5774211388610394,0.0,0.5781827733879908,2.101231829322558,-5.205688665008619,0.5772865088,True,True,-4.679053328958908
submission_jepa_latent_q2_w0p45.csv,/Users/kbsoo/Downloads/cl2/jepa/submission_jepa_latent_q2_w0p45.csv,known_public,1750,250,-3.707528323486687,-0.002118587613420964,21.471037353950507,0.01789253112829209,0.45257142857142857,0.036834694302685975,0.33847869328291347,0.04,0.5795607972157588,0.5788980993182996,0.579798328474186,0.0,0.5806160937610538,2.1149038306707193,-21.465807546289163,0.5798012862,True,True,-5.856040126022893
