file,resolved_path,source_file,source_rank,top_k,alpha,veto_lambda,cell_score_sum,pred_gain_sum,public_bad_energy_mean,public_good_energy_mean,q2_share,mean_abs_delta_prob,max_abs_delta_prob,changed_cells,changed_rows,pred_public_median,pred_public_p10,pred_public_p90,pred_public_min,pred_public_max,support_better_than_h012,support_better_than_0567,n_predictions,resolved_path_h024,source,mean_abs_prob_move_h012,max_abs_prob_move_h012,changed_cells_h012_1e4,changed_rows_h012_1e4,bad_axis_abs_load,good_axis_abs_load,bad_to_good_load_ratio,state_h015_cell_score_w_h012,state_h023_combined_score_w_h012,state_h015_direction_agree,state_h023_direction_agree,risk_width,decoder_score,h026_variant_score
hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k240_a0p35_v0p35_h015_direct_all_a0.1_35c68bc9.csv,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k240_a0p35_v0p35_h015_direct_all_a0.1_35c68bc9.csv,hitl/h015_public_equation_self_feedback/submission_h015_direct_all_a0.1_35c68bc9.csv,3,240,0.35,0.35,334.233287403223,9.529811896727303,1.7876377033297244e-06,4.310614268354761e-06,0.37083333333333335,7.508642066832131e-05,0.002381392688333983,240,165,0.5743882926176592,0.5610709989166093,0.5975256588024388,0.5251625691699681,0.6026937192111337,0.16666666666666666,0.11666666666666667,60,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k240_a0p35_v0p35_h015_direct_all_a0.1_35c68bc9.csv,h026_public_private_calibration_veto_jepa,7.50864206683168e-05,0.002381392688333983,210,156,14.364386483891478,3.9285132490328,3.6564434353814503,0.3684066231870039,0.5597858365876317,0.999999999999988,0.8446432622653314,0.03645465988582952,0.588402178780083,3.0436873541911185
hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k240_a0p55_v0p35_h015_direct_all_a0.1_35c68bc9.csv,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k240_a0p55_v0p35_h015_direct_all_a0.1_35c68bc9.csv,hitl/h015_public_equation_self_feedback/submission_h015_direct_all_a0.1_35c68bc9.csv,3,240,0.55,0.35,334.233287403223,9.529811896727303,1.7876377033297244e-06,4.310614268354761e-06,0.37083333333333335,0.00011783860948250298,0.0037359968958780576,240,165,0.5743986486818404,0.561094167618527,0.5975352113754331,0.52522054132437,0.6026934588706704,0.16666666666666666,0.11666666666666667,60,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k240_a0p55_v0p35_h015_direct_all_a0.1_35c68bc9.csv,h026_public_private_calibration_veto_jepa,0.00011783860948249902,0.0037359968958780576,220,161,14.367046942806342,3.9310654976355437,3.6547462635239945,0.3684066231870015,0.5597858365876334,0.9999999999999925,0.8446432622652756,0.036441043756906044,0.5884071751889909,3.0154357690078584
hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k240_a0p75_v0p35_h015_direct_all_a0.1_35c68bc9.csv,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k240_a0p75_v0p35_h015_direct_all_a0.1_35c68bc9.csv,hitl/h015_public_equation_self_feedback/submission_h015_direct_all_a0.1_35c68bc9.csv,3,240,0.75,0.35,334.233287403223,9.529811896727303,1.7876377033297244e-06,4.310614268354761e-06,0.37083333333333335,0.00016047988410802588,0.005086084699192139,240,165,0.5744051169743606,0.5611133320763848,0.5975436297582921,0.5252757457899155,0.6026931988198667,0.15,0.11666666666666667,60,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k240_a0p75_v0p35_h015_direct_all_a0.1_35c68bc9.csv,h026_public_private_calibration_veto_jepa,0.00016047988410802187,0.005086084699192195,225,161,14.369707401721206,3.9336177462382884,3.653051294018052,0.3684066231870036,0.5597858365876324,0.9999999999999943,0.8446432622652376,0.03643029768190731,0.5884117891159345,2.526167102153604
hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k240_a1p0_v0p35_h015_direct_all_a0.1_35c68bc9.csv,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k240_a1p0_v0p35_h015_direct_all_a0.1_35c68bc9.csv,hitl/h015_public_equation_self_feedback/submission_h015_direct_all_a0.1_35c68bc9.csv,3,240,1.0,0.35,334.233287403223,9.529811896727303,1.7876377033297244e-06,4.310614268354761e-06,0.37083333333333335,0.0002136270956080952,0.006767327469852535,240,165,0.574412196949649,0.5611359447535484,0.5975548184731099,0.5253564862771744,0.6026928741629638,0.15,0.11666666666666667,60,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k240_a1p0_v0p35_h015_direct_all_a0.1_35c68bc9.csv,h026_public_private_calibration_veto_jepa,0.00021362709560809057,0.006767327469852591,229,161,14.37303297536479,3.9368080569917248,3.6509356726669764,0.3684066231870063,0.5597858365876333,0.9999999999999957,0.8446432622652974,0.03641887371956143,0.5884141302369289,2.507343941857798
hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k240_a0p35_v0p75_h015_direct_all_a0.1_35c68bc9.csv,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k240_a0p35_v0p75_h015_direct_all_a0.1_35c68bc9.csv,hitl/h015_public_equation_self_feedback/submission_h015_direct_all_a0.1_35c68bc9.csv,3,240,0.35,0.75,393.6552803043235,9.38487916106569,8.920642099392857e-07,4.313090640587496e-06,0.36666666666666664,7.532616569255568e-05,0.0019781153819984354,240,166,0.5745224492320409,0.5609976744428297,0.5984015696511561,0.5251474035446079,0.6037526288612434,0.16666666666666666,0.11666666666666667,60,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k240_a0p35_v0p75_h015_direct_all_a0.1_35c68bc9.csv,h026_public_private_calibration_veto_jepa,7.532616569255124e-05,0.0019781153819984354,209,157,14.364403868422778,3.9286457409518443,3.656324548439993,0.370386854433212,0.5650132082352441,0.999999999999988,0.847996761845571,0.03740389520832643,0.5888685261469091,2.412051061169299
hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k240_a0p55_v0p75_h015_direct_all_a0.1_35c68bc9.csv,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k240_a0p55_v0p75_h015_direct_all_a0.1_35c68bc9.csv,hitl/h015_public_equation_self_feedback/submission_h015_direct_all_a0.1_35c68bc9.csv,3,240,0.55,0.75,393.6552803043235,9.38487916106569,8.920642099392857e-07,4.313090640587496e-06,0.36666666666666664,0.00011821078957016814,0.0030616983844862222,240,166,0.5745330491456254,0.5610206085001237,0.5984017431008984,0.5252048681631477,0.6037523222048575,0.16666666666666666,0.11666666666666667,60,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k240_a0p55_v0p75_h015_direct_all_a0.1_35c68bc9.csv,h026_public_private_calibration_veto_jepa,0.00011821078957016425,0.0030616983844862222,220,163,14.367074261355528,3.9312736992226145,3.6545596559562794,0.3703868544332099,0.5650132082352458,0.9999999999999923,0.8479967618455151,0.037381134600774746,0.5888705421354813,2.3851832425489263
hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k400_a0p35_v0p35_h015_direct_all_a0.1_35c68bc9.csv,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k400_a0p35_v0p35_h015_direct_all_a0.1_35c68bc9.csv,hitl/h015_public_equation_self_feedback/submission_h015_direct_all_a0.1_35c68bc9.csv,3,400,0.35,0.35,408.32270706937413,10.887259298735716,2.6902173338860106e-06,5.695383606853653e-06,0.2875,0.0001317031795709389,0.002381392688333983,399,215,0.5746129922377258,0.5612480238314184,0.5990152239806795,0.5251168247759278,0.604669269825336,0.15,0.11666666666666667,60,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k400_a0p35_v0p35_h015_direct_all_a0.1_35c68bc9.csv,h026_public_private_calibration_veto_jepa,0.00013170317957093535,0.002381392688333983,354,210,14.372583062746736,3.928890432632038,3.658178639881309,0.3423686795746801,0.5662743516999651,0.9999999999999932,0.860891571355352,0.03776720014926116,0.5890893748139256,2.302790917632535
hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k400_a0p55_v0p35_h015_direct_all_a0.1_35c68bc9.csv,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k400_a0p55_v0p35_h015_direct_all_a0.1_35c68bc9.csv,hitl/h015_public_equation_self_feedback/submission_h015_direct_all_a0.1_35c68bc9.csv,3,400,0.55,0.35,408.32270706937413,10.887259298735716,2.6902173338860106e-06,5.695383606853653e-06,0.2875,0.0002067144471434747,0.0037359968958780576,399,215,0.5746272054678194,0.5612815427901732,0.5990256215213238,0.5251855880586488,0.60466862172037,0.15,0.11666666666666667,60,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k400_a0p55_v0p35_h015_direct_all_a0.1_35c68bc9.csv,h026_public_private_calibration_veto_jepa,0.0002067144471434721,0.0037359968958780576,372,212,14.379927281007463,3.9316582147200645,3.65747134975054,0.34236867957467965,0.5662743516999666,0.9999999999999954,0.8608915713553157,0.0377440787311506,0.5890952479961348,2.2650464905362253
hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k400_a0p75_v0p35_h015_direct_all_a0.1_35c68bc9.csv,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k400_a0p75_v0p35_h015_direct_all_a0.1_35c68bc9.csv,hitl/h015_public_equation_self_feedback/submission_h015_direct_all_a0.1_35c68bc9.csv,3,400,0.75,0.35,408.32270706937413,10.887259298735716,2.6902173338860106e-06,5.695383606853653e-06,0.2875,0.0002815474537840447,0.005086084699192139,400,215,0.574636268349954,0.5613078970934647,0.599034444357655,0.5252555636977825,0.604667975041803,0.15,0.11666666666666667,60,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k400_a0p75_v0p35_h015_direct_all_a0.1_35c68bc9.csv,h026_public_private_calibration_veto_jepa,0.00028154745378404186,0.005086084699192195,379,213,14.387271499268188,3.934425996808089,3.656765054745849,0.3423686795746777,0.5662743516999659,0.9999999999999968,0.8608915713552923,0.037726547264190224,0.5890979276615815,2.2416267394168985
hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k400_a1p0_v0p35_h015_direct_all_a0.1_35c68bc9.csv,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k400_a1p0_v0p35_h015_direct_all_a0.1_35c68bc9.csv,hitl/h015_public_equation_self_feedback/submission_h015_direct_all_a0.1_35c68bc9.csv,3,400,1.0,0.35,408.32270706937413,10.887259298735716,2.6902173338860106e-06,5.695383606853653e-06,0.2875,0.00037484027752798023,0.006767327469852535,400,215,0.5746462778833863,0.5613375326724259,0.5990467398997363,0.525359092525573,0.6046671686923046,0.15,0.11666666666666667,60,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k400_a1p0_v0p35_h015_direct_all_a0.1_35c68bc9.csv,h026_public_private_calibration_veto_jepa,0.00037484027752797676,0.006767327469852591,385,213,14.396451772094103,3.9378857244181247,3.6558835821893965,0.34236867957468137,0.566274351699967,0.9999999999999976,0.8608915713553305,0.037709207227310415,0.5891015596667112,2.215291027560296
