file,resolved_path,source_file,source_rank,top_k,alpha,veto_lambda,cell_score_sum,pred_gain_sum,public_bad_energy_mean,public_good_energy_mean,q2_share,mean_abs_delta_prob,max_abs_delta_prob,changed_cells,changed_rows
hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k120_a0p35_v0p35_h015_direct_all_a0.1_35c68bc9.csv,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k120_a0p35_v0p35_h015_direct_all_a0.1_35c68bc9.csv,hitl/h015_public_equation_self_feedback/submission_h015_direct_all_a0.1_35c68bc9.csv,3,120,0.35,0.35,222.44256180189436,7.020024660230215,1.3163133477211755e-06,7.668576471252725e-06,0.39166666666666666,3.8090740665275974e-05,0.0019781153819984354,120,100
hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k120_a0p55_v0p35_h015_direct_all_a0.1_35c68bc9.csv,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k120_a0p55_v0p35_h015_direct_all_a0.1_35c68bc9.csv,hitl/h015_public_equation_self_feedback/submission_h015_direct_all_a0.1_35c68bc9.csv,3,120,0.55,0.35,222.44256180189436,7.020024660230215,1.3163133477211755e-06,7.668576471252725e-06,0.39166666666666666,5.973744246735824e-05,0.0030616983844862222,120,100
hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k120_a0p75_v0p35_h015_direct_all_a0.1_35c68bc9.csv,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k120_a0p75_v0p35_h015_direct_all_a0.1_35c68bc9.csv,hitl/h015_public_equation_self_feedback/submission_h015_direct_all_a0.1_35c68bc9.csv,3,120,0.75,0.35,222.44256180189436,7.020024660230215,1.3163133477211755e-06,7.668576471252725e-06,0.39166666666666666,8.129861256962e-05,0.004112455061221487,120,100
hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k120_a1p0_v0p35_h015_direct_all_a0.1_35c68bc9.csv,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k120_a1p0_v0p35_h015_direct_all_a0.1_35c68bc9.csv,hitl/h015_public_equation_self_feedback/submission_h015_direct_all_a0.1_35c68bc9.csv,3,120,1.0,0.35,222.44256180189436,7.020024660230215,1.3163133477211755e-06,7.668576471252725e-06,0.39166666666666666,0.0001081313861382033,0.005381144238719715,120,100
hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k240_a0p35_v0p35_h015_direct_all_a0.1_35c68bc9.csv,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k240_a0p35_v0p35_h015_direct_all_a0.1_35c68bc9.csv,hitl/h015_public_equation_self_feedback/submission_h015_direct_all_a0.1_35c68bc9.csv,3,240,0.35,0.35,334.233287403223,9.529811896727303,1.7876377033297244e-06,4.310614268354761e-06,0.37083333333333335,7.508642066832131e-05,0.002381392688333983,240,165
hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k240_a0p55_v0p35_h015_direct_all_a0.1_35c68bc9.csv,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k240_a0p55_v0p35_h015_direct_all_a0.1_35c68bc9.csv,hitl/h015_public_equation_self_feedback/submission_h015_direct_all_a0.1_35c68bc9.csv,3,240,0.55,0.35,334.233287403223,9.529811896727303,1.7876377033297244e-06,4.310614268354761e-06,0.37083333333333335,0.00011783860948250298,0.0037359968958780576,240,165
hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k240_a0p75_v0p35_h015_direct_all_a0.1_35c68bc9.csv,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k240_a0p75_v0p35_h015_direct_all_a0.1_35c68bc9.csv,hitl/h015_public_equation_self_feedback/submission_h015_direct_all_a0.1_35c68bc9.csv,3,240,0.75,0.35,334.233287403223,9.529811896727303,1.7876377033297244e-06,4.310614268354761e-06,0.37083333333333335,0.00016047988410802588,0.005086084699192139,240,165
hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k240_a1p0_v0p35_h015_direct_all_a0.1_35c68bc9.csv,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k240_a1p0_v0p35_h015_direct_all_a0.1_35c68bc9.csv,hitl/h015_public_equation_self_feedback/submission_h015_direct_all_a0.1_35c68bc9.csv,3,240,1.0,0.35,334.233287403223,9.529811896727303,1.7876377033297244e-06,4.310614268354761e-06,0.37083333333333335,0.0002136270956080952,0.006767327469852535,240,165
hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k400_a0p35_v0p35_h015_direct_all_a0.1_35c68bc9.csv,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k400_a0p35_v0p35_h015_direct_all_a0.1_35c68bc9.csv,hitl/h015_public_equation_self_feedback/submission_h015_direct_all_a0.1_35c68bc9.csv,3,400,0.35,0.35,408.32270706937413,10.887259298735716,2.6902173338860106e-06,5.695383606853653e-06,0.2875,0.0001317031795709389,0.002381392688333983,399,215
hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k400_a0p55_v0p35_h015_direct_all_a0.1_35c68bc9.csv,/Users/kbsoo/Downloads/cl2/hitl/h026_public_private_calibration_veto_jepa/submission_h026_veto_03_k400_a0p55_v0p35_h015_direct_all_a0.1_35c68bc9.csv,hitl/h015_public_equation_self_feedback/submission_h015_direct_all_a0.1_35c68bc9.csv,3,400,0.55,0.35,408.32270706937413,10.887259298735716,2.6902173338860106e-06,5.695383606853653e-06,0.2875,0.0002067144471434747,0.0037359968958780576,399,215
