cells,rows,mean_public_inclusion,mean_label_confidence,mean_private_safety,mean_toxicity,mean_gap,sum_predicted_public_delta,mean_energy_delta,mean_subject_delta,bad_tangent_cosine,q_rate,variant
18.0,15.0,0.745193236714976,0.8550419918246006,0.5724696694698602,0.41962641044906496,0.17272356724511576,-5.790684426884864,-0.011879505570350899,0.00083115439294646,-0.00018376528330207214,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7475893719806764,0.8585105908584169,0.5652187532694452,0.43803727552558497,0.18237061871123122,-5.743012844295056,-0.01033778857349113,0.001157654649214919,-0.0038743428148708407,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7509057971014493,0.8603463396506874,0.5854249628372337,0.4216121130271854,0.16548083426421564,-6.2038395216704725,-0.013015303164728669,0.0012288769354651212,0.036646226076895924,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7509057971014493,0.8603463396506874,0.5854249628372337,0.4216121130271854,0.16548083426421564,-6.003847430946754,-0.013015303164728669,0.0012288769354651212,0.038043386241325645,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7419806763285025,0.8503463396506875,0.5866125288904639,0.4245541579777198,0.15536814743803853,-6.116856445841845,-0.008349432368708921,0.0015668284879566574,0.02886304082979839,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.742789855072464,0.8496410256410256,0.586765280673904,0.42069993363173963,0.15602457439855982,-5.803275416829737,-0.011392026288610052,0.0015650953514971355,-0.013649375506524102,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7419806763285025,0.8503463396506875,0.5866125288904639,0.4245541579777197,0.15536814743803856,-6.483484429601955,-0.008349432368708921,0.0015668284879566574,0.02775895444024416,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7476425120772947,0.8516989966555184,0.5794323555577021,0.42789855607481747,0.16821015651959256,-5.942826311845159,-0.012267054158872165,0.0013350225120140925,0.00265410001141301,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7509879227053141,0.8556217019695281,0.583209838050185,0.4157537648241065,0.16777808465512908,-5.322529825819778,-0.009631801981924152,0.0013189792329763228,0.009923730152762357,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7575869565217392,0.8705009290226682,0.5796966017108167,0.43298283934417164,0.17789035481092255,-4.05309373458463,-0.018269525789797875,0.0010287605428375747,0.021405345013790805,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7362004830917875,0.8451675956893349,0.5738289294279109,0.42270994784486604,0.16237155366387646,-6.240478223573791,-0.007207397019902439,0.0011704587302248837,-0.008921098918234142,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7475748792270532,0.8518246005202528,0.5796040494625228,0.4280400485200843,0.16797082976453037,-5.60837843147916,-0.012260816404443452,0.00133637529680098,0.008785485778212686,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7462657004830918,0.8570323299888517,0.5881350839644619,0.417514019218186,0.15813061651862997,-4.56261594841868,-0.015145371990637896,0.001040211839060652,-0.0017611995904379142,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7419806763285025,0.8503463396506874,0.5866125288904639,0.4245541579777198,0.15536814743803853,-6.374885501259331,-0.008349432368708921,0.0015668284879566574,0.022257753895362775,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7419806763285025,0.8503463396506874,0.5866125288904639,0.4245541579777198,0.15536814743803853,-6.3628859190066125,-0.008349432368708921,0.0015668284879566574,0.026745257778184182,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7486618357487924,0.8605009290226682,0.5808841677640468,0.43592488429470605,0.16777766798474547,-4.375093496799854,-0.013603654993778127,0.0013667120953291109,0.012653222875924823,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7419806763285025,0.8503463396506875,0.5866125288904639,0.4245541579777197,0.15536814743803856,-6.28932778807305,-0.008349432368708921,0.0015668284879566574,0.02297717592132119,0.05555555555555555,subset_label_direction_jackpot
18.0,16.0,0.7522367149758455,0.8620081753994797,0.5858461439129745,0.4284195798067951,0.16639057106287095,-5.413770516299526,-0.013181911749423684,0.0010276525030071572,0.009842180395794022,0.05555555555555555,subset_label_direction_jackpot
18.0,16.0,0.7479275362318841,0.8547617985878856,0.5603498919361006,0.44597006102391795,0.1875776442957835,-5.4329365870230655,-0.008246297216148899,0.0018402341911650305,0.0009063909382706894,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7475748792270532,0.8518246005202528,0.5796040494625229,0.42804004852008426,0.16797082976453037,-5.588017573938149,-0.012260816404443452,0.00133637529680098,0.003321684474595691,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7589637681159421,0.8651675956893348,0.5709938733040569,0.44336737620080313,0.18796989481188514,-5.2735498237055625,-0.015391207958032144,0.0013235712157910152,0.014412499318128678,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7533019323671498,0.863814938684504,0.5781740466368187,0.4400229781037054,0.1751278857303311,-5.6737996418857675,-0.0114735861678689,0.0015553771917335801,0.04072121113261502,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7510555555555557,0.8554960981047938,0.5830381441453644,0.4156122723788397,0.16801741141019133,-5.705422069678296,-0.009638039736352863,0.0013176264481894353,0.008160658534078527,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.740461352657005,0.8460468227424749,0.5938445029694983,0.40214757610995283,0.14661684968750655,-6.043896796086002,-0.012939981039898534,0.001237242310441789,-0.018360420091540913,0.05555555555555555,subset_label_direction_jackpot
18.0,16.0,0.7479275362318841,0.8547617985878856,0.5603498919361006,0.44597006102391795,0.18757764429578352,-5.568085907334607,-0.008246297216148899,0.0018402341911650305,0.01299158396921636,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7314685990338164,0.836172426607209,0.5952037629275492,0.405231113505754,0.1362648361062673,-6.433367941986145,-0.008267872489450073,0.0015765466477202128,-0.023197257938380213,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7525797101449276,0.8623946488294315,0.571162090254087,0.4287509044609528,0.18141761989084054,-5.71849832268641,-0.01185019250993454,0.0011754391975319733,0.0029650628540242225,0.05555555555555555,subset_label_direction_jackpot
18.0,16.0,0.7408478260869567,0.8486651802303976,0.5944563200714403,0.41309225212607625,0.1463915060155162,-6.203365578542039,-0.010051520195834992,0.001040456584017122,-0.012432673987287503,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7372729468599035,0.847157933853586,0.5894943439225125,0.4205975566139872,0.14777860293739076,-4.881925871050657,-0.010473263440189435,0.0013795161763390756,-0.0035059003966445646,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7451932367149758,0.8550419918246005,0.5724696694698601,0.4196264104490649,0.17272356724511576,-5.744612133730419,-0.011879505570350899,0.00083115439294646,-5.78217563177887e-05,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7475893719806763,0.8585105908584169,0.5652187532694453,0.43803727552558497,0.18237061871123122,-5.639184402653302,-0.01033778857349113,0.001157654649214919,0.0007578816699811996,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7372729468599034,0.8471579338535861,0.5894943439225128,0.4205975566139871,0.14777860293739073,-4.849800957649547,-0.010473263440189435,0.0013795161763390756,-0.004533582971982548,0.05555555555555555,subset_label_direction_jackpot
18.0,16.0,0.7454637681159421,0.8514188034188034,0.5677725020413362,0.4277006883926646,0.17769126607460584,-5.8519164704408295,-0.009781776458579956,0.0015150867196834592,-0.0005125557715789309,0.05555555555555555,subset_label_direction_jackpot
18.0,16.0,0.7478599033816425,0.8548874024526198,0.5605215858409213,0.4461115534691847,0.1873383175407213,-5.761028417106549,-0.008240059461720187,0.0018415869759519181,0.012046194596003802,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7451256038647345,0.8551675956893349,0.5726413633746809,0.4197679028943317,0.17248424049005356,-5.709597948194574,-0.011873267815922187,0.0008325071777333474,0.003858813283461663,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.740461352657005,0.8460468227424749,0.5938445029694983,0.4021475761099529,0.14661684968750655,-5.889884955178973,-0.012939981039898534,0.001237242310441789,-0.018820398511118233,0.05555555555555555,subset_label_direction_jackpot
18.0,16.0,0.7455314009661836,0.8512931995540691,0.5676008081365155,0.4275591959473979,0.17793059282966803,-6.0473868259373855,-0.009788014213008669,0.0015137339348965718,0.0057540992571184476,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7386497584541063,0.8418246005202528,0.580791615515753,0.43098209347061867,0.15785814293835332,-6.03867132877138,-0.007594945608423704,0.0016743268492925162,-0.010521495021655086,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7510555555555557,0.8554960981047937,0.5830381441453643,0.4156122723788397,0.16801741141019133,-5.534564992176395,-0.009638039736352863,0.0013176264481894353,0.004512189480716837,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7509879227053141,0.8556217019695281,0.5832098380501848,0.4157537648241065,0.1677780846551291,-5.585725137484163,-0.009631801981924152,0.0013189792329763228,0.007733175010344325,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7499710144927536,0.855293199554069,0.5723531332621078,0.44645091359660427,0.17761788123064587,-5.615826096182246,-0.010719099407583683,0.001662875553069439,0.0006827876386078141,0.05555555555555555,subset_label_direction_jackpot
18.0,16.0,0.7497729468599035,0.8586651802303975,0.5932687540182102,0.41015020717554185,0.15650419284169328,-5.735018918555983,-0.014717390991854741,0.0007025050315255856,0.009979170967723638,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7502512077294686,0.8588004459308807,0.5782413125496815,0.410198546939166,0.17200989517978726,-5.772129433646735,-0.013398147261223022,0.0008475861564766269,0.00595172794135413,0.05555555555555555,subset_label_direction_jackpot
18.0,16.0,0.7498405797101451,0.8585395763656634,0.5930970601133896,0.4100087147302751,0.15674351959675545,-5.620920643336926,-0.014723628746283452,0.0007011522467386982,-0.0009630425331650067,0.05555555555555555,subset_label_direction_jackpot
18.0,16.0,0.7478599033816424,0.8548874024526198,0.5605215858409213,0.44611155346918463,0.18733831754072133,-5.59510598861743,-0.008240059461720187,0.0018415869759519181,-0.0012321322239174585,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7533695652173913,0.8636893348197696,0.5780023527319981,0.4398814856584387,0.1753672124853933,-6.011626100134152,-0.011479823922297612,0.0015540244069466927,0.03640876776606145,0.05555555555555555,subset_label_direction_jackpot
18.0,16.0,0.756852657004831,0.8647617985878856,0.5591623258828703,0.4430280160733835,0.19769033112196055,-5.160774072828231,-0.012912168012168648,0.0015022826386734945,0.015299292942818645,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7403937198067634,0.8461724266072093,0.594016196874319,0.4022890685552196,0.14637752293244435,-6.012814711083989,-0.01293374328546982,0.0012385950952286766,-0.019480710492693214,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7486618357487924,0.8605009290226682,0.5808841677640468,0.43592488429470605,0.16777766798474547,-4.3901898625374205,-0.013603654993778127,0.0013667120953291109,0.0056046006887321,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7501835748792272,0.858926049795615,0.5784130064545021,0.4103400393844328,0.17177056842472505,-5.754866715430049,-0.013391909506794308,0.0008489389412635143,0.003432446855855477,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7510555555555557,0.8554960981047938,0.5830381441453644,0.41561227237883963,0.1680174114101913,-5.456600050552668,-0.009638039736352863,0.0013176264481894353,0.007310824975571954,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7372729468599034,0.8471579338535861,0.5894943439225125,0.4205975566139871,0.14777860293739073,-4.835016935595903,-0.010473263440189435,0.0013795161763390756,-0.0015832616999418667,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7372729468599034,0.8471579338535861,0.5894943439225128,0.4205975566139871,0.14777860293739073,-4.747356047266689,-0.010473263440189435,0.0013795161763390756,-0.008498968970304584,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7509057971014494,0.8603463396506874,0.5854249628372337,0.4216121130271854,0.16548083426421564,-5.792201911564049,-0.013015303164728669,0.0012288769354651212,0.040676992351387976,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7451256038647345,0.8551675956893349,0.5726413633746807,0.4197679028943317,0.17248424049005356,-5.669998272814333,-0.011873267815922187,0.0008325071777333474,-0.00034751142381537976,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7420628019323672,0.845621701969528,0.5843974041034152,0.4186958097746409,0.15766539782895203,-5.575622413803303,-0.004965931185904404,0.0016569307854678592,-0.010952709977869577,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7565144927536233,0.868510590858417,0.5640311872162149,0.43509523057505056,0.1924833055374083,-5.177990627913309,-0.015003659369510878,0.0008197030967233827,0.011885959121943224,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.740461352657005,0.8460468227424749,0.5938445029694983,0.4021475761099529,0.14661684968750655,-5.96938684167654,-0.012939981039898534,0.001237242310441789,-0.022376960041630846,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7485942028985508,0.8606265328874024,0.5810558616688675,0.4360663767399727,0.16753834122968328,-4.295873250949975,-0.013597417239349414,0.0013680648801159985,0.005232780247946499,0.05555555555555555,subset_label_direction_jackpot
18.0,16.0,0.7455314009661836,0.8512931995540691,0.5676008081365155,0.4275591959473979,0.17793059282966803,-5.878548343821229,-0.009788014213008669,0.0015137339348965718,0.002923455005392194,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7533019323671497,0.8638149386845039,0.5781740466368187,0.4400229781037054,0.17512788573033114,-5.983738029459037,-0.0114735861678689,0.0015553771917335801,0.033810059969750623,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7314685990338166,0.8361724266072091,0.5952037629275492,0.405231113505754,0.1362648361062673,-6.197677352444017,-0.008267872489450073,0.0015765466477202128,-0.033120028166159526,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7525797101449276,0.8623946488294315,0.571162090254087,0.4287509044609528,0.18141761989084054,-5.622127999567726,-0.01185019250993454,0.0011754391975319733,0.008836026195797124,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7475748792270533,0.8518246005202528,0.5796040494625229,0.4280400485200843,0.16797082976453037,-5.84523842880233,-0.012260816404443452,0.00133637529680098,0.008013439634063091,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7427898550724639,0.8496410256410257,0.586765280673904,0.42069993363173963,0.15602457439855985,-5.645309704367318,-0.011392026288610052,0.0015650953514971355,-0.010609748491084538,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7526473429951692,0.8622690449646971,0.5709903963492664,0.42860941201568603,0.18165694664590273,-5.589467302171385,-0.011856430264363251,0.001174086412745086,0.011718248951762086,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7403937198067633,0.8461724266072093,0.594016196874319,0.4022890685552196,0.14637752293244435,-5.953821067487284,-0.01293374328546982,0.0012385950952286766,-0.020437735581618807,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.740461352657005,0.8460468227424749,0.5938445029694983,0.4021475761099529,0.14661684968750655,-5.912228640484842,-0.012939981039898534,0.001237242310441789,-0.01967757115729573,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7533019323671498,0.8638149386845039,0.5781740466368187,0.44002297810370544,0.1751278857303311,-5.603802757315683,-0.0114735861678689,0.0015553771917335801,0.04116728824098562,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.761572463768116,0.8722690449646973,0.5698028302960362,0.4256673670651516,0.19176963347207981,-5.537814564414475,-0.016522301060383,0.0008361348602535497,0.009482748309578347,0.05555555555555555,subset_label_direction_jackpot
18.0,16.0,0.7408478260869567,0.8486651802303976,0.5944563200714403,0.41309225212607625,0.1463915060155162,-5.942509119665792,-0.010051520195834992,0.001040456584017122,-0.0015699576262092122,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7461980676328503,0.857157933853586,0.5883067778692825,0.4176555116634527,0.15789128976356778,-4.570900924731843,-0.015139134236209183,0.0010415646238475394,0.013267839116697723,0.05555555555555555,subset_label_direction_jackpot
18.0,16.0,0.756852657004831,0.8647617985878856,0.5591623258828704,0.44302801607338355,0.19769033112196055,-5.477428829316393,-0.012912168012168648,0.0015022826386734945,0.017968191693010633,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7461980676328503,0.8571579338535861,0.5883067778692825,0.4176555116634527,0.15789128976356778,-4.604734331424722,-0.015139134236209183,0.0010415646238475394,0.004501004022064076,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7589637681159421,0.8651675956893348,0.5709938733040569,0.44336737620080313,0.18796989481188514,-5.2483783651082545,-0.015391207958032144,0.0013235712157910152,0.014474156053354089,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7362004830917875,0.8451675956893347,0.5738289294279109,0.4227099478448661,0.16237155366387648,-6.195827673463831,-0.007207397019902439,0.0011704587302248837,-0.00460081133056839,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7451256038647345,0.8551675956893349,0.5726413633746809,0.4197679028943317,0.17248424049005354,-5.922007598495285,-0.011873267815922187,0.0008325071777333474,0.009297165646019814,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7451256038647344,0.8551675956893346,0.5726413633746807,0.4197679028943317,0.17248424049005354,-5.867309199314921,-0.011873267815922187,0.0008325071777333474,-0.002677315498566741,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7509057971014493,0.8603463396506874,0.5854249628372337,0.4216121130271854,0.16548083426421564,-5.934285105905845,-0.013015303164728669,0.0012288769354651212,0.03840475965890149,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7623768115942029,0.8689646971386101,0.5745996618917191,0.43108109250482535,0.18777714970248385,-5.254014194761807,-0.012762193535512842,0.0013061751519663582,0.0143582418987514,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7525797101449275,0.8623946488294315,0.5711620902540869,0.4287509044609528,0.18141761989084054,-5.593706975371451,-0.01185019250993454,0.0011754391975319733,0.0018063685929956832,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7526473429951692,0.862269044964697,0.5709903963492664,0.4286094120156861,0.18165694664590273,-5.493933512375357,-0.011856430264363251,0.001174086412745086,0.007895026599590637,0.05555555555555555,subset_label_direction_jackpot
18.0,16.0,0.7455314009661838,0.8512931995540691,0.5676008081365156,0.4275591959473979,0.17793059282966803,-5.713723566414494,-0.009788014213008669,0.0015137339348965718,0.0020899142622222795,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7509057971014494,0.8603463396506874,0.5854249628372337,0.4216121130271854,0.16548083426421564,-5.958430932418016,-0.013015303164728669,0.0012288769354651212,0.042018118374535306,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.745193236714976,0.8550419918246005,0.5724696694698601,0.4196264104490649,0.17272356724511576,-5.575236207677759,-0.011879505570350899,0.00083115439294646,0.003447709816355313,0.05555555555555555,subset_label_direction_jackpot
18.0,16.0,0.7478599033816427,0.8548874024526198,0.5605215858409213,0.4461115534691847,0.1873383175407213,-5.64961882972304,-0.008240059461720187,0.0018415869759519181,0.003189007225756287,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7509734299516909,0.8602207357859533,0.5852532689324129,0.4214706205819186,0.1657201610192778,-6.266240494049943,-0.01302154091915738,0.0012275241506782336,0.03265502081820094,0.05555555555555555,subset_label_direction_jackpot
18.0,16.0,0.7408478260869567,0.8486651802303976,0.5944563200714403,0.41309225212607625,0.1463915060155162,-5.990934640976726,-0.010051520195834992,0.001040456584017122,-0.012773126158488433,0.05555555555555555,subset_label_direction_jackpot
18.0,16.0,0.7408478260869567,0.8486651802303976,0.5944563200714402,0.41309225212607625,0.1463915060155162,-5.838336789861925,-0.010051520195834992,0.001040456584017122,-0.009373600599649473,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.745193236714976,0.8550419918246006,0.5724696694698603,0.4196264104490649,0.17272356724511573,-5.872812194602278,-0.011879505570350899,0.00083115439294646,-0.0027160460076110886,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7475217391304347,0.8586361947231513,0.5653904471742658,0.43817876797085176,0.18213129195616903,-5.495875214995947,-0.010331550819062417,0.0011590074340018064,-0.0009322364461274937,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7509734299516909,0.8602207357859532,0.585253268932413,0.42147062058191864,0.16572016101927783,-6.167288027693348,-0.01302154091915738,0.0012275241506782336,0.041190502755563456,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7623768115942029,0.8689646971386102,0.5745996618917191,0.43108109250482535,0.18777714970248383,-5.042215705296047,-0.012762193535512842,0.0013061751519663582,0.021939193579600582,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7565144927536233,0.868510590858417,0.5640311872162149,0.43509523057505056,0.1924833055374083,-5.292367675144408,-0.015003659369510878,0.0008197030967233827,0.019863042714677002,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7451932367149758,0.8550419918246005,0.5724696694698601,0.4196264104490649,0.17272356724511576,-5.978727270142806,-0.011879505570350899,0.00083115439294646,0.007394530893062177,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7362004830917875,0.8451675956893347,0.5738289294279109,0.42270994784486604,0.16237155366387646,-6.291880998869376,-0.007207397019902439,0.0011704587302248837,-0.016867800325719527,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7517826086956523,0.8595154217762914,0.5854060207158532,0.4176163962359385,0.1663765879797991,-5.626830954464524,-0.01606413483905851,0.0012257910142187119,-0.0017835458165738245,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.745193236714976,0.8550419918246006,0.5724696694698602,0.41962641044906496,0.17272356724511576,-5.953194293001728,-0.011879505570350899,0.00083115439294646,0.007832843289446497,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7462657004830918,0.8570323299888518,0.5881350839644619,0.417514019218186,0.15813061651862997,-4.521435944363383,-0.015145371990637896,0.001040211839060652,0.0012615487963277701,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7451256038647345,0.8551675956893349,0.5726413633746809,0.4197679028943317,0.17248424049005354,-5.748869236266384,-0.011873267815922187,0.0008325071777333474,0.007497156032677199,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7462657004830918,0.8570323299888518,0.5881350839644619,0.417514019218186,0.15813061651862997,-4.471932692257368,-0.015145371990637896,0.001040211839060652,0.004327401403316635,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7427898550724639,0.8496410256410256,0.5867652806739039,0.42069993363173963,0.15602457439855985,-5.883294901458455,-0.011392026288610052,0.0015650953514971355,-0.009351421455121908,0.05555555555555555,subset_label_direction_jackpot
18.0,16.0,0.7478599033816427,0.8548874024526198,0.5605215858409213,0.4461115534691847,0.18733831754072133,-5.715654531098379,-0.008240059461720187,0.0018415869759519181,0.00856095561773424,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7589637681159421,0.8651675956893348,0.5709938733040569,0.44336737620080313,0.18796989481188514,-5.381194614908153,-0.015391207958032144,0.0013235712157910152,0.012572598999249262,0.05555555555555555,subset_label_direction_jackpot
18.0,16.0,0.7365386473429951,0.8414188034188034,0.5689600680945665,0.430642733343199,0.16757857924842876,-5.9741810419435035,-0.0051159056625602085,0.0018530382721749952,-0.01226975511225278,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7404613526570049,0.8460468227424749,0.5938445029694983,0.4021475761099529,0.14661684968750655,-5.831327289140437,-0.012939981039898534,0.001237242310441789,-0.013758680929018134,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7362004830917875,0.8451675956893349,0.5738289294279109,0.42270994784486604,0.16237155366387646,-6.308347281919734,-0.007207397019902439,0.0011704587302248837,-0.004742394347716582,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7451932367149758,0.8550419918246005,0.5724696694698602,0.41962641044906496,0.17272356724511576,-6.051887142942314,-0.011879505570350899,0.00083115439294646,0.0008888425671328138,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7412584541062803,0.848926049795615,0.5796005725077322,0.41328208433496716,0.161657881598548,-6.337667007157253,-0.008726038710774561,0.0011868904937550506,-0.011354744956590189,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7499710144927537,0.8552931995540691,0.5723531332621078,0.4464509135966044,0.17761788123064587,-5.57241540370284,-0.010719099407583683,0.001662875553069439,0.001368240032572934,0.05555555555555555,subset_label_direction_jackpot
18.0,16.0,0.7455314009661836,0.8512931995540691,0.5676008081365156,0.42755919594739783,0.17793059282966803,-5.8059921605321945,-0.009788014213008669,0.0015137339348965718,0.009278280597964346,0.05555555555555555,subset_label_direction_jackpot
18.0,15.0,0.7314685990338164,0.8361724266072093,0.5952037629275492,0.405231113505754,0.1362648361062673,-6.20304842114638,-0.008267872489450073,0.0015765466477202128,-0.03248959828843268,0.05555555555555555,subset_label_direction_jackpot
